# Odd core environment

This is a list of the first 10000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- `base3` and `base2` representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc)

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29
723,3,14,222210,1011010011,0,3,2,8,8,9,1,10,27
5785,0,26,21221021,1011010011001,1,0,3,10,0,5,9,12,14
2893,1,14,10222011,101101001101,1,3,2,0,7,3,5,18,22
5787,0,26,21221100,1011010011011,0,2,5,1,2,7,11,14,16
1447,2,16,1222121,10110100111,1,2,5,6,4,2,3,21,26
5789,0,16,21221102,1011010011101,2,4,0,3,4,9,13,16,18
2895,1,16,10222020,101101001111,0,0,4,2,9,5,7,20,24
5791,0,38,21221111,1011010011111,1,1,2,5,6,11,15,18,20
181,5,4,20201,10110101,1,1,6,5,12,11,10,20,7
5793,0,16,21221120,1011010100001,0,3,4,7,8,13,17,20,22
2897,1,50,10222022,101101010001,2,2,6,4,11,7,9,22,26
5795,0,50,21221122,1011010100011,2,0,6,9,10,15,0,22,24
1449,2,50,1222200,10110101001,0,4,0,8,6,4,5,0,28
5797,0,50,21221201,1011010100101,1,2,1,0,12,0,2,1,26
2899,1,50,10222101,101101010011,1,4,1,6,0,9,11,1,28
5799,0,74,21221210,1011010100111,0,4,3,2,1,2,4,3,28
725,3,4,222212,1011010101,2,0,4,10,10,11,3,12,0
5801,0,26,21221212,1011010101001,2,1,5,4,3,4,6,5,1
2901,1,4,10222110,101101010101,0,1,3,8,2,11,13,3,1
5803,0,62,21221221,1011010101011,1,3,0,6,5,6,8,7,3
1451,2,50,1222202,10110101011,2,1,2,10,8,6,7,2,1
5805,0,50,21222000,1011010101101,0,0,2,8,7,8,10,9,5
2903,1,50,10222112,101101010111,2,3,5,10,4,13,15,5,3
5807,0,38,21222002,1011010101111,2,2,4,10,9,10,12,11,7
363,4,14,111110,101101011,0,3,6,0,12,6,2,18,15
5809,0,14,21222011,1011010110001,1,4,6,1,11,12,14,13,9
2905,1,14,10222121,101101011001,1,0,0,1,6,15,17,7,5
5811,0,14,21222020,1011010110011,0,1,1,3,0,14,16,15,11
1453,2,14,1222211,10110101101,1,3,4,1,10,8,9,4,3
5813,0,14,21222022,1011010110101,2,3,3,5,2,16,18,17,13
2907,1,50,10222200,101101011011,0,2,2,3,8,0,0,9,7
5815,0,50,21222101,1011010110111,1,0,5,7,4,1,1,19,15
727,3,14,222221,1011010111,1,2,6,1,12,13,5,14,2
5817,0,50,21222110,1011010111001,0,2,0,9,6,3,3,21,17
2909,1,14,10222202,101101011101,2,4,4,5,10,2,2,11,9
5819,0,50,21222112,1011010111011,2,4,2,0,8,5,5,0,19
1455,2,50,1222220,10110101111,0,0,6,3,12,10,11,6,5
5821,0,50,21222121,1011010111101,1,1,4,2,10,7,7,2,21
2911,1,50,10222211,101101011111,1,1,6,7,12,4,4,13,11
5823,0,50,21222200,1011010111111,0,3,6,4,12,9,9,4,23
91,6,33,10101,1011011,1,1,0,3,0,6,15,22,4
5825,0,14,21222202,1011011000001,2,0,1,6,1,11,11,6,25
2913,1,38,10222220,101101100001,0,3,1,9,1,6,6,15,13
5827,0,38,21222211,1011011000011,1,2,3,8,3,13,13,8,27
1457,2,9,1222222,10110110001,2,2,1,5,1,12,13,8,7
5829,0,9,21222220,1011011000101,0,4,5,10,5,15,15,10,0
2915,1,9,10222222,101101100011,2,0,3,0,3,8,8,17,15
5831,0,14,21222222,1011011000111,2,1,0,1,7,0,17,12,2
729,3,9,1000000,1011011001,0,4,1,3,1,15,7,16,4
5833,0,26,22000001,1011011001001,1,3,2,3,9,2,0,14,4
2917,1,9,11000001,101101100101,1,2,5,2,5,10,10,19,17
5835,0,26,22000010,1011011001011,0,0,4,5,11,4,2,16,6
1459,2,9,2000001,10110110011,1,4,3,7,3,14,15,10,9
5837,0,9,22000012,1011011001101,2,2,6,7,0,6,4,18,8
2919,1,79,11000010,101101100111,0,4,0,4,7,12,12,21,19
5839,0,79,22000021,1011011001111,1,4,1,9,2,8,6,20,10
365,4,33,111112,101101101,2,0,1,2,1,8,4,20,17
5841,0,26,22000100,1011011010001,0,1,3,0,4,10,8,22,12
2921,1,26,11000012,101101101001,2,1,2,6,9,14,14,0,21
5843,0,26,22000102,1011011010011,2,3,5,2,6,12,10,1,14
1461,2,33,2000010,10110110101,0,1,5,9,5,16,17,12,11
5845,0,33,22000111,1011011010101,1,0,0,4,8,14,12,3,16
2923,1,50,11000021,101101101011,1,3,4,8,11,16,16,2,23
5847,0,50,22000120,1011011010111,0,2,2,6,10,16,14,5,18
731,3,50,1000002,1011011011,2,1,3,5,3,0,9,18,6
5849,0,50,22000122,1011011011001,2,4,4,8,12,1,16,7,20
2925,1,50,11000100,101101101101,0,0,6,10,0,1,18,4,25
5851,0,50,22000201,1011011011011,1,1,6,10,1,3,18,9,22
1463,2,50,2000012,10110110111,2,3,0,0,7,1,0,14,13
5853,0,50,22000210,1011011011101,0,3,1,1,3,5,1,11,24
2927,1,62,11000102,101101101111,2,2,1,1,2,3,1,6,27
5855,0,62,22000212,1011011011111,2,0,3,3,5,7,3,13,26
183,5,33,20210,10110111,0,3,1,7,1,13,12,22,9
5857,0,50,22000221,1011011100001,1,2,5,5,7,9,5,15,28
2929,1,33,11000111,101101110001,1,4,3,3,4,5,3,8,0
5859,0,33,22001000,1011011100011,0,4,0,7,9,11,7,17,1
1465,2,9,2000021,10110111001,1,0,2,2,9,3,2,16,15
5861,0,9,22001002,1011011100101,2,1,2,9,11,13,9,19,3
2931,1,9,11000120,101101110011,0,1,5,5,6,7,5,10,2
5863,0,45,22001011,1011011100111,1,3,4,0,0,15,11,21,5
733,3,33,1000011,1011011101,1,3,5,7,5,2,11,20,8
5865,0,35,22001020,1011011101001,0,0,6,2,2,0,13,0,7
2933,1,33,11000122,101101110101,2,3,0,7,8,9,7,12,4
5867,0,26,22001022,1011011101011,2,2,1,4,4,2,15,2,9
1467,2,50,2000100,10110111011,0,2,4,4,11,5,4,18,17
5869,0,50,22001101,1011011101101,1,4,3,6,6,4,17,4,11
2935,1,50,11000201,101101110111,1,0,2,9,10,11,9,14,6
5871,0,26,22001110,1011011101111,0,1,5,8,8,6,0,6,13
367,4,14,111121,101101111,1,2,3,4,3,10,6,22,19
5873,0,33,22001112,1011011110001,2,3,0,10,10,8,2,8,15
2937,1,16,11000210,101101111001,0,2,4,0,12,13,11,16,8
5875,0,16,22001121,1011011110011,1,0,2,1,12,10,4,10,17
1469,2,14,2000102,10110111101,2,4,6,6,0,7,6,20,19
5877,0,14,22001200,1011011110101,0,2,4,3,1,12,6,12,19
2939,1,26,11000212,101101111011,2,4,6,2,1,15,13,18,10
5879,0,26,22001202,1011011110111,2,4,6,5,3,14,8,14,21
735,3,14,1000020,1011011111,0,0,0,9,7,4,13,22,10
5881,0,14,22001211,1011011111001,1,1,1,7,5,16,10,16,23
2941,1,14,11000221,101101111101,1,1,1,4,3,0,15,20,12
5883,0,50,22001220,1011011111011,0,3,3,9,7,1,12,18,25
1471,2,62,2000111,10110111111,1,1,1,8,2,9,8,22,21
5885,0,62,22001222,1011011111101,2,0,5,0,9,3,14,20,27
2943,1,62,11001000,101101111111,0,3,3,6,5,2,17,22,14
5887,0,43,22002001,1011011111111,1,2,0,2,11,5,16,22,0
23,8,4,212,10111,2,3,2,1,10,6,4,0,23
5889,0,33,22002010,1011100000001,0,4,2,4,0,7,18,1,2
2945,1,26,11001002,101110000001,2,0,5,8,7,4,0,1,16
5891,0,26,22002012,1011100000011,2,1,4,6,2,9,1,3,4
1473,2,33,2000120,10111000001,0,3,3,10,4,11,10,1,23
5893,0,33,22002021,1011100000101,1,3,6,8,4,11,3,5,6
2947,1,33,11001011,101110000011,1,2,0,10,9,6,2,3,18
5895,0,26,22002100,1011100000111,0,0,1,10,6,13,5,7,8
737,3,50,1000022,1011100001,2,2,2,0,9,6,15,1,12
5897,0,26,22002102,1011100001001,2,2,3,1,8,15,7,9,10
2949,1,50,11001020,101110000101,0,4,2,1,11,8,4,5,20
5899,0,14,22002111,1011100001011,1,4,5,3,10,0,9,11,12
1475,2,50,2000122,10111000011,2,0,5,1,6,13,12,3,25
5901,0,50,22002120,1011100001101,0,1,0,5,12,2,11,13,14
2951,1,33,11001022,101110000111,2,1,4,3,0,10,6,7,22
5903,0,33,22002122,1011100001111,2,3,2,7,1,4,13,15,16
369,4,4,111200,101110001,0,4,5,6,5,12,8,1,21
5905,0,50,22002201,1011100010001,1,0,4,9,3,6,15,17,18
2953,1,43,11001101,101110001001,1,3,6,5,2,12,8,9,24
5907,0,43,22002210,1011100010011,0,2,6,0,5,8,17,19,20
1477,2,4,2000201,10111000101,1,2,0,3,8,15,14,5,27
5909,0,4,22002212,1011100010101,2,4,1,2,7,10,0,21,22
2955,1,50,11001110,101110001011,0,0,1,7,4,14,10,11,26
5911,0,50,22002221,1011100010111,1,1,3,4,9,12,2,0,24
739,3,4,1000101,1011100011,1,4,4,2,11,8,17,3,14
5913,0,26,22010000,1011100011001,0,3,5,6,11,14,4,2,26
2957,1,4,11001112,101110001101,2,2,3,9,6,16,12,13,28
5915,0,62,22010002,1011100011011,2,0,0,8,0,16,6,4,28
1479,2,33,2000210,10111000111,0,4,2,5,10,0,16,7,0
5917,0,33,22010011,1011100011101,1,2,2,10,2,1,8,6,1
2959,1,33,11001121,101110001111,1,4,5,0,8,1,14,15,1
5919,0,62,22010020,1011100011111,0,4,4,1,4,3,10,8,3
185,5,14,20212,10111001,2,0,3,9,3,15,14,1,11
5921,0,67,22010022,1011100100001,2,1,6,3,6,5,12,10,5
2961,1,9,11001200,101110010001,0,1,0,2,10,3,16,17,3
5923,0,9,22010101,1011100100011,1,3,1,5,8,7,14,12,7
1481,2,9,2000212,10111001001,2,1,4,7,12,2,18,9,2
5925,0,9,22010110,1011100100101,0,0,3,7,10,9,16,14,9
2963,1,9,11001202,101110010011,2,3,2,4,12,5,18,19,5
5927,0,23,22010112,1011100100111,2,2,5,9,12,11,18,16,11
741,3,14,1000110,1011100101,0,1,6,4,0,10,0,5,16
5929,0,67,22010121,1011100101001,1,4,0,0,1,13,1,18,13
2965,1,14,11001211,101110010101,1,0,4,6,1,7,1,21,7
5931,0,9,22010200,1011100101011,0,1,2,2,3,15,3,20,15
1483,2,50,2000221,10111001011,1,3,6,9,1,4,1,11,4
5933,0,50,22010202,1011100101101,2,3,4,4,5,0,5,22,17
2967,1,50,11001220,101110010111,0,2,6,8,3,9,3,0,9
5935,0,33,22010211,1011100101111,1,0,6,6,7,2,7,1,19
371,4,14,111202,101110011,2,1,0,8,7,14,10,3,23
5937,0,50,22010220,1011100110001,0,2,1,8,9,4,9,3,21
2969,1,50,11001222,101110011001,2,4,1,10,5,11,5,2,11
5939,0,50,22010222,1011100110011,2,4,3,10,11,6,11,5,23
1485,2,14,2001000,10111001101,0,0,1,0,3,6,3,13,6
5941,0,14,22011001,1011100110101,1,1,5,1,0,8,13,7,25
2971,1,14,11002001,101110011011,1,1,3,1,7,13,7,4,13
5943,0,14,22011010,1011100110111,0,3,0,3,2,10,15,9,27
743,3,33,1000112,1011100111,2,3,1,6,2,12,2,7,18
5945,0,14,22011012,1011100111001,2,0,2,5,4,12,17,11,0
2973,1,33,11002010,101110011101,0,3,5,3,9,15,9,6,15
5947,0,50,22011021,1011100111011,1,2,4,7,6,14,0,13,2
1487,2,33,2001002,10111001111,2,2,3,2,5,8,5,15,8
5949,0,33,22011100,1011100111101,0,4,6,9,8,16,2,15,4
2975,1,14,11002012,101110011111,2,0,0,5,11,0,11,8,17
5951,0,14,22011102,1011100111111,2,1,1,0,10,1,4,17,6
93,6,4,10110,1011101,0,3,2,5,2,8,17,1,6
5953,0,14,22011111,1011101000001,1,3,3,2,12,3,6,19,8
2977,1,50,11002021,101110100001,1,2,2,7,0,2,13,10,19
5955,0,50,22011120,1011101000011,0,0,5,4,1,5,8,21,10
1489,2,14,2001011,10111010001,1,4,5,4,7,10,7,17,10
5957,0,14,22011122,1011101000101,2,2,0,6,3,7,10,0,12
2979,1,14,11002100,101110100011,0,4,4,9,2,4,15,12,21
5959,0,43,22011201,1011101000111,1,4,2,8,5,9,12,2,14
745,3,31,1000121,1011101001,1,0,3,8,4,14,4,9,20
5961,0,14,22011210,1011101001001,0,1,4,10,7,11,14,4,16
2981,1,31,11002102,101110100101,2,1,6,0,4,6,17,14,23
5963,0,14,22011212,1011101001011,2,3,6,1,9,13,16,6,18
1491,2,31,2001020,10111010011,0,1,0,6,9,12,9,19,12
5965,0,31,22011221,1011101001101,1,0,1,3,11,15,18,8,20
2983,1,50,11002111,101110100111,1,3,1,2,6,8,0,16,25
5967,0,50,22012000,1011101001111,0,2,3,5,0,0,1,10,22
373,4,4,111211,101110101,1,3,2,10,9,16,12,5,25
5969,0,31,22012002,1011101010001,2,4,5,7,2,2,3,12,24
2985,1,50,11002120,101110101001,0,0,3,4,8,10,2,18,27
5971,0,50,22012011,1011101010011,1,1,0,9,4,4,5,14,26
1493,2,4,2001022,10111010101,2,3,2,8,11,14,11,21,14
5973,0,4,22012020,1011101010101,0,3,2,0,6,6,7,16,28
2987,1,14,11002122,101110101011,2,2,5,6,10,12,4,20,0
5975,0,14,22012022,1011101010111,2,0,4,2,8,8,9,18,1
747,3,14,1000200,1011101011,0,2,5,10,6,16,6,11,22
5977,0,14,22012101,1011101011001,1,2,6,4,10,10,11,20,3
2989,1,14,11002201,101110101101,1,4,0,8,12,14,6,22,2
5979,0,16,22012110,1011101011011,0,4,1,6,12,12,13,22,5
1495,2,14,2001101,10111010111,1,0,4,10,0,16,13,0,16
5981,0,14,22012112,1011101011101,2,1,3,8,1,14,15,1,7
2991,1,14,11002210,101110101111,0,1,2,10,1,16,8,1,4
5983,0,14,22012121,1011101011111,1,3,5,10,3,16,17,3,9
187,5,14,20221,10111011,1,2,5,0,5,0,16,3,13
5985,0,31,22012200,1011101100001,0,0,0,1,5,1,0,5,11
2993,1,14,11002212,101110110001,2,3,4,1,3,1,10,3,6
5987,0,14,22012202,1011101100011,2,2,2,3,7,3,2,7,13
1497,2,14,2001110,10111011001,0,2,6,1,2,1,15,2,18
5989,0,14,22012211,1011101100101,1,4,4,5,9,5,4,9,15
2995,1,14,11002221,101110110011,1,0,6,3,5,3,12,5,8
5991,0,31,22012220,1011101100111,0,1,6,7,11,7,6,11,17
749,3,14,1000202,1011101101,2,4,0,1,8,1,8,13,24
5993,0,26,22012222,1011101101001,2,3,1,9,0,9,8,13,19
2997,1,14,11010000,101110110101,0,2,1,5,7,5,14,7,10
5995,0,26,22020001,1011101101011,1,0,3,0,2,11,10,15,21
1499,2,14,2001112,10111011011,2,4,1,3,4,3,17,4,20
5997,0,14,22020010,1011101101101,0,2,5,2,4,13,12,17,23
2999,1,14,11010002,101110110111,2,4,3,7,9,7,16,9,12
5999,0,67,22020012,1011101101111,2,4,0,4,6,15,14,19,25
375,4,14,111220,101110111,0,0,4,1,11,1,14,7,27
6001,0,14,22020021,1011101110001,1,1,2,6,8,0,16,21,27
3001,1,11,11010011,101110111001,1,1,5,9,11,9,18,11,14
6003,0,11,22020100,1011101110011,0,3,4,8,10,2,18,0,0
1501,2,14,2001121,10111011101,1,1,3,5,6,5,0,6,22
6005,0,14,22020102,1011101110101,2,0,6,10,12,4,1,2,2
3003,1,11,11010020,101110111011,0,3,0,0,0,11,1,13,16
6007,0,11,22020111,1011101110111,1,2,1,1,1,6,3,4,4
751,3,50,1000211,1011101111,1,1,2,3,10,3,10,15,26
6009,0,31,22020120,1011101111001,0,4,3,3,3,8,5,6,6
3005,1,50,11010022,101110111101,2,0,2,2,2,13,3,15,18
6011,0,11,22020122,1011101111011,2,1,5,5,5,10,7,8,8
1503,2,50,2001200,10111011111,0,3,5,7,8,7,2,8,24
6013,0,50,22020201,1011101111101,1,3,0,7,7,12,9,10,10
3007,1,55,11010101,101110111111,1,2,4,4,4,15,5,17,20
6015,0,55,22020210,1011101111111,0,0,2,9,9,14,11,12,12
47,7,38,1202,101111,2,2,5,3,8,13,9,1,18
6017,0,67,22020212,1011110000001,2,2,4,0,11,16,13,14,14
3009,1,11,11010110,101111000001,0,4,6,6,6,0,7,19,22
6019,0,11,22020221,1011110000011,1,4,6,2,0,1,15,16,16
1505,2,11,2001202,10111100001,2,0,0,9,10,9,4,10,26
6021,0,11,22021000,1011110000101,0,1,1,4,2,3,17,18,18
3011,1,11,11010112,101111000011,2,1,1,8,8,2,9,21,24
6023,0,11,22021002,1011110000111,2,3,3,6,4,5,0,20,20
753,3,4,1000220,1011110001,0,3,4,5,12,5,12,17,28
6025,0,31,22021011,1011110001001,1,0,5,8,6,7,2,22,22
3013,1,4,11010121,101111000101,1,3,3,10,10,4,11,0,26
6027,0,67,22021020,1011110001011,0,2,0,10,8,9,4,1,24
1507,2,4,2001211,10111100011,1,2,2,0,12,11,6,12,28
6029,0,4,22021022,1011110001101,2,4,2,1,10,11,6,3,26
3015,1,31,11010200,101111000111,0,0,5,1,12,6,13,2,28
6031,0,31,22021101,1011110001111,1,1,4,3,12,13,8,5,28
377,4,21,111222,101111001,2,2,6,3,0,3,16,9,0
6033,0,11,22021110,1011110010001,0,3,6,5,1,15,10,7,1
3017,1,11,11010202,101111001001,2,2,0,3,1,8,15,4,1
6035,0,11,22021112,1011110010011,2,0,1,7,3,0,12,9,3
1509,2,21,2001220,10111100101,0,4,4,2,1,13,8,14,1
6037,0,21,22021121,1011110010101,1,2,3,9,5,2,14,11,5
3019,1,21,11010211,101111001011,1,4,2,5,3,10,17,6,3
6039,0,21,22021200,1011110010111,0,4,5,0,7,4,16,13,7
755,3,21,1000222,1011110011,2,0,6,7,1,7,14,19,1
6041,0,21,22021202,1011110011001,2,1,0,2,9,6,18,15,9
3021,1,21,11010220,101111001101,0,1,4,7,5,12,0,8,5
6043,0,43,22021211,1011110011011,1,3,2,4,11,8,1,17,11
1511,2,31,2001222,10111100111,2,1,6,4,3,15,10,16,3
6045,0,31,22021220,1011110011101,0,0,4,6,0,10,3,19,13
3023,1,31,11010222,101111001111,2,3,6,9,7,14,2,10,7
6047,0,31,22021222,1011110011111,2,2,6,8,2,12,5,21,15
189,5,38,21000,10111101,0,4,0,2,7,2,18,5,15
6049,0,21,22022001,1011110100001,1,4,1,10,4,14,7,0,17
3025,1,21,11011001,101111010001,1,0,1,0,9,16,4,12,9
6051,0,21,22022010,1011110100011,0,1,3,1,6,16,9,2,19
1513,2,21,2002001,10111101001,1,3,1,6,5,0,12,18,5
6053,0,21,22022012,1011110100101,2,3,5,3,8,1,11,4,21
3027,1,21,11011010,101111010011,0,2,3,2,11,1,6,14,11
6055,0,31,22022021,1011110100111,1,0,0,5,10,3,13,6,23
757,3,38,1001001,1011110101,1,2,1,9,3,9,16,21,3
6057,0,67,22022100,1011110101001,0,2,2,7,12,5,15,8,25
3029,1,38,11011012,101111010101,2,4,5,4,0,3,8,16,13
6059,0,50,22022102,1011110101011,2,4,4,9,1,7,17,10,27
1515,2,50,2002010,10111101011,0,0,3,8,7,2,14,20,7
6061,0,50,22022111,1011110101101,1,1,6,0,3,9,0,12,0
3031,1,50,11011021,101111010111,1,1,0,6,2,5,10,18,15
6063,0,50,22022120,1011110101111,0,3,1,2,5,11,2,14,2
379,4,19,112001,101111011,1,4,1,5,2,5,18,11,2
6065,0,4,22022122,1011110110001,2,0,3,4,7,13,4,16,4
3033,1,4,11011100,101111011001,0,3,2,8,4,7,12,20,17
6067,0,4,22022201,1011110110011,1,2,5,6,9,15,6,18,6
1517,2,19,2002012,10111101101,2,2,5,10,9,4,16,22,9
6069,0,19,22022210,1011110110101,0,4,0,8,11,0,8,20,8
3035,1,55,11011102,101111011011,2,0,4,10,6,9,14,22,19
6071,0,55,22022212,1011110110111,2,1,2,10,0,2,10,22,10
759,3,19,1001010,1011110111,0,4,3,0,5,11,18,0,5
6073,0,19,22022221,1011110111001,1,3,4,1,2,4,12,1,12
3037,1,19,11011111,101111011101,1,2,6,1,8,11,16,1,21
6075,0,19,22100000,1011110111011,0,0,6,3,4,6,14,3,14
1519,2,55,2002021,10111101111,1,4,0,1,11,6,18,1,11
6077,0,55,22100002,1011110111101,2,2,1,5,6,8,16,5,16
3039,1,55,11011120,101111011111,0,4,1,3,10,13,18,3,23
6079,0,21,22100011,1011110111111,1,4,3,7,8,10,18,7,18
95,6,38,10112,1011111,2,0,4,7,4,10,0,3,8
6081,0,19,22100020,1011111000001,0,1,5,9,10,12,1,9,20
3041,1,55,11011122,101111100001,2,1,3,5,12,15,1,5,25
6083,0,55,22100022,1011111000011,2,3,0,0,12,14,3,11,22
1521,2,38,2002100,10111110001,0,1,2,3,0,8,1,3,13
6085,0,38,22100101,1011111000101,1,0,2,2,1,16,5,13,24
3043,1,38,11011201,101111100011,1,3,5,7,1,0,3,7,27
6087,0,55,22100110,1011111000111,0,2,4,4,3,1,7,15,26
761,3,9,1001012,1011111001,2,1,5,2,7,13,1,2,7
6089,0,19,22100112,1011111001001,2,4,6,6,5,3,9,17,28
3045,1,9,11011210,101111100101,0,0,0,9,3,2,5,9,0
6091,0,9,22100121,1011111001011,1,1,1,8,7,5,11,19,1
1523,2,9,2002102,10111110011,2,3,4,5,2,10,3,5,15
6093,0,9,22100200,1011111001101,0,3,3,10,9,7,13,21,3
3047,1,19,11011212,101111100111,2,2,2,0,5,4,7,11,2
6095,0,19,22100202,1011111001111,2,0,5,1,11,9,15,0,5
381,4,38,112010,101111101,0,1,3,7,4,7,1,13,4
6097,0,9,22100211,1011111010001,1,2,0,3,0,11,17,2,7
3049,1,43,11011221,101111101001,1,4,4,2,7,6,9,13,4
6099,0,43,22100220,1011111010011,0,4,2,5,2,13,0,4,9
1525,2,38,2002111,10111110101,1,0,6,7,4,12,5,7,17
6101,0,38,22100222,1011111010101,2,1,4,7,4,15,2,6,11
3051,1,55,11012000,101111101011,0,1,6,4,9,8,11,15,6
6103,0,55,22101001,1011111010111,1,3,6,9,6,0,4,8,13
763,3,55,1001021,1011111011,1,3,0,4,9,15,3,4,9
6105,0,38,22101010,1011111011001,0,0,1,0,8,2,6,10,15
3053,1,55,11012002,101111101101,2,3,1,6,11,10,13,17,8
6107,0,55,22101012,1011111011011,2,2,3,2,10,4,8,12,17
1527,2,55,2002120,10111110111,0,2,1,9,6,14,7,9,19
6109,0,55,22101021,1011111011101,1,4,5,4,12,6,10,14,19
3055,1,31,11012011,101111101111,1,0,3,8,0,12,15,19,10
6111,0,31,22101100,1011111011111,0,1,0,6,1,8,12,16,21
191,5,14,21002,10111111,2,1,2,4,9,4,1,7,17
6113,0,55,22101102,1011111100001,2,3,2,8,3,10,14,18,23
3057,1,38,11012020,101111110001,0,2,5,10,2,14,17,21,12
6115,0,38,22101111,1011111100011,1,0,4,10,5,12,16,20,25
1529,2,19,2002122,10111111001,2,4,3,0,8,16,9,11,21
6117,0,19,22101120,1011111100101,0,2,6,1,7,14,18,22,27
3059,1,19,11012022,101111110011,2,4,0,1,4,16,0,0,14
6119,0,19,22101122,1011111100111,2,4,1,3,9,16,1,1,0
765,3,14,1001100,1011111101,0,0,2,6,11,0,5,6,11
6121,0,62,22101201,1011111101001,1,1,3,5,11,1,3,3,2
3061,1,14,11012101,101111110101,1,1,2,3,6,1,2,2,16
6123,0,67,22101210,1011111101011,0,3,5,7,0,3,5,5,4
1531,2,19,2002201,10111111011,1,1,5,2,10,1,11,13,23
6125,0,19,22101212,1011111101101,2,0,0,9,2,5,7,7,6
3063,1,19,11012110,101111110111,0,3,4,5,8,3,4,4,18
6127,0,19,22101221,1011111101111,1,2,2,0,4,7,9,9,8
383,4,14,112012,101111111,2,3,5,9,6,9,3,15,6
6129,0,14,22102000,1011111110001,0,4,4,2,6,9,11,11,10
3065,1,55,11012112,101111111001,2,0,6,7,10,5,6,6,20
6131,0,55,22102002,1011111110011,2,1,6,4,8,11,13,13,12
1533,2,14,2002210,10111111101,0,3,0,4,12,3,13,15,25
6133,0,14,22102011,1011111110101,1,3,1,6,10,13,15,15,14
3067,1,19,11012121,101111111011,1,2,1,9,12,7,8,8,22
6135,0,19,22102020,1011111110111,0,0,3,8,12,15,17,17,16
767,3,19,1001102,1011111111,2,2,4,8,0,2,7,8,13
6137,0,43,22102022,1011111111001,2,2,5,10,1,0,0,19,18
3069,1,19,11012200,101111111101,0,4,3,0,1,9,10,10,24
6139,0,43,22102101,1011111111011,1,4,0,1,3,2,2,21,20
1535,2,19,2002212,10111111111,2,0,2,6,1,5,15,17,27
6141,0,19,22102110,1011111111101,0,1,2,3,5,4,4,0,22
3071,1,55,11012202,101111111111,2,1,5,2,3,11,12,12,26
6143,0,55,22102112,1011111111111,2,3,4,5,7,6,6,2,24
3,11,2,10,11,0,3,3,3,3,3,3,3,3
6145,0,14,22102121,1100000000001,1,0,6,7,9,8,8,4,26
3073,1,38,11012211,110000000001,1,3,0,4,5,13,14,14,28
6147,0,38,22102200,1100000000011,0,2,1,9,11,10,10,6,28
1537,2,55,2002221,11000000001,1,2,4,8,3,7,17,19,0
6149,0,55,22102202,1100000000101,2,4,3,0,0,12,12,8,1
3075,1,55,11012220,110000000011,0,0,2,6,7,15,16,16,1
6151,0,38,22102211,1100000000111,1,1,5,2,2,14,14,10,3
769,3,9,1001111,1100000001,1,4,6,10,2,4,9,10,15
6153,0,31,22102220,1100000001001,0,3,0,4,4,16,16,12,5
3077,1,9,11012222,110000000101,2,2,4,8,9,0,18,18,3
6155,0,55,22102222,1100000001011,2,0,2,6,6,1,18,14,7
1539,2,9,2010000,11000000011,0,4,6,10,5,9,0,21,2
6157,0,9,22110001,1100000001101,1,2,4,8,8,3,1,16,9
3079,1,55,11020001,110000000111,1,4,6,10,11,2,1,20,5
6159,0,55,22110010,1100000001111,0,4,6,10,10,5,3,18,11
385,4,9,112021,110000001,1,0,0,0,8,11,5,17,8
6161,0,9,22110012,1100000010001,2,1,1,1,12,7,5,20,13
3081,1,55,11020010,110000001001,0,1,1,1,0,4,3,22,7
6163,0,55,22110021,1100000010011,1,3,3,3,1,9,7,22,15
1541,2,9,2010002,11000000101,2,1,1,1,7,11,2,0,4
6165,0,9,22110100,1100000010101,0,0,5,5,3,11,9,1,17
3083,1,9,11020012,110000001011,2,3,3,3,2,6,5,1,9
6167,0,9,22110102,1100000010111,2,2,0,7,5,13,11,3,19
771,3,9,1001120,1100000011,0,1,1,1,4,6,11,12,17
6169,0,38,22110111,1100000011001,1,4,2,9,7,15,13,5,21
3085,1,9,11020021,110000001101,1,0,5,5,4,8,7,3,11
6171,0,96,22110120,1100000011011,0,1,4,0,9,0,15,7,23
1543,2,38,2010011,11000000111,1,3,3,3,9,13,4,2,6
6173,0,38,22110122,1100000011101,2,3,6,2,11,2,17,9,25
3087,1,38,11020100,110000001111,0,2,0,7,6,10,9,5,13
6175,0,50,22110201,1100000011111,1,0,1,4,0,4,0,11,27
193,5,43,21011,11000001,1,3,4,6,11,6,3,9,19
6177,0,38,22110210,1100000100001,0,2,3,6,2,6,2,13,0
3089,1,9,11020102,110000010001,2,4,2,9,8,12,11,7,15
6179,0,9,22110212,1100000100011,2,4,5,8,4,8,4,15,2
1545,2,19,2010020,11000001001,0,0,5,5,11,15,6,4,8
6181,0,19,22110221,1100000100101,1,1,0,10,6,10,6,17,4
3091,1,19,11020111,110000010011,1,1,4,0,10,14,13,9,17
6183,0,55,22111000,1100000100111,0,3,2,1,8,12,8,19,6
773,3,43,1001122,1100000101,2,3,3,3,6,8,13,14,19
