# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance, for 10000 integers

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(3367+1),3,421,1,1,1,3,5,13,3,7,15,18
oc(3401-1),3,425,2,0,5,7,9,0,7,11,19,22
oc(3401+1),1,1701,0,1,0,7,11,1,10,22,19,27
oc(3483-1),1,1741,1,1,5,3,12,7,12,16,1,5
oc(3483+1),2,871,1,1,3,2,0,4,16,20,1,3
oc(3489-1),5,109,1,4,4,10,5,7,14,17,22,16
oc(3489+1),1,1745,2,0,2,7,3,11,16,20,5,9
oc(3503-1),1,1751,2,1,1,2,9,0,3,3,11,15
oc(3503+1),4,219,0,4,2,10,11,15,10,12,16,2
oc(3551-1),1,1775,2,0,4,4,7,7,8,4,6,8
oc(3551+1),5,111,0,1,6,1,7,9,16,19,24,18
oc(3733-1),2,933,0,3,2,9,10,15,2,13,5,3
oc(3733+1),1,1867,1,2,5,8,8,14,5,4,11,7
oc(3747-1),1,1873,1,3,4,3,1,3,11,10,17,13
oc(3747+1),2,937,1,2,6,2,1,2,6,17,9,7
oc(3757-1),2,939,0,4,1,4,3,4,8,19,11,9
oc(3757+1),1,1879,1,4,3,9,7,9,17,16,23,19
oc(3759-1),1,1879,1,4,3,9,7,9,17,16,23,19
oc(3759+1),4,235,1,0,4,4,1,14,7,5,3,18
oc(3767-1),1,1883,2,3,0,2,11,13,2,20,27,23
oc(3767+1),3,471,0,1,2,9,3,12,15,11,7,6
oc(3775-1),1,1887,0,2,4,6,2,0,6,1,2,27
oc(3775+1),6,59,2,4,3,4,7,8,2,13,1,28
oc(6717-1),2,1679,2,4,6,7,2,13,7,0,26,5
oc(6717+1),1,3359,2,4,6,4,5,10,15,1,24,11
oc(6735-1),1,3367,1,2,0,1,0,1,4,9,3,19
oc(6735+1),4,421,1,1,1,3,5,13,3,7,15,18
oc(6761-1),3,845,2,0,5,9,0,12,9,17,4,8
oc(6761+1),1,3381,0,1,0,4,1,15,18,0,17,2
oc(6777-1),3,847,1,2,0,0,2,14,11,19,6,10
oc(6777+1),1,3389,2,4,1,1,9,6,7,8,25,10
oc(6779-1),1,3389,2,4,1,1,9,6,7,8,25,10
oc(6779+1),2,1695,0,0,1,1,5,12,4,16,13,21
oc(6785-1),7,53,2,3,4,9,1,2,15,7,24,22
oc(6785+1),1,3393,0,3,5,5,0,10,11,12,0,14
oc(6801-1),4,425,2,0,5,7,9,0,7,11,19,22
oc(6801+1),1,3401,2,1,6,2,8,1,0,20,8,22
oc(6803-1),1,3401,2,1,6,2,8,1,0,20,8,22
oc(6803+1),2,1701,0,1,0,7,11,1,10,22,19,27
oc(6855-1),1,3427,1,2,4,6,8,10,7,0,5,17
oc(6855+1),3,857,2,2,3,10,12,7,2,6,16,20
oc(6875-1),1,3437,2,2,0,5,5,3,17,10,15,27
oc(6875+1),2,1719,0,4,4,3,3,2,9,17,8,14
oc(6895-1),1,3447,0,2,3,4,2,13,8,20,25,6
oc(6895+1),4,431,2,1,4,2,2,6,13,17,25,28
oc(6923-1),1,3461,2,1,3,7,3,10,3,11,10,20
oc(6923+1),2,1731,0,1,2,4,2,14,2,6,20,26
oc(6939-1),1,3469,1,4,4,4,11,1,11,19,18,28
oc(6939+1),2,1735,1,0,6,8,6,1,6,10,24,30
oc(6953-1),3,869,2,4,1,0,11,2,14,18,28,1
oc(6953+1),1,3477,0,2,5,1,6,9,0,4,26,5
oc(6959-1),1,3479,2,4,0,3,8,11,2,6,28,7
oc(6959+1),4,435,0,0,1,6,6,10,17,21,0,1
oc(6967-1),1,3483,0,3,4,7,12,15,6,10,3,11
oc(6967+1),3,871,1,1,3,2,0,4,16,20,1,3
oc(6979-1),1,3489,0,4,3,2,5,4,12,16,9,17
oc(6979+1),2,1745,2,0,2,7,3,11,16,20,5,9
oc(6983-1),1,3491,2,1,5,4,7,6,14,18,11,19
oc(6983+1),3,873,0,3,5,4,2,6,18,22,3,5
oc(7007-1),1,3503,2,3,3,5,6,1,7,7,23,0
oc(7007+1),5,219,0,4,2,10,11,15,10,12,16,2
oc(7101-1),2,1775,2,0,4,4,7,7,8,4,6,8
oc(7101+1),1,3551,2,1,2,9,2,15,17,9,13,17
oc(7295-1),1,3647,2,2,0,6,7,9,18,13,22,20
oc(7295+1),7,57,0,2,1,2,5,6,0,11,28,26
oc(7477-1),2,1869,0,4,0,10,10,16,7,6,13,9
oc(7477+1),1,3739,1,4,1,10,8,16,15,13,27,19
oc(7489-1),6,117,0,2,5,7,0,15,3,2,1,24
oc(7489+1),1,3745,1,0,0,5,1,5,2,19,4,25
oc(7493-1),2,1873,1,3,4,3,1,3,11,10,17,13
oc(7493+1),1,3747,0,2,2,7,3,7,4,21,6,27
oc(7499-1),1,3749,2,4,4,9,5,9,6,0,8,29
oc(7499+1),2,1875,0,0,6,5,3,5,13,12,19,15
oc(7513-1),3,939,0,4,1,4,3,4,8,19,11,9
oc(7513+1),1,3757,1,2,5,6,0,0,14,8,16,6
oc(7517-1),2,1879,1,4,3,9,7,9,17,16,23,19
oc(7517+1),1,3759,0,4,0,8,2,2,16,10,18,8
oc(7519-1),1,3759,0,4,0,8,2,2,16,10,18,8
oc(7519+1),5,235,1,0,4,4,1,14,7,5,3,18
oc(7533-1),2,1883,2,3,0,2,11,13,2,20,27,23
oc(7533+1),1,3767,2,2,1,5,10,10,5,18,26,16
oc(7535-1),1,3767,2,2,1,5,10,10,5,18,26,16
oc(7535+1),4,471,0,1,2,9,3,12,15,11,7,6
oc(7551-1),1,3775,1,0,2,2,5,1,13,3,5,24
oc(7551+1),7,59,2,4,3,4,7,8,2,13,1,28
oc(7663-1),1,3831,0,1,2,3,9,6,12,13,3,18
oc(7663+1),4,479,2,4,3,6,11,3,4,19,15,14
oc(7727-1),1,3863,2,3,6,2,2,4,6,22,6,19
oc(7727+1),4,483,0,3,0,10,2,7,8,0,19,18
oc(8319-1),1,4159,1,4,1,1,12,11,17,19,12,5
oc(8319+1),7,65,2,0,2,10,0,14,8,19,7,3
oc(8353-1),5,261,0,1,2,8,1,6,14,8,0,13
oc(8353+1),1,4177,1,2,5,8,4,12,16,14,1,23

# dist 28:
oc(175-1),1,87,0,2,3,10,9,2,11,18,0,25
oc(175+1),4,11,2,1,4,0,11,11,11,11,11,11
oc(351-1),1,175,1,0,0,10,6,5,4,14,1,20
oc(351+1),5,11,2,1,4,0,11,11,11,11,11,11
oc(701-1),2,175,1,0,0,10,6,5,4,14,1,20
oc(701+1),1,351,0,1,1,10,0,11,9,6,3,10
oc(1259-1),1,629,2,4,6,2,5,0,2,8,20,9
oc(1259+1),2,315,0,0,0,7,3,9,11,16,25,5
oc(1275-1),1,637,1,2,0,10,0,8,10,16,28,17
oc(1275+1),2,319,1,4,4,0,7,13,15,20,0,9
oc(1405-1),2,351,0,1,1,10,0,11,9,6,3,10
oc(1405+1),1,703,1,3,3,10,1,6,0,13,7,21
oc(1409-1),7,11,2,1,4,0,11,11,11,11,11,11
oc(1409+1),1,705,0,0,5,1,3,8,2,15,9,23
oc(2519-1),1,1259,2,4,6,5,11,1,5,17,12,19
oc(2519+1),3,315,0,0,0,7,3,9,11,16,25,5
oc(2535-1),1,1267,1,2,0,2,6,9,13,2,20,27
oc(2535+1),3,317,2,2,2,9,5,11,13,18,27,7
oc(2551-1),1,1275,0,0,1,10,1,0,2,10,28,4
oc(2551+1),3,319,1,4,4,0,7,13,15,20,0,9
oc(2607-1),1,1303,1,3,1,5,3,11,11,15,27,1
oc(2607+1),4,163,1,3,2,9,7,10,11,2,18,8
oc(2617-1),3,327,0,2,5,8,2,4,4,5,8,17
oc(2617+1),1,1309,1,4,0,0,9,0,17,21,4,7
oc(2663-1),1,1331,2,1,1,0,5,5,1,20,26,29
oc(2663+1),3,333,0,3,4,3,8,10,10,11,14,23
oc(2805-1),2,701,2,1,1,8,12,4,17,11,5,19
oc(2805+1),1,1403,2,3,3,6,12,9,16,0,11,8
oc(2817-1),8,11,2,1,4,0,11,11,11,11,11,11
oc(2817+1),1,1409,2,4,2,1,5,15,3,6,17,14
oc(2819-1),1,1409,2,4,2,1,5,15,3,6,17,14
oc(2819+1),2,705,0,0,5,1,3,8,2,15,9,23
oc(2825-1),3,353,2,3,3,1,2,13,11,8,5,12
oc(2825+1),1,1413,0,3,6,5,9,2,7,10,21,18
oc(5037-1),2,1259,2,4,6,5,11,1,5,17,12,19
oc(5037+1),1,2519,2,4,6,0,10,3,11,12,25,8
oc(5049-1),3,631,1,1,1,4,7,2,4,10,22,11
oc(5049+1),1,2525,2,0,5,6,3,9,17,18,2,14
oc(5051-1),1,2525,2,0,5,6,3,9,17,18,2,14
oc(5051+1),2,1263,0,3,3,9,2,5,9,21,16,23
oc(5055-1),1,2527,1,2,0,8,5,11,0,20,4,16
oc(5055+1),6,79,1,4,2,2,1,11,3,10,21,17
oc(5071-1),1,2535,0,0,1,5,0,2,8,5,12,24
oc(5071+1),4,317,2,2,2,9,5,11,13,18,27,7
oc(5083-1),1,2541,0,1,0,0,6,8,14,11,18,30
oc(5083+1),2,1271,2,1,4,6,10,13,17,6,24,0
oc(5089-1),5,159,0,4,5,5,3,6,7,21,14,4
oc(5089+1),1,2545,1,0,4,4,10,12,18,15,22,3
oc(5101-1),2,1275,0,0,1,10,1,0,2,10,28,4
oc(5101+1),1,2551,1,1,3,10,3,1,5,21,28,9
oc(5103-1),1,2551,1,1,3,10,3,1,5,21,28,9
oc(5103+1),4,319,1,4,4,0,7,13,15,20,0,9
oc(5193-1),3,649,1,4,5,0,12,3,3,5,11,29
oc(5193+1),1,2597,2,2,0,1,10,13,13,21,16,24
oc(5215-1),1,2607,0,2,3,0,7,6,4,8,26,3
oc(5215+1),5,163,1,3,2,9,7,10,11,2,18,8
oc(5225-1),3,653,2,3,2,4,3,7,7,9,15,2
oc(5225+1),1,2613,0,3,2,6,0,12,10,14,3,9
oc(5235-1),1,2617,1,2,6,10,4,16,14,18,7,13
oc(5235+1),2,1309,1,4,0,0,9,0,17,21,4,7
oc(5241-1),3,655,1,0,4,6,5,9,9,11,17,4
oc(5241+1),1,2621,2,1,3,3,8,3,18,22,11,17
oc(5247-1),1,2623,1,3,5,5,10,5,1,1,13,19
oc(5247+1),7,41,2,1,6,8,2,7,3,18,12,10
oc(5255-1),1,2627,2,2,2,9,1,9,5,5,17,23
oc(5255+1),3,657,0,2,6,8,7,11,11,13,19,6
oc(5327-1),1,2663,2,3,3,1,11,11,3,18,24,28
oc(5327+1),4,333,0,3,4,3,8,10,10,11,14,23
oc(5617-1),4,351,0,1,1,10,0,11,9,6,3,10
oc(5617+1),1,2809,1,4,2,4,1,4,16,3,25,19
oc(5621-1),2,1405,1,0,5,8,1,11,18,2,13,10
oc(5621+1),1,2811,0,1,4,6,3,6,18,5,27,21
oc(5635-1),1,2817,0,2,3,1,9,12,5,11,4,27
oc(5635+1),2,1409,2,4,2,1,5,15,3,6,17,14
oc(5637-1),2,1409,2,4,2,1,5,15,3,6,17,14
oc(5637+1),1,2819,2,4,5,3,11,14,7,13,6,29
oc(5639-1),1,2819,2,4,5,3,11,14,7,13,6,29
oc(5639+1),3,705,0,0,5,1,3,8,2,15,9,23
oc(5643-1),1,2821,1,1,0,5,0,16,9,15,8,0
oc(5643+1),2,1411,1,1,4,3,7,0,5,8,19,16
oc(5651-1),1,2825,2,0,4,9,4,3,13,19,12,4
oc(5651+1),2,1413,0,3,6,5,9,2,7,10,21,18
oc(5663-1),1,2831,2,1,3,4,10,9,0,2,18,10
oc(5663+1),5,177,0,2,2,1,8,7,6,16,3,22
oc(6265-1),3,783,0,3,6,2,3,1,4,1,0,8
oc(6265+1),1,3133,1,3,4,9,0,5,17,5,1,2

# dist 27:
oc(263-1),1,131,2,1,5,10,1,12,17,16,15,7
oc(263+1),3,33,0,3,5,0,7,16,14,10,4,2
oc(527-1),1,263,2,3,4,10,3,8,16,10,2,15
oc(527+1),4,33,0,3,5,0,7,16,14,10,4,2
oc(1053-1),2,263,2,3,4,10,3,8,16,10,2,15
oc(1053+1),1,527,2,2,2,10,7,0,14,21,5,0
oc(1057-1),5,33,0,3,5,0,7,16,14,10,4,2
oc(1057+1),1,529,1,4,4,1,9,2,16,0,7,2
oc(1889-1),5,59,2,4,3,4,7,8,2,13,1,28
oc(1889+1),1,945,0,0,0,10,9,10,14,2,17,15
oc(1913-1),3,239,2,4,1,8,5,1,11,9,7,22
oc(1913+1),1,957,0,2,5,0,8,5,7,14,0,27
oc(1947-1),1,973,1,3,0,5,11,4,4,7,16,12
oc(1947+1),2,487,1,2,4,3,6,11,12,4,23,22
oc(1959-1),1,979,1,4,6,0,4,10,10,13,22,18
oc(1959+1),3,245,2,0,0,3,11,7,17,15,13,28
oc(1963-1),1,981,0,1,1,2,6,12,12,15,24,20
oc(1963+1),2,491,2,1,1,7,10,15,16,8,27,26
oc(2109-1),2,527,2,2,2,10,7,0,14,21,5,0
oc(2109+1),1,1055,2,0,5,10,2,1,10,20,11,1
oc(2113-1),6,33,0,3,5,0,7,16,14,10,4,2
oc(2113+1),1,1057,1,2,0,1,4,3,12,22,13,3
oc(2115-1),1,1057,1,2,0,1,4,3,12,22,13,3
oc(2115+1),2,529,1,4,4,1,9,2,16,0,7,2
oc(2119-1),1,1059,0,4,2,3,6,5,14,1,15,5
oc(2119+1),3,265,1,0,6,1,5,10,18,12,4,17
oc(3779-1),1,1889,2,4,6,8,4,2,8,3,4,29
oc(3779+1),2,945,0,0,0,10,9,10,14,2,17,15
oc(3787-1),1,1893,0,3,3,1,8,6,12,7,8,2
oc(3787+1),2,947,2,2,2,1,11,12,16,4,19,17
oc(3803-1),1,1901,2,1,4,9,3,14,1,15,16,10
oc(3803+1),2,951,0,1,6,5,2,16,1,8,23,21
oc(3817-1),3,477,0,2,1,4,9,1,2,17,13,12
oc(3817+1),1,1909,1,4,5,6,11,5,9,0,24,18
oc(3827-1),1,1913,2,3,2,10,2,9,13,4,28,22
oc(3827+1),2,957,0,2,5,0,8,5,7,14,0,27
oc(3867-1),1,1933,1,3,1,8,9,12,14,1,19,11
oc(3867+1),2,967,1,2,1,10,5,15,17,1,10,6
oc(3895-1),1,1947,0,2,1,0,10,9,9,15,4,25
oc(3895+1),3,487,1,2,4,3,6,11,12,4,23,22
oc(3911-1),1,1955,2,0,2,8,5,0,17,0,12,2
oc(3911+1),3,489,0,4,6,5,8,13,14,6,25,24
oc(3919-1),1,1959,0,4,6,1,9,4,2,4,16,6
oc(3919+1),4,245,2,0,0,3,11,7,17,15,13,28
oc(3927-1),1,1963,1,3,3,5,0,8,6,8,20,10
oc(3927+1),3,491,2,1,1,7,10,15,16,8,27,26
oc(3931-1),1,1965,0,0,5,7,2,10,8,10,22,12
oc(3931+1),2,983,2,3,3,4,8,14,14,17,26,22
oc(3995-1),1,1997,2,2,2,6,8,8,2,19,25,13
oc(3995+1),2,999,0,4,5,9,11,13,11,10,13,7
oc(4213-1),2,1053,0,3,3,8,0,16,8,18,9,30
oc(4213+1),1,2107,1,2,0,6,1,16,17,14,19,30
oc(4227-1),1,2113,1,3,6,1,7,5,4,20,25,5
oc(4227+1),2,1057,1,2,0,1,4,3,12,22,13,3
oc(4229-1),2,1057,1,2,0,1,4,3,12,22,13,3
oc(4229+1),1,2115,0,0,1,3,9,7,6,22,27,7
oc(4239-1),1,2119,1,4,5,7,0,11,10,3,2,11
oc(4239+1),4,265,1,0,6,1,5,10,18,12,4,17
oc(4251-1),1,2125,1,0,4,2,6,0,16,9,8,17
oc(4251+1),2,1063,1,3,6,7,10,9,18,5,19,9
oc(4699-1),1,2349,0,4,4,6,9,3,12,3,0,24
oc(4699+1),2,1175,2,0,6,9,5,2,16,2,15,28
oc(7557-1),2,1889,2,4,6,8,4,2,8,3,4,29
oc(7557+1),1,3779,2,4,6,6,9,5,17,7,9,28
oc(7561-1),3,945,0,0,0,10,9,10,14,2,17,15
oc(7561+1),1,3781,1,1,1,8,11,7,0,9,11,30
oc(7563-1),1,3781,1,1,1,8,11,7,0,9,11,30
oc(7563+1),2,1891,1,1,1,10,6,4,10,5,6,0
oc(7575-1),1,3787,1,2,0,3,4,13,6,15,17,5
oc(7575+1),3,947,2,2,2,1,11,12,16,4,19,17
oc(7577-1),3,947,2,2,2,1,11,12,16,4,19,17
oc(7577+1),1,3789,0,4,2,5,6,15,8,17,19,7
oc(7583-1),1,3791,2,1,4,7,8,0,10,19,21,9
oc(7583+1),5,237,0,2,6,6,3,16,9,7,5,20
oc(7607-1),1,3803,2,3,2,8,7,12,3,8,4,21
oc(7607+1),3,951,0,1,6,5,2,16,1,8,23,21
oc(7625-1),3,953,2,3,1,7,4,1,3,10,25,23
oc(7625+1),1,3813,0,3,5,7,4,5,13,18,14,0
oc(7627-1),1,3813,0,3,5,7,4,5,13,18,14,0
oc(7627+1),2,1907,2,2,3,4,9,3,7,21,22,16
oc(7635-1),1,3817,1,2,2,0,8,9,17,22,18,4
oc(7635+1),2,1909,1,4,5,6,11,5,9,0,24,18
oc(7653-1),2,1913,2,3,2,10,2,9,13,4,28,22
oc(7653+1),1,3827,2,2,5,10,5,2,8,9,28,14
oc(7655-1),1,3827,2,2,5,10,5,2,8,9,28,14
oc(7655+1),3,957,0,2,5,0,8,5,7,14,0,27
oc(7657-1),3,957,0,2,5,0,8,5,7,14,0,27
oc(7657+1),1,3829,1,4,0,1,7,4,10,11,1,16
oc(7713-1),5,241,1,1,3,10,7,3,13,11,9,24
oc(7713+1),1,3857,2,2,0,7,9,15,0,16,0,13
oc(7735-1),1,3867,0,2,3,6,6,8,10,3,10,23
oc(7735+1),3,967,1,2,1,10,5,15,17,1,10,6
oc(7777-1),5,243,0,3,5,1,9,5,15,13,11,26
oc(7777+1),1,3889,1,4,4,6,2,13,13,2,3,14
oc(7783-1),1,3891,0,1,6,8,4,15,15,4,5,16
oc(7783+1),3,973,1,3,0,5,11,4,4,7,16,12
oc(7789-1),2,1947,0,2,1,0,10,9,9,15,4,25
oc(7789+1),1,3895,1,0,3,1,8,2,0,8,9,20
oc(7807-1),1,3903,0,3,4,9,3,10,8,16,17,28
oc(7807+1),7,61,1,1,5,6,9,10,4,15,3,30
oc(7823-1),1,3911,2,1,5,6,11,1,16,1,25,5
oc(7823+1),4,489,0,4,6,5,8,13,14,6,25,24
oc(7837-1),2,1959,0,4,6,1,9,4,2,4,16,6
oc(7837+1),1,3919,1,4,6,3,6,9,5,9,4,13
oc(7839-1),1,3919,1,4,6,3,6,9,5,9,4,13
oc(7839+1),5,245,2,0,0,3,11,7,17,15,13,28
oc(7851-1),1,3925,1,0,5,9,12,15,11,15,10,19
oc(7851+1),2,1963,1,3,3,5,0,8,6,8,20,10
oc(7853-1),2,1963,1,3,3,5,0,8,6,8,20,10
oc(7853+1),1,3927,0,2,0,0,1,0,13,17,12,21
oc(7855-1),1,3927,0,2,0,0,1,0,13,17,12,21
oc(7855+1),4,491,2,1,1,7,10,15,16,8,27,26
oc(7863-1),1,3931,1,1,4,4,5,4,17,21,16,25
oc(7863+1),3,983,2,3,3,4,8,14,14,17,26,22
oc(7871-1),1,3935,2,0,1,8,9,8,2,2,20,29
oc(7871+1),6,123,0,3,4,2,6,4,9,8,7,30
oc(7883-1),1,3941,2,1,0,3,2,14,8,8,26,4
oc(7883+1),2,1971,0,1,4,2,8,16,14,16,28,18
oc(7991-1),1,3995,2,0,5,2,4,0,5,16,22,27
oc(7991+1),3,999,0,4,5,9,11,13,11,10,13,7
oc(7993-1),3,999,0,4,5,9,11,13,11,10,13,7
oc(7993+1),1,3997,1,2,0,4,6,2,7,18,24,29
oc(8433-1),4,527,2,2,2,10,7,0,14,21,5,0
oc(8433+1),1,4217,2,2,3,4,5,1,18,8,12,1
oc(8437-1),2,2109,0,4,2,8,3,1,0,16,21,1
oc(8437+1),1,4219,1,4,5,6,7,3,1,10,14,3
oc(8453-1),2,2113,1,3,6,1,7,5,4,20,25,5
oc(8453+1),1,4227,0,2,6,3,2,11,9,18,22,11
oc(8459-1),1,4229,2,4,1,5,4,13,11,20,24,13
oc(8459+1),2,2115,0,0,1,3,9,7,6,22,27,7
oc(8461-1),2,2115,0,0,1,3,9,7,6,22,27,7
oc(8461+1),1,4231,1,1,3,7,6,15,13,22,26,15
oc(8465-1),4,529,1,4,4,1,9,2,16,0,7,2
oc(8465+1),1,4233,0,3,5,9,8,0,15,1,28,17
oc(8477-1),2,2119,1,4,5,7,0,11,10,3,2,11
oc(8477+1),1,4239,0,4,4,4,1,6,2,7,5,23
oc(8479-1),1,4239,0,4,4,4,1,6,2,7,5,23
oc(8479+1),5,265,1,0,6,1,5,10,18,12,4,17
oc(8495-1),1,4247,2,2,5,1,9,14,10,15,13,0
oc(8495+1),4,531,0,1,6,3,11,4,18,2,9,4
oc(8503-1),1,4251,0,1,2,5,0,1,14,19,17,4
oc(8503+1),3,1063,1,3,6,7,10,9,18,5,19,9
oc(8505-1),3,1063,1,3,6,7,10,9,18,5,19,9
oc(8505+1),1,4253,2,3,4,7,2,3,16,21,19,6
oc(9385-1),3,1173,0,3,4,7,3,0,14,0,13,26
oc(9385+1),1,4693,1,3,3,7,0,1,0,1,24,12
oc(9399-1),1,4699,1,4,2,2,6,7,6,7,1,18
oc(9399+1),3,1175,2,0,6,9,5,2,16,2,15,28

# dist 26:
oc(395-1),1,197,2,2,1,10,2,10,7,13,23,11
oc(395+1),2,99,0,4,1,0,8,14,4,7,12,6
oc(791-1),1,395,2,0,3,10,5,4,15,4,18,23
oc(791+1),3,99,0,4,1,0,8,14,4,7,12,6
oc(793-1),3,99,0,4,1,0,8,14,4,7,12,6
oc(793+1),1,397,1,2,5,1,7,6,17,6,20,25
oc(1417-1),3,177,0,2,2,1,8,7,6,16,3,22
oc(1417+1),1,709,1,4,2,5,7,12,6,19,13,27
oc(1435-1),1,717,0,2,3,2,2,3,14,4,21,4
oc(1435+1),2,359,2,4,2,7,8,2,17,14,11,18
oc(1581-1),2,395,2,0,3,10,5,4,15,4,18,23
oc(1581+1),1,791,2,1,0,10,11,9,12,9,8,16
oc(1585-1),4,99,0,4,1,0,8,14,4,7,12,6
oc(1585+1),1,793,1,3,2,1,0,11,14,11,10,18
oc(1587-1),1,793,1,3,2,1,0,11,14,11,10,18
oc(1587+1),2,397,1,2,5,1,7,6,17,6,20,25
oc(2835-1),1,1417,1,2,3,9,0,6,11,14,25,22
oc(2835+1),2,709,1,4,2,5,7,12,6,19,13,27
oc(2841-1),3,355,1,0,5,3,4,15,13,10,7,14
oc(2841+1),1,1421,2,1,0,2,4,10,15,18,0,26
oc(2859-1),1,1429,1,4,1,10,12,1,4,3,8,3
oc(2859+1),2,715,1,0,1,0,0,1,12,2,19,2
oc(2863-1),1,1431,0,1,3,1,1,3,6,5,10,5
oc(2863+1),4,179,2,4,4,3,10,9,8,18,5,24
oc(2871-1),1,1435,1,0,0,5,5,7,10,9,14,9
oc(2871+1),3,359,2,4,2,7,8,2,17,14,11,18
oc(2921-1),3,365,2,0,1,2,1,8,4,20,17,24
oc(2921+1),1,1461,0,1,5,9,5,16,17,12,11,4
oc(2939-1),1,1469,2,4,6,6,0,7,6,20,19,12
oc(2939+1),2,735,0,0,0,9,7,4,13,22,10,22
oc(2945-1),7,23,2,3,2,1,10,6,4,0,23,23
oc(2945+1),1,1473,0,3,3,10,4,11,10,1,23,16
oc(3165-1),2,791,2,1,0,10,11,9,12,9,8,16
oc(3165+1),1,1583,2,3,1,10,10,2,6,19,17,2
oc(3171-1),1,1585,1,0,3,1,12,4,8,21,19,4
oc(3171+1),2,793,1,3,2,1,0,11,14,11,10,18
oc(3173-1),2,793,1,3,2,1,0,11,14,11,10,18
oc(3173+1),1,1587,0,2,5,3,1,6,10,0,21,6
oc(3179-1),1,1589,2,4,0,5,3,8,12,2,23,8
oc(3179+1),2,795,0,0,4,3,2,13,16,13,12,20
oc(3519-1),1,1759,1,4,2,10,4,8,11,11,19,23
oc(3519+1),6,55,1,0,6,0,3,4,17,9,26,24
oc(5669-1),2,1417,1,2,3,9,0,6,11,14,25,22
oc(5669+1),1,2835,0,0,0,8,1,13,4,6,22,14
oc(5671-1),1,2835,0,0,0,8,1,13,4,6,22,14
oc(5671+1),3,709,1,4,2,5,7,12,6,19,13,27
oc(5681-1),4,355,1,0,5,3,4,15,13,10,7,14
oc(5681+1),1,2841,0,1,6,3,7,2,10,12,28,20
oc(5683-1),1,2841,0,1,6,3,7,2,10,12,28,20
oc(5683+1),2,1421,2,1,0,2,4,10,15,18,0,26
oc(5705-1),3,713,2,3,6,9,11,16,10,0,17,0
oc(5705+1),1,2853,0,3,4,4,6,14,3,1,11,1
oc(5719-1),1,2859,0,4,3,10,12,3,9,7,17,7
oc(5719+1),3,715,1,0,1,0,0,1,12,2,19,2
oc(5721-1),3,715,1,0,1,0,0,1,12,2,19,2
oc(5721+1),1,2861,2,1,5,1,1,5,11,9,19,9
oc(5727-1),1,2863,1,3,0,3,3,7,13,11,21,11
oc(5727+1),5,179,2,4,4,3,10,9,8,18,5,24
oc(5741-1),2,1435,1,0,0,5,5,7,10,9,14,9
oc(5741+1),1,2871,0,1,1,0,11,15,2,19,0,19
oc(5743-1),1,2871,0,1,1,0,11,15,2,19,0,19
oc(5743+1),4,359,2,4,2,7,8,2,17,14,11,18
oc(5785-1),3,723,0,3,2,8,8,9,1,10,27,10
oc(5785+1),1,2893,1,3,2,0,7,3,5,18,22,10
oc(5787-1),1,2893,1,3,2,0,7,3,5,18,22,10
oc(5787+1),2,1447,1,2,5,6,4,2,3,21,26,21
oc(5801-1),3,725,2,0,4,10,10,11,3,12,0,12
oc(5801+1),1,2901,0,1,3,8,2,11,13,3,1,18
oc(5833-1),3,729,0,4,1,3,1,15,7,16,4,16
oc(5833+1),1,2917,1,2,5,2,5,10,10,19,17,3
oc(5835-1),1,2917,1,2,5,2,5,10,10,19,17,3
oc(5835+1),2,1459,1,4,3,7,3,14,15,10,9,2
oc(5841-1),4,365,2,0,1,2,1,8,4,20,17,24
oc(5841+1),1,2921,2,1,2,6,9,14,14,0,21,7
oc(5843-1),1,2921,2,1,2,6,9,14,14,0,21,7
oc(5843+1),2,1461,0,1,5,9,5,16,17,12,11,4
oc(5867-1),1,2933,2,3,0,7,8,9,7,12,4,19
oc(5867+1),2,1467,0,2,4,4,11,5,4,18,17,10
oc(5871-1),1,2935,1,0,2,9,10,11,9,14,6,21
oc(5871+1),4,367,1,2,3,4,3,10,6,22,19,26
oc(5879-1),1,2939,2,4,6,2,1,15,13,18,10,25
oc(5879+1),3,735,0,0,0,9,7,4,13,22,10,22
oc(5891-1),1,2945,2,0,5,8,7,4,0,1,16,0
oc(5891+1),2,1473,0,3,3,10,4,11,10,1,23,16
oc(5895-1),1,2947,1,2,0,10,9,6,2,3,18,2
oc(5895+1),3,737,2,2,2,0,9,6,15,1,12,24
oc(5897-1),3,737,2,2,2,0,9,6,15,1,12,24
oc(5897+1),1,2949,0,4,2,1,11,8,4,5,20,4
oc(5913-1),3,739,1,4,4,2,11,8,17,3,14,26
oc(5913+1),1,2957,2,2,3,9,6,16,12,13,28,12
oc(5993-1),3,749,2,4,0,1,8,1,8,13,24,5
oc(5993+1),1,2997,0,2,1,5,7,5,14,7,10,21
oc(5995-1),1,2997,0,2,1,5,7,5,14,7,10,21
oc(5995+1),2,1499,2,4,1,3,4,3,17,4,20,11
oc(6325-1),2,1581,0,1,6,8,8,0,4,17,15,0
oc(6325+1),1,3163,1,3,6,6,4,1,9,12,2,1
oc(6341-1),2,1585,1,0,3,1,12,4,8,21,19,4
oc(6341+1),1,3171,0,1,0,3,12,9,17,20,10,9
oc(6345-1),3,793,1,3,2,1,0,11,14,11,10,18
oc(6345+1),1,3173,2,3,2,5,1,11,0,22,12,11
