# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29
oc(4241+1),1,2121,0,1,0,9,2,13,12,5,4
oc(4243-1),1,2121,0,1,0,9,2,13,12,5,4
oc(4243+1),2,1061,2,1,4,5,8,7,16,3,17
oc(4303-1),1,2151,0,1,2,6,6,9,4,12,5
oc(4303+1),4,269,2,4,3,5,9,14,3,16,8
oc(4371-1),1,2185,1,0,1,7,1,9,0,0,10
oc(4371+1),2,1093,1,3,1,4,1,5,10,12,20
oc(4565-1),2,1141,1,1,0,8,10,2,1,14,10
oc(4565+1),1,2283,0,3,1,6,8,5,3,6,21
oc(4579-1),1,2289,0,4,0,1,1,11,9,12,27
oc(4579+1),2,1145,2,0,4,1,1,6,5,18,14
oc(4593-1),4,287,2,2,0,1,1,15,2,11,26
oc(4593+1),1,2297,2,2,1,9,9,2,17,20,6
oc(4611-1),1,2305,1,0,2,6,4,10,6,5,14
oc(4611+1),2,1153,1,3,5,9,9,14,13,3,22
oc(4617-1),3,577,1,2,3,5,5,16,7,2,26
oc(4617+1),1,2309,2,4,6,10,8,14,10,9,18
oc(4627-1),1,2313,0,3,3,3,12,1,14,13,22
oc(4627+1),2,1157,2,2,2,2,0,1,17,7,26
oc(4631-1),1,2315,2,0,5,5,1,3,16,15,24
oc(4631+1),3,579,0,4,5,7,7,1,9,4,28
oc(4633-1),3,579,0,4,5,7,7,1,9,4,28
oc(4633+1),1,2317,1,2,0,7,3,5,18,17,26
oc(4663-1),1,2331,0,1,0,10,4,2,13,8,11
oc(4663+1),3,583,1,3,2,0,11,5,13,8,3
oc(4695-1),1,2347,1,2,2,4,7,1,10,1,27
oc(4695+1),3,587,2,2,6,4,2,9,17,12,7
oc(4697-1),3,587,2,2,6,4,2,9,17,12,7
oc(4697+1),1,2349,0,4,4,6,9,3,12,3,0

# dist 36:
oc(107-1),1,53,2,3,4,9,1,2,15,7,24
oc(107+1),2,27,0,2,6,5,1,10,8,4,27
oc(215-1),1,107,2,2,2,8,3,5,12,15,20
oc(215+1),3,27,0,2,6,5,1,10,8,4,27
oc(429-1),2,107,2,2,2,8,3,5,12,15,20
oc(429+1),1,215,2,0,5,6,7,11,6,8,12
oc(795-1),1,397,1,2,5,1,7,6,17,6,20
oc(795+1),2,199,1,4,3,1,4,12,9,15,25
oc(861-1),2,215,2,0,5,6,7,11,6,8,12
oc(861+1),1,431,2,1,4,2,2,6,13,17,25
oc(1591-1),1,795,0,0,4,3,2,13,16,13,12
oc(1591+1),3,199,1,4,3,1,4,12,9,15,25
oc(1639-1),1,819,0,4,0,5,0,3,2,14,7
oc(1639+1),3,205,1,0,2,7,10,1,15,21,2
oc(1717-1),2,429,0,4,2,0,0,4,11,15,23
oc(1717+1),1,859,1,4,5,1,1,9,4,8,18
oc(1729-1),6,27,0,2,6,5,1,10,8,4,27
oc(1729+1),1,865,1,0,4,7,7,15,10,14,24
oc(1735-1),1,867,0,2,6,9,9,0,12,16,26
oc(1735+1),3,217,1,2,0,8,9,13,8,10,14
oc(1737-1),3,217,1,2,0,8,9,13,8,10,14
oc(1737+1),1,869,2,4,1,0,11,2,14,18,28
oc(1761-1),5,55,1,0,6,0,3,4,17,9,26
oc(1761+1),1,881,2,1,6,1,10,14,7,7,11
oc(3143-1),1,1571,2,1,3,9,11,7,13,7,5
oc(3143+1),3,393,0,3,1,8,3,2,13,2,16
oc(3181-1),2,795,0,0,4,3,2,13,16,13,12
oc(3181+1),1,1591,1,1,2,7,5,10,14,4,25
oc(3227-1),1,1613,2,3,3,7,1,15,17,3,18
oc(3227+1),2,807,0,2,2,4,1,8,9,2,24
oc(3279-1),1,1639,1,4,1,0,1,7,5,6,15
oc(3279+1),4,205,1,0,2,7,10,1,15,21,2
oc(3321-1),3,415,1,0,2,8,12,7,16,1,9
oc(3321+1),1,1661,2,1,2,0,10,12,8,5,8
oc(3441-1),4,215,2,0,5,6,7,11,6,8,12
oc(3441+1),1,1721,2,1,6,5,5,4,11,19,10
oc(3445-1),2,861,0,1,0,3,3,11,6,10,20
oc(3445+1),1,1723,1,3,1,7,7,6,13,21,12
oc(3459-1),1,1729,1,4,0,2,0,12,0,4,18
oc(3459+1),2,865,1,0,4,7,7,15,10,14,24
oc(3463-1),1,1731,0,1,2,4,2,14,2,6,20
oc(3463+1),3,433,1,3,6,4,4,8,15,19,27
oc(3471-1),1,1735,1,0,6,8,6,1,6,10,24
oc(3471+1),4,217,1,2,0,8,9,13,8,10,14
oc(3473-1),4,217,1,2,0,8,9,13,8,10,14
oc(3473+1),1,1737,0,2,1,10,8,3,8,12,26
oc(3475-1),1,1737,0,2,1,10,8,3,8,12,26
oc(3475+1),2,869,2,4,1,0,11,2,14,18,28
oc(3497-1),3,437,2,2,3,8,8,12,0,0,2
oc(3497+1),1,1749,0,4,6,0,7,15,1,1,9
oc(3521-1),6,55,1,0,6,0,3,4,17,9,26
oc(3521+1),1,1761,0,1,4,1,6,10,13,13,21
oc(3523-1),1,1761,0,1,4,1,6,10,13,13,21
oc(3523+1),2,881,2,1,6,1,10,14,7,7,11

# dist 35:
oc(161-1),5,5,2,0,5,5,5,5,5,5,5
oc(161+1),1,81,0,1,4,4,3,13,5,12,23
oc(323-1),1,161,2,1,0,7,5,8,9,0,16
oc(323+1),2,81,0,1,4,4,3,13,5,12,23
oc(645-1),2,161,2,1,0,7,5,8,9,0,16
oc(645+1),1,323,2,3,1,4,11,0,0,1,4
oc(651-1),1,325,1,0,3,6,0,2,2,3,6
oc(651+1),2,163,1,3,2,9,7,10,11,2,18
oc(1193-1),3,149,2,4,2,6,6,13,16,11,4
oc(1193+1),1,597,0,2,2,3,12,2,8,22,17
oc(1293-1),2,323,2,3,1,4,11,0,0,1,4
oc(1293+1),1,647,2,2,3,9,10,1,1,3,9
oc(1297-1),4,81,0,1,4,4,3,13,5,12,23
oc(1297+1),1,649,1,4,5,0,12,3,3,5,11
oc(1303-1),1,651,0,1,0,2,1,5,5,7,13
oc(1303+1),3,163,1,3,2,9,7,10,11,2,18
oc(1311-1),1,655,1,0,4,6,5,9,9,11,17
oc(1311+1),5,41,2,1,6,8,2,7,3,18,12
oc(1321-1),3,165,0,0,4,0,9,12,13,4,20
oc(1321+1),1,661,1,1,3,1,11,15,15,17,23
oc(2385-1),4,149,2,4,2,6,6,13,16,11,4
oc(2385+1),1,1193,2,3,3,5,10,3,15,20,4
oc(2387-1),1,1193,2,3,3,5,10,3,15,20,4
oc(2387+1),2,597,0,2,2,3,12,2,8,22,17
oc(2459-1),1,1229,2,4,4,8,7,5,13,10,11
oc(2459+1),2,615,0,0,6,10,4,3,7,17,6
oc(2491-1),1,1245,0,0,6,2,10,4,10,3,27
oc(2491+1),2,623,2,3,0,7,12,11,15,2,14
oc(2581-1),2,645,0,0,1,7,8,16,18,1,7
oc(2581+1),1,1291,1,1,3,4,4,16,18,3,15
oc(2595-1),1,1297,1,2,2,10,10,5,5,9,21
oc(2595+1),2,649,1,4,5,0,12,3,3,5,11
oc(2603-1),1,1301,2,1,6,3,1,9,9,13,25
oc(2603+1),2,651,0,1,0,2,1,5,5,7,13
oc(2605-1),2,651,0,1,0,2,1,5,5,7,13
oc(2605+1),1,1303,1,3,1,5,3,11,11,15,27
oc(2619-1),1,1309,1,4,0,0,9,0,17,21,4
oc(2619+1),2,655,1,0,4,6,5,9,9,11,17
oc(2623-1),1,1311,0,1,2,2,11,2,0,0,6
oc(2623+1),6,41,2,1,6,8,2,7,3,18,12
oc(2641-1),4,165,0,0,4,0,9,12,13,4,20
oc(2641+1),1,1321,1,1,5,1,8,12,10,10,16
oc(2643-1),1,1321,1,1,5,1,8,12,10,10,16
oc(2643+1),2,661,1,1,3,1,11,15,15,17,23
oc(4715-1),1,2357,2,2,5,3,4,11,1,11,8
oc(4715+1),2,1179,0,4,3,2,9,6,1,6,19
oc(4719-1),1,2359,1,4,0,5,6,13,3,13,10
oc(4719+1),4,295,1,0,1,9,9,6,10,19,5
oc(4767-1),1,2383,1,3,3,7,4,3,8,14,5
oc(4767+1),5,149,2,4,2,6,6,13,16,11,4
oc(4771-1),1,2385,0,0,5,9,6,5,10,16,7
oc(4771+1),2,1193,2,3,3,5,10,3,15,20,4
oc(4773-1),2,1193,2,3,3,5,10,3,15,20,4
oc(4773+1),1,2387,2,2,0,0,8,7,12,18,9
oc(4777-1),3,597,0,2,2,3,12,2,8,22,17
oc(4777+1),1,2389,1,4,2,2,10,9,14,20,11
oc(4827-1),1,2413,1,3,5,4,8,16,0,21,6
oc(4827+1),2,1207,1,2,3,8,11,0,10,11,18
oc(4841-1),3,605,2,0,3,0,7,10,16,7,25
oc(4841+1),1,2421,0,1,6,1,3,7,8,6,14
oc(4903-1),1,2451,0,1,1,9,7,3,0,13,15
oc(4903+1),3,613,1,3,4,8,2,1,5,15,4
oc(4919-1),1,2459,2,4,2,6,2,11,8,21,23
oc(4919+1),3,615,0,0,6,10,4,3,7,17,6
oc(4983-1),1,2491,1,1,6,5,8,9,2,7,26
oc(4983+1),3,623,2,3,0,7,12,11,15,2,14

# dist 34:
oc(121-1),3,15,0,0,1,4,2,15,15,15,15
oc(121+1),1,61,1,1,5,6,9,10,4,15,3
oc(243-1),1,121,1,1,2,0,4,2,7,6,5
oc(243+1),2,61,1,1,5,6,9,10,4,15,3
oc(447-1),1,223,1,3,6,3,2,2,14,16,20
oc(447+1),6,7,1,2,0,7,7,7,7,7,7
oc(485-1),2,121,1,1,2,0,4,2,7,6,5
oc(485+1),1,243,0,3,5,1,9,5,15,13,11
oc(495-1),1,247,1,2,2,5,0,9,0,17,15
oc(495+1),4,31,1,1,3,9,5,14,12,8,2
oc(895-1),1,447,0,2,6,7,5,5,10,10,12
oc(895+1),7,7,1,2,0,7,7,7,7,7,7
oc(973-1),2,243,0,3,5,1,9,5,15,13,11
oc(973+1),1,487,1,2,4,3,6,11,12,4,23
oc(977-1),4,61,1,1,5,6,9,10,4,15,3
oc(977+1),1,489,0,4,6,5,8,13,14,6,25
oc(991-1),1,495,0,0,5,0,1,2,1,12,2
oc(991+1),5,31,1,1,3,9,5,14,12,8,2
oc(1789-1),2,447,0,2,6,7,5,5,10,10,12
oc(1789+1),1,895,1,0,6,4,11,11,2,21,25
oc(1791-1),1,895,1,0,6,4,11,11,2,21,25
oc(1791+1),8,7,1,2,0,7,7,7,7,7,7
oc(1941-1),2,485,2,0,2,1,4,9,10,2,21
oc(1941+1),1,971,2,1,5,3,9,2,2,5,14
oc(1955-1),1,977,2,2,4,9,2,8,8,11,20
oc(1955+1),2,489,0,4,6,5,8,13,14,6,25
oc(1967-1),1,983,2,3,3,4,8,14,14,17,26
oc(1967+1),4,123,0,3,4,2,6,4,9,8,7
oc(1981-1),2,495,0,0,5,0,1,2,1,12,2
oc(1981+1),1,991,1,1,4,1,3,5,3,2,5
oc(3531-1),1,1765,1,0,1,5,10,14,17,17,25
oc(3531+1),2,883,1,3,1,3,12,16,9,9,13
oc(3581-1),2,895,1,0,6,4,11,11,2,21,25
oc(3581+1),1,1791,0,1,6,9,10,6,5,20,22
oc(3583-1),1,1791,0,1,6,9,10,6,5,20,22
oc(3583+1),9,7,1,2,0,7,7,7,7,7,7
oc(3631-1),1,1815,0,0,2,0,8,13,10,21,17
oc(3631+1),4,227,2,2,3,7,6,6,18,20,24
oc(3675-1),1,1837,1,2,3,0,4,1,13,20,10
oc(3675+1),2,919,1,4,2,6,9,1,7,22,20
oc(3689-1),3,461,2,1,6,10,6,2,5,1,26
oc(3689+1),1,1845,0,0,4,8,12,9,2,5,18
oc(3737-1),3,467,2,2,5,5,12,8,11,7,3
oc(3737+1),1,1869,0,4,0,10,10,16,7,6,13
oc(3893-1),2,973,1,3,0,5,11,4,4,7,16
oc(3893+1),1,1947,0,2,1,0,10,9,9,15,4
oc(3905-1),6,61,1,1,5,6,9,10,4,15,3
oc(3905+1),1,1953,0,3,0,6,3,15,15,21,10
oc(3909-1),2,977,2,2,4,9,2,8,8,11,20
oc(3909+1),1,1955,2,0,2,8,5,0,17,0,12
oc(3915-1),1,1957,1,2,4,10,7,2,0,2,14
oc(3915+1),2,979,1,4,6,0,4,10,10,13,22
oc(3929-1),3,491,2,1,1,7,10,15,16,8,27
oc(3929+1),1,1965,0,0,5,7,2,10,8,10,22
oc(3935-1),1,1967,2,2,0,9,4,12,10,12,24
oc(3935+1),5,123,0,3,4,2,6,4,9,8,7
oc(3945-1),3,493,1,3,3,9,12,0,18,10,0
oc(3945+1),1,1973,2,3,6,4,10,1,16,18,1
oc(3965-1),2,991,1,1,4,1,3,5,3,2,5
oc(3965+1),1,1983,0,3,2,3,7,11,7,5,11
oc(4399-1),1,2199,0,4,1,10,2,6,14,14,24
oc(4399+1),4,275,2,0,2,0,2,3,9,22,14

# dist 33:
oc(91-1),1,45,0,0,3,1,6,11,7,22,16
oc(91+1),2,23,2,3,2,1,10,6,4,0,23
oc(183-1),1,91,1,1,0,3,0,6,15,22,4
oc(183+1),3,23,2,3,2,1,10,6,4,0,23
oc(365-1),2,91,1,1,0,3,0,6,15,22,4
oc(365+1),1,183,0,3,1,7,1,13,12,22,9
oc(671-1),1,335,2,0,6,5,10,12,12,13,16
oc(671+1),5,21,0,1,0,10,8,4,2,21,21
oc(733-1),2,183,0,3,1,7,1,13,12,22,9
oc(733+1),1,367,1,2,3,4,3,10,6,22,19
oc(743-1),1,371,2,1,0,8,7,14,10,3,23
oc(743+1),3,93,0,3,2,5,2,8,17,1,6
oc(1343-1),1,671,2,1,6,0,8,8,6,4,4
oc(1343+1),6,21,0,1,0,10,8,4,2,21,21
oc(1383-1),1,691,1,1,5,9,2,11,7,1,24
oc(1383+1),3,173,2,3,5,8,4,3,2,12,28
oc(1401-1),3,175,1,0,0,10,6,5,4,14,1
oc(1401+1),1,701,2,1,1,8,12,4,17,11,5
oc(1461-1),2,365,2,0,1,2,1,8,4,20,17
oc(1461+1),1,731,2,1,3,5,3,0,9,18,6
oc(1473-1),6,23,2,3,2,1,10,6,4,0,23
oc(1473+1),1,737,2,2,2,0,9,6,15,1,12
oc(1479-1),1,739,1,4,4,2,11,8,17,3,14
oc(1479+1),3,185,2,0,3,9,3,15,14,1,11
oc(1487-1),1,743,2,3,1,6,2,12,2,7,18
oc(1487+1),4,93,0,3,2,5,2,8,17,1,6
oc(2649-1),3,331,1,1,2,1,6,8,8,9,12
oc(2649+1),1,1325,2,0,2,5,12,16,14,14,20
oc(2685-1),2,671,2,1,6,0,8,8,6,4,4
oc(2685+1),1,1343,2,3,6,1,4,0,13,9,9
oc(2687-1),1,1343,2,3,6,1,4,0,13,9,9
oc(2687+1),7,21,0,1,0,10,8,4,2,21,21
oc(2715-1),1,1357,1,2,6,4,5,14,8,0,23
oc(2715+1),2,679,1,4,0,8,3,16,14,12,12
oc(2767-1),1,1383,0,3,4,8,5,6,15,3,20
oc(2767+1),4,173,2,3,5,8,4,3,2,12,28
oc(2803-1),1,1401,0,1,1,4,10,7,14,21,9
oc(2803+1),2,701,2,1,1,8,12,4,17,11,5
oc(2929-1),4,183,0,3,1,7,1,13,12,22,9
oc(2929+1),1,1465,1,0,2,2,9,3,2,16,15
oc(2933-1),2,733,1,3,5,7,5,2,11,20,8
oc(2933+1),1,1467,0,2,4,4,11,5,4,18,17
oc(2947-1),1,1473,0,3,3,10,4,11,10,1,23
oc(2947+1),2,737,2,2,2,0,9,6,15,1,12
oc(2951-1),1,1475,2,0,5,1,6,13,12,3,25
oc(2951+1),3,369,0,4,5,6,5,12,8,1,21
oc(2959-1),1,1479,0,4,2,5,10,0,16,7,0
oc(2959+1),4,185,2,0,3,9,3,15,14,1,11
oc(2973-1),2,743,2,3,1,6,2,12,2,7,18
oc(2973+1),1,1487,2,2,3,2,5,8,5,15,8

# dist 32:
oc(137-1),3,17,2,2,3,6,4,0,17,17,17
oc(137+1),1,69,0,4,6,3,4,1,12,0,11
oc(275-1),1,137,2,2,4,5,7,1,4,22,21
oc(275+1),2,69,0,4,6,3,4,1,12,0,11
oc(549-1),2,137,2,2,4,5,7,1,4,22,21
oc(549+1),1,275,2,0,2,0,2,3,9,22,14
oc(993-1),5,31,1,1,3,9,5,14,12,8,2
oc(993+1),1,497,2,2,0,2,3,4,3,14,4
oc(1007-1),1,503,2,3,6,8,9,10,9,20,10
oc(1007+1),4,63,0,3,0,8,11,12,6,17,5
oc(1051-1),1,525,0,0,0,8,5,15,12,19,3
oc(1051+1),2,263,2,3,4,10,3,8,16,10,2
oc(1101-1),2,275,2,0,2,0,2,3,9,22,14
oc(1101+1),1,551,2,1,5,1,5,7,0,22,0
oc(1105-1),4,69,0,4,6,3,4,1,12,0,11
oc(1105+1),1,553,1,3,0,3,7,9,2,1,2
oc(1115-1),1,557,2,2,4,7,11,13,6,5,6
oc(1115+1),2,279,0,4,6,4,6,7,13,3,18
oc(1987-1),1,993,0,3,6,3,5,7,5,4,7
oc(1987+1),2,497,2,2,0,2,3,4,3,14,4
oc(2015-1),1,1007,2,2,6,6,6,4,0,18,21
oc(2015+1),5,63,0,3,0,8,11,12,6,17,5
oc(2075-1),1,1037,2,2,1,3,10,0,11,2,22
oc(2075+1),2,519,0,4,1,2,12,9,6,13,26
oc(2103-1),1,1051,1,1,1,6,11,14,6,16,7
oc(2103+1),3,263,2,3,4,10,3,8,16,10,2
oc(2197-1),2,549,0,4,3,10,3,5,17,20,27
oc(2197+1),1,1099,1,4,0,10,7,11,16,18,26
oc(2211-1),1,1105,1,0,6,5,0,0,3,1,3
oc(2211+1),2,553,1,3,0,3,7,9,2,1,2
oc(2219-1),1,1109,2,4,3,9,4,4,7,5,7
oc(2219+1),2,555,0,0,2,5,9,11,4,3,4
oc(2231-1),1,1115,2,0,2,4,10,10,13,11,13
oc(2231+1),3,279,0,4,6,4,6,7,13,3,18
oc(3973-1),2,993,0,3,6,3,5,7,5,4,7
oc(3973+1),1,1987,1,2,6,7,11,15,11,9,15
oc(3979-1),1,1989,0,4,1,9,0,0,13,11,17
oc(3979+1),2,995,2,0,1,5,7,9,7,6,9
oc(4029-1),2,1007,2,2,6,6,6,4,0,18,21
oc(4029+1),1,2015,2,0,6,2,0,9,1,14,14
oc(4031-1),1,2015,2,0,6,2,0,9,1,14,14
oc(4031+1),6,63,0,3,0,8,11,12,6,17,5
oc(4073-1),3,509,2,4,5,3,2,16,15,3,16
oc(4073+1),1,2037,0,2,0,2,9,14,4,13,7
oc(4123-1),1,2061,0,1,3,4,7,4,9,14,2
oc(4123+1),2,1031,2,1,2,8,4,11,5,19,16
oc(4135-1),1,2067,0,2,2,10,0,10,15,20,8
oc(4135+1),3,517,1,2,6,0,10,7,4,11,24
oc(4137-1),3,517,1,2,6,0,10,7,4,11,24
oc(4137+1),1,2069,2,4,4,1,2,12,17,22,10
oc(4151-1),1,2075,2,0,3,7,8,1,4,5,16
oc(4151+1),3,519,0,4,1,2,12,9,6,13,26
oc(4205-1),2,1051,1,1,1,6,11,14,6,16,7
oc(4205+1),1,2103,0,3,3,2,10,12,13,10,15
oc(4405-1),2,1101,0,1,2,1,9,13,18,20,28
oc(4405+1),1,2203,1,3,5,3,6,10,18,18,28
oc(4417-1),6,69,0,4,6,3,4,1,12,0,11
oc(4417+1),1,2209,1,4,4,9,12,16,5,1,5
oc(4421-1),2,1105,1,0,6,5,0,0,3,1,3
oc(4421+1),1,2211,0,1,6,0,1,1,7,3,7
oc(4427-1),1,2213,2,3,1,2,3,3,9,5,9
oc(4427+1),2,1107,0,2,1,7,2,2,5,3,5
oc(4439-1),1,2219,2,4,0,8,9,9,15,11,15
oc(4439+1),3,555,0,0,2,5,9,11,4,3,4
oc(4443-1),1,2221,1,1,2,10,11,11,17,13,17
oc(4443+1),2,1111,1,1,5,0,6,6,9,7,9
oc(4455-1),1,2227,1,2,1,5,4,0,4,19,23
oc(4455+1),3,557,2,2,4,7,11,13,6,5,6
oc(4461-1),2,1115,2,0,2,4,10,10,13,11,13
oc(4461+1),1,2231,2,1,5,9,8,4,8,0,27
oc(4473-1),3,559,1,4,6,9,0,15,8,7,8
oc(4473+1),1,2237,2,2,4,4,1,10,14,6,4

# dist 31:
oc(103-1),1,51,0,1,2,7,12,0,13,5,22
oc(103+1),3,13,1,3,6,2,0,13,13,13,13
oc(207-1),1,103,1,3,5,4,12,1,8,11,16
oc(207+1),4,13,1,3,6,2,0,13,13,13,13
oc(413-1),2,103,1,3,5,4,12,1,8,11,16
oc(413+1),1,207,0,2,4,9,12,3,17,0,4
oc(745-1),3,93,0,3,2,5,2,8,17,1,6
oc(745+1),1,373,1,3,2,10,9,16,12,5,25
oc(829-1),2,207,0,2,4,9,12,3,17,0,4
oc(829+1),1,415,1,0,2,8,12,7,16,1,9
oc(1491-1),1,745,1,0,3,8,4,14,4,9,20
oc(1491+1),2,373,1,3,2,10,9,16,12,5,25
oc(1511-1),1,755,2,0,6,7,1,7,14,19,1
oc(1511+1),3,189,0,4,0,2,7,2,18,5,15
oc(1577-1),3,197,2,2,1,10,2,10,7,13,23
oc(1577+1),1,789,0,4,5,8,9,7,10,7,6
oc(1653-1),2,413,2,3,0,6,10,5,14,22,7
oc(1653+1),1,827,2,2,1,2,8,11,10,22,15
oc(1673-1),3,209,2,4,6,0,1,5,0,2,6
oc(1673+1),1,837,0,2,4,1,5,4,1,9,25
oc(2981-1),2,745,1,0,3,8,4,14,4,9,20
oc(2981+1),1,1491,0,1,0,6,9,12,9,19,12
oc(3015-1),1,1507,1,2,2,0,12,11,6,12,28
oc(3015+1),3,377,2,2,6,3,0,3,16,9,0
oc(3023-1),1,1511,2,1,6,4,3,15,10,16,3
oc(3023+1),4,189,0,4,0,2,7,2,18,5,15
oc(3055-1),1,1527,0,2,1,9,6,14,7,9,19
oc(3055+1),4,191,2,1,2,4,9,4,1,7,17
oc(3103-1),1,1551,0,1,4,0,4,4,12,10,14
oc(3103+1),5,97,1,2,6,9,6,12,2,5,10
oc(3113-1),3,389,2,4,4,4,12,15,9,21,12
oc(3113+1),1,1557,0,2,3,6,10,10,18,16,20
oc(3155-1),1,1577,2,2,2,4,4,13,0,13,11
oc(3155+1),2,789,0,4,5,8,9,7,10,7,6
oc(3313-1),4,207,0,2,4,9,12,3,17,0,4
oc(3313+1),1,1657,1,2,5,7,6,8,4,1,4
oc(3317-1),2,829,1,4,3,4,10,13,12,1,17
oc(3317+1),1,1659,0,4,0,9,8,10,6,3,6
oc(3329-1),8,13,1,3,6,2,0,13,13,13,13
oc(3329+1),1,1665,0,0,6,4,1,16,12,9,12
oc(3339-1),1,1669,1,4,3,8,5,3,16,13,16
oc(3339+1),2,835,1,0,2,10,3,2,18,7,23
oc(3347-1),1,1673,2,3,0,1,9,7,1,17,20
oc(3347+1),2,837,0,2,4,1,5,4,1,9,25
oc(3355-1),1,1677,0,2,4,5,0,11,5,21,24
oc(3355+1),2,839,2,4,6,3,7,6,3,11,27

# dist 30:
oc(155-1),1,77,2,2,0,0,12,9,1,8,19
oc(155+1),2,39,0,4,4,6,0,5,1,16,10
oc(311-1),1,155,2,0,1,1,12,2,3,17,10
oc(311+1),3,39,0,4,4,6,0,5,1,16,10
oc(559-1),1,279,0,4,6,4,6,7,13,3,18
oc(559+1),4,35,2,0,0,2,9,1,16,12,6
oc(621-1),2,155,2,0,1,1,12,2,3,17,10
oc(621+1),1,311,2,1,3,3,12,5,7,12,21
oc(1119-1),1,559,1,4,6,9,0,15,8,7,8
oc(1119+1),5,35,2,0,0,2,9,1,16,12,6
oc(1183-1),1,591,0,1,3,8,6,13,2,16,11
oc(1183+1),5,37,1,2,2,4,11,3,18,14,8
oc(1245-1),2,311,2,1,3,3,12,5,7,12,21
oc(1245+1),1,623,2,3,0,7,12,11,15,2,14
oc(1255-1),1,627,0,2,4,0,3,15,0,6,18
oc(1255+1),3,157,1,2,3,3,1,4,5,19,12
oc(2237-1),2,559,1,4,6,9,0,15,8,7,8
oc(2237+1),1,1119,0,4,6,8,1,14,17,15,17
oc(2267-1),1,1133,2,3,6,0,2,11,12,6,2
oc(2267+1),2,567,0,2,0,6,8,6,16,15,16
oc(2335-1),1,1167,0,2,5,1,10,11,8,17,7
oc(2335+1),5,73,1,3,3,7,8,5,16,4,15
oc(2367-1),1,1183,1,3,0,6,0,10,5,10,23
oc(2367+1),6,37,1,2,2,4,11,3,18,14,8
oc(2485-1),2,621,0,1,5,5,10,9,13,0,12
oc(2485+1),1,1243,1,3,4,0,8,2,8,1,25
oc(2497-1),6,39,0,4,4,6,0,5,1,16,10
oc(2497+1),1,1249,1,4,3,6,1,8,14,7,2
oc(2505-1),3,313,1,3,5,5,1,7,9,14,23
oc(2505+1),1,1253,2,3,0,10,5,12,18,11,6
oc(2511-1),1,1255,1,0,2,1,7,14,1,13,8
oc(2511+1),4,157,1,2,3,3,1,4,5,19,12
oc(4477-1),2,1119,0,4,6,8,1,14,17,15,17
oc(4477+1),1,2239,1,4,6,6,3,12,16,8,6
oc(4489-1),3,561,0,1,1,0,2,0,10,9,10
oc(4489+1),1,2245,1,0,5,1,9,1,3,14,12
oc(4507-1),1,2253,0,3,6,9,4,9,11,22,20
oc(4507+1),2,1127,2,2,0,5,9,5,6,0,25
oc(4519-1),1,2259,0,4,5,4,10,15,17,5,26
oc(4519+1),3,565,1,0,5,4,6,4,14,13,14
oc(4523-1),1,2261,2,1,0,6,12,0,0,7,28
oc(4523+1),2,1131,0,1,4,9,0,9,10,4,0
oc(4535-1),1,2267,2,2,6,1,5,6,6,13,5
oc(4535+1),3,567,0,2,0,6,8,6,16,15,16
oc(4583-1),1,2291,2,1,2,3,3,13,11,14,0
oc(4583+1),3,573,0,3,6,1,1,12,3,21,22
oc(4615-1),1,2307,0,2,4,8,6,12,8,7,16
oc(4615+1),3,577,1,2,3,5,5,16,7,2,26
oc(4635-1),1,2317,1,2,0,7,3,5,18,17,26
oc(4635+1),2,1159,1,4,4,4,2,3,0,9,28
oc(4639-1),1,2319,0,4,2,9,5,7,1,19,28
oc(4639+1),5,145,1,0,5,2,2,9,12,7,0
oc(4655-1),1,2327,2,2,3,6,0,15,9,4,7
oc(4655+1),4,291,0,1,4,5,5,2,6,15,1
oc(4671-1),1,2335,1,0,4,3,8,6,17,12,15
oc(4671+1),6,73,1,3,3,7,8,5,16,4,15
oc(4733-1),2,1183,1,3,0,6,0,10,5,10,23
oc(4733+1),1,2367,0,2,1,2,1,4,11,21,18
oc(4863-1),1,2431,1,1,2,0,0,0,18,16,24
oc(4863+1),8,19,1,4,5,8,6,2,0,19,19
oc(4977-1),4,311,2,1,3,3,12,5,7,12,21
oc(4977+1),1,2489,2,4,4,3,6,7,0,5,24
oc(4981-1),2,1245,0,0,6,2,10,4,10,3,27
oc(4981+1),1,2491,1,1,6,5,8,9,2,7,26
oc(4995-1),1,2497,1,2,5,0,1,15,8,13,3
oc(4995+1),2,1249,1,4,3,6,1,8,14,7,2
oc(4999-1),1,2499,0,4,0,2,3,0,10,15,5
oc(4999+1),3,625,1,0,2,9,1,13,17,4,16

# dist 29:
oc(233-1),3,29,2,4,1,7,3,12,10,6,0
oc(233+1),1,117,0,2,5,7,0,15,3,2,1
oc(467-1),1,233,2,3,2,2,12,12,5,3,1
oc(467+1),2,117,0,2,5,7,0,15,3,2,1
oc(839-1),1,419,2,4,6,1,3,11,1,5,13
oc(839+1),3,105,0,0,0,6,1,3,10,13,18
oc(933-1),2,233,2,3,2,2,12,12,5,3,1
oc(933+1),1,467,2,2,5,5,12,8,11,7,3
oc(939-1),1,469,1,4,0,7,1,10,13,9,5
oc(939+1),2,235,1,0,4,4,1,14,7,5,3
oc(1679-1),1,839,2,4,6,3,7,6,3,11,27
oc(1679+1),4,105,0,0,0,6,1,3,10,13,18
