n,k,oc,m3,m5,m7,m11,m13,m17
1509,0,1509,0,4,4,2,1,13
1510,1,755,2,0,6,7,1,7
1511,0,1511,2,1,6,4,3,15
1512,3,189,0,4,0,2,7,2
1513,0,1513,1,3,1,6,5,0
1514,1,757,1,2,1,9,3,9
1515,0,1515,0,0,3,8,7,2
1516,2,379,1,4,1,5,2,5
1517,0,1517,2,2,5,10,9,4
1518,1,759,0,4,3,0,5,11
1519,0,1519,1,4,0,1,11,6
1520,4,95,2,0,4,7,4,10
1521,0,1521,0,1,2,3,0,8
1522,1,761,2,1,5,2,7,13
1523,0,1523,2,3,4,5,2,10
1524,2,381,0,1,3,7,4,7
1525,0,1525,1,0,6,7,4,12
1526,1,763,1,3,0,4,9,15
1527,0,1527,0,2,1,9,6,14
1528,3,191,2,1,2,4,9,4
1529,0,1529,2,4,3,0,8,16
1530,1,765,0,0,2,6,11,0
1531,0,1531,1,1,5,2,10,1
1532,2,383,2,3,5,9,6,9
1533,0,1533,0,3,0,4,12,3
1534,1,767,2,2,4,8,0,2
1535,0,1535,2,0,2,6,1,5
1536,9,3,0,3,3,3,3,3
1537,0,1537,1,2,4,8,3,7
1538,1,769,1,4,6,10,2,4
1539,0,1539,0,4,6,10,5,9
1540,2,385,1,0,0,0,8,11
1541,0,1541,2,1,1,1,7,11
1542,1,771,0,1,1,1,4,6
1543,0,1543,1,3,3,3,9,13
1544,3,193,1,3,4,6,11,6
1545,0,1545,0,0,5,5,11,15
1546,1,773,2,3,3,3,6,8
1547,0,1547,2,2,0,7,0,0
1548,2,387,0,2,2,2,10,13
1549,0,1549,1,4,2,9,2,2
1550,1,775,1,0,5,5,8,10
1551,0,1551,0,1,4,0,4,4
1552,4,97,1,2,6,9,6,12
1553,0,1553,2,3,6,2,6,6
1554,1,777,0,2,0,7,10,12
1555,0,1555,1,0,1,4,8,8
1556,2,389,2,4,4,4,12,15
1557,0,1557,0,2,3,6,10,10
1558,1,779,2,4,2,9,12,14
1559,0,1559,2,4,5,8,12,12
1560,3,195,0,0,6,8,0,8
1561,0,1561,1,1,0,10,1,14
1562,1,781,1,1,4,0,1,16
1563,0,1563,0,3,2,1,3,16
1564,2,391,1,1,6,6,1,0
1565,0,1565,2,0,4,3,5,1
1566,1,783,0,3,6,2,3,1
1567,0,1567,1,2,6,5,7,3
1568,5,49,1,4,0,5,10,15
1569,0,1569,0,4,1,7,9,5
1570,1,785,2,0,1,4,5,3
1571,0,1571,2,1,3,9,11,7
1572,2,393,0,3,1,8,3,2
1573,0,1573,1,3,5,0,0,9
1574,1,787,1,2,3,6,7,5
1575,0,1575,0,0,0,2,2,11
1576,3,197,2,2,1,10,2,10
1577,0,1577,2,2,2,4,4,13
1578,1,789,0,4,5,8,9,7
1579,0,1579,1,4,4,6,6,15
1580,2,395,2,0,3,10,5,4
1581,0,1581,0,1,6,8,8,0
1582,1,791,2,1,0,10,11,9
1583,0,1583,2,3,1,10,10,2
1584,4,99,0,4,1,0,8,14
1585,0,1585,1,0,3,1,12,4
1586,1,793,1,3,2,1,0,11
1587,0,1587,0,2,5,3,1,6
1588,2,397,1,2,5,1,7,6
1589,0,1589,2,4,0,5,3,8
1590,1,795,0,0,4,3,2,13
1591,0,1591,1,1,2,7,5,10
1592,3,199,1,4,3,1,4,12
1593,0,1593,0,3,4,9,7,12
1594,1,797,2,2,6,5,4,15
1595,0,1595,2,0,6,0,9,14
1596,2,399,0,4,0,3,9,8
1597,0,1597,1,2,1,2,11,16
1598,1,799,1,4,1,7,6,0
1599,0,1599,0,4,3,4,0,1
1600,6,25,1,0,4,3,12,8
1601,0,1601,2,1,5,6,2,3
1602,1,801,0,1,3,9,8,2
1603,0,1603,1,3,0,8,4,5
1604,2,401,2,1,2,5,11,10
1605,0,1605,0,0,2,10,6,7
1606,1,803,2,3,5,0,10,4
1607,0,1607,2,2,4,1,8,9
1608,3,201,0,1,5,3,6,14
1609,0,1609,1,4,6,3,10,11
1610,1,805,1,0,0,2,12,6
1611,0,1611,0,1,1,5,12,13
1612,2,403,1,3,4,7,0,12
1613,0,1613,2,3,3,7,1,15
1614,1,807,0,2,2,4,1,8
1615,0,1615,1,0,5,9,3,0
1616,4,101,2,1,3,2,10,16
1617,0,1617,0,2,0,0,5,2
1618,1,809,2,4,4,6,3,10
1619,0,1619,2,4,2,2,7,4
1620,2,405,0,0,6,9,2,14
1621,0,1621,1,1,4,4,9,6
1622,1,811,1,1,6,8,5,12
1623,0,1623,0,3,6,6,11,8
1624,3,203,2,3,0,5,8,16
1625,0,1625,2,0,1,8,0,10
1626,1,813,0,3,1,10,7,14
1627,0,1627,1,2,3,10,2,12
1628,2,407,2,2,1,0,4,16
1629,0,1629,0,4,5,1,4,14
1630,1,815,2,0,3,1,9,16
1631,0,1631,2,1,0,3,6,16
1632,5,51,0,1,2,7,12,0
1633,0,1633,1,3,2,5,8,1
1634,1,817,1,2,5,3,11,1
1635,0,1635,0,0,4,7,10,3
1636,2,409,1,4,3,2,6,1
1637,0,1637,2,2,6,9,12,5
1638,1,819,0,4,0,5,0,3
1639,0,1639,1,4,1,0,1,7
1640,3,205,1,0,2,7,10,1
1641,0,1641,0,1,3,2,3,9
1642,1,821,2,1,2,7,2,5
1643,0,1643,2,3,5,4,5,11
1644,2,411,0,1,5,4,8,3
1645,0,1645,1,0,0,6,7,13
1646,1,823,1,3,4,9,4,7
1647,0,1647,0,2,2,8,9,15
1648,4,103,1,3,5,4,12,1
1649,0,1649,2,4,4,10,11,0
1650,1,825,0,0,6,0,6,9
1651,0,1651,1,1,6,1,0,2
1652,2,413,2,3,0,6,10,5
1653,0,1653,0,3,1,3,2,4
1654,1,827,2,2,1,2,8,11
1655,0,1655,2,0,3,5,4,6
1656,3,207,0,2,4,9,12,3
1657,0,1657,1,2,5,7,6,8
1658,1,829,1,4,3,4,10,13
1659,0,1659,0,4,0,9,8,10
1660,2,415,1,0,2,8,12,7
1661,0,1661,2,1,2,0,10,12
1662,1,831,0,1,5,6,12,15
1663,0,1663,1,3,4,2,12,14
1664,7,13,1,3,6,2,0,13
1665,0,1665,0,0,6,4,1,16
1666,1,833,2,3,0,8,1,0
1667,0,1667,2,2,1,6,3,1
1668,2,417,0,2,4,10,1,9
1669,0,1669,1,4,3,8,5,3
1670,1,835,1,0,2,10,3,2
1671,0,1671,0,1,5,10,7,5
1672,3,209,2,4,6,0,1,5
1673,0,1673,2,3,0,1,9,7
1674,1,837,0,2,4,1,5,4
1675,0,1675,1,0,2,3,11,9
1676,2,419,2,4,6,1,3,11
1677,0,1677,0,2,4,5,0,11
1678,1,839,2,4,6,3,7,6
1679,0,1679,2,4,6,7,2,13
1680,4,105,0,0,0,6,1,3
1681,0,1681,1,1,1,9,4,15
1682,1,841,1,1,1,5,9,8
1683,0,1683,0,3,3,0,6,0
1684,2,421,1,1,1,3,5,13
1685,0,1685,2,0,5,2,8,2
1686,1,843,0,3,3,7,11,10
1687,0,1687,1,2,0,4,10,4
1688,3,211,1,1,1,2,3,7
1689,0,1689,0,4,2,6,12,6
1690,1,845,2,0,5,9,0,12
1691,0,1691,2,1,4,8,1,8
1692,2,423,0,3,3,5,7,15
1693,0,1693,1,3,6,10,3,10
1694,1,847,1,2,0,0,2,14
1695,0,1695,0,0,1,1,5,12
1696,5,53,2,3,4,9,1,2
1697,0,1697,2,2,3,3,7,14
1698,1,849,0,4,2,2,4,16
1699,0,1699,1,4,5,5,9,16
1700,2,425,2,0,5,7,9,0
1701,0,1701,0,1,0,7,11,1
1702,1,851,2,1,4,4,6,1
1703,0,1703,2,3,2,9,0,3
1704,3,213,0,3,3,4,5,9
1705,0,1705,1,0,4,0,2,5
1706,1,853,1,3,6,6,8,3
1707,0,1707,0,2,6,2,4,7
1708,2,427,1,2,0,9,11,2
1709,0,1709,2,4,1,4,6,9
1710,1,855,0,0,1,8,10,5
1711,0,1711,1,1,3,6,8,11
1712,4,107,2,2,2,8,3,5
1713,0,1713,0,3,5,8,10,13
1714,1,857,2,2,3,10,12,7
1715,0,1715,2,0,0,10,12,15
1716,2,429,0,4,2,0,0,4
1717,0,1717,1,2,2,1,1,0
1718,1,859,1,4,5,1,1,9
1719,0,1719,0,4,4,3,3,2
1720,3,215,2,0,5,6,7,11
1721,0,1721,2,1,6,5,5,4
1722,1,861,0,1,0,3,3,11
1723,0,1723,1,3,1,7,7,6
1724,2,431,2,1,4,2,2,6
1725,0,1725,0,0,3,9,9,8
1726,1,863,2,3,2,5,5,13
1727,0,1727,2,2,5,0,11,10
1728,6,27,0,2,6,5,1,10
1729,0,1729,1,4,0,2,0,12
1730,1,865,1,0,4,7,7,15
1731,0,1731,0,1,2,4,2,14
1732,2,433,1,3,6,4,4,8
1733,0,1733,2,3,4,6,4,16
1734,1,867,0,2,6,9,9,0
1735,0,1735,1,0,6,8,6,1
1736,3,217,1,2,0,8,9,13
1737,0,1737,0,2,1,10,8,3
1738,1,869,2,4,1,0,11,2
1739,0,1739,2,4,3,1,10,5
1740,2,435,0,0,1,6,6,10
1741,0,1741,1,1,5,3,12,7
1742,1,871,1,1,3,2,0,4
1743,0,1743,0,3,0,5,1,9
1744,4,109,1,4,4,10,5,7
1745,0,1745,2,0,2,7,3,11
1746,1,873,0,3,5,4,2,6
1747,0,1747,1,2,4,9,5,13
1748,2,437,2,2,3,8,8,12
1749,0,1749,0,4,6,0,7,15
1750,1,875,2,0,0,6,4,8
1751,0,1751,2,1,1,2,9,0
1752,3,219,0,4,2,10,11,15
1753,0,1753,1,3,3,4,11,2
1754,1,877,1,2,2,8,6,10
1755,0,1755,0,0,5,6,0,4
1756,2,439,1,4,5,10,10,14
1757,0,1757,2,2,0,8,2,6
1758,1,879,0,4,4,10,8,12
1759,0,1759,1,4,2,10,4,8
1760,5,55,1,0,6,0,3,4
1761,0,1761,0,1,4,1,6,10
1762,1,881,2,1,6,1,10,14
1763,0,1763,2,3,6,3,8,12
1764,2,441,0,1,0,1,12,16
1765,0,1765,1,0,1,5,10,14
1766,1,883,1,3,1,3,12,16
1767,0,1767,0,2,3,7,12,16
1768,3,221,2,1,4,1,0,0
1769,0,1769,2,4,5,9,1,1
1770,1,885,0,0,3,5,1,1
1771,0,1771,1,1,0,0,3,3
1772,2,443,2,3,2,3,1,1
1773,0,1773,0,3,2,2,5,5
1774,1,887,2,2,5,7,3,3
1775,0,1775,2,0,4,4,7,7
1776,4,111,0,1,6,1,7,9
1777,0,1777,1,2,6,6,9,9
1778,1,889,1,4,0,9,5,5
1779,0,1779,0,4,1,8,11,11
1780,2,445,1,0,4,5,3,3
1781,0,1781,2,1,3,10,0,13
1782,1,891,0,1,2,0,7,7
1783,0,1783,1,3,5,1,2,15
1784,3,223,1,3,6,3,2,2
1785,0,1785,0,0,0,3,4,0
1786,1,893,2,3,4,2,9,9
1787,0,1787,2,2,2,5,6,2
1788,2,447,0,2,6,7,5,5
1789,0,1789,1,4,4,7,8,4
1790,1,895,1,0,6,4,11,11
1791,0,1791,0,1,6,9,10,6
1792,8,7,1,2,0,7,7,7
1793,0,1793,2,3,1,0,12,8
1794,1,897,0,2,1,6,0,13
1795,0,1795,1,0,3,2,1,10
1796,2,449,2,4,1,9,7,7
1797,0,1797,0,2,5,4,3,12
1798,1,899,2,4,3,8,2,15
1799,0,1799,2,4,0,6,5,14
1800,3,225,0,0,1,5,4,4
1801,0,1801,1,1,2,8,7,16
1802,1,901,1,1,5,10,4,0
1803,0,1803,0,3,4,10,9,1
1804,2,451,1,1,3,0,9,9
1805,0,1805,2,0,6,1,11,3
1806,1,903,0,3,0,1,6,2
1807,0,1807,1,2,1,3,0,5
1808,4,113,2,3,1,3,9,11
1809,0,1809,0,4,3,5,2,7
1810,1,905,2,0,2,3,8,4
1811,0,1811,2,1,5,7,4,9
1812,2,453,0,3,5,2,11,11
1813,0,1813,1,3,0,9,6,11
1814,1,907,1,2,4,5,10,6
1815,0,1815,0,0,2,0,8,13
1816,3,227,2,2,3,7,6,6
1817,0,1817,2,2,4,2,10,15
1818,1,909,0,4,6,7,12,8
1819,0,1819,1,4,6,4,12,0
1820,2,455,2,0,0,4,0,13
1821,0,1821,0,1,1,6,1,2
1822,1,911,2,1,1,9,1,10
1823,0,1823,2,3,3,8,3,4
1824,5,57,0,2,1,2,5,6
1825,0,1825,1,0,5,10,5,6
1826,1,913,1,3,3,0,3,12
1827,0,1827,0,2,0,1,7,8
1828,2,457,1,2,2,6,2,15
1829,0,1829,2,4,2,3,9,10
1830,1,915,0,0,5,2,5,14
1831,0,1831,1,1,4,5,11,12
1832,3,229,1,4,5,9,8,8
1833,0,1833,0,3,6,7,0,14
1834,1,917,2,2,0,4,7,16
1835,0,1835,2,0,1,9,2,16
1836,2,459,0,4,4,8,4,0
1837,0,1837,1,2,3,0,4,1
1838,1,919,1,4,2,6,9,1
1839,0,1839,0,4,5,2,6,3
1840,4,115,1,0,3,5,11,13
1841,0,1841,2,1,0,4,8,5
1842,1,921,0,1,4,8,11,3
1843,0,1843,1,3,2,6,10,7
1844,2,461,2,1,6,10,6,2
1845,0,1845,0,0,4,8,12,9
1846,1,923,2,3,6,10,0,5
1847,0,1847,2,2,6,10,1,11
1848,3,231,0,1,0,0,10,10
1849,0,1849,1,4,1,1,3,13
1850,1,925,1,0,1,1,2,7
1851,0,1851,0,1,3,3,5,15
1852,2,463,1,3,1,1,8,4
1853,0,1853,2,3,5,5,7,0
1854,1,927,0,2,3,3,4,9
1855,0,1855,1,0,0,7,9,2
1856,6,29,2,4,1,7,3,12
1857,0,1857,0,2,2,9,11,4
1858,1,929,2,4,5,5,6,11
1859,0,1859,2,4,4,0,0,6
1860,2,465,0,0,3,3,10,6
1861,0,1861,1,1,6,2,2,8
1862,1,931,1,1,0,7,8,13
1863,0,1863,0,3,1,4,4,10
1864,3,233,2,3,2,2,12,12
1865,0,1865,2,0,3,6,6,12
1866,1,933,0,3,2,9,10,15
1867,0,1867,1,2,5,8,8,14
1868,2,467,2,2,5,5,12,8
1869,0,1869,0,4,0,10,10,16
1870,1,935,2,0,4,0,12,0
1871,0,1871,2,1,2,1,12,1
1872,4,117,0,2,5,7,0,15
1873,0,1873,1,3,4,3,1,3
1874,1,937,1,2,6,2,1,2
1875,0,1875,0,0,6,5,3,5
1876,2,469,1,4,0,7,1,10
1877,0,1877,2,2,1,7,5,7
1878,1,939,0,4,1,4,3,4
1879,0,1879,1,4,3,9,7,9
1880,3,235,1,0,4,4,1,14
1881,0,1881,0,1,5,0,9,11
1882,1,941,2,1,3,6,5,6
1883,0,1883,2,3,0,2,11,13
1884,2,471,0,1,2,9,3,12
1885,0,1885,1,0,2,4,0,15
1886,1,943,1,3,5,8,7,8
1887,0,1887,0,2,4,6,2,0
1888,5,59,2,4,3,4,7,8
1889,0,1889,2,4,6,8,4,2
1890,1,945,0,0,0,10,9,10
1891,0,1891,1,1,1,10,6,4
1892,2,473,2,3,4,0,5,14
1893,0,1893,0,3,3,1,8,6
1894,1,947,2,2,2,1,11,12
1895,0,1895,2,0,5,3,10,8
1896,3,237,0,2,6,6,3,16
1897,0,1897,1,2,0,5,12,10
1898,1,949,1,4,4,3,0,14
1899,0,1899,0,4,2,7,1,12
1900,2,475,1,0,6,2,7,16
1901,0,1901,2,1,4,9,3,14
1902,1,951,0,1,6,5,2,16
1903,0,1903,1,3,6,0,5,16
1904,4,119,2,4,0,9,2,0
1905,0,1905,0,0,1,2,7,1
1906,1,953,2,3,1,7,4,1
1907,0,1907,2,2,3,4,9,3
1908,2,477,0,2,1,4,9,1
1909,0,1909,1,4,5,6,11,5
1910,1,955,1,0,3,9,6,3
1911,0,1911,0,1,0,8,0,7
1912,3,239,2,4,1,8,5,1
1913,0,1913,2,3,2,10,2,9
1914,1,957,0,2,5,0,8,5
1915,0,1915,1,0,4,1,4,11
1916,2,479,2,4,3,6,11,3
1917,0,1917,0,2,6,3,6,13
1918,1,959,2,4,0,2,10,7
1919,0,1919,2,4,1,5,8,15
1920,7,15,0,0,1,4,2,15
1921,0,1921,1,1,3,7,10,0
1922,1,961,1,1,2,4,12,9
1923,0,1923,0,3,5,9,12,2
1924,2,481,1,1,5,8,0,5
1925,0,1925,2,0,0,0,1,4
1926,1,963,0,3,4,6,1,11
1927,0,1927,1,2,2,2,3,6
1928,3,241,1,1,3,10,7,3
1929,0,1929,0,4,4,4,5,8
1930,1,965,2,0,6,8,3,13
1931,0,1931,2,1,6,6,7,10
1932,2,483,0,3,0,10,2,7
1933,0,1933,1,3,1,8,9,12
1934,1,967,1,2,1,10,5,15
1935,0,1935,0,0,3,10,11,14
1936,4,121,1,1,2,0,4,2
1937,0,1937,2,2,5,1,0,16
1938,1,969,0,4,3,1,7,0
1939,0,1939,1,4,0,3,2,1
1940,2,485,2,0,2,1,4,9
1941,0,1941,0,1,2,5,4,3
1942,1,971,2,1,5,3,9,2
1943,0,1943,2,3,4,7,6,5
1944,3,243,0,3,5,1,9,5
1945,0,1945,1,0,6,9,8,7
1946,1,973,1,3,0,5,11,4
1947,0,1947,0,2,1,0,10,9
1948,2,487,1,2,4,3,6,11
1949,0,1949,2,4,3,2,12,11
1950,1,975,0,0,2,7,0,6
1951,0,1951,1,1,5,4,1,13
1952,5,61,1,1,5,6,9,10
1953,0,1953,0,3,0,6,3,15
1954,1,977,2,2,4,9,2,8
1955,0,1955,2,0,2,8,5,0
1956,2,489,0,4,6,5,8,13
1957,0,1957,1,2,4,10,7,2
1958,1,979,1,4,6,0,4,10
1959,0,1959,0,4,6,1,9,4
1960,3,245,2,0,0,3,11,7
1961,0,1961,2,1,1,3,11,6
1962,1,981,0,1,1,2,6,12
1963,0,1963,1,3,3,5,0,8
1964,2,491,2,1,1,7,10,15
1965,0,1965,0,0,5,7,2,10
1966,1,983,2,3,3,4,8,14
1967,0,1967,2,2,0,9,4,12
1968,4,123,0,3,4,2,6,4
1969,0,1969,1,4,2,0,6,14
1970,1,985,1,0,5,6,10,16
1971,0,1971,0,1,4,2,8,16
1972,2,493,1,3,3,9,12,0
1973,0,1973,2,3,6,4,10,1
1974,1,987,0,2,0,8,12,1
1975,0,1975,1,0,1,6,12,3
1976,3,247,1,2,2,5,0,9
1977,0,1977,0,2,3,8,1,5
1978,1,989,2,4,2,10,1,3
1979,0,1979,2,4,5,10,3,7
1980,2,495,0,0,5,0,1,2
1981,0,1981,1,1,0,1,5,9
1982,1,991,1,1,4,1,3,5
1983,0,1983,0,3,2,3,7,11
1984,6,31,1,1,3,9,5,14
1985,0,1985,2,0,4,5,9,13
1986,1,993,0,3,6,3,5,7
1987,0,1987,1,2,6,7,11,15
1988,2,497,2,2,0,2,3,4
1989,0,1989,0,4,1,9,0,0
1990,1,995,2,0,1,5,7,9
1991,0,1991,2,1,3,0,2,2
1992,3,249,0,4,4,7,2,11
1993,0,1993,1,3,5,2,4,4
1994,1,997,1,2,3,7,9,11
1995,0,1995,0,0,0,4,6,6
1996,2,499,1,4,2,4,5,6
1997,0,1997,2,2,2,6,8,8
1998,1,999,0,4,5,9,11,13
1999,0,1999,1,4,4,8,10,10
2000,4,125,2,0,6,4,8,6
2001,0,2001,0,1,6,10,12,12
2002,1,1001,2,1,0,0,0,15
2003,0,2003,2,3,1,1,1,14
2004,2,501,0,1,4,6,7,8
2005,0,2005,1,0,3,3,3,16
2006,1,1003,1,3,2,2,2,0
2007,0,2007,0,2,5,5,5,1
2008,3,251,2,1,6,9,4,13
2009,0,2009,2,4,0,7,7,3
2010,1,1005,0,0,4,4,4,2
2011,0,2011,1,1,2,9,9,5
2012,2,503,2,3,6,8,9,10
2013,0,2013,0,3,4,0,11,7
2014,1,1007,2,2,6,6,6,4
2015,0,2015,2,0,6,2,0,9
2016,5,63,0,3,0,8,11,12
2017,0,2017,1,2,1,4,2,11
2018,1,1009,1,4,1,8,8,6
2019,0,2019,0,4,3,6,4,13
2020,2,505,1,0,1,10,11,12
2021,0,2021,2,1,5,8,6,15
2022,1,1011,0,1,3,10,10,8
2023,0,2023,1,3,0,10,8,0
2024,3,253,1,3,1,0,6,15
2025,0,2025,0,0,2,1,10,2
2026,1,1013,2,3,5,1,12,10
2027,0,2027,2,2,4,3,12,4
2028,2,507,0,2,3,1,0,14
2029,0,2029,1,4,6,5,1,6
2030,1,1015,1,0,0,3,1,12
2031,0,2031,0,1,1,7,3,8
2032,4,127,1,2,1,6,10,8
2033,0,2033,2,3,3,9,5,10
2034,1,1017,0,2,2,5,3,14
2035,0,2035,1,0,5,0,7,12
2036,2,509,2,4,5,3,2,16
2037,0,2037,0,2,0,2,9,14
2038,1,1019,2,4,4,7,5,16
2039,0,2039,2,4,2,4,11,16
2040,3,255,0,0,3,2,8,0
2041,0,2041,1,1,4,6,0,1
2042,1,1021,1,1,6,9,7,1
2043,0,2043,0,3,6,8,2,3
2044,2,511,1,1,0,5,4,1
2045,0,2045,2,0,1,10,4,5
2046,1,1023,0,3,1,0,9,3
2047,0,2047,1,2,3,1,6,7
2048,11,1,1,1,1,1,1,1
2049,0,2049,0,4,5,3,8,9
2050,1,1025,2,0,3,2,11,5
2051,0,2051,2,1,0,5,10,11
2052,2,513,0,3,2,7,6,3
2053,0,2053,1,3,2,7,12,13
2054,1,1027,1,2,5,4,0,7
2055,0,2055,0,0,4,9,1,15
2056,3,257,2,2,5,4,10,2
2057,0,2057,2,2,6,0,3,0
2058,1,1029,0,4,0,6,2,9
2059,0,2059,1,4,1,2,5,2
2060,2,515,2,0,4,9,8,5
2061,0,2061,0,1,3,4,7,4
2062,1,1031,2,1,2,8,4,11
2063,0,2063,2,3,5,6,9,6
2064,4,129,0,4,3,8,12,10
2065,0,2065,1,0,0,8,11,8
2066,1,1033,1,3,4,10,6,13
2067,0,2067,0,2,2,10,0,10
2068,2,517,1,2,6,0,10,7
2069,0,2069,2,4,4,1,2,12
2070,1,1035,0,0,6,1,8,15
2071,0,2071,1,1,6,3,4,14
2072,3,259,1,4,0,6,12,4
2073,0,2073,0,3,1,5,6,16
2074,1,1037,2,2,1,3,10,0
2075,0,2075,2,0,3,7,8,1
2076,2,519,0,4,1,2,12,9
2077,0,2077,1,2,5,9,10,3
2078,1,1039,1,4,3,5,12,2
2079,0,2079,0,4,0,0,12,5
2080,5,65,2,0,2,10,0,14
2081,0,2081,2,1,2,2,1,7
2082,1,1041,0,1,5,7,1,4
2083,0,2083,1,3,4,4,3,9
2084,2,521,2,1,3,4,1,11
2085,0,2085,0,0,6,6,5,11
2086,1,1043,2,3,0,9,3,6
2087,0,2087,2,2,1,8,7,13
2088,3,261,0,1,2,8,1,6
2089,0,2089,1,4,3,10,9,15
2090,1,1045,1,0,2,0,5,8
2091,0,2091,0,1,5,1,11,0
2092,2,523,1,3,5,6,3,13
2093,0,2093,2,3,0,3,0,2
2094,1,1047,0,2,4,2,7,10
2095,0,2095,1,0,2,5,2,4
2096,4,131,2,1,5,10,1,12
2097,0,2097,0,2,4,7,4,6
2098,1,1049,2,4,6,4,9,12
2099,0,2099,2,4,6,9,6,8
2100,2,525,0,0,0,8,5,15
2101,0,2101,1,1,1,0,8,10
2102,1,1051,1,1,1,6,11,14
2103,0,2103,0,3,3,2,10,12
2104,3,263,2,3,4,10,3,8
2105,0,2105,2,0,5,4,12,14
2106,1,1053,0,3,3,8,0,16
2107,0,2107,1,2,0,6,1,16
2108,2,527,2,2,2,10,7,0
2109,0,2109,0,4,2,8,3,1
2110,1,1055,2,0,5,10,2,1
2111,0,2111,2,1,4,10,5,3
2112,6,33,0,3,5,0,7,16
2113,0,2113,1,3,6,1,7,5
2114,1,1057,1,2,0,1,4,3
2115,0,2115,0,0,1,3,9,7
2116,2,529,1,4,4,1,9,2
2117,0,2117,2,2,3,5,11,9
2118,1,1059,0,4,2,3,6,5
2119,0,2119,1,4,5,7,0,11
2120,3,265,1,0,6,1,5,10
2121,0,2121,0,1,0,9,2,13
2122,1,1061,2,1,4,5,8,7
2123,0,2123,2,3,2,0,4,15
2124,2,531,0,1,6,3,11,4
2125,0,2125,1,0,4,2,6,0
2126,1,1063,1,3,6,7,10,9
2127,0,2127,0,2,6,4,8,2
2128,4,133,1,3,0,1,3,14
2129,0,2129,2,4,1,6,10,4
2130,1,1065,0,0,1,9,12,11
2131,0,2131,1,1,3,8,12,6
2132,2,533,2,3,1,5,0,6
2133,0,2133,0,3,5,10,1,8
2134,1,1067,2,2,3,0,1,13
2135,0,2135,2,0,0,1,3,10
2136,3,267,0,2,1,3,7,12
2137,0,2137,1,2,2,3,5,12
2138,1,1069,1,4,5,2,3,15
2139,0,2139,0,4,4,5,7,14
2140,2,535,1,0,3,7,2,8
2141,0,2141,2,1,6,7,9,16
2142,1,1071,0,1,0,4,5,0
2143,0,2143,1,3,1,9,11,1
2144,5,67,1,2,4,1,2,16
2145,0,2145,0,0,3,0,0,3
2146,1,1073,2,3,2,6,7,2
2147,0,2147,2,2,5,2,2,5
2148,2,537,0,2,5,9,4,10
2149,0,2149,1,4,0,4,4,7
2150,1,1075,1,0,4,8,9,4
2151,0,2151,0,1,2,6,6,9
2152,3,269,2,4,3,5,9,14
2153,0,2153,2,3,4,8,8,11
2154,1,1077,0,2,6,10,11,6
2155,0,2155,1,0,6,10,10,13
2156,2,539,2,4,0,0,6,12
2157,0,2157,0,2,1,1,12,15
2158,1,1079,2,4,1,1,0,8
2159,0,2159,2,4,3,3,1,0
2160,4,135,0,0,2,3,5,16
2161,0,2161,1,1,5,5,3,2
2162,1,1081,1,1,3,3,2,10
2163,0,2163,0,3,0,7,5,4
2164,2,541,1,1,2,2,8,14
2165,0,2165,2,0,2,9,7,6
2166,1,1083,0,3,5,5,4,12
2167,0,2167,1,2,4,0,9,8
2168,3,271,1,1,5,7,11,16
2169,0,2169,0,4,6,2,11,10
2170,1,1085,2,0,0,7,6,14
2171,0,2171,2,1,1,4,0,12
2172,2,543,0,3,4,4,10,16
2173,0,2173,1,3,3,6,2,14
2174,1,1087,1,2,2,9,8,16
2175,0,2175,0,0,5,8,4,16
2176,7,17,2,2,3,6,4,0
2177,0,2177,2,2,0,10,6,1
2178,1,1089,0,4,4,0,10,1
2179,0,2179,1,4,2,1,8,3
2180,2,545,2,0,6,6,12,1
2181,0,2181,0,1,4,3,10,5
2182,1,1091,2,1,6,2,12,3
2183,0,2183,2,3,6,5,12,7
2184,3,273,0,3,0,9,0,1
2185,0,2185,1,0,1,7,1,9
2186,1,1093,1,3,1,4,1,5
2187,0,2187,0,2,3,9,3,11
2188,2,547,1,2,1,8,1,3
2189,0,2189,2,4,5,0,5,13
2190,1,1095,0,0,3,6,3,7
2191,0,2191,1,1,0,2,7,15
2192,4,137,2,2,4,5,7,1
2193,0,2193,0,3,2,4,9,0
2194,1,1097,2,2,5,8,5,9
2195,0,2195,2,0,4,6,11,2
2196,2,549,0,4,3,10,3,5
2197,0,2197,1,2,6,8,0,4
2198,1,1099,1,4,0,10,7,11
2199,0,2199,0,4,1,10,2,6
2200,3,275,2,0,2,0,2,3
2201,0,2201,2,1,3,1,4,8
2202,1,1101,0,1,2,1,9,13
2203,0,2203,1,3,5,3,6,10
2204,2,551,2,1,5,1,5,7
2205,0,2205,0,0,0,5,8,12
2206,1,1103,2,3,4,3,11,15
2207,0,2207,2,2,2,7,10,14
2208,5,69,0,4,6,3,4,1
2209,0,2209,1,4,4,9,12,16
2210,1,1105,1,0,6,5,0,0
2211,0,2211,0,1,6,0,1,1
2212,2,553,1,3,0,3,7,9
2213,0,2213,2,3,1,2,3,3
2214,1,1107,0,2,1,7,2,2
2215,0,2215,1,0,3,4,5,5
2216,3,277,1,2,4,2,4,5
2217,0,2217,0,2,5,6,7,7
2218,1,1109,2,4,3,9,4,4
2219,0,2219,2,4,0,8,9,9
2220,2,555,0,0,2,5,9,11
2221,0,2221,1,1,2,10,11,11
