n,k,oc,m3,m5,m7,m11,m13,m17
3636,2,909,0,4,6,7,12,8
3637,0,3637,1,2,4,7,10,16
3638,1,1819,1,4,6,4,12,0
3639,0,3639,0,4,6,9,12,1
3640,3,455,2,0,0,4,0,13
3641,0,3641,2,1,1,0,1,3
3642,1,1821,0,1,1,6,1,2
3643,0,3643,1,3,3,2,3,5
3644,2,911,2,1,1,9,1,10
3645,0,3645,0,0,5,4,5,7
3646,1,1823,2,3,3,8,3,4
3647,0,3647,2,2,0,6,7,9
3648,6,57,0,2,1,2,5,6
3649,0,3649,1,4,2,8,9,11
3650,1,1825,1,0,5,10,5,6
3651,0,3651,0,1,4,10,11,13
3652,2,913,1,3,3,0,3,12
3653,0,3653,2,3,6,1,0,15
3654,1,1827,0,2,0,1,7,8
3655,0,3655,1,0,1,3,2,0
3656,3,457,1,2,2,6,2,15
3657,0,3657,0,2,3,5,4,2
3658,1,1829,2,4,2,3,9,10
3659,0,3659,2,4,5,7,6,4
3660,2,915,0,0,5,2,5,14
3661,0,3661,1,1,0,9,8,6
3662,1,1831,1,1,4,5,11,12
3663,0,3663,0,3,2,0,10,8
3664,4,229,1,4,5,9,8,8
3665,0,3665,2,0,4,2,12,10
3666,1,1833,0,3,6,7,0,14
3667,0,3667,1,2,6,4,1,12
3668,2,917,2,2,0,4,7,16
3669,0,3669,0,4,1,6,3,14
3670,1,1835,2,0,1,9,2,16
3671,0,3671,2,1,3,8,5,16
3672,3,459,0,4,4,8,4,0
3673,0,3673,1,3,5,10,7,1
3674,1,1837,1,2,3,0,4,1
3675,0,3675,0,0,0,1,9,3
3676,2,919,1,4,2,6,9,1
3677,0,3677,2,2,2,3,11,5
3678,1,1839,0,4,5,2,6,3
3679,0,3679,1,4,4,5,0,7
3680,5,115,1,0,3,5,11,13
3681,0,3681,0,1,6,7,2,9
3682,1,1841,2,1,0,4,8,5
3683,0,3683,2,3,1,9,4,11
3684,2,921,0,1,4,8,11,3
3685,0,3685,1,0,3,0,6,13
3686,1,1843,1,3,2,6,10,7
3687,0,3687,0,2,5,2,8,15
3688,3,461,2,1,6,10,6,2
3689,0,3689,2,4,0,4,10,0
3690,1,1845,0,0,4,8,12,9
3691,0,3691,1,1,2,6,12,2
3692,2,923,2,3,6,10,0,5
3693,0,3693,0,3,4,8,1,4
3694,1,1847,2,2,6,10,1,11
3695,0,3695,2,0,6,10,3,6
3696,4,231,0,1,0,0,10,10
3697,0,3697,1,2,1,1,5,8
3698,1,1849,1,4,1,1,3,13
3699,0,3699,0,4,3,3,7,10
3700,2,925,1,0,1,1,2,7
3701,0,3701,2,1,5,5,9,12
3702,1,1851,0,1,3,3,5,15
3703,0,3703,1,3,0,7,11,14
3704,3,463,1,3,1,1,8,4
3705,0,3705,0,0,2,9,0,16
3706,1,1853,2,3,5,5,7,0
3707,0,3707,2,2,4,0,2,1
3708,2,927,0,2,3,3,4,9
3709,0,3709,1,4,6,2,4,3
3710,1,1855,1,0,0,7,9,2
3711,0,3711,0,1,1,4,6,5
3712,7,29,2,4,1,7,3,12
3713,0,3713,2,3,3,6,8,7
3714,1,1857,0,2,2,9,11,4
3715,0,3715,1,0,5,8,10,9
3716,2,929,2,4,5,5,6,11
3717,0,3717,0,2,0,10,12,11
3718,1,1859,2,4,4,0,0,6
3719,0,3719,2,4,2,1,1,13
3720,3,465,0,0,3,3,10,6
3721,0,3721,1,1,4,3,3,15
3722,1,1861,1,1,6,2,2,8
3723,0,3723,0,3,6,5,5,0
3724,2,931,1,1,0,7,8,13
3725,0,3725,2,0,1,7,7,2
3726,1,1863,0,3,1,4,4,10
3727,0,3727,1,2,3,9,9,4
3728,4,233,2,3,2,2,12,12
3729,0,3729,0,4,5,0,11,6
3730,1,1865,2,0,3,6,6,12
3731,0,3731,2,1,0,2,0,8
3732,2,933,0,3,2,9,10,15
3733,0,3733,1,3,2,4,2,10
3734,1,1867,1,2,5,8,8,14
3735,0,3735,0,0,4,6,4,12
3736,3,467,2,2,5,5,12,8
3737,0,3737,2,2,6,8,6,14
3738,1,1869,0,4,0,10,10,16
3739,0,3739,1,4,1,10,8,16
3740,2,935,2,0,4,0,12,0
3741,0,3741,0,1,3,1,10,1
3742,1,1871,2,1,2,1,12,1
3743,0,3743,2,3,5,3,12,3
3744,5,117,0,2,5,7,0,15
3745,0,3745,1,0,0,5,1,5
3746,1,1873,1,3,4,3,1,3
3747,0,3747,0,2,2,7,3,7
3748,2,937,1,2,6,2,1,2
3749,0,3749,2,4,4,9,5,9
3750,1,1875,0,0,6,5,3,5
3751,0,3751,1,1,6,0,7,11
3752,3,469,1,4,0,7,1,10
3753,0,3753,0,3,1,2,9,13
3754,1,1877,2,2,1,7,5,7
3755,0,3755,2,0,3,4,11,15
3756,2,939,0,4,1,4,3,4
3757,0,3757,1,2,5,6,0,0
3758,1,1879,1,4,3,9,7,9
3759,0,3759,0,4,0,8,2,2
3760,4,235,1,0,4,4,1,14
3761,0,3761,2,1,2,10,4,4
3762,1,1881,0,1,5,0,9,11
3763,0,3763,1,3,4,1,6,6
3764,2,941,2,1,3,6,5,6
3765,0,3765,0,0,6,3,8,8
3766,1,1883,2,3,0,2,11,13
3767,0,3767,2,2,1,5,10,10
3768,3,471,0,1,2,9,3,12
3769,0,3769,1,4,3,7,12,12
3770,1,1885,1,0,2,4,0,15
3771,0,3771,0,1,5,9,1,14
3772,2,943,1,3,5,8,7,8
3773,0,3773,2,3,0,0,3,16
3774,1,1887,0,2,4,6,2,0
3775,0,3775,1,0,2,2,5,1
3776,6,59,2,4,3,4,7,8
3777,0,3777,0,2,4,4,7,3
3778,1,1889,2,4,6,8,4,2
3779,0,3779,2,4,6,6,9,5
3780,2,945,0,0,0,10,9,10
3781,0,3781,1,1,1,8,11,7
3782,1,1891,1,1,1,10,6,4
3783,0,3783,0,3,3,10,0,9
3784,3,473,2,3,4,0,5,14
3785,0,3785,2,0,5,1,2,11
3786,1,1893,0,3,3,1,8,6
3787,0,3787,1,2,0,3,4,13
3788,2,947,2,2,2,1,11,12
3789,0,3789,0,4,2,5,6,15
3790,1,1895,2,0,5,3,10,8
3791,0,3791,2,1,4,7,8,0
3792,4,237,0,2,6,6,3,16
3793,0,3793,1,3,6,9,10,2
3794,1,1897,1,2,0,5,12,10
3795,0,3795,0,0,1,0,12,4
3796,2,949,1,4,4,3,0,14
3797,0,3797,2,2,3,2,1,6
3798,1,1899,0,4,2,7,1,12
3799,0,3799,1,4,5,4,3,8
3800,3,475,1,0,6,2,7,16
3801,0,3801,0,1,0,6,5,10
3802,1,1901,2,1,4,9,3,14
3803,0,3803,2,3,2,8,7,12
3804,2,951,0,1,6,5,2,16
3805,0,3805,1,0,4,10,9,14
3806,1,1903,1,3,6,0,5,16
3807,0,3807,0,2,6,1,11,16
3808,5,119,2,4,0,9,2,0
3809,0,3809,2,4,1,3,0,1
3810,1,1905,0,0,1,2,7,1
3811,0,3811,1,1,3,5,2,3
3812,2,953,2,3,1,7,4,1
3813,0,3813,0,3,5,7,4,5
3814,1,1907,2,2,3,4,9,3
3815,0,3815,2,0,0,9,6,7
3816,3,477,0,2,1,4,9,1
3817,0,3817,1,2,2,0,8,9
3818,1,1909,1,4,5,6,11,5
3819,0,3819,0,4,4,2,10,11
3820,2,955,1,0,3,9,6,3
3821,0,3821,2,1,6,4,12,13
3822,1,1911,0,1,0,8,0,7
3823,0,3823,1,3,1,6,1,15
3824,4,239,2,4,1,8,5,1
3825,0,3825,0,0,3,8,3,0
3826,1,1913,2,3,2,10,2,9
3827,0,3827,2,2,5,10,5,2
3828,2,957,0,2,5,0,8,5
3829,0,3829,1,4,0,1,7,4
3830,1,1915,1,0,4,1,4,11
3831,0,3831,0,1,2,3,9,6
3832,3,479,2,4,3,6,11,3
3833,0,3833,2,3,4,5,11,8
3834,1,1917,0,2,6,3,6,13
3835,0,3835,1,0,6,7,0,10
3836,2,959,2,4,0,2,10,7
3837,0,3837,0,2,1,9,2,12
3838,1,1919,2,4,1,5,8,15
3839,0,3839,2,4,3,0,4,14
3840,8,15,0,0,1,4,2,15
3841,0,3841,1,1,5,2,6,16
3842,1,1921,1,1,3,7,10,0
3843,0,3843,0,3,0,4,8,1
3844,2,961,1,1,2,4,12,9
3845,0,3845,2,0,2,6,10,3
3846,1,1923,0,3,5,9,12,2
3847,0,3847,1,2,4,8,12,5
3848,3,481,1,1,5,8,0,5
3849,0,3849,0,4,6,10,1,7
3850,1,1925,2,0,0,0,1,4
3851,0,3851,2,1,1,1,3,9
3852,2,963,0,3,4,6,1,11
3853,0,3853,1,3,3,3,5,11
3854,1,1927,1,2,2,2,3,6
3855,0,3855,0,0,5,5,7,13
3856,4,241,1,1,3,10,7,3
3857,0,3857,2,2,0,7,9,15
3858,1,1929,0,4,4,4,5,8
3859,0,3859,1,4,2,9,11,0
3860,2,965,2,0,6,8,3,13
3861,0,3861,0,1,4,0,0,2
3862,1,1931,2,1,6,6,7,10
3863,0,3863,2,3,6,2,2,4
3864,3,483,0,3,0,10,2,7
3865,0,3865,1,0,1,4,4,6
3866,1,1933,1,3,1,8,9,12
3867,0,3867,0,2,3,6,6,8
3868,2,967,1,2,1,10,5,15
3869,0,3869,2,4,5,8,8,10
3870,1,1935,0,0,3,10,11,14
3871,0,3871,1,1,0,10,10,12
3872,5,121,1,1,2,0,4,2
3873,0,3873,0,3,2,1,12,14
3874,1,1937,2,2,5,1,0,16
3875,0,3875,2,0,4,3,1,16
3876,2,969,0,4,3,1,7,0
3877,0,3877,1,2,6,5,3,1
3878,1,1939,1,4,0,3,2,1
3879,0,3879,0,4,1,7,5,3
3880,3,485,2,0,2,1,4,9
3881,0,3881,2,1,3,9,7,5
3882,1,1941,0,1,2,5,4,3
3883,0,3883,1,3,5,0,9,7
3884,2,971,2,1,5,3,9,2
3885,0,3885,0,0,0,2,11,9
3886,1,1943,2,3,4,7,6,5
3887,0,3887,2,2,2,4,0,11
3888,4,243,0,3,5,1,9,5
3889,0,3889,1,4,4,6,2,13
3890,1,1945,1,0,6,9,8,7
3891,0,3891,0,1,6,8,4,15
3892,2,973,1,3,0,5,11,4
3893,0,3893,2,3,1,10,6,0
3894,1,1947,0,2,1,0,10,9
3895,0,3895,1,0,3,1,8,2
3896,3,487,1,2,4,3,6,11
3897,0,3897,0,2,5,3,10,4
3898,1,1949,2,4,3,2,12,11
3899,0,3899,2,4,0,5,12,6
3900,2,975,0,0,2,7,0,6
3901,0,3901,1,1,2,7,1,8
3902,1,1951,1,1,5,4,1,13
3903,0,3903,0,3,4,9,3,10
3904,6,61,1,1,5,6,9,10
3905,0,3905,2,0,6,0,5,12
3906,1,1953,0,3,0,6,3,15
3907,0,3907,1,2,1,2,7,14
3908,2,977,2,2,4,9,2,8
3909,0,3909,0,4,3,4,9,16
3910,1,1955,2,0,2,8,5,0
3911,0,3911,2,1,5,6,11,1
3912,3,489,0,4,6,5,8,13
3913,0,3913,1,3,0,8,0,3
3914,1,1957,1,2,4,10,7,2
3915,0,3915,0,0,2,10,2,5
3916,2,979,1,4,6,0,4,10
3917,0,3917,2,2,4,1,4,7
3918,1,1959,0,4,6,1,9,4
3919,0,3919,1,4,6,3,6,9
3920,4,245,2,0,0,3,11,7
3921,0,3921,0,1,1,5,8,11
3922,1,1961,2,1,1,3,11,6
3923,0,3923,2,3,3,7,10,13
3924,2,981,0,1,1,2,6,12
3925,0,3925,1,0,5,9,12,15
3926,1,1963,1,3,3,5,0,8
3927,0,3927,0,2,0,0,1,0
3928,3,491,2,1,1,7,10,15
3929,0,3929,2,4,2,2,3,2
3930,1,1965,0,0,5,7,2,10
3931,0,3931,1,1,4,4,5,4
3932,2,983,2,3,3,4,8,14
3933,0,3933,0,3,6,6,7,6
3934,1,1967,2,2,0,9,4,12
3935,0,3935,2,0,1,8,9,8
3936,5,123,0,3,4,2,6,4
3937,0,3937,1,2,3,10,11,10
3938,1,1969,1,4,2,0,6,14
3939,0,3939,0,4,5,1,0,12
3940,2,985,1,0,5,6,10,16
3941,0,3941,2,1,0,3,2,14
3942,1,1971,0,1,4,2,8,16
3943,0,3943,1,3,2,5,4,16
3944,3,493,1,3,3,9,12,0
3945,0,3945,0,0,4,7,6,1
3946,1,1973,2,3,6,4,10,1
3947,0,3947,2,2,6,9,8,3
3948,2,987,0,2,0,8,12,1
3949,0,3949,1,4,1,0,10,5
3950,1,1975,1,0,1,6,12,3
3951,0,3951,0,1,3,2,12,7
3952,4,247,1,2,2,5,0,9
3953,0,3953,2,3,5,4,1,9
3954,1,1977,0,2,3,8,1,5
3955,0,3955,1,0,0,6,3,11
3956,2,989,2,4,2,10,1,3
3957,0,3957,0,2,2,8,5,13
3958,1,1979,2,4,5,10,3,7
3959,0,3959,2,4,4,10,7,15
3960,3,495,0,0,5,0,1,2
3961,0,3961,1,1,6,1,9,0
3962,1,1981,1,1,0,1,5,9
3963,0,3963,0,3,1,3,11,2
3964,2,991,1,1,4,1,3,5
3965,0,3965,2,0,3,5,0,4
3966,1,1983,0,3,2,3,7,11
3967,0,3967,1,2,5,7,2,6
3968,7,31,1,1,3,9,5,14
3969,0,3969,0,4,0,9,4,8
3970,1,1985,2,0,4,5,9,13
3971,0,3971,2,1,2,0,6,10
3972,2,993,0,3,6,3,5,7
3973,0,3973,1,3,4,2,8,12
3974,1,1987,1,2,6,7,11,15
3975,0,3975,0,0,6,4,10,14
3976,3,497,2,2,0,2,3,4
3977,0,3977,2,2,1,6,12,16
3978,1,1989,0,4,1,9,0,0
3979,0,3979,1,4,3,8,1,1
3980,2,995,2,0,1,5,7,9
3981,0,3981,0,1,5,10,3,3
3982,1,1991,2,1,3,0,2,2
3983,0,3983,2,3,0,1,5,5
3984,4,249,0,4,4,7,2,11
3985,0,3985,1,0,2,3,7,7
3986,1,1993,1,3,5,2,4,4
3987,0,3987,0,2,4,5,9,9
3988,2,997,1,2,3,7,9,11
3989,0,3989,2,4,6,7,11,11
3990,1,1995,0,0,0,4,6,6
3991,0,3991,1,1,1,9,0,13
3992,3,499,1,4,2,4,5,6
3993,0,3993,0,3,3,0,2,15
3994,1,1997,2,2,2,6,8,8
3995,0,3995,2,0,5,2,4,0
3996,2,999,0,4,5,9,11,13
3997,0,3997,1,2,0,4,6,2
3998,1,1999,1,4,4,8,10,10
3999,0,3999,0,4,2,6,8,4
4000,5,125,2,0,6,4,8,6
4001,0,4001,2,1,4,8,10,6
4002,1,2001,0,1,6,10,12,12
4003,0,4003,1,3,6,10,12,8
4004,2,1001,2,1,0,0,0,15
4005,0,4005,0,0,1,1,1,10
4006,1,2003,2,3,1,1,1,14
4007,0,4007,2,2,3,3,3,12
4008,3,501,0,1,4,6,7,8
4009,0,4009,1,4,5,5,5,14
4010,1,2005,1,0,3,3,3,16
4011,0,4011,0,1,0,7,7,16
4012,2,1003,1,3,2,2,2,0
4013,0,4013,2,3,2,9,9,1
4014,1,2007,0,2,5,5,5,1
4015,0,4015,1,0,4,0,11,3
4016,4,251,2,1,6,9,4,13
4017,0,4017,0,2,6,2,0,5
4018,1,2009,2,4,0,7,7,3
4019,0,4019,2,4,1,4,2,7
4020,2,1005,0,0,4,4,4,2
4021,0,4021,1,1,3,6,4,9
4022,1,2011,1,1,2,9,9,5
4023,0,4023,0,3,5,8,6,11
4024,3,503,2,3,6,8,9,10
4025,0,4025,2,0,0,10,8,13
4026,1,2013,0,3,4,0,11,7
4027,0,4027,1,2,2,1,10,15
4028,2,1007,2,2,6,6,6,4
4029,0,4029,0,4,4,3,12,0
4030,1,2015,2,0,6,2,0,9
4031,0,4031,2,1,6,5,1,2
4032,6,63,0,3,0,8,11,12
4033,0,4033,1,3,1,7,3,4
4034,1,2017,1,2,1,4,2,11
4035,0,4035,0,0,3,9,5,6
4036,2,1009,1,4,1,8,8,6
4037,0,4037,2,2,5,0,7,8
4038,1,2019,0,4,3,6,4,13
4039,0,4039,1,4,0,2,9,10
4040,3,505,1,0,1,10,11,12
4041,0,4041,0,1,2,4,11,12
4042,1,2021,2,1,5,8,6,15
4043,0,4043,2,3,4,6,0,14
4044,2,1011,0,1,3,10,10,8
4045,0,4045,1,0,6,8,2,16
4046,1,2023,1,3,0,10,8,0
4047,0,4047,0,2,1,10,4,1
4048,4,253,1,3,1,0,6,15
4049,0,4049,2,4,3,1,6,3
4050,1,2025,0,0,2,1,10,2
4051,0,4051,1,1,5,3,8,5
4052,2,1013,2,3,5,1,12,10
4053,0,4053,0,3,0,5,10,7
4054,1,2027,2,2,4,3,12,4
4055,0,4055,2,0,2,7,12,9
4056,3,507,0,2,3,1,0,14
4057,0,4057,1,2,4,9,1,11
4058,1,2029,1,4,6,5,1,6
4059,0,4059,0,4,6,0,3,13
4060,2,1015,1,0,0,3,1,12
4061,0,4061,2,1,1,2,5,15
4062,1,2031,0,1,1,7,3,8
4063,0,4063,1,3,3,4,7,0
4064,5,127,1,2,1,6,10,8
4065,0,4065,0,0,5,6,9,2
4066,1,2033,2,3,3,9,5,10
4067,0,4067,2,2,0,8,11,4
4068,2,1017,0,2,2,5,3,14
4069,0,4069,1,4,2,10,0,6
4070,1,2035,1,0,5,0,7,12
4071,0,4071,0,1,4,1,2,8
4072,3,509,2,4,5,3,2,16
4073,0,4073,2,3,6,3,4,10
4074,1,2037,0,2,0,2,9,14
4075,0,4075,1,0,1,5,6,12
4076,2,1019,2,4,4,7,5,16
4077,0,4077,0,2,3,7,8,14
4078,1,2039,2,4,2,4,11,16
4079,0,4079,2,4,5,9,10,16
4080,4,255,0,0,3,2,8,0
4081,0,4081,1,1,0,0,12,1
4082,1,2041,1,1,4,6,0,1
4083,0,4083,0,3,2,2,1,3
4084,2,1021,1,1,6,9,7,1
4085,0,4085,2,0,4,4,3,5
4086,1,2043,0,3,6,8,2,3
4087,0,4087,1,2,6,6,5,7
4088,3,511,1,1,0,5,4,1
4089,0,4089,0,4,1,8,7,9
4090,1,2045,2,0,1,10,4,5
4091,0,4091,2,1,3,10,9,11
4092,2,1023,0,3,1,0,9,3
4093,0,4093,1,3,5,1,11,13
4094,1,2047,1,2,3,1,6,7
4095,0,4095,0,0,0,3,0,15
4096,12,1,1,1,1,1,1,1
4097,0,4097,2,2,2,5,2,0
4098,1,2049,0,4,5,3,8,9
4099,0,4099,1,4,4,7,4,2
4100,2,1025,2,0,3,2,11,5
4101,0,4101,0,1,6,9,6,4
4102,1,2051,2,1,0,5,10,11
4103,0,4103,2,3,1,0,8,6
4104,3,513,0,3,2,7,6,3
4105,0,4105,1,0,3,2,10,8
4106,1,2053,1,3,2,7,12,13
4107,0,4107,0,2,5,4,12,10
4108,2,1027,1,2,5,4,0,7
4109,0,4109,2,4,0,6,1,12
4110,1,2055,0,0,4,9,1,15
4111,0,4111,1,1,2,8,3,14
4112,4,257,2,2,5,4,10,2
4113,0,4113,0,3,4,10,5,16
4114,1,2057,2,2,6,0,3,0
4115,0,4115,2,0,6,1,7,1
4116,2,1029,0,4,0,6,2,9
4117,0,4117,1,2,1,3,9,3
4118,1,2059,1,4,1,2,5,2
4119,0,4119,0,4,3,5,11,5
4120,3,515,2,0,4,9,8,5
4121,0,4121,2,1,5,7,0,7
4122,1,2061,0,1,3,4,7,4
4123,0,4123,1,3,0,9,2,9
4124,2,1031,2,1,2,8,4,11
4125,0,4125,0,0,2,0,4,11
4126,1,2063,2,3,5,6,9,6
4127,0,4127,2,2,4,2,6,13
4128,5,129,0,4,3,8,12,10
4129,0,4129,1,4,6,4,8,15
4130,1,2065,1,0,0,8,11,8
4131,0,4131,0,1,1,6,10,0
4132,2,1033,1,3,4,10,6,13
4133,0,4133,2,3,3,8,12,2
4134,1,2067,0,2,2,10,0,10
4135,0,4135,1,0,5,10,1,4
4136,3,517,1,2,6,0,10,7
4137,0,4137,0,2,0,1,3,6
4138,1,2069,2,4,4,1,2,12
4139,0,4139,2,4,2,3,5,8
4140,2,1035,0,0,6,1,8,15
4141,0,4141,1,1,4,5,7,10
4142,1,2071,1,1,6,3,4,14
4143,0,4143,0,3,6,7,9,12
4144,4,259,1,4,0,6,12,4
4145,0,4145,2,0,1,9,11,14
4146,1,2073,0,3,1,5,6,16
4147,0,4147,1,2,3,0,0,16
4148,2,1037,2,2,1,3,10,0
4149,0,4149,0,4,5,2,2,1
4150,1,2075,2,0,3,7,8,1
4151,0,4151,2,1,0,4,4,3
4152,3,519,0,4,1,2,12,9
4153,0,4153,1,3,2,6,6,5
4154,1,2077,1,2,5,9,10,3
4155,0,4155,0,0,4,8,8,7
4156,2,1039,1,4,3,5,12,2
4157,0,4157,2,2,6,10,10,9
4158,1,2079,0,4,0,0,12,5
4159,0,4159,1,4,1,1,12,11
4160,6,65,2,0,2,10,0,14
4161,0,4161,0,1,3,3,1,13
4162,1,2081,2,1,2,2,1,7
4163,0,4163,2,3,5,5,3,15
4164,2,1041,0,1,5,7,1,4
4165,0,4165,1,0,0,7,5,0
4166,1,2083,1,3,4,4,3,9
4167,0,4167,0,2,2,9,7,2
4168,3,521,2,1,3,4,1,11
4169,0,4169,2,4,4,0,9,4
4170,1,2085,0,0,6,6,5,11
4171,0,4171,1,1,6,2,11,6
4172,2,1043,2,3,0,9,3,6
4173,0,4173,0,3,1,4,0,8
4174,1,2087,2,2,1,8,7,13
4175,0,4175,2,0,3,6,2,10
4176,4,261,0,1,2,8,1,6
4177,0,4177,1,2,5,8,4,12
4178,1,2089,1,4,3,10,9,15
4179,0,4179,0,4,0,10,6,14
4180,2,1045,1,0,2,0,5,8
4181,0,4181,2,1,2,1,8,16
4182,1,2091,0,1,5,1,11,0
4183,0,4183,1,3,4,3,10,1
4184,3,523,1,3,5,6,3,13
4185,0,4185,0,0,6,5,12,3
4186,1,2093,2,3,0,3,0,2
4187,0,4187,2,2,1,7,1,5
4188,2,1047,0,2,4,2,7,10
4189,0,4189,1,4,3,9,3,7
4190,1,2095,1,0,2,5,2,4
4191,0,4191,0,1,5,0,5,9
4192,5,131,2,1,5,10,1,12
4193,0,4193,2,3,0,2,7,11
4194,1,2097,0,2,4,7,4,6
4195,0,4195,1,0,2,4,9,13
4196,2,1049,2,4,6,4,9,12
4197,0,4197,0,2,4,6,11,15
4198,1,2099,2,4,6,9,6,8
4199,0,4199,2,4,6,8,0,0
4200,3,525,0,0,0,8,5,15
4201,0,4201,1,1,1,10,2,2
4202,1,2101,1,1,1,0,8,10
4203,0,4203,0,3,3,1,4,4
4204,2,1051,1,1,1,6,11,14
4205,0,4205,2,0,5,3,6,6
4206,1,2103,0,3,3,2,10,12
4207,0,4207,1,2,0,5,8,8
4208,4,263,2,3,4,10,3,8
4209,0,4209,0,4,2,7,10,10
4210,1,2105,2,0,5,4,12,14
4211,0,4211,2,1,4,9,12,12
4212,2,1053,0,3,3,8,0,16
4213,0,4213,1,3,6,0,1,14
4214,1,2107,1,2,0,6,1,16
4215,0,4215,0,0,1,2,3,16
4216,3,527,2,2,2,10,7,0
4217,0,4217,2,2,3,4,5,1
4218,1,2109,0,4,2,8,3,1
4219,0,4219,1,4,5,6,7,3
4220,2,1055,2,0,5,10,2,1
4221,0,4221,0,1,0,8,9,5
4222,1,2111,2,1,4,10,5,3
4223,0,4223,2,3,2,10,11,7
4224,7,33,0,3,5,0,7,16
4225,0,4225,1,0,4,1,0,9
4226,1,2113,1,3,6,1,7,5
4227,0,4227,0,2,6,3,2,11
4228,2,1057,1,2,0,1,4,3
4229,0,4229,2,4,1,5,4,13
4230,1,2115,0,0,1,3,9,7
4231,0,4231,1,1,3,7,6,15
4232,3,529,1,4,4,1,9,2
4233,0,4233,0,3,5,9,8,0
4234,1,2117,2,2,3,5,11,9
4235,0,4235,2,0,0,0,10,2
4236,2,1059,0,4,2,3,6,5
4237,0,4237,1,2,2,2,12,4
4238,1,2119,1,4,5,7,0,11
4239,0,4239,0,4,4,4,1,6
4240,4,265,1,0,6,1,5,10
4241,0,4241,2,1,6,6,3,8
4242,1,2121,0,1,0,9,2,13
4243,0,4243,1,3,1,8,5,10
4244,2,1061,2,1,4,5,8,7
4245,0,4245,0,0,3,10,7,12
4246,1,2123,2,3,2,0,4,15
4247,0,4247,2,2,5,1,9,14
4248,3,531,0,1,6,3,11,4
4249,0,4249,1,4,0,3,11,16
4250,1,2125,1,0,4,2,6,0
4251,0,4251,0,1,2,5,0,1
4252,2,1063,1,3,6,7,10,9
4253,0,4253,2,3,4,7,2,3
4254,1,2127,0,2,6,4,8,2
4255,0,4255,1,0,6,9,4,5
4256,5,133,1,3,0,1,3,14
4257,0,4257,0,2,1,0,6,7
4258,1,2129,2,4,1,6,10,4
4259,0,4259,2,4,3,2,8,9
4260,2,1065,0,0,1,9,12,11
4261,0,4261,1,1,5,4,10,11
4262,1,2131,1,1,3,8,12,6
4263,0,4263,0,3,0,6,12,13
4264,3,533,2,3,1,5,0,6
4265,0,4265,2,0,2,8,1,15
4266,1,2133,0,3,5,10,1,8
4267,0,4267,1,2,4,10,3,0
4268,2,1067,2,2,3,0,1,13
4269,0,4269,0,4,6,1,5,2
4270,1,2135,2,0,0,1,3,10
4271,0,4271,2,1,1,3,7,4
4272,4,267,0,2,1,3,7,12
4273,0,4273,1,3,3,5,9,6
4274,1,2137,1,2,2,3,5,12
4275,0,4275,0,0,5,7,11,8
4276,2,1069,1,4,5,2,3,15
4277,0,4277,2,2,0,9,0,10
4278,1,2139,0,4,4,5,7,14
4279,0,4279,1,4,2,0,2,12
4280,3,535,1,0,3,7,2,8
4281,0,4281,0,1,4,2,4,14
4282,1,2141,2,1,6,7,9,16
4283,0,4283,2,3,6,4,6,16
4284,2,1071,0,1,0,4,5,0
4285,0,4285,1,0,1,6,8,1
4286,1,2143,1,3,1,9,11,1
4287,0,4287,0,2,3,8,10,3
4288,6,67,1,2,4,1,2,16
4289,0,4289,2,4,5,10,12,5
4290,1,2145,0,0,3,0,0,3
4291,0,4291,1,1,0,1,1,7
4292,2,1073,2,3,2,6,7,2
4293,0,4293,0,3,2,3,3,9
4294,1,2147,2,2,5,2,2,5
4295,0,4295,2,0,4,5,5,11
4296,3,537,0,2,5,9,4,10
4297,0,4297,1,2,6,7,7,13
4298,1,2149,1,4,0,4,4,7
4299,0,4299,0,4,1,9,9,15
4300,2,1075,1,0,4,8,9,4
4301,0,4301,2,1,3,0,11,0
4302,1,2151,0,1,2,6,6,9
4303,0,4303,1,3,5,2,0,2
4304,4,269,2,4,3,5,9,14
4305,0,4305,0,0,0,4,2,4
4306,1,2153,2,3,4,8,8,11
4307,0,4307,2,2,2,6,4,6
4308,2,1077,0,2,6,10,11,6
4309,0,4309,1,4,4,8,6,8
4310,1,2155,1,0,6,10,10,13
4311,0,4311,0,1,6,10,8,10
4312,3,539,2,4,0,0,6,12
4313,0,4313,2,3,1,1,10,12
4314,1,2157,0,2,1,1,12,15
4315,0,4315,1,0,3,3,12,14
4316,2,1079,2,4,1,1,0,8
4317,0,4317,0,2,5,5,1,16
4318,1,2159,2,4,3,3,1,0
4319,0,4319,2,4,0,7,3,1
4320,5,135,0,0,2,3,5,16
4321,0,4321,1,1,2,9,5,3
4322,1,2161,1,1,5,5,3,2
4323,0,4323,0,3,4,0,7,5
4324,2,1081,1,1,3,3,2,10
4325,0,4325,2,0,6,2,9,7
4326,1,2163,0,3,0,7,5,4
4327,0,4327,1,2,1,4,11,9
4328,3,541,1,1,2,2,8,14
4329,0,4329,0,4,3,6,0,11
4330,1,2165,2,0,2,9,7,6
4331,0,4331,2,1,5,8,2,13
4332,2,1083,0,3,5,5,4,12
4333,0,4333,1,3,0,10,4,15
4334,1,2167,1,2,4,0,9,8
4335,0,4335,0,0,2,1,6,0
4336,4,271,1,1,5,7,11,16
4337,0,4337,2,2,4,3,8,2
4338,1,2169,0,4,6,2,11,10
4339,0,4339,1,4,6,5,10,4
4340,2,1085,2,0,0,7,6,14
