# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
  59,  9643, {9643},              3,  (4821 1), {3 1607},          59,  (2411 2), {2411},        3214,  10010110101011,  111020011,  302033,  40054, 1,  3,  4,  7,   10,  4,   10,  6,   15,  2,   23,  8,           1
  18,  9649, {9649},             23,   (603 4), {3 67},            18,  (4825 1), {5 193},       1072,  10010110110001,  111020101,  302044,  40063, 1,  4,  3,  2,   3,   10,  16,  12,  21,  8,   29,  14,          1
  23,  9653, {7 197},            23,  (2413 2), {19 127},          35,  (4827 1), {3 1609},      3218,  10010110110101,  111020112,  302103,  40100, 2,  3,  0,  6,   7,   14,  1,   16,  25,  12,  33,  18,          1
  42,  9661, {9661},             42,  (2415 2), {3 5 7 23},        42,  (4831 1), {4831},        3220,  10010110111101,  111020211,  302121,  40111, 1,  1,  1,  3,   2,   5,   9,   1,   4,   20,  4,   26,          1
  23,  9671, {19 509},            3,  (4835 1), {5 967},           18,  (1209 3), {3 13 31},     3224,  10010111000111,  111021012,  302141,  40124, 2,  1,  4,  2,   12,  15,  0,   11,  14,  30,  14,  36,          1
  23,  9689, {9689},             23,  (1211 3), {7 173},           23,  (4845 1), {3 5 17 19},   3230,  10010111011001,  111021212,  302224,  40151, 2,  4,  1,  9,   4,   16,  18,  6,   3,   17,  32,  13,          1
  47,  9697, {9697},             13,   (303 5), {3 101},            3,  (4849 1), {13 373},      3232,  10010111100001,  111022011,  302242,  40162, 1,  2,  2,  6,   12,  7,   7,   14,  11,  25,  3,   21,          1
  59,  9707, {17 571},           13,  (4853 1), {23 211},          42,  (2427 2), {3 809},       3236,  10010111101011,  111022112,  302312,  40205, 2,  2,  5,  5,   9,   0,   17,  1,   21,  4,   13,  31,          1
  59,  9725, {5 389},            59,  (2431 2), {11 13 17},        30,  (4863 1), {3 1621},      3242,  10010111111101,  111100012,  302400,  40232, 2,  0,  2,  1,   1,   1,   16,  19,  10,  22,  31,  8,           1
  13,  9743, {9743},             13,  (4871 1), {4871},            47,   (609 4), {3 7 29},      3248,  10011000001111,  111100212,  302433,  40256, 2,  3,  6,  8,   6,   2,   15,  14,  28,  9,   12,  26,          1
  42,  9751, {7 199},            42,  (4875 1), {3 5 13},          47,  (1219 3), {23 53},       3250,  10011000010111,  111101011,  303001,  40300, 1,  1,  0,  5,   1,   10,  4,   22,  7,   17,  20,  34,          1
  13,  9761, {43 227},           11,   (305 5), {5 61},            47,  (4881 1), {3 1627},      3254,  10011000100001,  111101112,  303021,  40313, 2,  1,  3,  4,   11,  3,   14,  9,   17,  27,  30,  3,           1
  35,  9769, {9769},             11,  (1221 3), {3 11 37},         11,  (4885 1), {5 977},       3256,  10011000101001,  111101211,  303034,  40324, 1,  4,  4,  1,   6,   11,  3,   17,  25,  4,   1,   11,          1
  13,  9779, {7 11 127},         13,  (4889 1), {4889},            11,  (2445 2), {3 5 163},     3260,  10011000110011,  111102012,  303104,  40340, 2,  4,  0,  0,   3,   4,   13,  4,   6,   14,  11,  21,          1
  47,  9797, {97 101},           47,  (2449 2), {31 79},           47,  (4899 1), {3 23 71},     3266,  10011001000101,  111102212,  303142,  40364, 2,  2,  4,  7,   8,   5,   12,  22,  24,  1,   29,  39,          1
  47,  9805, {5 37 53},          47,  (2451 2), {3 19 43},         35,  (4903 1), {4903},        3268,  10011001001101,  111110011,  303210,  40405, 1,  0,  5,  4,   3,   13,  1,   7,   3,   9,   0,   6,           1
  47,  9815, {5 13 151},         47,  (4907 1), {7 701},           47,  (1227 3), {3 409},       3272,  10011001010111,  111110112,  303230,  40421, 2,  0,  1,  3,   0,   6,   11,  17,  13,  19,  10,  16,          1
  23,  9851, {9851},             23,  (4925 1), {5 197},           76,  (2463 2), {3 821},       3284,  10011001111011,  111111212,  303401,  40502, 2,  1,  2,  6,   10,  8,   9,   7,   20,  24,  9,   11,          1
  11,  9859, {9859},             11,  (4929 1), {3 31 53},         23,  (2465 2), {5 17 29},     3286,  10011010000011,  111112011,  303414,  40513, 1,  4,  3,  3,   5,   16,  17,  15,  28,  1,   17,  19,          1
  47,  9869, {71 139},           47,  (2467 2), {2467},            71,  (4935 1), {3 5 7 47},    3290,  10011010001101,  111112112,  303434,  40526, 2,  4,  6,  2,   2,   9,   8,   2,   9,   11,  27,  29,          1
  11,  9905, {5 7 283},          47,   (619 4), {619},             11,  (4953 1), {3 13 127},    3302,  10011010110001,  111120212,  304110,  40610, 2,  0,  0,  5,   12,  11,  6,   15,  16,  16,  26,  24,          1
  13,  9913, {23 431},           47,  (1239 3), {3 7 59},          47,  (4957 1), {4957},        3304,  10011010111001,  111121011,  304123,  40621, 1,  3,  1,  2,   7,   2,   14,  0,   24,  24,  34,  32,          1
  23,  9923, {9923},             23,  (4961 1), {11 41},           11,  (2481 2), {3 827},       3308,  10011011000011,  111121112,  304143,  40634, 2,  3,  4,  1,   4,   12,  5,   10,  5,   3,   7,   1,           1
  40,  9931, {9931},             11,  (4965 1), {3 5 331},         11,  (2483 2), {13 191},      3310,  10011011001011,  111121211,  304211,  40645, 1,  1,  5,  9,   12,  3,   13,  18,  13,  11,  15,  9,           1
  30,  9941, {9941},             30,  (2485 2), {5 7 71},          23,  (4971 1), {3 1657},      3314,  10011011010101,  111122012,  304231,  40661, 2,  1,  1,  8,   9,   13,  4,   5,   23,  21,  25,  19,          1
  23,  9959, {23 433},           11,  (4979 1), {13 383},          30,  (1245 3), {3 5 83},      3320,  10011011100111,  111122212,  304314,  41015, 2,  4,  5,  4,   1,   14,  3,   0,   12,  8,   6,   37,          1
  11,  9977, {11 907},           47,  (1247 3), {29 43},           47,  (4989 1), {3 1663},      3326,  10011011111001,  111200112,  304402,  41042, 2,  2,  2,  0,   6,   15,  2,   18,  1,   26,  24,  14,          1
  30,  9985, {5 1997},           11,    (39 8), {3 13},            59,  (4993 1), {4993},        3328,  10011100000001,  111200211,  304420,  41053, 1,  0,  3,  8,   1,   6,   10,  3,   9,   3,   32,  22,          1
  20,  9995, {5 1999},           64,  (4997 1), {19 263},          64,  (2499 2), {3 7 17},      3332,  10011100001011,  111201012,  304440,  41066, 2,  0,  6,  7,   11,  16,  1,   13,  19,  13,  5,   32,          1
   9,  1411, {17 83},             9,   (705 1), {3 5 47},          45,   (353 2), {353},          470,     10110000011,    1221021,   21121,   4054, 1,  1,  4,  3,   7,   0,   5,   8,   19,  16,  5,   17,          2
   9,  1429, {1429},              9,   (357 2), {3 7 17},           6,   (715 1), {5 11 13},      476,     10110010101,    1221221,   21204,   4111, 1,  4,  1,  10,  12,  1,   4,   3,   8,   3,   23,  35,          2
  50,  1483, {1483},             14,   (741 1), {3 13 19},         14,   (371 2), {7 53},         494,     10111001011,    2000221,   21413,   4216, 1,  3,  6,  9,   1,   4,   1,   11,  4,   26,  3,   7,           2
  55,  1519, {7 31},             19,   (759 1), {3 11 23},         38,    (95 4), {5 19},         506,     10111101111,    2002021,   22034,   4300, 1,  4,  0,  1,   11,  6,   18,  1,   11,  0,   2,   2,           2
  55,  1537, {29 53},             2,     (3 9), {3},                9,   (769 1), {769},          512,     11000000001,    2002221,   22122,   4324, 1,  2,  4,  8,   3,   7,   17,  19,  0,   18,  20,  20,          2
  19,  1573, {11 13},            19,   (393 2), {3 131},           19,   (787 1), {787},          524,     11000100101,    2011021,   22243,   4405, 1,  3,  5,  0,   0,   9,   15,  9,   7,   23,  19,  15,          2
  36,  1591, {37 43},            36,   (795 1), {3 5 53},          43,   (199 3), {199},          530,     11000110111,    2011221,   22331,   4432, 1,  1,  2,  7,   5,   10,  14,  4,   25,  10,  0,   33,          2
  48,  1645, {5 7 47},           48,   (411 2), {3 137},           48,   (823 1), {823},          548,     11001101101,    2020221,   23040,   4540, 1,  0,  0,  6,   7,   13,  11,  12,  21,  2,   17,  5,           2
  12,  1681, {41},               12,   (105 4), {3 5 7},           12,   (841 1), {29},           560,     11010010001,    2022021,   23211,   4621, 1,  1,  1,  9,   4,   15,  9,   2,   28,  7,   16,  0,           2
  19,  1699, {1699},             19,   (849 1), {3 283},           19,   (425 2), {5 17},         566,     11010100011,    2022221,   23244,   4645, 1,  4,  5,  5,   9,   16,  8,   20,  17,  25,  34,  18,          2
  36,  1735, {5 347},             7,   (867 1), {3 17},             7,   (217 3), {7 31},         578,     11011000111,    2101021,   23420,   5026, 1,  0,  6,  8,   6,   1,   6,   10,  24,  30,  33,  13,          2
  17,  1753, {1753},             17,   (219 3), {3 73},            17,   (877 1), {877},          584,     11011011001,    2101221,   24003,   5053, 1,  3,  3,  4,   11,  2,   5,   5,   13,  17,  14,  31,          2
  34,  1789, {1789},             34,   (447 2), {3 149},           34,   (895 1), {5 179},        596,     11011111101,    2110021,   24124,   5134, 1,  4,  4,  7,   8,   4,   3,   18,  20,  22,  13,  26,          2
  41,  1807, {13 139},           41,   (903 1), {3 7 43},           2,   (113 4), {113},          602,     11100001111,    2110221,   24212,   5161, 1,  2,  1,  3,   0,   5,   2,   13,  9,   9,   31,  3,           2
  10,  1861, {1861},             10,   (465 2), {3 5 31},          10,   (931 1), {7 19},         620,     11101000101,    2112221,   24421,   5266, 1,  1,  6,  2,   2,   8,   18,  21,  5,   1,   11,  16,          2
  20,  2041, {13 157},           15,   (255 3), {3 5 17},          15,  (1021 1), {1021},         680,     11111111001,    2210121,   31131,   5644, 1,  1,  4,  6,   0,   1,   8,   17,  11,  26,  6,   32,          2
  47,  2437, {2437},             47,   (609 2), {3 7 29},          47,  (1219 1), {23 53},        812,    100110000101,   10100021,   34222,  10051, 1,  2,  1,  6,   6,   6,   5,   22,  1,   19,  32,  18,          2
  42,  2473, {2473},              6,   (309 3), {3 103},            6,  (1237 1), {1237},         824,    100110101001,   10101121,   34343,  10132, 1,  3,  2,  9,   3,   8,   3,   12,  8,   24,  31,  13,          2
  38,  2827, {11 257},           45,  (1413 1), {3 157},           45,   (707 2), {7 101},        314,    101100001011,   10212201,   42302,  11146, 1,  2,  6,  0,   6,   5,   15,  21,  14,  6,   15,  39,          2
   9,  2831, {19 149},            9,  (1415 1), {5 283},            9,   (177 4), {3 59},         944,    101100001111,   10212212,   42311,  11153, 2,  1,  3,  4,   10,  9,   0,   2,   18,  10,  19,  2,           2
   9,  2881, {43 67},             4,    (45 6), {3 5},             50,  (1441 1), {11 131},       320,    101101000001,   10221201,   43011,  11254, 1,  1,  4,  10,  8,   8,   12,  6,   10,  29,  32,  11,          2
  14,  2885, {5 577},            14,   (721 2), {7 103},           14,  (1443 1), {3 13 37},      962,    101101000101,   10221212,   43020,  11261, 2,  0,  1,  3,   12,  12,  16,  10,  14,  2,   36,  15,          2
  14,  2893, {11 263},           14,   (723 2), {3 241},           16,  (1447 1), {1447},         964,    101101001101,   10222011,   43033,  11302, 1,  3,  2,  0,   7,   3,   5,   18,  22,  10,  7,   23,          2
  50,  2903, {2903},             50,  (1451 1), {1451},            14,   (363 3), {3 11},         968,    101101010111,   10222112,   43103,  11315, 2,  3,  5,  10,  4,   13,  15,  5,   3,   20,  17,  33,          2
  26,  2939, {2939},             14,  (1469 1), {13 113},          14,   (735 2), {3 5 7},        980,    101101111011,   11000212,   43224,  11366, 2,  4,  6,  2,   1,   15,  13,  18,  10,  25,  16,  28,          2
  33,  2947, {7 421},            33,  (1473 1), {3 491},           50,   (737 2), {11 67},        982,    101110000011,   11001011,   43242,  11410, 1,  2,  0,  10,  9,   6,   2,   3,   18,  2,   24,  36,          2
   4,  2957, {2957},              4,   (739 2), {739},             33,  (1479 1), {3 17 29},      986,    101110001101,   11001112,   43312,  11423, 2,  2,  3,  9,   6,   16,  12,  13,  28,  12,  34,  5,           2
  33,  2959, {11 269},           33,  (1479 1), {3 17 29},         14,   (185 4), {5 37},         986,    101110001111,   11001121,   43314,  11425, 1,  4,  5,  0,   8,   1,   14,  15,  1,   14,  36,  7,           2
  14,  2989, {7 61},             14,   (747 2), {3 83},            14,  (1495 1), {5 13 23},      332,    101110101101,   11002201,   43424,  11500, 1,  4,  0,  8,   12,  14,  6,   22,  2,   13,  29,  37,          2
  14,  2993, {41 73},            14,   (187 4), {11 17},           14,  (1497 1), {3 499},        998,    101110110001,   11002212,   43433,  11504, 2,  3,  4,  1,   3,   1,   10,  3,   6,   17,  33,  0,           2
  38,  3043, {17 179},           38,  (1521 1), {3 13},             9,   (761 2), {761},          338,    101111100011,   11011201,   44133,  11605, 1,  3,  5,  7,   1,   0,   3,   7,   27,  5,   9,   9,           2
  31,  3055, {5 13 47},          55,  (1527 1), {3 509},           14,   (191 4), {191},         1018,    101111101111,   11012011,   44210,  11623, 1,  0,  3,  8,   0,   12,  15,  19,  10,  17,  21,  21,          2
  55,  3065, {5 613},            14,   (383 3), {383},             14,  (1533 1), {3 7 73},      1022,    101111111001,   11012112,   44230,  11636, 2,  0,  6,  7,   10,  5,   6,   6,   20,  27,  31,  31,          2
  55,  3101, {7 443},            55,   (775 2), {5 31},            55,  (1551 1), {3 11 47},     1034,    110000011101,   11020212,   44401,  12020, 2,  1,  0,  10,  7,   7,   4,   19,  27,  1,   30,  26,          2
  14,  3119, {3119},             19,  (1559 1), {1559},            43,   (195 4), {3 5 13},      1040,    110000101111,   11021112,   44434,  12044, 2,  4,  4,  6,   12,  8,   3,   14,  16,  19,  11,  3,           2
  19,  3151, {23 137},           19,  (1575 1), {3 5 7},            7,   (197 4), {197},          350,    110001001111,   11022201,  100101,  12121, 1,  1,  1,  5,   5,   6,   16,  0,   19,  20,  6,   35,          2
  31,  3155, {5 631},            31,  (1577 1), {19 83},            7,   (789 2), {3 263},       1052,    110001010011,   11022212,  100110,  12125, 2,  0,  5,  9,   9,   10,  1,   4,   23,  24,  10,  39,          2
  26,  3173, {19 167},           26,   (793 2), {13 61},           26,  (1587 1), {3 23},        1058,    110001100101,   11100112,  100143,  12152, 2,  3,  2,  5,   1,   11,  0,   22,  12,  11,  28,  16,          2
  19,  3205, {5 641},            19,   (801 2), {3 89},            19,  (1603 1), {7 229},        356,    110010000101,   11101201,  100310,  12226, 1,  0,  6,  4,   7,   9,   13,  8,   15,  12,  23,  7,           2
  24,  3209, {3209},              4,   (401 3), {401},              4,  (1605 1), {3 5 107},     1070,    110010001001,   11101212,  100314,  12233, 2,  4,  3,  8,   11,  13,  17,  12,  19,  16,  27,  11,          2
  24,  3217, {3217},              4,   (201 4), {3 67},            24,  (1609 1), {1609},        1072,    110010010001,   11102011,  100332,  12244, 1,  2,  4,  5,   6,   4,   6,   20,  27,  24,  35,  19,          2
  36,  3227, {7 461},             4,  (1613 1), {1613},            24,   (807 2), {3 269},       1076,    110010011011,   11102112,  100402,  12260, 2,  2,  0,  4,   3,   14,  16,  7,   8,   3,   8,   29,          2
  14,  3259, {3259},             12,  (1629 1), {3 181},           48,   (815 2), {5 163},        362,    110010111011,   11110201,  101014,  12334, 1,  4,  4,  3,   9,   12,  10,  16,  11,  4,   3,   20,          2
  24,  3263, {13 251},           48,  (1631 1), {7 233},            7,    (51 6), {3 17},        1088,    110010111111,   11110212,  101023,  12341, 2,  3,  1,  7,   0,   16,  14,  20,  15,  8,   7,   24,          2
  48,  3271, {3271},             12,  (1635 1), {3 5 109},         12,   (409 3), {409},         1090,    110011000111,   11111011,  101041,  12352, 1,  1,  2,  4,   8,   7,   3,   5,   23,  16,  15,  32,          2
  24,  3281, {17 193},            7,   (205 4), {5 41},            24,  (1641 1), {3 547},       1094,    110011010001,   11111112,  101111,  12365, 2,  1,  5,  3,   5,   0,   13,  15,  4,   26,  25,  1,           2
  31,  3313, {3313},             31,   (207 4), {3 23},            24,  (1657 1), {1657},         368,    110011110001,   11112201,  101223,  12442, 1,  3,  2,  2,   11,  15,  7,   1,   7,   27,  20,  33,          2
  31,  3317, {31 107},           31,   (829 2), {829},             12,  (1659 1), {3 7 79},      1106,    110011110101,   11112212,  101232,  12446, 2,  2,  6,  6,   2,   2,   11,  5,   11,  0,   24,  37,          2
  65,  3335, {5 23 29},           7,  (1667 1), {1667},            48,   (417 3), {3 139},       1112,    110100000111,   11120112,  101320,  12503, 2,  0,  3,  2,   7,   3,   10,  0,   0,   18,  5,   14,          2
  29,  3367, {7 13 37},          12,  (1683 1), {3 11 17},         12,   (421 3), {421},          374,    110100100111,   11121201,  101432,  12550, 1,  2,  0,  1,   0,   1,   4,   9,   3,   19,  0,   5,           2
   9,  3379, {31 109},            9,  (1689 1), {3 563},           12,   (845 2), {5 13},        1126,    110100110011,   11122011,  102004,  12565, 1,  4,  5,  2,   12,  13,  16,  21,  15,  0,   12,  17,          2
   9,  3389, {3389},              9,   (847 2), {7 11},            65,  (1695 1), {3 5 113},     1130,    110100111101,   11122112,  102024,  12611, 2,  4,  1,  1,   9,   6,   7,   8,   25,  10,  22,  27,          2
  17,  3425, {5 137},            36,   (107 5), {107},              7,  (1713 1), {3 571},       1142,    110101100001,   11200212,  102200,  12662, 2,  0,  2,  4,   6,   8,   5,   21,  3,   15,  21,  22,          2
