# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
  17,  7095, {3 5 11 43},        17,  (3547 1), {3547},            17,   (887 3), {887},         2365,   1101110110111,  100201210,  211340,  26454, 0,  0,  4,  0,   10,  6,   8,   11,  19,  27,  28,  2,           0
  29,  7101, {3 263},            29,  (1775 2), {5 71},            29,  (3551 1), {53 67},        263,   1101110111101,  100202000,  211401,  26463, 0,  1,  3,  6,   3,   12,  14,  17,  25,  2,   34,  8,           0
  17,  7107, {3 23 103},         17,  (3553 1), {11 17 19},        41,  (1777 2), {1777},        2369,   1101111000011,  100202020,  211412,  26502, 0,  2,  2,  1,   9,   1,   1,   0,   2,   8,   3,   14,          0
  14,  7113, {3 2371},           53,   (889 3), {7 127},           53,  (3557 1), {3557},        2371,   1101111001001,  100202110,  211423,  26511, 0,  3,  1,  7,   2,   7,   7,   6,   8,   14,  9,   20,          0
  14,  7119, {3 7 113},          14,  (3559 1), {3559},            24,   (445 4), {5 89},         791,   1101111001111,  100202200,  211434,  26520, 0,  4,  0,  2,   8,   13,  13,  12,  14,  20,  15,  26,          0
  24,  7125, {3 5 19},           24,  (1781 2), {13 137},          58,  (3563 1), {7 509},       2375,   1101111010101,  100202220,  212000,  26526, 0,  0,  6,  8,   1,   2,   0,   18,  20,  26,  21,  32,          0
  70,  7131, {3 2377},           14,  (3565 1), {5 23 31},         14,  (1783 2), {1783},        2377,   1101111011011,  100210010,  212011,  26535, 0,  1,  5,  3,   7,   8,   6,   1,   26,  1,   27,  38,          0
  14,  7137, {3 13 61},          24,   (223 5), {223},             24,  (3569 1), {43 83},        793,   1101111100001,  100210100,  212022,  26544, 0,  2,  4,  9,   0,   14,  12,  7,   3,   7,   33,  3,           0
  70,  7143, {3 2381},            7,  (3571 1), {3571},            24,   (893 3), {19 47},       2381,   1101111100111,  100210120,  212033,  26553, 0,  3,  3,  4,   6,   3,   18,  13,  9,   13,  2,   9,           0
  14,  7149, {3 2383},           14,  (1787 2), {1787},            14,  (3575 1), {5 11 13},     2383,   1101111101101,  100210210,  212044,  26562, 0,  4,  2,  10,  12,  9,   5,   19,  15,  19,  8,   15,          0
  24,  7155, {3 5 53},           24,  (3577 1), {7 73},            34,  (1789 2), {1789},         265,   1101111110011,  100211000,  212110,  26601, 0,  0,  1,  5,   5,   15,  11,  2,   21,  25,  14,  21,          0
  46,  7161, {3 7 11 31},        34,   (895 3), {5 179},           34,  (3581 1), {3581},        2387,   1101111111001,  100211020,  212121,  26610, 0,  1,  0,  0,   11,  4,   17,  8,   27,  0,   20,  27,          0
  70,  7167, {3 2389},           34,  (3583 1), {3583},             5,    (7 10), {7},           2389,   1101111111111,  100211110,  212132,  26616, 0,  2,  6,  6,   4,   10,  4,   14,  4,   6,   26,  33,          0
  41,  7173, {3 797},            41,  (1793 2), {11 163},          41,  (3587 1), {17 211},       797,   1110000000101,  100211200,  212143,  26625, 0,  3,  5,  1,   10,  16,  10,  20,  10,  12,  32,  39,          0
  41,  7179, {3 2393},           22,  (3589 1), {37 97},           22,  (1795 2), {5 359},       2393,   1110000001011,  100211220,  212204,  26634, 0,  4,  4,  7,   3,   5,   16,  3,   16,  18,  1,   4,           0
  22,  7185, {3 5 479},          41,   (449 4), {449},              7,  (3593 1), {3593},        2395,   1110000010001,  100212010,  212220,  26643, 0,  0,  3,  2,   9,   11,  3,   9,   22,  24,  7,   10,          0
  22,  7191, {3 17 47},          22,  (3595 1), {5 719},           41,   (899 3), {29 31},        799,   1110000010111,  100212100,  212231,  26652, 0,  1,  2,  8,   2,   0,   9,   15,  28,  30,  13,  16,          0
  22,  7197, {3 2399},           22,  (1799 2), {7 257},           22,  (3599 1), {59 61},       2399,   1110000011101,  100212120,  212242,  26661, 0,  2,  1,  3,   8,   6,   15,  21,  5,   5,   19,  22,          0
  41,  7203, {3 7},              41,  (3601 1), {13 277},          58,  (1801 2), {1801},        2401,   1110000100011,  100212210,  212303,  30000, 0,  3,  0,  9,   1,   12,  2,   4,   11,  11,  25,  28,          0
  22,  7209, {3 89},             17,   (901 3), {17 53},           17,  (3605 1), {5 7 103},       89,   1110000101001,  100220000,  212314,  30006, 0,  4,  6,  4,   7,   1,   8,   10,  17,  17,  31,  34,          0
  22,  7215, {3 5 13 37},        12,  (3607 1), {3607},            17,   (451 4), {11 41},       2405,   1110000101111,  100220020,  212330,  30015, 0,  0,  5,  10,  0,   7,   14,  16,  23,  23,  0,   40,          0
  17,  7221, {3 29 83},          17,  (1805 2), {5 19},            22,  (3611 1), {23 157},      2407,   1110000110101,  100220110,  212341,  30024, 0,  1,  4,  5,   6,   13,  1,   22,  0,   29,  6,   5,           0
  46,  7227, {3 11 73},          41,  (3613 1), {3613},            41,  (1807 2), {13 139},       803,   1110000111011,  100220200,  212402,  30033, 0,  2,  3,  0,   12,  2,   7,   5,   6,   4,   12,  11,          0
  58,  7233, {3 2411},            2,   (113 6), {113},             58,  (3617 1), {3617},        2411,   1110001000001,  100220220,  212413,  30042, 0,  3,  2,  6,   5,   8,   13,  11,  12,  10,  18,  17,          0
  12,  7239, {3 19 127},         17,  (3619 1), {7 11 47},         22,   (905 3), {5 181},       2413,   1110001000111,  100221010,  212424,  30051, 0,  4,  1,  1,   11,  14,  0,   17,  18,  16,  24,  23,          0
  22,  7245, {3 5 7 23},         22,  (1811 2), {1811},            41,  (3623 1), {3623},         805,   1110001001101,  100221100,  212440,  30060, 0,  0,  0,  7,   4,   3,   6,   0,   24,  22,  30,  29,          0
  22,  7251, {3 2417},           22,  (3625 1), {5 29},             2,  (1813 2), {7 37},        2417,   1110001010011,  100221120,  213001,  30066, 0,  1,  6,  2,   10,  9,   12,  6,   1,   28,  36,  35,          0
  22,  7257, {3 41 59},          17,   (907 3), {907},             17,  (3629 1), {19 191},      2419,   1110001011001,  100221210,  213012,  30105, 0,  2,  5,  8,   3,   15,  18,  12,  7,   3,   5,   0,           0
  34,  7263, {3 269},            34,  (3631 1), {3631},             2,   (227 5), {227},          269,   1110001011111,  100222000,  213023,  30114, 0,  3,  4,  3,   9,   4,   5,   18,  13,  9,   11,  6,           0
  22,  7269, {3 2423},           22,  (1817 2), {23 79},           22,  (3635 1), {5 727},       2423,   1110001100101,  100222020,  213034,  30123, 0,  4,  3,  9,   2,   10,  11,  1,   19,  15,  17,  12,          0
  46,  7275, {3 5 97},            2,  (3637 1), {3637},            58,  (1819 2), {17 107},      2425,   1110001101011,  100222110,  213100,  30132, 0,  0,  2,  4,   8,   16,  17,  7,   25,  21,  23,  18,          0
   2,  7281, {3 809},            12,   (455 4), {5 7 13},          41,  (3641 1), {11 331},       809,   1110001110001,  100222200,  213111,  30141, 0,  1,  1,  10,  1,   5,   4,   13,  2,   27,  29,  24,          0
  58,  7287, {3 7 347},          58,  (3643 1), {3643},            12,   (911 3), {911},         2429,   1110001110111,  100222220,  213122,  30150, 0,  2,  0,  5,   7,   11,  10,  19,  8,   2,   35,  30,          0
  58,  7293, {3 11 13 17},       58,  (1823 2), {1823},            58,  (3647 1), {7 521},       2431,   1110001111101,  101000010,  213133,  30156, 0,  3,  6,  0,   0,   0,   16,  2,   14,  8,   4,   36,          0
  12,  7299, {3 811},            12,  (3649 1), {41 89},           12,  (1825 2), {5 73},         811,   1110010000011,  101000100,  213144,  30165, 0,  4,  5,  6,   6,   6,   3,   8,   20,  14,  10,  1,           0
  70,  7305, {3 5 487},          46,   (913 3), {11 83},           46,  (3653 1), {13 281},      2435,   1110010001001,  101000120,  213210,  30204, 0,  0,  4,  1,   12,  12,  9,   14,  26,  20,  16,  7,           0
  41,  7311, {3 2437},           41,  (3655 1), {5 17 43},         46,   (457 4), {457},         2437,   1110010001111,  101000210,  213221,  30213, 0,  1,  3,  7,   5,   1,   15,  20,  3,   26,  22,  13,          0
  46,  7317, {3 271},            46,  (1829 2), {31 59},           46,  (3659 1), {3659},         271,   1110010010101,  101001000,  213232,  30222, 0,  2,  2,  2,   11,  7,   2,   3,   9,   1,   28,  19,          0
  58,  7323, {3 2441},           46,  (3661 1), {7 523},           22,  (1831 2), {1831},        2441,   1110010011011,  101001020,  213243,  30231, 0,  3,  1,  8,   4,   13,  8,   9,   15,  7,   34,  25,          0
  34,  7329, {3 7 349},          10,   (229 5), {229},             12,  (3665 1), {5 733},       2443,   1110010100001,  101001110,  213304,  30240, 0,  4,  0,  3,   10,  2,   14,  15,  21,  13,  3,   31,          0
  24,  7335, {3 5 163},          12,  (3667 1), {19 193},          10,   (917 3), {7 131},        815,   1110010100111,  101001200,  213320,  30246, 0,  0,  6,  9,   3,   8,   1,   21,  27,  19,  9,   37,          0
  46,  7341, {3 2447},           46,  (1835 2), {5 367},           46,  (3671 1), {3671},        2447,   1110010101101,  101001220,  213331,  30255, 0,  1,  5,  4,   9,   14,  7,   4,   4,   25,  15,  2,           0
  58,  7347, {3 31 79},          58,  (3673 1), {3673},            46,  (1837 2), {11 167},      2449,   1110010110011,  101002010,  213342,  30264, 0,  2,  4,  10,  2,   3,   13,  10,  10,  0,   21,  8,           0
  58,  7353, {3 19 43},          46,   (919 3), {919},             46,  (3677 1), {3677},         817,   1110010111001,  101002100,  213403,  30303, 0,  3,  3,  5,   8,   9,   0,   16,  16,  6,   27,  14,          0
  51,  7359, {3 11 223},         58,  (3679 1), {13 283},          10,   (115 6), {5 23},        2453,   1110010111111,  101002120,  213414,  30312, 0,  4,  2,  0,   1,   15,  6,   22,  22,  12,  33,  20,          0
  46,  7365, {3 5 491},          46,  (1841 2), {7 263},           46,  (3683 1), {29 127},      2455,   1110011000101,  101002210,  213430,  30321, 0,  0,  1,  6,   7,   4,   12,  5,   28,  18,  2,   26,          0
  12,  7371, {3 7 13},           46,  (3685 1), {5 11 67},         46,  (1843 2), {19 97},         91,   1110011001011,  101010000,  213441,  30330, 0,  1,  0,  1,   0,   10,  18,  11,  5,   24,  8,   32,          0
  34,  7377, {3 2459},           10,   (461 4), {461},             34,  (3689 1), {7 17 31},     2459,   1110011010001,  101010020,  214002,  30336, 0,  2,  6,  7,   6,   16,  5,   17,  11,  30,  14,  38,          0
  22,  7383, {3 23 107},         22,  (3691 1), {3691},            22,   (923 3), {13 71},       2461,   1110011010111,  101010110,  214013,  30345, 0,  3,  5,  2,   12,  5,   11,  0,   17,  5,   20,  3,           0
  22,  7389, {3 821},            22,  (1847 2), {1847},            75,  (3695 1), {5 739},        821,   1110011011101,  101010200,  214024,  30354, 0,  4,  4,  8,   5,   11,  17,  6,   23,  11,  26,  9,           0
  10,  7395, {3 5 17 29},        10,  (3697 1), {3697},            22,  (1849 2), {43},          2465,   1110011100011,  101010220,  214040,  30363, 0,  0,  3,  3,   11,  0,   4,   12,  0,   17,  32,  15,          0
  22,  7401, {3 2467},           46,   (925 3), {5 37},            46,  (3701 1), {3701},        2467,   1110011101001,  101011010,  214101,  30402, 0,  1,  2,  9,   4,   6,   10,  18,  6,   23,  1,   21,          0
  17,  7407, {3 823},            46,  (3703 1), {7 23},            46,   (463 4), {463},          823,   1110011101111,  101011100,  214112,  30411, 0,  2,  1,  4,   10,  12,  16,  1,   12,  29,  7,   27,          0
  46,  7413, {3 7 353},          46,  (1853 2), {17 109},          46,  (3707 1), {11 337},      2471,   1110011110101,  101011120,  214123,  30420, 0,  3,  0,  10,  3,   1,   3,   7,   18,  4,   13,  33,          0
  22,  7419, {3 2473},           41,  (3709 1), {3709},            41,  (1855 2), {5 7 53},      2473,   1110011111011,  101011210,  214134,  30426, 0,  4,  6,  5,   9,   7,   9,   13,  24,  10,  19,  39,          0
  46,  7425, {3 5 11},            5,    (29 8), {29},              22,  (3713 1), {47 79},        275,   1110100000001,  101012000,  214200,  30435, 0,  0,  5,  0,   2,   13,  15,  19,  1,   16,  25,  4,           0
  22,  7431, {3 2477},           10,  (3715 1), {5 743},           46,   (929 3), {929},         2477,   1110100000111,  101012020,  214211,  30444, 0,  1,  4,  6,   8,   2,   2,   2,   7,   22,  31,  10,          0
  46,  7437, {3 37 67},          46,  (1859 2), {11 13},           12,  (3719 1), {3719},        2479,   1110100001101,  101012110,  214222,  30453, 0,  2,  3,  1,   1,   8,   8,   8,   13,  28,  0,   16,          0
  22,  7443, {3 827},            22,  (3721 1), {61},              10,  (1861 2), {1861},         827,   1110100010011,  101012200,  214233,  30462, 0,  3,  2,  7,   7,   14,  14,  14,  19,  3,   6,   22,          0
  39,  7449, {3 13 191},         10,   (931 3), {7 19},            10,  (3725 1), {5 149},       2483,   1110100011001,  101012220,  214244,  30501, 0,  4,  1,  2,   0,   3,   1,   20,  25,  9,   12,  28,          0
  22,  7455, {3 5 7 71},         22,  (3727 1), {3727},            29,   (233 5), {233},         2485,   1110100011111,  101020010,  214310,  30510, 0,  0,  0,  8,   6,   9,   7,   3,   2,   15,  18,  34,          0
  22,  7461, {3 829},            22,  (1865 2), {5 373},           22,  (3731 1), {7 13 41},      829,   1110100100101,  101020100,  214321,  30516, 0,  1,  6,  3,   12,  15,  13,  9,   8,   21,  24,  40,          0
  22,  7467, {3 19 131},         29,  (3733 1), {3733},            10,  (1867 2), {1867},        2489,   1110100101011,  101020120,  214332,  30525, 0,  2,  5,  9,   5,   4,   0,   15,  14,  27,  30,  5,           0
  34,  7473, {3 47 53},          29,   (467 4), {467},             34,  (3737 1), {37 101},      2491,   1110100110001,  101020210,  214343,  30534, 0,  3,  4,  4,   11,  10,  6,   21,  20,  2,   36,  11,          0
  39,  7479, {3 277},            39,  (3739 1), {3739},            46,   (935 3), {5 11 17},      277,   1110100110111,  101021000,  214404,  30543, 0,  4,  3,  10,  4,   16,  12,  4,   26,  8,   5,   17,          0
  46,  7485, {3 5 499},          46,  (1871 2), {1871},            22,  (3743 1), {19 197},      2495,   1110100111101,  101021020,  214420,  30552, 0,  0,  2,  5,   10,  5,   18,  10,  3,   14,  11,  23,          0
  58,  7491, {3 11 227},         58,  (3745 1), {5 7 107},         29,  (1873 2), {1873},        2497,   1110101000011,  101021110,  214431,  30561, 0,  1,  1,  0,   3,   11,  5,   16,  9,   20,  17,  29,          0
  19,  7497, {3 7 17},           63,   (937 3), {937},             63,  (3749 1), {23 163},       833,   1110101001001,  101021200,  214442,  30600, 0,  2,  0,  6,   9,   0,   11,  22,  15,  26,  23,  35,          0
  19,  7503, {3 41 61},          19,  (3751 1), {11 31},            5,   (469 4), {7 67},        2501,   1110101001111,  101021220,  220003,  30606, 0,  3,  6,  1,   2,   6,   17,  5,   21,  1,   29,  0,           0
  58,  7507, {7507},             58,  (3753 1), {3 139},            5,  (1877 2), {1877},         278,   1110101010011,  101022001,  220012,  30613, 1,  2,  3,  5,   6,   10,  2,   9,   25,  5,   33,  4,           0
   5,  7509, {3 2503},            5,  (1877 2), {1877},            19,  (3755 1), {5 751},       2503,   1110101010101,  101022010,  220014,  30615, 0,  4,  5,  7,   8,   12,  4,   11,  27,  7,   35,  6,           0
  29,  7513, {11 683},           29,   (939 3), {3 313},           29,  (3757 1), {13 17},       2504,   1110101011001,  101022021,  220023,  30622, 1,  3,  2,  0,   12,  16,  8,   15,  2,   11,  2,   10,          0
  75,  7515, {3 5 167},          29,  (3757 1), {13 17},           29,  (1879 2), {1879},         835,   1110101011011,  101022100,  220030,  30624, 0,  0,  4,  2,   1,   1,   10,  17,  4,   13,  4,   12,          0
  12,  7521, {3 23 109},         46,   (235 5), {5 47},            10,  (3761 1), {3761},        2507,   1110101100001,  101022120,  220041,  30633, 0,  1,  3,  8,   7,   7,   16,  0,   10,  19,  10,  18,          0
  10,  7525, {5 7 43},           10,  (1881 2), {3 11 19},         10,  (3763 1), {53 71},        836,   1110101100101,  101022201,  220100,  30640, 1,  0,  0,  1,   11,  11,  1,   4,   14,  23,  14,  22,          0
  53,  7527, {3 13 193},         10,  (3763 1), {53 71},           46,   (941 3), {941},         2509,   1110101100111,  101022210,  220102,  30642, 0,  2,  2,  3,   0,   13,  3,   6,   16,  25,  16,  24,          0
  19,  7531, {17 443},           46,  (3765 1), {3 5 251},         29,  (1883 2), {7 269},       2510,   1110101101011,  101022221,  220111,  30646, 1,  1,  6,  7,   4,   0,   7,   10,  20,  29,  20,  28,          0
  29,  7533, {3 31},             29,  (1883 2), {7 269},           29,  (3767 1), {3767},          31,   1110101101101,  101100000,  220113,  30651, 0,  3,  1,  9,   6,   2,   9,   12,  22,  0,   22,  30,          0
  39,  7539, {3 7 359},          39,  (3769 1), {3769},            46,  (1885 2), {5 13 29},     2513,   1110101110011,  101100020,  220124,  30660, 0,  4,  0,  4,   12,  8,   15,  18,  28,  6,   28,  36,          0
  22,  7545, {3 5 503},          10,   (943 3), {23 41},           10,  (3773 1), {7 11},        2515,   1110101111001,  101100110,  220140,  30666, 0,  0,  6,  10,  5,   14,  2,   1,   5,   12,  34,  1,           0
  10,  7549, {7549},             10,  (1887 2), {3 17 37},         29,  (3775 1), {5 151},       2516,   1110101111101,  101100121,  220144,  31003, 1,  4,  3,  3,   9,   1,   6,   5,   9,   16,  1,   5,           0
  29,  7551, {3 839},            29,  (3775 1), {5 151},           10,    (59 7), {59},           839,   1110101111111,  101100200,  220201,  31005, 0,  1,  5,  5,   11,  3,   8,   7,   11,  18,  3,   7,           0
  27,  7557, {3 11 229},         27,  (1889 2), {1889},            27,  (3779 1), {3779},        2519,   1110110000101,  101100220,  220212,  31014, 0,  2,  4,  0,   4,   9,   14,  13,  17,  24,  9,   13,          0
  27,  7563, {3 2521},           10,  (3781 1), {19 199},          10,  (1891 2), {31 61},       2521,   1110110001011,  101101010,  220223,  31023, 0,  3,  3,  6,   10,  15,  1,   19,  23,  30,  15,  19,          0
  46,  7567, {7 23 47},          46,  (3783 1), {3 13 97},         10,   (473 4), {11 43},       2522,   1110110001111,  101101021,  220232,  31030, 1,  2,  0,  10,  1,   2,   5,   0,   27,  3,   19,  23,          0
  46,  7569, {3 29},             10,   (473 4), {11 43},           46,  (3785 1), {5 757},        841,   1110110010001,  101101100,  220234,  31032, 0,  4,  2,  1,   3,   4,   7,   2,   0,   5,   21,  25,          0
  27,  7575, {3 5 101},          27,  (3787 1), {7 541},           10,   (947 3), {947},         2525,   1110110010111,  101101120,  220300,  31041, 0,  0,  1,  7,   9,   10,  13,  8,   6,   11,  27,  31,          0
  46,  7579, {11 13 53},         10,  (3789 1), {3 421},           63,  (1895 2), {5 379},        842,   1110110011011,  101101201,  220304,  31045, 1,  4,  5,  0,   0,   14,  17,  12,  10,  15,  31,  35,          0
  63,  7581, {3 7 19},           63,  (1895 2), {5 379},           63,  (3791 1), {17 223},      2527,   1110110011101,  101101210,  220311,  31050, 0,  1,  0,  2,   2,   16,  0,   14,  12,  17,  33,  37,          0
  46,  7585, {5 37 41},          10,   (237 5), {3 79},            22,  (3793 1), {3793},        2528,   1110110100001,  101101221,  220320,  31054, 1,  0,  4,  6,   6,   3,   4,   18,  16,  21,  0,   0,           0
  22,  7587, {3 281},            22,  (3793 1), {3793},            22,  (1897 2), {7 271},        281,   1110110100011,  101102000,  220322,  31056, 0,  2,  6,  8,   8,   5,   6,   20,  18,  23,  2,   2,           0
  63,  7593, {3 2531},           10,   (949 3), {13 73},           10,  (3797 1), {3797},        2531,   1110110101001,  101102020,  220333,  31065, 0,  3,  5,  3,   1,   11,  12,  3,   24,  29,  8,   8,           0
  17,  7599, {3 17 149},         22,  (3799 1), {29 131},           7,   (475 4), {5 19},        2533,   1110110101111,  101102110,  220344,  31104, 0,  4,  4,  9,   7,   0,   18,  9,   1,   4,   14,  14,          0
   7,  7603, {7603},              7,  (3801 1), {3 7 181},          7,  (1901 2), {1901},        2534,   1110110110011,  101102121,  220403,  31111, 1,  3,  1,  2,   11,  4,   3,   13,  5,   8,   18,  18,          0
   7,  7605, {3 5 13},            7,  (1901 2), {1901},            27,  (3803 1), {3803},         845,   1110110110101,  101102200,  220410,  31113, 0,  0,  3,  4,   0,   6,   5,   15,  7,   10,  20,  20,          0
  46,  7611, {3 43 59},           7,  (3805 1), {5 761},           46,  (1903 2), {11 173},      2537,   1110110111011,  101102220,  220421,  31122, 0,  1,  2,  10,  6,   12,  11,  21,  13,  16,  26,  26,          0
  17,  7615, {5 1523},           46,  (3807 1), {3 47},            10,   (119 6), {7 17},          94,   1110110111111,  101110001,  220430,  31126, 1,  0,  6,  3,   10,  16,  15,  2,   17,  20,  30,  30,          0
  63,  7617, {3 2539},           10,   (119 6), {7 17},            63,  (3809 1), {13 293},      2539,   1110111000001,  101110010,  220432,  31131, 0,  2,  1,  5,   12,  1,   17,  4,   19,  22,  32,  32,          0
  10,  7621, {7621},             10,  (1905 2), {3 5 127},         10,  (3811 1), {37 103},      2540,   1110111000101,  101110021,  220441,  31135, 1,  1,  5,  9,   3,   5,   2,   8,   23,  26,  36,  36,          0
  22,  7623, {3 7 11},           10,  (3811 1), {37 103},           7,   (953 3), {953},          847,   1110111000111,  101110100,  220443,  31140, 0,  3,  0,  0,   5,   7,   4,   10,  25,  28,  1,   38,          0
   7,  7629, {3 2543},            7,  (1907 2), {1907},            63,  (3815 1), {5 7 109},     2543,   1110111001101,  101110120,  221004,  31146, 0,  4,  6,  6,   11,  13,  10,  16,  2,   3,   7,   3,           0
   7,  7633, {17 449},           10,   (477 4), {3 53},            27,  (3817 1), {11 347},       848,   1110111010001,  101110201,  221013,  31153, 1,  3,  3,  10,  2,   0,   14,  20,  6,   7,   11,  7,           0
  27,  7635, {3 5 509},          27,  (3817 1), {11 347},          10,  (1909 2), {23 83},       2545,   1110111010011,  101110210,  221020,  31155, 0,  0,  5,  1,   4,   2,   16,  22,  8,   9,   13,  9,           0
   7,  7639, {7639},              7,  (3819 1), {3 19 67},          7,   (955 3), {5 191},       2546,   1110111010111,  101110221,  221024,  31162, 1,  4,  2,  5,   8,   6,   1,   3,   12,  13,  17,  13,          0
   7,  7641, {3 283},             7,   (955 3), {5 191},            7,  (3821 1), {3821},         283,   1110111011001,  101111000,  221031,  31164, 0,  1,  4,  7,   10,  8,   3,   5,   14,  15,  19,  15,          0
  63,  7647, {3 2549},           63,  (3823 1), {3823},            17,   (239 5), {239},         2549,   1110111011111,  101111020,  221042,  31203, 0,  2,  3,  2,   3,   14,  9,   11,  20,  21,  25,  21,          0
  27,  7653, {3 2551},           27,  (1913 2), {1913},            27,  (3827 1), {43 89},       2551,   1110111100101,  101111110,  221103,  31212, 0,  3,  2,  8,   9,   3,   15,  17,  26,  27,  31,  27,          0
  27,  7657, {13 19 31},         17,   (957 3), {3 11 29},         17,  (3829 1), {7 547},       2552,   1110111101001,  101111121,  221112,  31216, 1,  2,  6,  1,   0,   7,   0,   21,  1,   0,   35,  31,          0
  63,  7659, {3 23 37},          17,  (3829 1), {7 547},           63,  (1915 2), {5 383},        851,   1110111101011,  101111200,  221114,  31221, 0,  4,  1,  3,   2,   9,   2,   0,   3,   2,   0,   33,          0
  17,  7665, {3 5 7 73},         17,   (479 4), {479},             17,  (3833 1), {3833},        2555,   1110111110001,  101111220,  221130,  31230, 0,  0,  0,  9,   8,   15,  8,   6,   9,   8,   6,   39,          0
  17,  7669, {7669},             17,  (1917 2), {3 71},            46,  (3835 1), {5 13 59},      284,   1110111110101,  101112001,  221134,  31234, 1,  4,  4,  2,   12,  2,   12,  10,  13,  12,  10,  2,           0
  46,  7671, {3 2557},           46,  (3835 1), {5 13 59},         46,   (959 3), {7 137},       2557,   1110111110111,  101112010,  221141,  31236, 0,  1,  6,  4,   1,   4,   14,  12,  15,  14,  12,  4,           0
  63,  7675, {5 307},            46,  (3837 1), {3 1279},          46,  (1919 2), {19 101},      2558,   1110111111011,  101112021,  221200,  31243, 1,  0,  3,  8,   5,   8,   18,  16,  19,  18,  16,  8,           0
  46,  7677, {3 853},            46,  (1919 2), {19 101},          39,  (3839 1), {11 349},       853,   1110111111101,  101112100,  221202,  31245, 0,  2,  5,  10,  7,   10,  1,   18,  21,  20,  18,  10,          0
  10,  7683, {3 13 197},         10,  (3841 1), {23 167},          51,  (1921 2), {17 113},      2561,   1111000000011,  101112120,  221213,  31254, 0,  3,  4,  5,   0,   16,  7,   1,   27,  26,  24,  16,          0
  17,  7687, {7687},             51,  (3843 1), {3 7 61},          15,   (961 3), {31},           854,   1111000000111,  101112201,  221222,  31261, 1,  2,  1,  9,   4,   3,   11,  5,   2,   30,  28,  20,          0
  17,  7689, {3 11 233},         15,   (961 3), {31},              15,  (3845 1), {5 769},       2563,   1111000001001,  101112210,  221224,  31263, 0,  4,  3,  0,   6,   5,   13,  7,   4,   1,   30,  22,          0
  15,  7693, {7 157},            15,  (1923 2), {3 641},           51,  (3847 1), {3847},        2564,   1111000001101,  101112221,  221233,  31300, 1,  3,  0,  4,   10,  9,   17,  11,  8,   5,   34,  26,          0
  51,  7695, {3 5 19},           51,  (3847 1), {3847},            15,   (481 4), {13 37},         95,   1111000001111,  101120000,  221240,  31302, 0,  0,  2,  6,   12,  11,  0,   13,  10,  7,   36,  28,          0
  15,  7701, {3 17 151},         15,  (1925 2), {5 7 11},          51,  (3851 1), {3851},        2567,   1111000010101,  101120020,  221301,  31311, 0,  1,  1,  1,   5,   0,   6,   19,  16,  13,  5,   34,          0
  22,  7707, {3 7 367},          15,  (3853 1), {3853},            15,  (1927 2), {41 47},       2569,   1111000011011,  101120110,  221312,  31320, 0,  2,  0,  7,   11,  6,   12,  2,   22,  19,  11,  40,          0
  46,  7711, {11 701},           15,  (3855 1), {3 5 257},          5,   (241 5), {241},         2570,   1111000011111,  101120121,  221321,  31324, 1,  1,  4,  0,   2,   10,  16,  6,   26,  23,  15,  3,           0
  27,  7713, {3 857},             5,   (241 5), {241},             15,  (3857 1), {7 19 29},      857,   1111000100001,  101120200,  221323,  31326, 0,  3,  6,  2,   4,   12,  18,  8,   28,  25,  17,  5,           0
  15,  7719, {3 31 83},          17,  (3859 1), {17 227},           5,   (965 3), {5 193},       2573,   1111000100111,  101120220,  221334,  31335, 0,  4,  5,  8,   10,  1,   5,   14,  5,   0,   23,  11,          0
  51,  7725, {3 5 103},          51,  (1931 2), {1931},            51,  (3863 1), {3863},        2575,   1111000101101,  101121010,  221400,  31344, 0,  0,  4,  3,   3,   7,   11,  20,  11,  6,   29,  17,          0
  51,  7729, {59 131},            5,   (483 4), {3 7 23},          51,  (3865 1), {5 773},       2576,   1111000110001,  101121021,  221404,  31351, 1,  4,  1,  7,   7,   11,  15,  1,   15,  10,  33,  21,          0
  51,  7731, {3 859},            51,  (3865 1), {5 773},            5,  (1933 2), {1933},         859,   1111000110011,  101121100,  221411,  31353, 0,  1,  3,  9,   9,   13,  17,  3,   17,  12,  35,  23,          0
  63,  7737, {3 2579},           51,   (967 3), {967},             51,  (3869 1), {53 73},       2579,   1111000111001,  101121120,  221422,  31362, 0,  2,  2,  4,   2,   2,   4,   9,   23,  18,  4,   29,          0
