1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,
6,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
7,7,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,
10,5,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,
11,11,0,1,2,1,4,0,,,,,,,,,,,,,,,,,,,,
12,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
13,13,0,1,1,3,6,2,0,,,,,,,,,,,,,,,,,,,
14,7,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
15,15,0,1,0,0,1,4,2,,,,,,,,,,,,,,,,,,,
16,1,4,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,0,1,2,2,3,6,4,0,,,,,,,,,,,,,,,,,,
18,9,1,1,0,4,2,,,,,,,,,,,,,,,,,,,,,
19,19,0,1,1,4,5,8,6,2,0,,,,,,,,,,,,,,,,,
20,5,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,
21,21,0,1,0,1,0,10,8,4,2,,,,,,,,,,,,,,,,,
22,11,1,1,2,1,4,0,,,,,,,,,,,,,,,,,,,,
23,23,0,1,2,3,2,1,10,6,4,0,,,,,,,,,,,,,,,,
24,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,
25,25,0,1,1,0,4,3,12,8,6,2,,,,,,,,,,,,,,,,
26,13,1,1,1,3,6,2,0,,,,,,,,,,,,,,,,,,,
27,27,0,1,0,2,6,5,1,10,8,4,,,,,,,,,,,,,,,,
28,7,2,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
29,29,0,1,2,4,1,7,3,12,10,6,0,,,,,,,,,,,,,,,
30,15,1,1,0,0,1,4,2,,,,,,,,,,,,,,,,,,,
31,31,0,1,1,1,3,9,5,14,12,8,2,0,,,,,,,,,,,,,,
32,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,0,1,0,3,5,0,7,16,14,10,4,2,,,,,,,,,,,,,,
34,17,1,1,2,2,3,6,4,0,,,,,,,,,,,,,,,,,,
35,35,0,1,2,0,0,2,9,1,16,12,6,4,,,,,,,,,,,,,,
36,9,2,1,0,4,2,,,,,,,,,,,,,,,,,,,,,
37,37,0,1,1,2,2,4,11,3,18,14,8,6,0,,,,,,,,,,,,,
38,19,1,1,1,4,5,8,6,2,0,,,,,,,,,,,,,,,,,
39,39,0,1,0,4,4,6,0,5,1,16,10,8,2,,,,,,,,,,,,,
40,5,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,
41,41,0,1,2,1,6,8,2,7,3,18,12,10,4,0,,,,,,,,,,,,
42,21,1,1,0,1,0,10,8,4,2,,,,,,,,,,,,,,,,,
43,43,0,1,1,3,1,10,4,9,5,20,14,12,6,2,0,,,,,,,,,,,
44,11,2,1,2,1,4,0,,,,,,,,,,,,,,,,,,,,
45,45,0,1,0,0,3,1,6,11,7,22,16,14,8,4,2,,,,,,,,,,,
46,23,1,1,2,3,2,1,10,6,4,0,,,,,,,,,,,,,,,,
47,47,0,1,2,2,5,3,8,13,9,1,18,16,10,6,4,0,,,,,,,,,,
48,3,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
49,49,0,1,1,4,0,5,10,15,11,3,20,18,12,8,6,2,,,,,,,,,,
50,25,1,1,1,0,4,3,12,8,6,2,,,,,,,,,,,,,,,,
51,51,0,1,0,1,2,7,12,0,13,5,22,20,14,10,8,4,,,,,,,,,,
52,13,2,1,1,3,6,2,0,,,,,,,,,,,,,,,,,,,
53,53,0,1,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,,,,,,,,,
54,27,1,1,0,2,6,5,1,10,8,4,,,,,,,,,,,,,,,,
55,55,0,1,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,,,,,,,,,
56,7,3,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
57,57,0,1,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,,,,,,,,,
58,29,1,1,2,4,1,7,3,12,10,6,0,,,,,,,,,,,,,,,
59,59,0,1,2,4,3,4,7,8,2,13,1,28,22,18,16,12,6,0,,,,,,,,
60,15,2,1,0,0,1,4,2,,,,,,,,,,,,,,,,,,,
61,61,0,1,1,1,5,6,9,10,4,15,3,30,24,20,18,14,8,2,0,,,,,,,
62,31,1,1,1,1,3,9,5,14,12,8,2,0,,,,,,,,,,,,,,
63,63,0,1,0,3,0,8,11,12,6,17,5,1,26,22,20,16,10,4,2,,,,,,,
64,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,0,1,2,0,2,10,0,14,8,19,7,3,28,24,22,18,12,6,4,,,,,,,
66,33,1,1,0,3,5,0,7,16,14,10,4,2,,,,,,,,,,,,,,
67,67,0,1,1,2,4,1,2,16,10,21,9,5,30,26,24,20,14,8,6,0,,,,,,
68,17,2,1,2,2,3,6,4,0,,,,,,,,,,,,,,,,,,
69,69,0,1,0,4,6,3,4,1,12,0,11,7,32,28,26,22,16,10,8,2,,,,,,
70,35,1,1,2,0,0,2,9,1,16,12,6,4,,,,,,,,,,,,,,
71,71,0,1,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0,,,,,
72,9,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,
73,73,0,1,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2,0,,,,
74,37,1,1,1,2,2,4,11,3,18,14,8,6,0,,,,,,,,,,,,,
75,75,0,1,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4,2,,,,
76,19,2,1,1,4,5,8,6,2,0,,,,,,,,,,,,,,,,,
77,77,0,1,2,2,0,0,12,9,1,8,19,15,3,36,34,30,24,18,16,10,6,4,,,,
78,39,1,1,0,4,4,6,0,5,1,16,10,8,2,,,,,,,,,,,,,
79,79,0,1,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8,6,0,,,
80,5,4,1,2,0,,,,,,,,,,,,,,,,,,,,,,
81,81,0,1,0,1,4,4,3,13,5,12,23,19,7,40,38,34,28,22,20,14,10,8,2,,,
82,41,1,1,2,1,6,8,2,7,3,18,12,10,4,0,,,,,,,,,,,,
83,83,0,1,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12,10,4,0,,
84,21,2,1,0,1,0,10,8,4,2,,,,,,,,,,,,,,,,,
85,85,0,1,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14,12,6,2,,
86,43,1,1,1,3,1,10,4,9,5,20,14,12,6,2,0,,,,,,,,,,,
87,87,0,1,0,2,3,10,9,2,11,18,0,25,13,5,1,40,34,28,26,20,16,14,8,4,,
88,11,3,1,2,1,4,0,,,,,,,,,,,,,,,,,,,,
89,89,0,1,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18,16,10,6,0,
90,45,1,1,0,0,3,1,6,11,7,22,16,14,8,4,2,,,,,,,,,,,
91,91,0,1,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20,18,12,8,2,
92,23,2,1,2,3,2,1,10,6,4,0,,,,,,,,,,,,,,,,
