# Odd core environment

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
499,499,0,15,200111,111110011,1,4,2,4,5,6,5,16,6,3,18,7,26,29,22,27,11,30,2,61
500,125,2,39,11122,1111101,2,0,6,4,8,6,11,10,9,1,14,2,39,31,19,7,3,58,54,52
501,501,0,39,200120,111110101,0,1,4,6,7,8,7,18,8,5,20,9,28,31,24,29,13,32,4,63
502,251,1,22,100022,11111011,2,1,6,9,4,13,4,21,19,3,29,5,36,16,39,15,7,50,38,32
503,503,0,22,200122,111110111,2,3,6,8,9,10,9,20,10,7,22,11,30,33,26,31,15,34,6,65
504,63,3,39,2100,111111,0,3,0,8,11,12,6,17,5,1,26,22,20,16,10,4,2,63,63,63
505,505,0,20,200201,111111001,1,0,1,10,11,12,11,22,12,9,24,13,32,35,28,33,17,36,8,67
506,253,1,39,100101,11111101,1,3,1,0,6,15,6,0,21,5,31,7,38,18,41,17,9,52,40,34
507,507,0,10,200210,111111011,0,2,3,1,0,14,13,1,14,11,26,15,34,37,30,35,19,38,10,69
508,127,2,15,11201,1111111,1,2,1,6,10,8,13,12,11,3,16,4,41,33,21,9,5,60,56,54
509,509,0,15,200212,111111101,2,4,5,3,2,16,15,3,16,13,28,17,36,39,32,37,21,40,12,71
510,255,1,15,100110,11111111,0,0,3,2,8,0,8,2,23,7,33,9,40,20,43,19,11,54,42,36
511,511,0,20,200221,111111111,1,1,0,5,4,1,17,5,18,15,30,19,38,41,34,39,23,42,14,0
512,1,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,513,0,10,201000,1000000001,0,3,2,7,6,3,0,7,20,17,32,21,40,43,36,41,25,44,16,2
514,257,1,44,100112,100000001,2,2,5,4,10,2,10,4,25,9,35,11,42,22,45,21,13,56,44,38
515,515,0,44,201002,1000000011,2,0,4,9,8,5,2,9,22,19,34,23,42,45,38,43,27,46,18,4
516,129,2,44,11210,10000001,0,4,3,8,12,10,15,14,13,5,18,6,0,35,23,11,7,62,58,56
517,517,0,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21,36,25,1,0,40,45,29,48,20,6
518,259,1,44,100121,100000011,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46,40
519,519,0,20,201020,1000000111,0,4,1,2,12,9,6,13,26,23,1,27,3,2,42,47,31,50,22,8
520,65,3,8,2102,1000001,2,0,2,10,0,14,8,19,7,3,28,24,22,18,12,6,4,65,65,65
521,521,0,44,201022,1000001001,2,1,3,4,1,11,8,15,28,25,3,29,5,4,44,49,33,52,24,10
522,261,1,8,100200,100000101,0,1,2,8,1,6,14,8,0,13,2,15,3,26,49,25,17,60,48,42
523,523,0,44,201101,1000001011,1,3,5,6,3,13,10,17,1,27,5,31,7,6,46,51,35,54,26,12
524,131,2,8,11212,10000011,2,1,5,10,1,12,17,16,15,7,20,8,2,37,25,13,9,64,60,58
525,525,0,8,201110,1000001101,0,0,0,8,5,15,12,19,3,29,7,33,9,8,48,53,37,56,28,14
526,263,1,27,100202,100000111,2,3,4,10,3,8,16,10,2,15,4,17,5,28,51,27,19,62,50,44
527,527,0,27,201112,1000001111,2,2,2,10,7,0,14,21,5,0,9,35,11,10,50,55,39,58,30,16
528,33,4,8,1020,100001,0,3,5,0,7,16,14,10,4,2,33,33,33,33,33,33,33,33,33,33
529,529,0,8,201121,1000010001,1,4,4,1,9,2,16,0,7,2,11,37,13,12,52,57,41,60,32,18
530,265,1,44,100211,100001001,1,0,6,1,5,10,18,12,4,17,6,19,7,30,0,29,21,64,52,46
531,531,0,44,201200,1000010011,0,1,6,3,11,4,18,2,9,4,13,39,15,14,1,0,43,62,34,20
532,133,2,8,11221,10000101,1,3,0,1,3,14,0,18,17,9,22,10,4,39,27,15,11,66,62,60
533,533,0,8,201202,1000010101,2,3,1,5,0,6,1,4,11,6,15,0,17,16,3,2,45,64,36,22
534,267,1,5,100220,100001011,0,2,1,3,7,12,1,14,6,19,8,21,9,32,2,31,23,66,54,48
535,535,0,5,201211,1000010111,1,0,3,7,2,8,3,6,13,8,17,2,19,18,5,4,47,66,38,24
536,67,3,8,2111,1000011,1,2,4,1,2,16,10,21,9,5,30,26,24,20,14,8,6,0,67,67
537,537,0,5,201220,1000011001,0,2,5,9,4,10,5,8,15,10,19,4,21,20,7,6,49,1,40,26
538,269,1,8,100222,100001101,2,4,3,5,9,14,3,16,8,21,10,23,11,34,4,33,25,1,56,50
539,539,0,15,201222,1000011011,2,4,0,0,6,12,7,10,17,12,21,6,23,22,9,8,51,3,42,28
540,135,2,13,12000,10000111,0,0,2,3,5,16,2,20,19,11,24,12,6,41,29,17,13,1,64,62
541,541,0,13,202001,1000011101,1,1,2,2,8,14,9,12,19,14,23,8,25,24,11,10,53,5,44,30
542,271,1,13,101001,100001111,1,1,5,7,11,16,5,18,10,23,12,25,13,36,6,35,27,3,58,52
543,543,0,49,202010,1000011111,0,3,4,4,10,16,11,14,21,16,25,10,27,26,13,12,55,7,46,32
544,17,5,3,122,10001,2,2,3,6,4,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17
545,545,0,13,202012,1000100001,2,0,6,6,12,1,13,16,23,18,27,12,29,28,15,14,57,9,48,34
546,273,1,8,101010,100010001,0,3,0,9,0,1,7,20,12,25,14,27,15,38,8,37,29,5,60,54
547,547,0,8,202021,1000100011,1,2,1,8,1,3,15,18,25,20,29,14,31,30,17,16,59,11,50,36
548,137,2,32,12002,10001001,2,2,4,5,7,1,4,22,21,13,26,14,8,43,31,19,15,3,66,64
549,549,0,32,202100,1000100101,0,4,3,10,3,5,17,20,27,22,31,16,33,32,19,18,0,13,52,38
550,275,1,32,101012,100010011,2,0,2,0,2,3,9,22,14,27,16,29,17,40,10,39,31,7,62,56
551,551,0,13,202102,1000100111,2,1,5,1,5,7,0,22,0,24,33,18,35,34,21,20,2,15,54,40
552,69,3,3,2120,1000101,0,4,6,3,4,1,12,0,11,7,32,28,26,22,16,10,8,2,69,69
553,553,0,49,202111,1000101001,1,3,0,3,7,9,2,1,2,26,35,20,37,36,23,22,4,17,56,42
554,277,1,3,101021,100010101,1,2,4,2,4,5,11,1,16,29,18,31,19,42,12,41,33,9,64,58
555,555,0,8,202120,1000101011,0,0,2,5,9,11,4,3,4,28,0,22,39,38,25,24,6,19,58,44
556,139,2,13,12011,10001011,1,4,6,7,9,3,6,1,23,15,28,16,10,45,33,21,17,5,68,66
557,557,0,13,202122,1000101101,2,2,4,7,11,13,6,5,6,30,2,24,41,40,27,26,8,21,60,46
558,279,1,13,101100,100010111,0,4,6,4,6,7,13,3,18,0,20,33,21,44,14,43,35,11,66,60
559,559,0,30,202201,1000101111,1,4,6,9,0,15,8,7,8,1,4,26,0,42,29,28,10,23,62,48
560,35,4,3,1022,100011,2,0,0,2,9,1,16,12,6,4,35,35,35,35,35,35,35,35,35,35
561,561,0,13,202210,1000110001,0,1,1,0,2,0,10,9,10,3,6,28,2,44,31,30,12,25,64,50
562,281,1,13,101102,100011001,2,1,1,6,8,9,15,5,20,2,22,35,23,46,16,45,37,13,68,62
563,563,0,13,202212,1000110011,2,3,3,2,4,2,12,11,12,5,8,30,4,46,33,32,14,27,66,52
564,141,2,3,12020,10001101,0,1,1,9,11,5,8,3,25,17,30,18,12,0,35,23,19,7,70,68
565,565,0,3,202221,1000110101,1,0,5,4,6,4,14,13,14,7,10,32,6,1,35,34,16,29,68,54
566,283,1,20,101111,100011011,1,3,3,8,10,11,17,7,22,4,24,37,25,1,18,47,39,15,70,64
567,567,0,20,210000,1000110111,0,2,0,6,8,6,16,15,16,9,12,34,8,3,37,36,18,31,70,56
568,71,3,37,2122,1000111,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0,71
569,569,0,18,210002,1000111001,2,4,2,8,10,8,18,17,18,11,14,36,10,5,39,38,20,33,1,58
570,285,1,37,101120,100011101,0,0,5,10,12,13,0,9,24,6,26,39,27,3,20,49,41,17,1,66
571,571,0,8,210011,1000111011,1,1,4,10,12,10,1,19,20,13,16,38,12,7,41,40,22,35,3,60
572,143,2,37,12022,10001111,2,3,3,0,0,7,10,5,27,19,32,20,14,2,37,25,21,9,1,70
573,573,0,37,210020,1000111101,0,3,6,1,1,12,3,21,22,15,18,40,14,9,43,42,24,37,5,62
574,287,1,13,101122,100011111,2,2,0,1,1,15,2,11,26,8,28,0,29,5,22,51,43,19,3,68
575,575,0,13,210022,1000111111,2,0,1,3,3,14,5,0,24,17,20,1,16,11,45,44,26,39,7,64
576,9,6,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
577,577,0,8,210101,1001000001,1,2,3,5,5,16,7,2,26,19,22,3,18,13,47,46,28,41,9,66
578,289,1,8,101201,100100001,1,4,2,3,3,0,4,13,28,10,30,2,31,7,24,53,45,21,5,70
579,579,0,8,210110,1001000011,0,4,5,7,7,1,9,4,28,21,24,5,20,15,49,48,30,43,11,68
580,145,2,42,12101,10010001,1,0,5,2,2,9,12,7,0,21,34,22,16,4,39,27,23,11,3,72
581,581,0,42,210112,1001000101,2,1,0,9,9,3,11,6,1,23,26,7,22,17,51,50,32,45,13,70
582,291,1,42,101210,100100011,0,1,4,5,5,2,6,15,1,12,32,4,33,9,26,55,47,23,7,72
583,583,0,8,210121,1001000111,1,3,2,0,11,5,13,8,3,25,28,9,24,19,0,52,34,47,15,72
584,73,3,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2,0
585,585,0,18,210200,1001001001,0,0,4,2,0,7,15,10,5,27,30,11,26,21,2,54,36,49,17,1
586,293,1,42,101212,100100101,2,3,6,7,7,4,8,17,3,14,34,6,35,11,28,57,49,25,9,1
587,587,0,42,210202,1001001011,2,2,6,4,2,9,17,12,7,29,32,13,28,23,4,56,38,51,19,3
588,147,2,42,12110,10010011,0,2,0,4,4,11,14,9,2,23,36,24,18,6,41,29,25,13,5,1
589,589,0,42,210211,1001001101,1,4,1,6,4,11,0,14,9,0,34,15,30,25,6,58,40,53,21,5
590,295,1,18,101221,100100111,1,0,1,9,9,6,10,19,5,16,36,8,37,13,30,0,51,27,11,3
591,591,0,18,210220,1001001111,0,1,3,8,6,13,2,16,11,2,36,17,32,27,8,1,42,55,23,7
592,37,4,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37,37
593,593,0,25,210222,1001010001,2,3,5,10,8,15,4,18,13,4,1,19,34,29,10,3,44,57,25,9
594,297,1,25,102000,100101001,0,2,3,0,11,8,12,21,7,18,1,10,39,15,32,2,53,29,13,5
595,595,0,25,211001,1001010011,1,0,0,1,10,0,6,20,15,6,3,21,36,31,12,5,46,59,27,11
596,149,2,6,12112,10010101,2,4,2,6,6,13,16,11,4,25,1,26,20,8,43,31,27,15,7,3
597,597,0,6,211010,1001010101,0,2,2,3,12,2,8,22,17,8,5,23,38,33,14,7,48,61,29,13
598,299,1,42,102002,100101011,2,4,5,2,0,10,14,0,9,20,3,12,41,17,34,4,55,31,15,7
599,599,0,42,211012,1001010111,2,4,4,5,1,4,10,1,19,10,7,25,40,35,16,9,50,63,31,15
600,75,3,3,2210,1001011,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4,2
601,601,0,18,211021,1001011001,1,1,6,7,3,6,12,3,21,12,9,27,42,37,18,11,52,65,33,17
602,301,1,3,102011,100101101,1,1,0,4,2,12,16,2,11,22,5,14,0,19,36,6,57,33,17,9
603,603,0,23,211100,1001011011,0,3,1,9,5,8,14,5,23,14,11,29,1,39,20,13,54,0,35,19
604,151,2,3,12121,10010111,1,1,4,8,8,15,18,13,6,27,3,28,22,10,45,33,29,17,9,5
605,605,0,3,211102,1001011101,2,0,3,0,7,10,16,7,25,16,13,31,3,41,22,15,56,2,37,21
606,303,1,13,102020,100101111,0,3,2,6,4,14,18,4,13,24,7,16,2,21,38,8,59,35,19,11
607,607,0,13,211111,1001011111,1,2,5,2,9,12,18,9,27,18,15,33,5,43,24,17,58,4,39,23
608,19,5,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19
609,609,0,47,211120,1001100001,0,4,0,4,11,14,1,11,0,20,17,35,7,45,26,19,60,6,41,25
610,305,1,11,102022,100110001,2,0,4,8,6,16,1,6,15,26,9,18,4,23,40,10,0,37,21,13
611,611,0,11,211122,1001100011,2,1,2,6,0,16,3,13,2,22,19,37,9,0,28,21,1,8,43,27
612,153,2,11,12200,10011001,0,3,6,10,10,0,1,15,8,29,5,30,24,12,47,35,31,19,11,7
613,613,0,11,211201,1001100101,1,3,4,8,2,1,5,15,4,24,21,39,11,2,30,23,3,10,45,29
614,307,1,11,102101,100110011,1,2,6,10,8,1,3,8,17,28,11,20,6,25,42,12,2,39,23,15
615,615,0,23,211210,1001100111,0,0,6,10,4,3,7,17,6,26,23,0,13,4,32,25,5,12,47,31
616,77,3,6,2212,1001101,2,2,0,0,12,9,1,8,19,15,3,36,34,30,24,18,16,10,6,4
617,617,0,47,211212,1001101001,2,2,1,1,6,5,9,19,8,28,25,2,15,6,34,27,7,14,49,33
618,309,1,6,102110,100110101,0,4,1,1,10,3,5,10,19,30,13,22,8,27,44,14,4,41,25,17
619,619,0,47,211221,1001101011,1,4,3,3,8,7,11,21,10,30,27,4,17,8,36,29,9,16,51,35
620,155,2,30,12202,10011011,2,0,1,1,12,2,3,17,10,0,7,32,26,14,49,37,33,21,13,9
621,621,0,30,212000,1001101101,0,1,5,5,10,9,13,0,12,1,29,6,19,10,38,31,11,18,53,37
622,311,1,30,102112,100110111,2,1,3,3,12,5,7,12,21,1,15,24,10,29,46,16,6,43,27,19
623,623,0,47,212002,1001101111,2,3,0,7,12,11,15,2,14,3,31,8,21,12,40,33,13,20,55,39
624,39,4,11,1110,100111,0,4,4,6,0,5,1,16,10,8,2,39,39,39,39,39,39,39,39,39
625,625,0,6,212011,1001110001,1,0,2,9,1,13,17,4,16,5,33,10,23,14,42,35,15,22,57,41
626,313,1,47,102121,100111001,1,3,5,5,1,7,9,14,23,3,17,26,12,31,48,18,8,45,29,21
627,627,0,47,212020,1001110011,0,2,4,0,3,15,0,6,18,7,35,12,25,16,44,37,17,24,59,43
628,157,2,11,12211,10011101,1,2,3,3,1,4,5,19,12,2,9,34,28,16,51,39,35,23,15,11
629,629,0,11,212022,1001110101,2,4,6,2,5,0,2,8,20,9,0,14,27,18,46,39,19,26,61,45
630,315,1,11,102200,100111011,0,0,0,7,3,9,11,16,25,5,19,28,14,33,50,20,10,47,31,23
631,631,0,11,212101,1001110111,1,1,1,4,7,2,4,10,22,11,2,16,29,20,48,41,21,28,63,47
632,79,3,11,2221,1001111,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8,6
633,633,0,8,212110,1001111001,0,3,3,6,9,4,6,12,24,13,4,18,31,22,50,43,23,30,65,49
634,317,1,11,102202,100111101,2,2,2,9,5,11,13,18,27,7,21,30,16,35,52,22,12,49,33,25
635,635,0,8,212112,1001111011,2,0,5,8,11,6,8,14,26,15,6,20,33,24,52,45,25,32,67,51
636,159,2,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17,13
637,637,0,18,212121,1001111101,1,2,0,10,0,8,10,16,28,17,8,22,35,26,1,47,27,34,69,53
638,319,1,18,102211,100111111,1,4,4,0,7,13,15,20,0,9,23,32,18,37,1,24,14,51,35,27
639,639,0,47,212200,1001111111,0,4,2,1,2,10,12,18,1,19,10,24,37,28,3,49,29,36,0,55
640,5,7,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
641,641,0,16,212202,1010000001,2,1,4,3,4,12,14,20,3,21,12,26,39,30,5,51,31,38,2,57
642,321,1,6,102220,101000001,0,1,6,2,9,15,17,22,2,11,25,34,20,39,3,26,16,53,37,29
643,643,0,6,212211,1010000011,1,3,6,5,6,14,16,22,5,23,14,28,41,32,7,53,33,40,4,59
644,161,2,35,12222,10100001,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19,15
645,645,0,35,212220,1010000101,0,0,1,7,8,16,18,1,7,25,16,30,0,34,9,55,35,42,6,61
646,323,1,35,102222,101000011,2,3,1,4,11,0,0,1,4,13,27,36,22,41,5,28,18,55,39,31
647,647,0,11,212222,1010000111,2,2,3,9,10,1,1,3,9,27,18,32,2,36,11,57,37,44,8,63
648,81,3,6,10000,1010001,0,1,4,4,3,13,5,12,23,19,7,40,38,34,28,22,20,14,10,8
649,649,0,52,220001,1010001001,1,4,5,0,12,3,3,5,11,29,20,34,4,38,13,0,39,46,10,65
650,325,1,6,110001,101000101,1,0,3,6,0,2,2,3,6,15,29,38,24,43,7,30,20,57,41,33
651,651,0,35,220010,1010001011,0,1,0,2,1,5,5,7,13,0,22,36,6,40,15,2,41,48,12,67
652,163,2,6,20001,10100011,1,3,2,9,7,10,11,2,18,8,15,40,34,22,4,45,41,29,21,17
653,653,0,6,220012,1010001101,2,3,2,4,3,7,7,9,15,2,24,38,8,42,17,4,43,50,14,69
654,327,1,52,110010,101000111,0,2,5,8,2,4,4,5,8,17,31,40,26,45,9,32,22,59,43,35
655,655,0,52,220021,1010001111,1,0,4,6,5,9,9,11,17,4,26,40,10,44,19,6,45,52,16,71
656,41,4,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41,41
657,657,0,16,220100,1010010001,0,2,6,8,7,11,11,13,19,6,28,1,12,46,21,8,47,54,18,0
658,329,1,16,110012,101001001,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45,37
659,659,0,16,220102,1010010011,2,4,1,10,9,13,13,15,21,8,30,3,14,1,23,10,49,56,20,2
660,165,2,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23,19
661,661,0,40,220111,1010010101,1,1,3,1,11,15,15,17,23,10,32,5,16,3,25,12,51,58,22,4
662,331,1,6,110021,101001011,1,1,2,1,6,8,8,9,12,21,35,3,30,2,13,36,26,63,47,39
663,663,0,6,220120,1010010111,0,3,5,3,0,0,17,19,25,12,34,7,18,5,27,14,53,60,24,6
664,83,3,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12,10
665,665,0,16,220122,1010011001,2,0,0,5,2,2,0,21,27,14,36,9,20,7,29,16,55,62,26,8
666,333,1,40,110100,101001101,0,3,4,3,8,10,10,11,14,23,0,5,32,4,15,38,28,65,49,41
667,667,0,52,220201,1010011011,1,2,2,7,4,4,2,0,0,16,1,11,22,9,31,18,57,64,28,10
668,167,2,23,20012,10100111,2,2,6,2,11,14,15,6,22,12,19,3,38,26,8,49,45,33,25,21
669,669,0,23,220210,1010011101,0,4,4,9,6,6,4,2,2,18,3,13,24,11,33,20,59,66,30,12
670,335,1,23,110102,101001111,2,0,6,5,10,12,12,13,16,25,2,7,34,6,17,40,30,0,51,43
671,671,0,33,220212,1010011111,2,1,6,0,8,8,6,4,4,20,5,15,26,13,35,22,0,1,32,14
672,21,5,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21,21
673,673,0,21,220221,1010100001,1,3,1,2,10,10,8,6,6,22,7,17,28,15,37,24,2,3,34,16
674,337,1,40,110111,101010001,1,2,1,7,12,14,14,15,18,27,4,9,36,8,19,42,32,2,53,45
675,675,0,40,221000,1010100011,0,0,3,4,12,12,10,8,8,24,9,19,30,17,39,26,4,5,36,18
676,169,2,16,20021,10101001,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27,23
677,677,0,16,221002,1010100101,2,2,5,6,1,14,12,10,10,26,11,21,32,19,41,28,6,7,38,20
678,339,1,16,110120,101010011,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55,47
679,679,0,21,221011,1010100111,1,4,0,8,3,16,14,12,12,28,13,23,34,21,43,30,8,9,40,22
680,85,3,1,10011,1010101,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14,12
681,681,0,21,221020,1010101001,0,1,2,10,5,1,16,14,14,30,15,25,36,23,45,32,10,11,42,24
682,341,1,1,110122,101010101,2,1,5,0,3,1,18,19,22,0,8,13,40,12,23,46,36,6,57,49
683,683,0,11,221022,1010101011,2,3,4,1,7,3,18,16,16,1,17,27,38,25,47,34,12,13,44,26
684,171,2,45,20100,10101011,0,1,3,6,2,1,0,10,26,16,23,7,42,30,12,53,49,37,29,25
685,685,0,45,221101,1010101101,1,0,6,3,9,5,1,18,18,3,19,29,40,27,49,36,14,15,46,28
686,343,1,45,110201,101010111,1,3,0,2,5,3,1,21,24,2,10,15,42,14,25,48,38,8,59,51
687,687,0,11,221110,1010101111,0,2,1,5,11,7,3,20,20,5,21,31,42,29,51,38,16,17,48,30
688,43,4,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43,43
689,689,0,45,221112,1010110001,2,4,3,7,0,9,5,22,22,7,23,33,1,31,0,40,18,19,50,32
690,345,1,45,110210,101011001,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61,53
691,691,0,45,221121,1010110011,1,1,5,9,2,11,7,1,24,9,25,35,3,33,2,42,20,21,52,34
692,173,2,9,20102,10101101,2,3,5,8,4,3,2,12,28,18,25,9,1,32,14,55,51,39,31,27
693,693,0,9,221200,1010110101,0,3,0,0,4,13,9,3,26,11,27,37,5,35,4,44,22,23,54,36
694,347,1,45,110212,101011011,2,2,4,6,9,7,5,2,28,6,14,19,3,18,29,52,42,12,63,55
695,695,0,45,221202,1010110111,2,0,2,2,6,15,11,5,28,13,29,39,7,37,6,46,24,25,56,38
696,87,3,9,10020,1010111,0,2,3,10,9,2,11,18,0,25,13,5,1,40,34,28,26,20,16,14
697,697,0,45,221211,1010111001,1,2,4,4,8,0,13,7,1,15,31,0,9,39,8,48,26,27,58,40
698,349,1,9,110221,101011101,1,4,6,8,11,9,7,4,1,8,16,21,5,20,31,54,44,14,65,57
699,699,0,21,221220,1010111011,0,4,6,6,10,2,15,9,3,17,33,2,11,41,10,50,28,29,60,42
700,175,2,28,20111,10101111,1,0,0,10,6,5,4,14,1,20,27,11,3,34,16,57,53,41,33,29
701,701,0,28,221222,1010111101,2,1,1,8,12,4,17,11,5,19,35,4,13,43,12,52,30,31,62,44
702,351,1,28,111000,101011111,0,1,1,10,0,11,9,6,3,10,18,23,7,22,33,56,46,16,67,59
703,703,0,62,222001,1010111111,1,3,3,10,1,6,0,13,7,21,0,6,15,45,14,54,32,33,64,46
704,11,6,4,102,1011,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
705,705,0,9,222010,1011000001,0,0,5,1,3,8,2,15,9,23,2,8,17,0,16,56,34,35,66,48
706,353,1,45,111002,101100001,2,3,3,1,2,13,11,8,5,12,20,25,9,24,35,58,48,18,69,61
707,707,0,45,222012,1011000011,2,2,0,3,5,10,4,17,11,25,4,10,19,2,18,58,36,37,68,50
708,177,2,9,20120,10110001,0,2,2,1,8,7,6,16,3,22,29,13,5,36,18,0,55,43,35,31
709,709,0,9,222021,1011000101,1,4,2,5,7,12,6,19,13,27,6,12,21,4,20,1,38,39,70,52
710,355,1,9,111011,101100011,1,0,5,3,4,15,13,10,7,14,22,27,11,26,37,1,50,20,0,63
711,711,0,21,222100,1011000111,0,1,4,7,9,14,8,21,15,29,8,14,23,6,22,3,40,41,1,54
712,89,3,9,10022,1011001,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18,16
713,713,0,6,222102,1011001001,2,3,6,9,11,16,10,0,17,0,10,16,25,8,24,5,42,43,3,56
714,357,1,9,111020,101100101,0,2,0,5,6,0,15,12,9,16,24,29,13,28,39,3,52,22,2,65
715,715,0,6,222111,1011001011,1,0,1,0,0,1,12,2,19,2,12,18,27,10,26,7,44,45,5,58
716,179,2,9,20122,10110011,2,4,4,3,10,9,8,18,5,24,31,15,7,38,20,2,57,45,37,33
717,717,0,9,222120,1011001101,0,2,3,2,2,3,14,4,21,4,14,20,29,12,28,9,46,47,7,60
718,359,1,16,111022,101100111,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4,67
719,719,0,16,222122,1011001111,2,4,5,4,4,5,16,6,23,6,16,22,31,14,30,11,48,49,9,62
720,45,4,4,1200,101101,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45,45
721,721,0,14,222201,1011010001,1,1,0,6,6,7,18,8,25,8,18,24,33,16,32,13,50,51,11,64
722,361,1,14,111101,101101001,1,1,4,9,10,4,0,16,13,20,28,33,17,32,43,7,56,26,6,69
723,723,0,14,222210,1011010011,0,3,2,8,8,9,1,10,27,10,20,26,35,18,34,15,52,53,13,66
724,181,2,4,20201,10110101,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39,35
725,725,0,4,222212,1011010101,2,0,4,10,10,11,3,12,0,12,22,28,37,20,36,17,54,55,15,68
726,363,1,14,111110,101101011,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8,71
727,727,0,14,222221,1011010111,1,2,6,1,12,13,5,14,2,14,24,30,39,22,38,19,56,57,17,70
728,91,3,33,10101,1011011,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20,18
729,729,0,9,1000000,1011011001,0,4,1,3,1,15,7,16,4,16,26,32,41,24,40,21,58,59,19,72
730,365,1,33,111112,101101101,2,0,1,2,1,8,4,20,17,24,32,37,21,36,47,11,60,30,10,0
731,731,0,50,1000002,1011011011,2,1,3,5,3,0,9,18,6,18,28,34,0,26,42,23,60,61,21,1
732,183,2,33,20210,10110111,0,3,1,7,1,13,12,22,9,28,35,19,11,42,24,6,0,49,41,37
733,733,0,33,1000011,1011011101,1,3,5,7,5,2,11,20,8,20,30,36,2,28,44,25,1,63,23,3
734,367,1,14,111121,101101111,1,2,3,4,3,10,6,22,19,26,34,39,23,38,49,13,1,32,12,2
735,735,0,14,1000020,1011011111,0,0,0,9,7,4,13,22,10,22,32,38,4,30,46,27,3,65,25,5
736,23,5,4,212,10111,2,3,2,1,10,6,4,0,23,23,23,23,23,23,23,23,23,23,23,23
737,737,0,50,1000022,1011100001,2,2,2,0,9,6,15,1,12,24,34,40,6,32,48,29,5,0,27,7
738,369,1,4,111200,101110001,0,4,5,6,5,12,8,1,21,28,36,0,25,40,51,15,3,34,14,4
739,739,0,4,1000101,1011100011,1,4,4,2,11,8,17,3,14,26,36,1,8,34,50,31,7,2,29,9
740,185,2,14,20212,10111001,2,0,3,9,3,15,14,1,11,30,0,21,13,44,26,8,2,51,43,39
741,741,0,14,1000110,1011100101,0,1,6,4,0,10,0,5,16,28,1,3,10,36,52,33,9,4,31,11
742,371,1,14,111202,101110011,2,1,0,8,7,14,10,3,23,30,1,2,27,42,0,17,5,36,16,6
743,743,0,33,1000112,1011100111,2,3,1,6,2,12,2,7,18,30,3,5,12,38,1,35,11,6,33,13
744,93,3,4,10110,1011101,0,3,2,5,2,8,17,1,6,0,19,11,7,46,40,34,32,26,22,20
745,745,0,31,1000121,1011101001,1,0,3,8,4,14,4,9,20,1,5,7,14,40,3,37,13,8,35,15
