n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
7809,0,7809,0,4,4,10,9,6,0,12,8,28,2,19,26,7,18,21,1,37,70,71
7810,1,3905,2,0,6,0,5,12,10,18,19,30,20,10,35,4,36,11,1,19,0,36
7811,0,7811,2,1,6,1,11,8,2,14,10,30,4,21,28,9,20,23,3,39,1,0
7812,2,1953,0,3,0,6,3,15,15,21,10,0,29,26,18,26,45,6,1,10,36,55
7813,0,7813,1,3,1,3,0,10,4,16,12,1,6,23,30,11,22,25,5,41,3,2
7814,1,3907,1,2,1,2,7,14,12,20,21,1,22,12,37,6,38,13,3,21,2,38
7815,0,7815,0,0,3,5,2,12,6,18,14,3,8,25,32,13,24,27,7,43,5,4
7816,3,977,2,2,4,9,2,8,8,11,20,16,15,34,31,37,23,33,1,39,54,28
7817,0,7817,2,2,5,7,4,14,8,20,16,5,10,27,34,15,26,29,9,45,7,6
7818,1,3909,0,4,3,4,9,16,14,22,23,3,24,14,39,8,40,15,5,23,4,40
7819,0,7819,1,4,0,9,6,16,10,22,18,7,12,29,36,17,28,31,11,47,9,8
7820,2,1955,2,0,2,8,5,0,17,0,12,2,31,28,20,28,47,8,3,12,38,57
7821,0,7821,0,1,2,0,8,1,12,1,20,9,14,31,38,19,30,33,13,49,11,10
7822,1,3911,2,1,5,6,11,1,16,1,25,5,26,16,41,10,42,17,7,25,6,42
7823,0,7823,2,3,4,2,10,3,14,3,22,11,16,33,40,21,32,35,15,51,13,12
7824,4,489,0,4,6,5,8,13,14,6,25,24,8,38,16,19,12,17,1,20,63,51
7825,0,7825,1,0,6,4,12,5,16,5,24,13,18,35,42,23,34,37,17,53,15,14
7826,1,3913,1,3,0,8,0,3,18,3,27,7,28,18,0,12,44,19,9,27,8,44
7827,0,7827,0,2,1,6,1,7,18,7,26,15,20,37,1,25,36,39,19,55,17,16
7828,2,1957,1,2,4,10,7,2,0,2,14,4,33,30,22,30,49,10,5,14,40,59
7829,0,7829,2,4,3,8,3,9,1,9,28,17,22,39,3,27,38,41,21,57,19,18
7830,1,3915,0,0,2,10,2,5,1,5,0,9,30,20,2,14,46,21,11,29,10,46
7831,0,7831,1,1,5,10,5,11,3,11,1,19,24,0,5,29,40,43,23,59,21,20
7832,3,979,1,4,6,0,4,10,10,13,22,18,17,36,33,39,25,35,3,41,56,30
7833,0,7833,0,3,0,1,7,13,5,13,3,21,26,2,7,31,42,45,25,61,23,22
7834,1,3917,2,2,4,1,4,7,3,7,2,11,32,22,4,16,48,23,13,31,12,48
7835,0,7835,2,0,2,3,9,15,7,15,5,23,28,4,9,33,44,47,27,63,25,24
7836,2,1959,0,4,6,1,9,4,2,4,16,6,35,32,24,32,51,12,7,16,42,61
7837,0,7837,1,2,4,5,11,0,9,17,7,25,30,6,11,35,46,49,29,65,27,26
7838,1,3919,1,4,6,3,6,9,5,9,4,13,34,24,6,18,50,25,15,33,14,50
7839,0,7839,0,4,6,7,0,2,11,19,9,27,32,8,13,37,48,51,31,0,29,28
7840,5,245,2,0,0,3,11,7,17,15,13,28,23,40,30,10,33,9,1,44,32,26
7841,0,7841,2,1,1,9,2,4,13,21,11,29,34,10,15,39,50,53,33,2,31,30
7842,1,3921,0,1,1,5,8,11,7,11,6,15,36,26,8,20,52,27,17,35,16,52
7843,0,7843,1,3,3,0,4,6,15,0,13,0,36,12,17,41,52,55,35,4,33,32
7844,2,1961,2,1,1,3,11,6,4,6,18,8,0,34,26,34,0,14,9,18,44,63
7845,0,7845,0,0,5,2,6,8,17,2,15,2,1,14,19,43,1,57,37,6,35,34
7846,1,3923,2,3,3,7,10,13,9,13,8,17,1,28,10,22,1,29,19,37,18,54
7847,0,7847,2,2,0,4,8,10,0,4,17,4,3,16,21,45,3,0,39,8,37,36
7848,3,981,0,1,1,2,6,12,12,15,24,20,19,38,35,41,27,37,5,43,58,32
7849,0,7849,1,4,2,6,10,12,2,6,19,6,5,18,23,0,5,2,41,10,39,38
7850,1,3925,1,0,5,9,12,15,11,15,10,19,3,30,12,24,3,31,21,39,20,56
7851,0,7851,0,1,4,8,12,14,4,8,21,8,7,20,25,2,7,4,43,12,41,40
7852,2,1963,1,3,3,5,0,8,6,8,20,10,2,36,28,36,2,16,11,20,46,65
7853,0,7853,2,3,6,10,1,16,6,10,23,10,9,22,27,4,9,6,45,14,43,42
7854,1,3927,0,2,0,0,1,0,13,17,12,21,5,32,14,26,5,33,23,41,22,58
7855,0,7855,1,0,1,1,3,1,8,12,25,12,11,24,29,6,11,8,47,16,45,44
7856,4,491,2,1,1,7,10,15,16,8,27,26,10,40,18,21,14,19,3,22,65,53
7857,0,7857,0,2,3,3,5,3,10,14,27,14,13,26,31,8,13,10,49,18,47,46
7858,1,3929,2,4,2,2,3,2,15,19,14,23,7,34,16,28,7,35,25,43,24,60
7859,0,7859,2,4,5,5,7,5,12,16,0,16,15,28,33,10,15,12,51,20,49,48
7860,2,1965,0,0,5,7,2,10,8,10,22,12,4,38,30,38,4,18,13,22,48,67
7861,0,7861,1,1,0,7,9,7,14,18,2,18,17,30,35,12,17,14,53,22,51,50
7862,1,3931,1,1,4,4,5,4,17,21,16,25,9,36,18,30,9,37,27,45,26,62
7863,0,7863,0,3,2,9,11,9,16,20,4,20,19,32,37,14,19,16,55,24,53,52
7864,3,983,2,3,3,4,8,14,14,17,26,22,21,40,37,43,29,39,7,45,60,34
7865,0,7865,2,0,4,0,0,11,18,22,6,22,21,34,39,16,21,18,57,26,55,54
7866,1,3933,0,3,6,6,7,6,0,0,18,27,11,38,20,32,11,39,29,47,28,64
7867,0,7867,1,2,6,2,2,13,1,1,8,24,23,36,41,18,23,20,59,28,57,56
7868,2,1967,2,2,0,9,4,12,10,12,24,14,6,40,32,40,6,20,15,24,50,69
7869,0,7869,0,4,1,4,4,15,3,3,10,26,25,38,0,20,25,22,0,30,59,58
7870,1,3935,2,0,1,8,9,8,2,2,20,29,13,40,22,34,13,41,31,49,30,66
7871,0,7871,2,1,3,6,6,0,5,5,12,28,27,40,2,22,27,24,2,32,61,60
7872,6,123,0,3,4,2,6,4,9,8,7,30,12,0,37,29,17,5,1,56,52,50
7873,0,7873,1,3,5,8,8,2,7,7,14,30,29,1,4,24,29,26,4,34,63,62
7874,1,3937,1,2,3,10,11,10,4,4,22,0,15,1,24,36,15,43,33,51,32,68
7875,0,7875,0,0,0,10,10,4,9,9,16,1,31,3,6,26,31,28,6,36,65,64
7876,2,1969,1,4,2,0,6,14,12,14,26,16,8,1,34,42,8,22,17,26,52,71
7877,0,7877,2,2,2,1,12,6,11,11,18,3,33,5,8,28,33,30,8,38,67,66
7878,1,3939,0,4,5,1,0,12,6,6,24,2,17,3,26,38,17,45,35,53,34,70
7879,0,7879,1,4,4,3,1,8,13,13,20,5,35,7,10,30,35,32,10,40,69,68
7880,3,985,1,0,5,6,10,16,16,19,28,24,23,1,39,45,31,41,9,47,62,36
7881,0,7881,0,1,6,5,3,10,15,15,22,7,0,9,12,32,37,34,12,42,0,70
7882,1,3941,2,1,0,3,2,14,8,8,26,4,19,5,28,40,19,47,37,55,36,72
7883,0,7883,2,3,1,7,5,12,17,17,24,9,2,11,14,34,39,36,14,44,2,72
7884,2,1971,0,1,4,2,8,16,14,16,28,18,10,3,36,44,10,24,19,28,54,0
7885,0,7885,1,0,3,9,7,14,0,19,26,11,4,13,16,36,41,38,16,46,4,1
7886,1,3943,1,3,2,5,4,16,10,10,28,6,21,7,30,42,21,49,39,57,38,1
7887,0,7887,0,2,5,0,9,16,2,21,28,13,6,15,18,38,43,40,18,48,6,3
7888,4,493,1,3,3,9,12,0,18,10,0,28,12,1,20,23,16,21,5,24,67,55
7889,0,7889,2,4,0,2,11,1,4,0,1,15,8,17,20,40,45,42,20,50,8,5
7890,1,3945,0,0,4,7,6,1,12,12,1,8,23,9,32,44,23,51,41,59,40,3
7891,0,7891,1,1,2,4,0,3,6,2,3,17,10,19,22,42,47,44,22,52,10,7
7892,2,1973,2,3,6,4,10,1,16,18,1,20,12,5,38,46,12,26,21,30,56,2
7893,0,7893,0,3,4,6,2,5,8,4,5,19,12,21,24,44,49,46,24,54,12,9
7894,1,3947,2,2,6,9,8,3,14,14,3,10,25,11,34,46,25,53,43,61,42,5
7895,0,7895,2,0,6,8,4,7,10,6,7,21,14,23,26,46,51,48,26,56,14,11
7896,3,987,0,2,0,8,12,1,18,21,1,26,25,3,41,0,33,43,11,49,64,38
7897,0,7897,1,2,1,10,6,9,12,8,9,23,16,25,28,1,0,50,28,58,16,13
7898,1,3949,1,4,1,0,10,5,16,16,5,12,27,13,36,1,27,55,45,63,44,7
7899,0,7899,0,4,3,1,8,11,14,10,11,25,18,27,30,3,2,52,30,60,18,15
7900,2,1975,1,0,1,6,12,3,18,20,3,22,14,7,40,1,14,28,23,32,58,4
7901,0,7901,2,1,5,3,10,13,16,12,13,27,20,29,32,5,4,54,32,62,20,17
7902,1,3951,0,1,3,2,12,7,18,18,7,14,29,15,38,3,29,57,47,65,46,9
7903,0,7903,1,3,0,5,12,15,18,14,15,29,22,31,34,7,6,56,34,64,22,19
7904,5,247,1,2,2,5,0,9,0,17,15,30,25,1,32,12,35,11,3,46,34,28
7905,0,7905,0,0,2,7,1,0,1,16,17,0,24,33,36,9,8,58,36,66,24,21
7906,1,3953,2,3,5,4,1,9,1,20,9,16,31,17,40,5,31,0,49,0,48,11
7907,0,7907,2,2,4,9,3,2,3,18,19,2,26,35,38,11,10,1,38,1,26,23
7908,2,1977,0,2,3,8,1,5,1,22,5,24,16,9,42,3,16,30,25,34,60,6
7909,0,7909,1,4,6,0,5,4,5,20,21,4,28,37,40,13,12,3,40,3,28,25
7910,1,3955,1,0,0,6,3,11,3,22,11,18,33,19,42,7,33,2,51,2,50,13
7911,0,7911,0,1,1,2,7,6,7,22,23,6,30,39,42,15,14,5,42,5,30,27
7912,3,989,2,4,2,10,1,3,1,0,3,28,27,5,0,2,35,45,13,51,66,40
7913,0,7913,2,3,3,4,9,8,9,1,25,8,32,0,1,17,16,7,44,7,32,29
7914,1,3957,0,2,2,8,5,13,5,1,13,20,35,21,1,9,35,4,53,4,52,15
7915,0,7915,1,0,5,6,11,10,11,3,27,10,34,2,3,19,18,9,46,9,34,31
7916,2,1979,2,4,5,10,3,7,3,1,7,26,18,11,1,5,18,32,27,36,62,8
7917,0,7917,0,2,0,8,0,12,13,5,0,12,36,4,5,21,20,11,48,11,36,33
7918,1,3959,2,4,4,10,7,15,7,3,15,22,0,23,3,11,37,6,55,6,54,17
7919,0,7919,2,4,2,10,2,14,15,7,2,14,1,6,7,23,22,13,50,13,38,35
7920,4,495,0,0,5,0,1,2,1,12,2,30,14,3,22,25,18,23,7,26,69,57
7921,0,7921,1,1,4,1,4,16,17,9,4,16,3,8,9,25,24,15,52,15,40,37
7922,1,3961,1,1,6,1,9,0,9,5,17,24,2,25,5,13,39,8,57,8,56,19
7923,0,7923,0,3,6,3,6,1,0,11,6,18,5,10,11,27,26,17,54,17,42,39
7924,2,1981,1,1,0,1,5,9,5,3,9,28,20,13,3,7,20,34,29,38,64,10
7925,0,7925,2,0,1,5,8,3,2,13,8,20,7,12,13,29,28,19,56,19,44,41
7926,1,3963,0,3,1,3,11,2,11,7,19,26,4,27,7,15,41,10,59,10,58,21
7927,0,7927,1,2,3,7,10,5,4,15,10,22,9,14,15,31,30,21,58,21,46,43
7928,3,991,1,1,4,1,3,5,3,2,5,30,29,7,2,4,37,47,15,53,68,42
7929,0,7929,0,4,5,9,12,7,6,17,12,24,11,16,17,33,32,23,60,23,48,45
7930,1,3965,2,0,3,5,0,4,13,9,21,28,6,29,9,17,43,12,0,12,60,23
7931,0,7931,2,1,0,0,1,9,8,19,14,26,13,18,19,35,34,25,1,25,50,47
7932,2,1983,0,3,2,3,7,11,7,5,11,30,22,15,5,9,22,36,31,40,66,12
7933,0,7933,1,3,2,2,3,11,10,21,16,28,15,20,21,37,36,27,3,27,52,49
7934,1,3967,1,2,5,7,2,6,15,11,23,30,8,31,11,19,45,14,2,14,62,25
7935,0,7935,0,0,4,4,5,13,12,0,18,30,17,22,23,39,38,29,5,29,54,51
7936,8,31,1,1,3,9,5,14,12,8,2,0,31,31,31,31,31,31,31,31,31,31
7937,0,7937,2,2,6,6,7,15,14,2,20,1,19,24,25,41,40,31,7,31,56,53
7938,1,3969,0,4,0,9,4,8,17,13,25,1,10,33,13,21,47,16,4,16,64,27
7939,0,7939,1,4,1,8,9,0,16,4,22,3,21,26,27,43,42,33,9,33,58,55
7940,2,1985,2,0,4,5,9,13,9,7,13,1,24,17,7,11,24,38,33,42,68,14
7941,0,7941,0,1,3,10,11,2,18,6,24,5,23,28,29,45,44,35,11,35,60,57
7942,1,3971,2,1,2,0,6,10,0,15,27,3,12,35,15,23,49,18,6,18,66,29
7943,0,7943,2,3,5,1,0,4,1,8,26,7,25,30,31,0,46,37,13,37,62,59
7944,3,993,0,3,6,3,5,7,5,4,7,1,31,9,4,6,39,49,17,55,70,44
7945,0,7945,1,0,0,3,2,6,3,10,28,9,27,32,33,2,48,39,15,39,64,61
7946,1,3973,1,3,4,2,8,12,2,17,0,5,14,37,17,25,51,20,8,20,68,31
7947,0,7947,0,2,2,5,4,8,5,12,1,11,29,34,35,4,50,41,17,41,66,63
7948,2,1987,1,2,6,7,11,15,11,9,15,3,26,19,9,13,26,40,35,44,70,16
7949,0,7949,2,4,4,7,6,10,7,14,3,13,31,36,37,6,52,43,19,43,68,65
7950,1,3975,0,0,6,4,10,14,4,19,2,7,16,39,19,27,0,22,10,22,70,33
7951,0,7951,1,1,6,9,8,12,9,16,5,15,33,38,39,8,1,45,21,45,70,67
7952,4,497,2,2,0,2,3,4,3,14,4,1,16,5,24,27,20,25,9,28,0,59
7953,0,7953,0,3,1,0,10,14,11,18,7,17,35,40,41,10,3,47,23,47,1,69
7954,1,3977,2,2,1,6,12,16,6,21,4,9,18,0,21,29,2,24,12,24,1,35
7955,0,7955,2,0,3,2,12,16,13,20,9,19,0,1,0,12,5,49,25,49,3,71
7956,2,1989,0,4,1,9,0,0,13,11,17,5,28,21,11,15,28,42,37,46,1,18
7957,0,7957,1,2,5,4,1,1,15,22,11,21,2,3,2,14,7,51,27,51,5,0
7958,1,3979,1,4,3,8,1,1,8,0,6,11,20,2,23,31,4,26,14,26,3,37
7959,0,7959,0,4,0,6,3,3,17,1,13,23,4,5,4,16,9,53,29,53,7,2
7960,3,995,2,0,1,5,7,9,7,6,9,3,33,11,6,8,41,51,19,57,1,46
7961,0,7961,2,1,2,8,5,5,0,3,15,25,6,7,6,18,11,55,31,55,9,4
7962,1,3981,0,1,5,10,3,3,10,2,8,13,22,4,25,33,6,28,16,28,5,39
7963,0,7963,1,3,4,10,7,7,2,5,17,27,8,9,8,20,13,57,33,57,11,6
7964,2,1991,2,1,3,0,2,2,15,13,19,7,30,23,13,17,30,44,39,48,3,20
7965,0,7965,0,0,6,1,9,9,4,7,19,29,10,11,10,22,15,0,35,59,13,8
7966,1,3983,2,3,0,1,5,5,12,4,10,15,24,6,27,35,8,30,18,30,7,41
7967,0,7967,2,2,1,3,11,11,6,9,21,0,12,13,12,24,17,2,37,61,15,10
7968,5,249,0,4,4,7,2,11,2,19,17,1,27,3,34,14,37,13,5,48,36,30
7969,0,7969,1,4,3,5,0,13,8,11,23,2,14,15,14,26,19,4,39,63,17,12
7970,1,3985,1,0,2,3,7,7,14,6,12,17,26,8,29,37,10,32,20,32,9,43
7971,0,7971,0,1,5,7,2,15,10,13,25,4,16,17,16,28,21,6,41,65,19,14
7972,2,1993,1,3,5,2,4,4,17,15,21,9,32,25,15,19,32,46,41,50,5,22
7973,0,7973,2,3,0,9,4,0,12,15,27,6,18,19,18,30,23,8,43,0,21,16
7974,1,3987,0,2,4,5,9,9,16,8,14,19,28,10,31,39,12,34,22,34,11,45
7975,0,7975,1,0,2,0,6,2,14,17,0,8,20,21,20,32,25,10,45,2,23,18
7976,3,997,1,2,3,7,9,11,9,8,11,5,35,13,8,10,43,53,21,59,3,48
7977,0,7977,0,2,4,2,8,4,16,19,2,10,22,23,22,34,27,12,47,4,25,20
7978,1,3989,2,4,6,7,11,11,18,10,16,21,30,12,33,41,14,36,24,36,13,47
7979,0,7979,2,4,6,4,10,6,18,21,4,12,24,25,24,36,29,14,49,6,27,22
7980,2,1995,0,0,0,4,6,6,0,17,23,11,34,27,17,21,34,48,43,52,7,24
7981,0,7981,1,1,1,6,12,8,1,0,6,14,26,27,26,38,31,16,51,8,29,24
7982,1,3991,1,1,1,9,0,13,1,12,18,23,32,14,35,43,16,38,26,38,15,49
7983,0,7983,0,3,3,8,1,10,3,2,8,16,28,29,28,40,33,18,53,10,31,26
7984,4,499,1,4,2,4,5,6,5,16,6,3,18,7,26,29,22,27,11,30,2,61
7985,0,7985,2,0,5,10,3,12,5,4,10,18,30,31,30,42,35,20,55,12,33,28
7986,1,3993,0,3,3,0,2,15,3,14,20,25,34,16,37,45,18,40,28,40,17,51
7987,0,7987,1,2,0,1,5,14,7,6,12,20,32,33,32,44,37,22,57,14,35,30
7988,2,1997,2,2,2,6,8,8,2,19,25,13,36,29,19,23,36,50,45,54,9,26
7989,0,7989,0,4,2,3,7,16,9,8,14,22,34,35,34,46,39,24,59,16,37,32
7990,1,3995,2,0,5,2,4,0,5,16,22,27,36,18,39,0,20,42,30,42,19,53
7991,0,7991,2,1,4,5,9,1,11,10,16,24,36,37,36,1,41,26,0,18,39,34
7992,3,999,0,4,5,9,11,13,11,10,13,7,0,15,10,12,45,55,23,61,5,50
7993,0,7993,1,3,6,7,11,3,13,12,18,26,1,39,38,3,43,28,2,20,41,36
7994,1,3997,1,2,0,4,6,2,7,18,24,29,1,20,41,2,22,44,32,44,21,55
7995,0,7995,0,0,1,9,0,5,15,14,20,28,3,0,40,5,45,30,4,22,43,38
7996,2,1999,1,4,4,8,10,10,4,21,27,15,1,31,21,25,38,52,47,56,11,28
7997,0,7997,2,2,3,0,2,7,17,16,22,30,5,2,42,7,47,32,6,24,45,40
7998,1,3999,0,4,2,6,8,4,9,20,26,0,3,22,0,4,24,46,34,46,23,57
7999,0,7999,1,4,5,2,4,9,0,18,24,1,7,4,1,9,49,34,8,26,47,42
8000,6,125,2,0,6,4,8,6,11,10,9,1,14,2,39,31,19,7,3,58,54,52
8001,0,8001,0,1,0,4,6,11,2,20,26,3,9,6,3,11,51,36,10,28,49,44
8002,1,4001,2,1,4,8,10,6,11,22,28,2,5,24,2,6,26,48,36,48,25,59
8003,0,8003,2,3,2,6,8,13,4,22,28,5,11,8,5,13,0,38,12,30,51,46
8004,2,2001,0,1,6,10,12,12,6,0,0,17,3,33,23,27,40,54,49,58,13,30
8005,0,8005,1,0,4,8,10,15,6,1,1,7,13,10,7,15,2,40,14,32,53,48
8006,1,4003,1,3,6,10,12,8,13,1,1,4,7,26,4,8,28,50,38,50,27,61
8007,0,8007,0,2,6,10,12,0,8,3,3,9,15,12,9,17,4,42,16,34,55,50
8008,3,1001,2,1,0,0,0,15,13,12,15,9,2,17,12,14,47,57,25,63,7,52
8009,0,8009,2,4,1,1,1,2,10,5,5,11,17,14,11,19,6,44,18,36,57,52
8010,1,4005,0,0,1,1,1,10,15,3,3,6,9,28,6,10,30,52,40,52,29,63
8011,0,8011,1,1,3,3,3,4,12,7,7,13,19,16,13,21,8,46,20,38,59,54
8012,2,2003,2,3,1,1,1,14,8,2,2,19,5,35,25,29,42,56,51,60,15,32
8013,0,8013,0,3,5,5,5,6,14,9,9,15,21,18,15,23,10,48,22,40,61,56
8014,1,4007,2,2,3,3,3,12,17,5,5,8,11,30,8,12,32,54,42,54,31,65
8015,0,8015,2,0,0,7,7,8,16,11,11,17,23,20,17,25,12,50,24,42,63,58
8016,4,501,0,1,4,6,7,8,7,18,8,5,20,9,28,31,24,29,13,32,4,63
8017,0,8017,1,2,2,9,9,10,18,13,13,19,25,22,19,27,14,52,26,44,65,60
8018,1,4009,1,4,5,5,5,14,0,7,7,10,13,32,10,14,34,56,44,56,33,67
8019,0,8019,0,4,4,0,11,12,1,15,15,21,27,24,21,29,16,54,28,46,67,62
8020,2,2005,1,0,3,3,3,16,10,4,4,21,7,37,27,31,44,58,53,62,17,34
8021,0,8021,2,1,6,2,0,14,3,17,17,23,29,26,23,31,18,56,30,48,69,64
8022,1,4011,0,1,0,7,7,16,2,9,9,12,15,34,12,16,36,58,46,58,35,69
8023,0,8023,1,3,1,4,2,16,5,19,19,25,31,28,25,33,20,58,32,50,0,66
8024,3,1003,1,3,2,2,2,0,15,14,17,11,4,19,14,16,49,0,27,65,9,54
8025,0,8025,0,0,3,6,4,1,7,21,21,27,33,30,27,35,22,1,34,52,2,68
8026,1,4013,2,3,2,9,9,1,4,11,11,14,17,36,14,18,38,1,48,60,37,71
8027,0,8027,2,2,5,8,6,3,9,0,23,29,35,32,29,37,24,3,36,54,4,70
8028,2,2007,0,2,5,5,5,1,12,6,6,23,9,39,29,33,46,1,55,64,19,36
8029,0,8029,1,4,0,10,8,5,11,2,25,0,0,34,31,39,26,5,38,56,6,72
8030,1,4015,1,0,4,0,11,3,6,13,13,16,19,38,16,20,40,3,50,62,39,0
8031,0,8031,0,1,2,1,10,7,13,4,27,2,2,36,33,41,28,7,40,58,8,1
8032,5,251,2,1,6,9,4,13,4,21,19,3,29,5,36,16,39,15,7,50,38,32
8033,0,8033,2,3,4,3,12,9,15,6,0,4,4,38,35,43,30,9,42,60,10,3
8034,1,4017,0,2,6,2,0,5,8,15,15,18,21,40,18,22,42,5,52,64,41,2
8035,0,8035,1,0,6,5,1,11,17,8,2,6,6,40,37,45,32,11,44,62,12,5
8036,2,2009,2,4,0,7,7,3,14,8,8,25,11,0,31,35,48,3,57,66,21,38
8037,0,8037,0,2,1,7,3,13,0,10,4,8,8,1,39,0,34,13,46,64,14,7
8038,1,4019,2,4,1,4,2,7,10,17,17,20,23,1,20,24,44,7,54,66,43,4
8039,0,8039,2,4,3,9,5,15,2,12,6,10,10,3,41,2,36,15,48,66,16,9
8040,3,1005,0,0,4,4,4,2,17,16,19,13,6,21,16,18,51,2,29,0,11,56
8041,0,8041,1,1,5,0,7,0,4,14,8,12,12,5,0,4,38,17,50,1,18,11
8042,1,4021,1,1,3,6,4,9,12,19,19,22,25,3,22,26,46,9,56,1,45,6
8043,0,8043,0,3,0,2,9,2,6,16,10,14,14,7,2,6,40,19,52,3,20,13
8044,2,2011,1,1,2,9,9,5,16,10,10,27,13,2,33,37,50,5,59,1,23,40
8045,0,8045,2,0,2,4,11,4,8,18,12,16,16,9,4,8,42,21,54,5,22,15
8046,1,4023,0,3,5,8,6,11,14,21,21,24,27,5,24,28,48,11,58,3,47,8
8047,0,8047,1,2,4,6,0,6,10,20,14,18,18,11,6,10,44,23,56,7,24,17
8048,4,503,2,3,6,8,9,10,9,20,10,7,22,11,30,33,26,31,15,34,6,65
8049,0,8049,0,4,6,8,2,8,12,22,16,20,20,13,8,12,46,25,58,9,26,19
8050,1,4025,2,0,0,10,8,13,16,0,23,26,29,7,26,30,50,13,60,5,49,10
8051,0,8051,2,1,1,10,4,10,14,1,18,22,22,15,10,14,48,27,60,11,28,21
8052,2,2013,0,3,4,0,11,7,18,12,12,29,15,4,35,39,52,7,0,3,25,42
8053,0,8053,1,3,3,1,6,12,16,3,20,24,24,17,12,16,50,29,1,13,30,23
8054,1,4027,1,2,2,1,10,15,18,2,25,28,31,9,28,32,52,15,1,7,51,12
8055,0,8055,0,0,5,3,8,14,18,5,22,26,26,19,14,18,52,31,3,15,32,25
8056,3,1007,2,2,6,6,6,4,0,18,21,15,8,23,18,20,0,4,31,2,13,58
8057,0,8057,2,2,0,5,10,16,1,7,24,28,28,21,16,20,1,33,5,17,34,27
8058,1,4029,0,4,4,3,12,0,1,4,27,30,33,11,30,34,1,17,3,9,53,14
8059,0,8059,1,4,2,7,12,1,3,9,26,30,30,23,18,22,3,35,7,19,36,29
8060,2,2015,2,0,6,2,0,9,1,14,14,0,17,6,37,41,1,9,2,5,27,44
8061,0,8061,0,1,4,9,1,3,5,11,28,1,32,25,20,24,5,37,9,21,38,31
8062,1,4031,2,1,6,5,1,2,3,6,0,1,35,13,32,36,3,19,5,11,55,16
8063,0,8063,2,3,6,0,3,5,7,13,1,3,34,27,22,26,7,39,11,23,40,33
8064,7,63,0,3,0,8,11,12,6,17,5,1,26,22,20,16,10,4,2,63,63,63
8065,0,8065,1,0,1,2,5,7,9,15,3,5,36,29,24,28,9,41,13,25,42,35
8066,1,4033,1,3,1,7,3,4,5,8,2,3,0,15,34,38,5,21,7,13,57,18
8067,0,8067,0,2,3,4,7,9,11,17,5,7,1,31,26,30,11,43,15,27,44,37
8068,2,2017,1,2,1,4,2,11,3,16,16,2,19,8,39,43,3,11,4,7,29,46
8069,0,8069,2,4,5,6,9,11,13,19,7,9,3,33,28,32,13,45,17,29,46,39
8070,1,4035,0,0,3,9,5,6,7,10,4,5,2,17,36,40,7,23,9,15,59,20
8071,0,8071,1,1,0,8,11,13,15,21,9,11,5,35,30,34,15,47,19,31,48,41
8072,3,1009,1,4,1,8,8,6,2,20,23,17,10,25,20,22,2,6,33,4,15,60
8073,0,8073,0,3,2,10,0,15,17,0,11,13,7,37,32,36,17,49,21,33,50,43
8074,1,4037,2,2,5,0,7,8,9,12,6,7,4,19,38,42,9,25,11,17,61,22
8075,0,8075,2,0,4,1,2,0,0,2,13,15,9,39,34,38,19,51,23,35,52,45
8076,2,2019,0,4,3,6,4,13,5,18,18,4,21,10,41,45,5,13,6,9,31,48
8077,0,8077,1,2,6,3,4,2,2,4,15,17,11,0,36,40,21,53,25,37,54,47
8078,1,4039,1,4,0,2,9,10,11,14,8,9,6,21,40,44,11,27,13,19,63,24
8079,0,8079,0,4,1,5,6,4,4,6,17,19,13,2,38,42,23,55,27,39,56,49
8080,4,505,1,0,1,10,11,12,11,22,12,9,24,13,32,35,28,33,17,36,8,67
8081,0,8081,2,1,3,7,8,6,6,8,19,21,15,4,40,44,25,57,29,41,58,51
8082,1,4041,0,1,2,4,11,12,13,16,10,11,8,23,42,46,13,29,15,21,65,26
8083,0,8083,1,3,5,9,10,8,8,10,21,23,17,6,42,46,27,0,31,43,60,53
8084,2,2021,2,1,5,8,6,15,7,20,20,6,23,12,0,0,7,15,8,11,33,50
8085,0,8085,0,0,0,0,12,10,10,12,23,25,19,8,1,1,29,2,33,45,62,55
8086,1,4043,2,3,4,6,0,14,15,18,12,13,10,25,1,1,15,31,17,23,67,28
8087,0,8087,2,2,2,2,1,12,12,14,25,27,21,10,3,3,31,4,35,47,64,57
8088,3,1011,0,1,3,10,10,8,4,22,25,19,12,27,22,24,4,8,35,6,17,62
8089,0,8089,1,4,4,4,3,14,14,16,27,29,23,12,5,5,33,6,37,49,66,59
8090,1,4045,1,0,6,8,2,16,17,20,14,15,12,27,3,3,17,33,19,25,69,30
8091,0,8091,0,1,6,6,5,16,16,18,0,0,25,14,7,7,35,8,39,51,68,61
8092,2,2023,1,3,0,10,8,0,9,22,22,8,25,14,2,2,9,17,10,13,35,52
8093,0,8093,2,3,1,8,7,1,18,20,2,2,27,16,9,9,37,10,41,53,70,63
8094,1,4047,0,2,1,10,4,1,0,22,16,17,14,29,5,5,19,35,21,27,0,32
8095,0,8095,1,0,3,10,9,3,1,22,4,4,29,18,11,11,39,12,43,55,1,65
8096,5,253,1,3,1,0,6,15,6,0,21,5,31,7,38,18,41,17,9,52,40,34
8097,0,8097,0,2,5,1,11,5,3,1,6,6,31,20,13,13,41,14,45,57,3,67
8098,1,4049,2,4,3,1,6,3,2,1,18,19,16,31,7,7,21,37,23,29,2,34
