This is a focused 2-adic view of the first 5000 integers in consecutive order, without residues. Use this to confirm patterns seen in smaller numbers and also to search for extended structure.

For every integer n:
- oc is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- k is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0, so is omitted here.
- dist is the odd-to-odd Collatz stopping distance of oc

oc,k,dist
2337,,18
1169,1,18
2339,,18
585,2,18
2341,,18
1171,1,18
2343,,54
293,3,42
2345,,54
1173,1,42
2347,,37
587,2,42
2349,,42
1175,1,42
2351,,18
147,4,42
2353,,8
1177,1,8
2355,,8
589,2,42
2357,,42
1179,1,18
2359,,18
295,3,18
2361,,18
1181,1,18
2363,,18
591,2,18
2365,,18
1183,1,30
2367,,30
37,6,6
2369,,42
1185,1,54
2371,,54
593,2,25
2373,,25
1187,1,25
2375,,59
297,3,25
2377,,15
1189,1,25
2379,,25
595,2,25
2381,,25
1191,1,15
2383,,15
149,4,6
2385,,35
1193,1,35
2387,,35
597,2,6
2389,,6
1195,1,42
2391,,42
299,3,42
2393,,23
1197,1,42
2395,,8
599,2,42
2397,,42
1199,1,23
2399,,23
75,5,3
2401,,59
1201,1,18
2403,,18
601,2,18
2405,,18
1203,1,18
2407,,23
301,3,3
2409,,42
1205,1,3
2411,,59
603,2,23
2413,,23
1207,1,23
2415,,42
151,4,3
2417,,3
1209,1,18
2419,,18
605,2,3
2421,,3
1211,1,23
2423,,23
303,3,13
2425,,59
1213,1,13
2427,,42
607,2,13
2429,,13
1215,1,59
2431,,59
19,7,6
2433,,13
1217,1,47
2435,,47
609,2,47
2437,,47
1219,1,47
2439,,47
305,3,11
2441,,23
1221,1,11
2443,,13
611,2,11
2445,,11
1223,1,47
2447,,47
153,4,11
2449,,47
1225,1,47
2451,,47
613,2,11
2453,,11
1227,1,47
2455,,47
307,3,11
2457,,47
1229,1,11
2459,,35
615,2,23
2461,,23
1231,1,23
2463,,76
77,5,6
2465,,23
1233,1,47
2467,,47
617,2,47
2469,,47
1235,1,47
2471,,47
309,3,6
2473,,42
1237,1,6
2475,,23
619,2,47
2477,,47
1239,1,47
2479,,13
155,4,30
2481,,11
1241,1,11
2483,,11
621,2,30
2485,,30
1243,1,23
2487,,23
311,3,30
2489,,11
1245,1,30
2491,,35
623,2,47
2493,,47
1247,1,47
2495,,23
39,6,11
2497,,30
1249,1,64
2499,,64
625,2,6
2501,,6
1251,1,6
2503,,20
313,3,47
2505,,30
1253,1,47
2507,,11
627,2,47
2509,,47
1255,1,30
2511,,30
157,4,11
2513,,47
1257,1,11
2515,,11
629,2,11
2517,,11
1259,1,28
2519,,28
315,3,11
2521,,11
1261,1,11
2523,,47
631,2,11
2525,,11
1263,1,64
2527,,64
79,5,11
2529,,23
1265,1,11
2531,,11
633,2,8
2533,,8
1267,1,8
2535,,28
317,3,11
2537,,47
1269,1,11
2539,,64
635,2,8
2541,,8
1271,1,8
2543,,64
159,4,18
2545,,11
1273,1,8
2547,,8
637,2,18
2549,,18
1275,1,28
2551,,28
319,3,18
2553,,64
1277,1,18
2555,,18
639,2,47
2557,,47
1279,1,47
2559,,40
5,9,1
2561,,52
1281,1,16
2563,,16
641,2,16
2565,,16
1283,1,16
2567,,52
321,3,6
2569,,16
1285,1,6
2571,,16
643,2,6
2573,,6
1287,1,52
2575,,52
161,4,35
2577,,6
1289,1,52
2579,,52
645,2,35
2581,,35
1291,1,16
2583,,16
323,3,35
2585,,16
1293,1,35
2587,,52
647,2,11
2589,,11
1295,1,11
2591,,16
81,5,6
2593,,11
1297,1,35
2595,,35
649,2,52
2597,,52
1299,1,52
2599,,52
325,3,6
2601,,64
1301,1,6
2603,,35
651,2,35
2605,,35
1303,1,35
2607,,28
163,4,6
2609,,16
1305,1,16
2611,,16
653,2,6
2613,,6
1307,1,64
2615,,64
327,3,52
2617,,28
1309,1,52
2619,,35
655,2,52
2621,,52
1311,1,35
2623,,35
41,6,40
2625,,6
1313,1,6
2627,,6
657,2,16
2629,,16
1315,1,16
2631,,69
329,3,16
2633,,11
1317,1,16
2635,,16
659,2,16
2637,,16
1319,1,52
2639,,52
165,4,40
2641,,35
1321,1,35
2643,,35
661,2,40
2645,,40
1323,1,16
2647,,16
331,3,6
2649,,33
1325,1,6
2651,,52
663,2,6
2653,,6
1327,1,16
2655,,16
83,5,40
2657,,16
1329,1,16
2659,,16
665,2,16
2661,,16
1331,1,16
2663,,28
333,3,40
2665,,16
1333,1,40
2667,,13
667,2,52
2669,,52
1335,1,52
2671,,13
167,4,23
2673,,40
1337,1,13
2675,,13
669,2,23
2677,,23
1339,1,6
2679,,6
335,3,23
2681,,13
1341,1,23
2683,,23
671,2,33
2685,,33
1343,1,33
2687,,33
21,7,1
2689,,23
1345,1,40
2691,,40
673,2,21
2693,,21
1347,1,21
2695,,6
337,3,40
2697,,57
1349,1,40
2699,,21
675,2,40
2701,,40
1351,1,57
2703,,57
169,4,16
2705,,11
1353,1,11
2707,,11
677,2,16
2709,,16
1355,1,40
2711,,40
339,3,16
2713,,57
1357,1,16
2715,,33
679,2,21
2717,,21
1359,1,21
2719,,21
85,5,1
2721,,21
1361,1,16
2723,,16
681,2,21
2725,,21
1363,1,21
2727,,45
341,3,1
2729,,57
1365,1,1
2731,,40
683,2,11
2733,,11
1367,1,11
2735,,57
171,4,45
2737,,11
1369,1,11
2739,,11
685,2,45
2741,,45
1371,1,40
2743,,40
343,3,45
2745,,11
1373,1,45
2747,,21
687,2,11
2749,,11
1375,1,11
2751,,62
43,6,9
2753,,45
1377,1,57
2755,,57
689,2,45
2757,,45
1379,1,45
2759,,57
345,3,45
2761,,45
1381,1,45
2763,,11
691,2,45
2765,,45
1383,1,33
2767,,33
173,4,9
2769,,21
1385,1,21
2771,,21
693,2,9
2773,,9
1387,1,21
2775,,21
347,3,45
2777,,45
1389,1,45
2779,,57
695,2,45
2781,,45
1391,1,40
2783,,40
87,5,9
2785,,21
1393,1,9
2787,,9
697,2,45
2789,,45
1395,1,45
2791,,21
349,3,9
2793,,38
1397,1,9
2795,,21
699,2,21
2797,,21
1399,1,21
2799,,21
175,4,28
2801,,9
1401,1,33
2803,,33
701,2,28
2805,,28
1403,1,45
2807,,45
351,3,28
2809,,57
1405,1,28
2811,,18
703,2,62
2813,,62
1407,1,62
2815,,57
11,8,4
2817,,28
1409,1,28
2819,,28
705,2,9
2821,,9
1411,1,9
2823,,18
353,3,45
2825,,28
1413,1,45
2827,,38
707,2,45
2829,,45
1415,1,9
2831,,9
177,4,9
2833,,45
1417,1,26
2835,,26
709,2,9
2837,,9
1419,1,45
2839,,45
355,3,9
2841,,26
1421,1,9
2843,,62
711,2,21
2845,,21
1423,1,21
2847,,62
89,5,9
2849,,21
1425,1,6
2851,,6
713,2,6
2853,,6
1427,1,6
2855,,45
357,3,9
2857,,62
1429,1,9
2859,,26
715,2,6
2861,,6
1431,1,6
2863,,26
179,4,9
2865,,6
1433,1,6
2867,,6
717,2,9
2869,,9
1435,1,26
2871,,26
359,3,16
2873,,62
1437,1,16
2875,,16
719,2,16
2877,,16
1439,1,45
2879,,45
45,6,4
2881,,9
1441,1,50
2883,,50
721,2,14
2885,,14
1443,1,14
2887,,45
361,3,14
2889,,50
1445,1,14
2891,,14
723,2,14
2893,,14
1447,1,16
2895,,16
181,4,4
2897,,50
1449,1,50
2899,,50
725,2,4
2901,,4
1451,1,50
2903,,50
363,3,14
2905,,14
1453,1,14
2907,,50
727,2,14
2909,,14
1455,1,50
2911,,50
91,5,33
2913,,38
1457,1,9
2915,,9
729,2,9
2917,,9
1459,1,9
2919,,79
365,3,33
2921,,26
1461,1,33
2923,,50
731,2,50
2925,,50
1463,1,50
2927,,62
183,4,33
2929,,33
1465,1,9
2931,,9
733,2,33
2933,,33
1467,1,50
2935,,50
367,3,14
2937,,16
1469,1,14
2939,,26
735,2,14
2941,,14
1471,1,62
2943,,62
23,7,4
2945,,26
1473,1,33
2947,,33
737,2,50
2949,,50
1475,1,50
2951,,33
369,3,4
2953,,43
1477,1,4
2955,,50
739,2,4
2957,,4
1479,1,33
2959,,33
185,4,14
2961,,9
1481,1,9
2963,,9
741,2,14
2965,,14
1483,1,50
2967,,50
371,3,14
2969,,50
1485,1,14
2971,,14
743,2,33
2973,,33
1487,1,33
2975,,14
93,5,4
2977,,50
1489,1,14
2979,,14
745,2,31
2981,,31
1491,1,31
2983,,50
373,3,4
2985,,50
1493,1,4
2987,,14
747,2,14
2989,,14
1495,1,14
2991,,14
187,4,14
2993,,14
1497,1,14
2995,,14
749,2,14
2997,,14
1499,1,14
2999,,14
375,3,14
3001,,11
1501,1,14
3003,,11
751,2,50
3005,,50
1503,1,50
3007,,55
47,6,38
3009,,11
1505,1,11
3011,,11
753,2,4
3013,,4
1507,1,4
3015,,31
377,3,21
3017,,11
1509,1,21
3019,,21
755,2,21
3021,,21
1511,1,31
3023,,31
189,4,38
3025,,21
1513,1,21
3027,,21
757,2,38
3029,,38
1515,1,50
3031,,50
379,3,19
3033,,4
1517,1,19
3035,,55
759,2,19
3037,,19
1519,1,55
3039,,55
95,5,38
3041,,55
1521,1,38
3043,,38
761,2,9
3045,,9
1523,1,9
3047,,19
381,3,38
3049,,43
1525,1,38
3051,,55
763,2,55
3053,,55
1527,1,55
3055,,31
191,4,14
3057,,38
1529,1,19
3059,,19
765,2,14
3061,,14
1531,1,19
3063,,19
383,3,14
3065,,55
1533,1,14
3067,,19
767,2,19
3069,,19
1535,1,19
3071,,55
3,10,2
3073,,38
1537,1,55
3075,,55
769,2,9
3077,,9
1539,1,9
3079,,55
385,3,9
3081,,55
1541,1,9
3083,,9
771,2,9
3085,,9
1543,1,38
3087,,38
193,4,43
3089,,9
1545,1,19
3091,,19
773,2,43
3093,,43
1547,1,9
3095,,9
387,3,43
3097,,67
1549,1,43
3099,,48
775,2,55
3101,,55
1551,1,55
3103,,31
97,5,43
3105,,55
1553,1,43
3107,,43
777,2,9
3109,,9
1555,1,9
3111,,9
389,3,43
3113,,31
1557,1,43
3115,,19
779,2,19
3117,,19
1559,1,19
3119,,14
195,4,43
3121,,19
1561,1,19
3123,,19
781,2,43
3125,,43
1563,1,55
3127,,55
391,3,43
3129,,38
1565,1,43
3131,,38
783,2,43
3133,,43
1567,1,19
3135,,19
49,6,7
3137,,9
1569,1,9
3139,,9
785,2,43
3141,,43
1571,1,43
3143,,36
393,3,19
3145,,19
1573,1,19
3147,,43
787,2,19
3149,,19
1575,1,19
3151,,19
197,4,7
3153,,19
1577,1,31
3155,,31
789,2,7
3157,,7
1579,1,43
3159,,43
395,3,26
3161,,55
1581,1,26
3163,,16
791,2,26
3165,,26
1583,1,60
3167,,60
99,5,7
3169,,16
1585,1,26
3171,,26
793,2,26
3173,,26
1587,1,26
3175,,72
397,3,7
3177,,16
1589,1,7
3179,,26
795,2,36
3181,,36
1591,1,36
3183,,19
199,4,43
3185,,7
1593,1,43
3187,,43
797,2,43
3189,,43
1595,1,24
3191,,24
399,3,43
3193,,9
1597,1,43
3195,,24
799,2,24
3197,,24
1599,1,24
3199,,60
25,7,7
3201,,60
1601,1,19
3203,,19
801,2,19
3205,,19
1603,1,19
3207,,14
401,3,4
3209,,24
1605,1,4
3211,,43
803,2,4
3213,,4
1607,1,60
3215,,60
201,4,4
3217,,24
1609,1,24
3219,,24
805,2,4
3221,,4
1611,1,4
3223,,4
403,3,4
3225,,19
1613,1,4
3227,,36
807,2,24
3229,,24
1615,1,24
3231,,60
101,5,7
3233,,60
1617,1,14
3235,,14
809,2,14
3237,,14
1619,1,14
3239,,43
405,3,7
3241,,60
1621,1,7
3243,,14
811,2,48
3245,,48
1623,1,48
3247,,14
203,4,12
3249,,48
1625,1,48
3251,,48
813,2,12
3253,,12
1627,1,24
3255,,24
407,3,12
3257,,14
1629,1,12
3259,,14
815,2,48
3261,,48
1631,1,48
3263,,24
51,6,7
3265,,48
1633,1,48
3267,,48
817,2,12
3269,,12
1635,1,12
3271,,48
409,3,12
3273,,48
1637,1,12
3275,,48
819,2,12
3277,,12
1639,1,36
3279,,36
205,4,7
3281,,24
1641,1,24
3283,,24
821,2,7
3285,,7
1643,1,24
3287,,24
411,3,48
3289,,48
1645,1,48
3291,,48
823,2,48
3293,,48
1647,1,48
3295,,48
103,5,31
3297,,43
1649,1,7
3299,,7
825,2,48
3301,,48
1651,1,48
3303,,24
413,3,31
3305,,14
1653,1,31
3307,,24
827,2,12
3309,,12
1655,1,12
3311,,60
207,4,31
3313,,31
1657,1,24
3315,,24
829,2,31
3317,,31
1659,1,12
3319,,12
415,3,48
3321,,36
1661,1,48
3323,,41
831,2,48
3325,,48
1663,1,24
3327,,24
13,8,2
3329,,31
1665,1,65
3331,,65
833,2,7
3333,,7
1667,1,7
3335,,65
417,3,48
3337,,21
1669,1,48
3339,,31
835,2,48
3341,,48
1671,1,12
3343,,12
209,4,12
3345,,48
1673,1,31
3347,,31
837,2,12
3349,,12
1675,1,48
3351,,48
419,3,12
3353,,12
1677,1,12
3355,,31
839,2,29
3357,,29
1679,1,29
3359,,48
105,5,12
3361,,12
1681,1,12
3363,,12
841,2,12
3365,,12
1683,1,12
3367,,29
421,3,12
3369,,65
1685,1,12
3371,,24
843,2,12
3373,,12
1687,1,12
3375,,48
211,4,12
3377,,9
1689,1,9
3379,,9
845,2,12
3381,,12
1691,1,48
3383,,48
423,3,9
3385,,65
1693,1,9
3387,,12
847,2,9
3389,,9
1695,1,65
3391,,65
53,6,2
3393,,12
1697,1,9
3395,,9
849,2,19
3397,,19
1699,1,19
3399,,41
425,3,19
3401,,29
1701,1,19
3403,,19
851,2,19
3405,,19
1703,1,19
3407,,19
213,4,2
3409,,48
1705,1,48
3411,,48
853,2,2
3413,,2
1707,1,53
3415,,53
427,3,17
3417,,17
1709,1,17
3419,,53
855,2,17
3421,,17
1711,1,53
3423,,53
107,5,36
3425,,17
1713,1,7
3427,,7
857,2,7
3429,,7
1715,1,7
3431,,41
429,3,36
3433,,53
1717,1,36
3435,,53
859,2,53
3437,,53
1719,1,53
3439,,53
215,4,36
3441,,36
1721,1,17
3443,,17
861,2,36
3445,,36
1723,1,17
3447,,17
431,3,12
3449,,53
1725,1,12
3451,,17
863,2,12
3453,,12
1727,1,17
3455,,17
27,7,41
3457,,12
1729,1,36
3459,,36
865,2,53
3461,,53
1731,1,53
3463,,36
433,3,7
3465,,53
1733,1,7
3467,,53
867,2,7
3469,,7
1735,1,36
3471,,36
217,4,7
3473,,36
1737,1,36
3475,,36
869,2,7
3477,,7
1739,1,17
3479,,17
435,3,7
3481,,17
1741,1,7
3483,,29
871,2,65
3485,,65
1743,1,65
3487,,46
109,5,41
3489,,29
1745,1,53
3491,,53
873,2,53
3493,,53
1747,1,53
3495,,17
437,3,41
3497,,36
1749,1,41
3499,,46
875,2,7
3501,,7
1751,1,7
3503,,29
219,4,17
3505,,17
1753,1,17
3507,,17
877,2,17
3509,,17
1755,1,12
3511,,12
439,3,17
3513,,17
1757,1,17
3515,,53
879,2,53
3517,,53
1759,1,53
3519,,26
55,6,41
3521,,36
1761,1,36
3523,,36
881,2,41
3525,,41
1763,1,41
3527,,17
441,3,7
3529,,17
1765,1,7
3531,,34
883,2,7
3533,,7
1767,1,53
3535,,53
221,4,41
3537,,7
1769,1,17
3539,,17
885,2,41
3541,,41
1771,1,17
3543,,17
443,3,17
3545,,17
1773,1,17
3547,,17
887,2,17
3549,,17
1775,1,29
3551,,29
111,5,24
3553,,17
1777,1,41
3555,,41
889,2,53
3557,,53
1779,1,53
3559,,14
445,3,24
3561,,14
1781,1,24
3563,,58
891,2,14
3565,,14
1783,1,14
3567,,70
223,4,24
3569,,24
1785,1,7
3571,,7
893,2,24
3573,,24
1787,1,14
3575,,14
447,3,34
3577,,24
1789,1,34
3579,,24
895,2,34
3581,,34
1791,1,34
3583,,34
7,9,5
3585,,24
1793,1,41
3587,,41
897,2,22
3589,,22
1795,1,22
3591,,53
449,3,41
3593,,7
1797,1,41
3595,,22
899,2,41
3597,,41
1799,1,22
3599,,22
225,4,17
3601,,41
1801,1,58
3603,,58
901,2,17
3605,,17
1803,1,12
3607,,12
451,3,17
3609,,12
1805,1,17
3611,,22
903,2,41
3613,,41
1807,1,41
3615,,22
113,5,2
3617,,58
1809,1,17
3619,,17
905,2,22
3621,,22
1811,1,22
3623,,41
453,3,2
3625,,22
1813,1,2
3627,,17
907,2,17
3629,,17
1815,1,17
3631,,34
227,4,2
3633,,22
1817,1,22
3635,,22
909,2,2
3637,,2
1819,1,58
3639,,58
455,3,12
3641,,41
1821,1,12
3643,,58
911,2,12
3645,,12
1823,1,58
3647,,58
57,6,10
3649,,12
1825,1,12
3651,,12
913,2,46
3653,,46
1827,1,46
3655,,41
457,3,46
3657,,41
1829,1,46
3659,,46
915,2,46
3661,,46
1831,1,22
3663,,22
229,4,10
3665,,12
1833,1,12
3667,,12
917,2,10
3669,,10
1835,1,46
3671,,46
459,3,46
3673,,58
1837,1,46
3675,,34
919,2,46
3677,,46
1839,1,58
3679,,58
115,5,10
3681,,46
1841,1,46
3683,,46
921,2,46
3685,,46
1843,1,46
3687,,12
461,3,10
3689,,34
1845,1,10
3691,,22
923,2,22
3693,,22
1847,1,22
3695,,75
231,4,46
3697,,10
1849,1,22
3699,,22
925,2,46
3701,,46
1851,1,46
3703,,46
463,3,46
3705,,58
1853,1,46
3707,,46
927,2,41
3709,,41
1855,1,41
3711,,87
29,7,5
3713,,22
1857,1,10
3715,,10
929,2,46
3717,,46
1859,1,46
3719,,12
465,3,10
3721,,22
1861,1,10
3723,,46
931,2,10
3725,,10
1863,1,22
3727,,22
233,4,29
3729,,22
1865,1,22
3731,,22
933,2,29
3733,,29
1867,1,10
3735,,10
467,3,29
3737,,34
1869,1,29
3739,,39
935,2,46
3741,,46
1871,1,46
3743,,22
117,5,5
3745,,58
1873,1,29
3747,,29
937,2,63
3749,,63
1875,1,63
3751,,19
469,3,5
3753,,58
1877,1,5
3755,,19
939,2,29
3757,,29
1879,1,29
3759,,29
235,4,46
3761,,10
1881,1,10
3763,,10
941,2,46
3765,,46
1883,1,29
3767,,29
471,3,46
3769,,39
1885,1,46
3771,,39
943,2,10
3773,,10
1887,1,10
3775,,29
59,6,10
3777,,46
1889,1,27
3779,,27
945,2,10
3781,,10
1891,1,10
3783,,46
473,3,10
3785,,46
1893,1,10
3787,,27
947,2,10
3789,,10
1895,1,63
3791,,63
237,4,10
3793,,22
1897,1,22
3795,,22
949,2,10
3797,,10
1899,1,22
3799,,22
475,3,7
3801,,7
1901,1,7
3803,,27
951,2,7
3805,,7
1903,1,46
3807,,46
119,5,10
3809,,63
1905,1,10
3811,,10
953,2,7
3813,,7
1907,1,7
3815,,63
477,3,10
3817,,27
1909,1,10
3819,,7
955,2,7
3821,,7
1911,1,7
3823,,63
239,4,17
3825,,10
1913,1,27
3827,,27
957,2,17
3829,,17
1915,1,63
3831,,63
479,3,17
3833,,17
1917,1,17
3835,,46
959,2,46
3837,,46
1919,1,46
3839,,39
15,8,5
3841,,10
1921,1,51
3843,,51
961,2,15
3845,,15
1923,1,15
3847,,51
481,3,15
3849,,46
1925,1,15
3851,,51
963,2,15
3853,,15
1927,1,15
3855,,15
241,4,5
3857,,15
1929,1,17
3859,,17
965,2,5
3861,,5
1931,1,51
3863,,51
483,3,5
3865,,51
1933,1,5
3867,,27
967,2,51
3869,,51
1935,1,51
3871,,39
121,5,34
3873,,15
1937,1,15
3875,,15
969,2,15
3877,,15
1939,1,15
3879,,51
485,3,34
3881,,51
1941,1,34
3883,,15
971,2,10
3885,,10
1943,1,10
3887,,15
243,4,34
3889,,10
1945,1,10
3891,,10
973,2,34
3893,,34
1947,1,27
3895,,27
487,3,51
3897,,51
1949,1,51
3899,,51
975,2,51
3901,,51
1951,1,63
3903,,63
61,6,5
3905,,34
1953,1,10
3907,,10
977,2,34
3909,,34
1955,1,34
3911,,27
489,3,15
3913,,51
1957,1,15
3915,,34
979,2,15
3917,,15
1959,1,27
3919,,27
245,4,5
3921,,15
1961,1,63
3923,,63
981,2,5
3925,,5
1963,1,27
3927,,27
491,3,51
3929,,34
1965,1,51
3931,,27
983,2,51
3933,,51
1967,1,34
3935,,34
123,5,15
3937,,44
1969,1,5
3939,,5
985,2,5
3941,,5
1971,1,5
3943,,63
493,3,15
3945,,34
1973,1,15
3947,,68
987,2,10
3949,,10
1975,1,10
3951,,24
247,4,15
3953,,15
1977,1,51
3955,,51
989,2,15
3957,,15
1979,1,51
3959,,51
495,3,34
3961,,15
1981,1,34
3963,,15
991,2,34
3965,,34
1983,1,15
3967,,15
31,7,39
3969,,51
1985,1,15
3971,,15
993,2,32
3973,,32
1987,1,32
3975,,15
497,3,5
3977,,51
1989,1,5
3979,,32
995,2,5
3981,,5
1991,1,15
3983,,15
249,4,15
3985,,15
1993,1,15
3987,,15
997,2,15
3989,,15
1995,1,15
3991,,15
499,3,15
3993,,15
1997,1,15
3995,,27
999,2,15
3997,,15
1999,1,15
3999,,68
125,5,39
4001,,12
2001,1,15
4003,,15
1001,2,51
4005,,51
2003,1,51
4007,,12
501,3,39
4009,,56
2005,1,39
4011,,68
1003,2,12
4013,,12
2007,1,12
4015,,12
251,4,22
4017,,5
2009,1,5
4019,,5
1005,2,22
4021,,22
2011,1,12
4023,,12
503,3,22
4025,,22
2013,1,22
4027,,22
1007,2,32
4029,,32
2015,1,32
4031,,32
63,6,39
4033,,22
2017,1,22
4035,,22
1009,2,39
4037,,39
2019,1,39
4039,,51
505,3,20
4041,,51
2021,1,20
4043,,5
1011,2,20
4045,,20
2023,1,56
4047,,56
253,4,39
4049,,20
2025,1,56
4051,,56
1013,2,39
4053,,39
2027,1,56
4055,,56
507,3,10
4057,,39
2029,1,10
4059,,20
1015,2,10
4061,,10
2031,1,20
4063,,20
127,5,15
4065,,44
2033,1,39
4067,,39
1017,2,56
4069,,56
2035,1,56
4071,,56
509,3,15
4073,,32
2037,1,15
4075,,56
1019,2,20
4077,,20
2039,1,20
4079,,20
255,4,15
4081,,15
2041,1,20
4083,,20
1021,2,15
4085,,15
2043,1,56
4087,,56
511,3,20
4089,,20
2045,1,20
4091,,44
1023,2,20
4093,,20
2047,1,56
4095,,56
1,12,0
4097,,39
2049,1,56
4099,,56
1025,2,10
4101,,10
2051,1,10
4103,,56
513,3,10
4105,,56
2053,1,10
4107,,10
1027,2,10
4109,,10
2055,1,10
4111,,10
257,4,44
4113,,10
2057,1,39
4115,,39
1029,2,44
4117,,44
2059,1,10
4119,,10
515,3,44
4121,,20
2061,1,44
4123,,32
1031,2,10
4125,,10
2063,1,10
4127,,61
129,5,44
4129,,68
2065,1,44
4131,,44
1033,2,56
4133,,56
2067,1,56
4135,,32
517,3,44
4137,,32
2069,1,44
4139,,56
1035,2,44
4141,,44
2071,1,44
4143,,20
259,4,44
4145,,10
2073,1,10
4147,,10
1037,2,44
4149,,44
2075,1,32
4151,,32
519,3,20
4153,,20
2077,1,20
4155,,20
1039,2,20
4157,,20
2079,1,15
4159,,15
65,6,8
4161,,20
2081,1,20
4163,,20
1041,2,44
4165,,44
2083,1,44
4167,,39
521,3,44
4169,,56
2085,1,44
4171,,44
1043,2,44
4173,,44
2087,1,39
4175,,39
261,4,8
4177,,44
2089,1,20
4179,,20
1045,2,8
4181,,8
2091,1,10
4183,,10
523,3,44
4185,,10
2093,1,44
4187,,20
1047,2,44
4189,,44
2095,1,37
4191,,37
131,5,8
4193,,20
2097,1,20
4195,,20
1049,2,20
4197,,20
2099,1,20
4199,,20
525,3,8
4201,,20
2101,1,8
4203,,20
1051,2,32
4205,,32
2103,1,32
4207,,37
263,4,27
4209,,8
2105,1,44
4211,,44
1053,2,27
4213,,27
2107,1,56
4215,,56
527,3,27
4217,,17
2109,1,27
4219,,56
1055,2,61
4221,,61
2111,1,61
4223,,56
33,7,8
4225,,17
2113,1,27
4227,,27
1057,2,27
4229,,27
2115,1,27
4231,,10
529,3,8
4233,,73
2117,1,8
4235,,17
1059,2,8
4237,,8
2119,1,27
4239,,27
265,4,44
4241,,37
2121,1,37
4243,,37
1061,2,44
4245,,44
2123,1,8
4247,,8
531,3,44
4249,,44
2125,1,44
4251,,27
1063,2,25
4253,,25
2127,1,25
4255,,73
133,5,8
4257,,10
2129,1,44
4259,,44
1065,2,25
4261,,25
2131,1,25
4263,,44
533,3,8
4265,,61
2133,1,8
4267,,44
1067,2,20
4269,,20
2135,1,20
4271,,61
267,4,5
4273,,20
2137,1,20
4275,,20
1069,2,5
4277,,5
2139,1,25
4279,,25
535,3,5
4281,,44
2141,1,5
4283,,44
1071,2,61
4285,,61
2143,1,61
4287,,44
67,6,8
4289,,25
2145,1,25
4291,,25
1073,2,5
4293,,5
2147,1,5
4295,,25
537,3,5
4297,,5
2149,1,5
4299,,20
1075,2,5
4301,,5
2151,1,37
4303,,37
269,4,8
4305,,25
2153,1,25
4307,,25
1077,2,8
4309,,8
2155,1,61
4311,,61
539,3,15
4313,,15
2157,1,15
4315,,44
1079,2,15
4317,,15
2159,1,44
4319,,44
135,5,13
4321,,61
2161,1,8
4323,,8
1081,2,49
4325,,49
2163,1,49
4327,,61
541,3,13
4329,,15
2165,1,13
4331,,44
1083,2,49
4333,,49
2167,1,49
4335,,20
271,4,13
4337,,13
2169,1,25
4339,,25
1085,2,13
4341,,13
2171,1,15
4343,,15
543,3,49
4345,,15
2173,1,49
4347,,66
1087,2,49
4349,,49
2175,1,25
4351,,25
17,8,3
4353,,49
2177,1,49
4355,,49
1089,2,13
4357,,13
2179,1,13
4359,,61
545,3,13
4361,,49
2181,1,13
4363,,49
1091,2,13
4365,,13
2183,1,49
4367,,49
273,4,8
4369,,13
2185,1,37
4371,,37
1093,2,8
4373,,8
2187,1,25
4375,,25
547,3,8
4377,,25
2189,1,8
4379,,78
1095,2,25
4381,,25
2191,1,25
4383,,25
137,5,32
4385,,49
2193,1,49
4387,,49
1097,2,49
4389,,49
2195,1,49
4391,,61
549,3,32
4393,,49
2197,1,32
4395,,44
1099,2,8
4397,,8
2199,1,8
4399,,34
275,4,32
4401,,49
2201,1,49
4403,,49
1101,2,32
4405,,32
2203,1,15
4407,,15
551,3,13
4409,,25
2205,1,13
4411,,13
1103,2,13
4413,,13
2207,1,61
4415,,61
69,6,3
4417,,32
2209,1,25
4419,,25
1105,2,32
4421,,32
2211,1,32
4423,,25
553,3,49
4425,,13
2213,1,49
4427,,32
1107,2,49
4429,,49
2215,1,42
4431,,42
277,4,3
4433,,49
2217,1,25
4435,,25
1109,2,3
4437,,3
2219,1,32
4439,,32
555,3,8
4441,,66
2221,1,8
4443,,32
1111,2,8
4445,,8
2223,1,66
4447,,66
139,5,13
4449,,22
2225,1,49
4451,,49
1113,2,49
4453,,49
2227,1,49
4455,,32
557,3,13
4457,,13
2229,1,13
4459,,13
1115,2,32
4461,,32
2231,1,32
4463,,13
279,4,13
4465,,13
2233,1,49
4467,,49
1117,2,13
4469,,13
2235,1,13
4471,,13
559,3,30
4473,,32
2237,1,30
4475,,49
1119,2,30
4477,,30
2239,1,49
4479,,49
35,7,3
4481,,13
2241,1,13
4483,,13
1121,2,13
4485,,13
2243,1,13
4487,,13
561,3,13
4489,,30
2245,1,13
4491,,66
1123,2,13
4493,,13
2247,1,25
4495,,25
281,4,13
4497,,13
2249,1,13
4499,,13
1125,2,13
4501,,13
2251,1,10
4503,,10
563,3,13
4505,,10
2253,1,13
4507,,30
1127,2,49
4509,,49
2255,1,49
4511,,54
141,5,3
4513,,66
2257,1,10
4515,,10
1129,2,10
4517,,10
2259,1,10
4519,,30
565,3,3
4521,,66
2261,1,3
4523,,30
1131,2,10
4525,,10
2263,1,10
4527,,10
283,4,20
4529,,20
2265,1,20
4531,,20
1133,2,20
4533,,20
