This is a focused 2-adic view of the first 5000 integers in consecutive order, without residues. Use this to confirm patterns seen in smaller numbers and also to search for extended structure.

For every integer n:
- oc is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- k is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0, so is omitted here.
- dist is the odd-to-odd Collatz stopping distance of oc

oc,k,dist
2267,1,30
4535,,30
567,3,20
4537,,20
2269,1,20
4539,,66
1135,2,20
4541,,20
2271,1,20
4543,,66
71,6,37
4545,,49
2273,1,49
4547,,49
1137,2,3
4549,,3
2275,1,3
4551,,66
569,3,18
4553,,54
2277,1,18
4555,,18
1139,2,18
4557,,18
2279,1,54
4559,,54
285,4,37
4561,,18
2281,1,54
4563,,54
1141,2,37
4565,,37
2283,1,18
4567,,18
571,3,8
4569,,8
2285,1,8
4571,,18
1143,2,8
4573,,8
2287,1,42
4575,,42
143,5,37
4577,,54
2289,1,37
4579,,37
1145,2,54
4581,,54
2291,1,54
4583,,30
573,3,37
4585,,54
2293,1,37
4587,,42
1147,2,18
4589,,18
2295,1,18
4591,,61
287,4,13
4593,,37
2297,1,18
4595,,18
1149,2,13
4597,,13
2299,1,54
4599,,54
575,3,13
4601,,18
2301,1,13
4603,,42
1151,2,18
4605,,18
2303,1,18
4607,,54
9,9,6
4609,,13
2305,1,37
4611,,37
1153,2,54
4613,,54
2307,1,54
4615,,30
577,3,8
4617,,37
2309,1,8
4619,,54
1155,2,8
4621,,8
2311,1,54
4623,,54
289,4,8
4625,,8
2313,1,37
4627,,37
1157,2,8
4629,,8
2315,1,37
4631,,37
579,3,8
4633,,37
2317,1,8
4635,,30
1159,2,18
4637,,18
2319,1,18
4639,,30
145,5,42
4641,,18
2321,1,8
4643,,8
1161,2,66
4645,,66
2323,1,66
4647,,18
581,3,42
4649,,47
2325,1,42
4651,,8
1163,2,54
4653,,54
2327,1,54
4655,,30
291,4,42
4657,,54
2329,1,54
4659,,54
1165,2,42
4661,,42
2331,1,37
4663,,37
583,3,8
4665,,47
2333,1,8
4667,,8
1167,2,8
4669,,8
2335,1,30
4671,,30
73,6,42
4673,,18
2337,1,18
4675,,18
1169,2,18
4677,,18
2339,1,18
4679,,13
585,3,18
4681,,13
2341,1,18
4683,,18
1171,2,18
4685,,18
2343,1,54
4687,,54
293,4,42
4689,,54
2345,1,54
4691,,54
1173,2,42
4693,,42
2347,1,37
4695,,37
587,3,42
4697,,37
2349,1,42
4699,,27
1175,2,42
4701,,42
2351,1,18
4703,,18
147,5,42
4705,,18
2353,1,8
4707,,8
1177,2,8
4709,,8
2355,1,8
4711,,18
589,3,42
4713,,54
2357,1,42
4715,,35
1179,2,18
4717,,18
2359,1,18
4719,,35
295,4,18
4721,,42
2361,1,18
4723,,18
1181,2,18
4725,,18
2363,1,18
4727,,18
591,3,18
4729,,18
2365,1,18
4731,,18
1183,2,30
4733,,30
2367,1,30
4735,,54
37,7,6
4737,,18
2369,1,42
4739,,42
1185,2,54
4741,,54
2371,1,54
4743,,18
593,3,25
4745,,15
2373,1,25
4747,,54
1187,2,25
4749,,25
2375,1,59
4751,,59
297,4,25
4753,,15
2377,1,15
4755,,15
1189,2,25
4757,,25
2379,1,25
4759,,25
595,3,25
4761,,8
2381,1,25
4763,,71
1191,2,15
4765,,15
2383,1,15
4767,,35
149,5,6
4769,,25
2385,1,35
4771,,35
1193,2,35
4773,,35
2387,1,35
4775,,18
597,3,6
4777,,35
2389,1,6
4779,,25
1195,2,42
4781,,42
2391,1,42
4783,,25
299,4,42
4785,,23
2393,1,23
4787,,23
1197,2,42
4789,,42
2395,1,8
4791,,8
599,3,42
4793,,23
2397,1,42
4795,,59
1199,2,23
4797,,23
2399,1,23
4799,,59
75,6,3
4801,,42
2401,1,59
4803,,59
1201,2,18
4805,,18
2403,1,18
4807,,42
601,3,18
4809,,13
2405,1,18
4811,,13
1203,2,18
4813,,18
2407,1,23
4815,,23
301,4,3
4817,,42
2409,1,42
4819,,42
1205,2,3
4821,,3
2411,1,59
4823,,59
603,3,23
4825,,18
2413,1,23
4827,,35
1207,2,23
4829,,23
2415,1,42
4831,,42
151,5,3
4833,,23
2417,1,3
4835,,3
1209,2,18
4837,,18
2419,1,18
4839,,59
605,3,3
4841,,35
2421,1,3
4843,,59
1211,2,23
4845,,23
2423,1,23
4847,,59
303,4,13
4849,,3
2425,1,59
4851,,59
1213,2,13
4853,,13
2427,1,42
4855,,42
607,3,13
4857,,59
2429,1,13
4859,,42
1215,2,59
4861,,59
2431,1,59
4863,,30
19,8,6
4865,,13
2433,1,13
4867,,13
1217,2,47
4869,,47
2435,1,47
4871,,13
609,3,47
4873,,42
2437,1,47
4875,,42
1219,2,47
4877,,47
2439,1,47
4879,,47
305,4,11
4881,,47
2441,1,23
4883,,23
1221,2,11
4885,,11
2443,1,13
4887,,13
611,3,11
4889,,13
2445,1,11
4891,,64
1223,2,47
4893,,47
2447,1,47
4895,,23
153,5,11
4897,,59
2449,1,47
4899,,47
1225,2,47
4901,,47
2451,1,47
4903,,35
613,3,11
4905,,59
2453,1,11
4907,,47
1227,2,47
4909,,47
2455,1,47
4911,,42
307,4,11
4913,,47
2457,1,47
4915,,47
1229,2,11
4917,,11
2459,1,35
4919,,35
615,3,23
4921,,23
2461,1,23
4923,,23
1231,2,23
4925,,23
2463,1,76
4927,,76
77,6,6
4929,,11
2465,1,23
4931,,23
1233,2,47
4933,,47
2467,1,47
4935,,71
617,3,47
4937,,47
2469,1,47
4939,,47
1235,2,47
4941,,47
2471,1,47
4943,,47
309,4,6
4945,,42
2473,1,42
4947,,42
1237,2,6
4949,,6
2475,1,23
4951,,23
619,3,47
4953,,11
2477,1,47
4955,,23
1239,2,47
4957,,47
2479,1,13
4959,,13
155,5,30
4961,,23
2481,1,11
4963,,11
1241,2,11
4965,,11
2483,1,11
4967,,59
621,3,30
4969,,23
2485,1,30
4971,,23
1243,2,23
4973,,23
2487,1,23
4975,,23
311,4,30
4977,,30
2489,1,11
4979,,11
1245,2,30
4981,,30
2491,1,35
4983,,35
623,3,47
4985,,40
2493,1,47
4987,,59
1247,2,47
4989,,47
2495,1,23
4991,,23
39,7,11
4993,,59
2497,1,30
4995,,30
1249,2,64
4997,,64
2499,1,64
4999,,30
625,3,6
