# Orbit of 6171

This is well studied Collatz sequence 6171, given in odd-to-odd Collatz order.
Every n is represented by a group of 7 lines that forms a small tree, with n in the center.
The "children" of n are defined as the 2-adic odd cores of its even neighbors, n-1 and n+1.
They have their own children in turn, and for every n this hierarchy is shown.

## Collatz orbit of 6171
oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71
10703,1,69,112200102,10100111001111,2,3,0,0,4,10,6,8,2,8,10,2,39,34,50,24,28,50,53 # oc(oc(42815-1)-1)
21407,1,69,1002100212,101001110011111,2,2,1,1,9,4,13,17,5,17,21,5,36,22,48,49,57,34,36 # oc(42815-1)
669,5,23,220210,1010011101,0,4,4,9,6,6,4,2,2,18,3,13,24,11,33,20,59,66,30 # oc(oc(42815-1)+1)
42815,0,69,2011201202,1010011100111111,2,0,3,3,6,9,8,12,11,4,6,11,30,45,44,40,54,2,2 # 42815 -> 64223
167,2,23,20012,10100111,2,2,6,2,11,14,15,6,22,12,19,3,38,26,8,49,45,33,25 # oc(oc(42815+1)-1)
669,6,23,220210,1010011101,0,4,4,9,6,6,4,2,2,18,3,13,24,11,33,20,59,66,30 # oc(42815+1)
335,1,23,110102,101001111,2,0,6,5,10,12,12,13,16,25,2,7,34,6,17,40,30,0,51 # oc(oc(42815+1)+1)

16055,1,68,211000122,11111010110111,2,0,4,6,0,7,0,1,18,28,34,24,16,28,49,7,12,42,9 # oc(oc(64223-1)-1)
32111,1,68,1122001022,111110101101111,2,1,2,2,1,15,1,3,8,26,32,8,33,10,46,15,25,18,19 # oc(64223-1)
2007,4,12,2202100,11111010111,0,2,5,5,5,1,12,6,6,23,9,39,29,33,46,1,55,64,19 # oc(oc(64223-1)+1)
64223,0,68,10021002122,1111101011011111,2,3,5,5,3,14,3,7,17,22,28,17,24,21,40,31,51,37,39 # 64223 -> 96335
1003,1,12,1101011,1111101011,1,3,2,2,2,0,15,14,17,11,4,19,14,16,49,0,27,65,9 # oc(oc(64223+1)-1)
2007,5,12,2202100,11111010111,0,2,5,5,5,1,12,6,6,23,9,39,29,33,46,1,55,64,19 # oc(64223+1)
251,3,22,100022,11111011,2,1,6,9,4,13,4,21,19,3,29,5,36,16,39,15,7,50,38 # oc(oc(64223+1)+1)

24083,1,67,1020000222,101111000010011,2,3,3,4,7,11,10,2,13,27,33,16,3,19,21,11,49,30,14 # oc(oc(96335-1)-1)
48167,1,67,2110001222,1011110000100111,2,2,0,9,2,6,2,5,27,24,30,33,7,39,43,23,38,61,29 # oc(96335-1)
6021,3,11,22021000,1011110000101,0,1,1,4,2,3,17,18,18,7,27,35,1,5,32,3,43,58,57 # oc(oc(96335-1)+1)
96335,0,67,11220010222,10111100001001111,2,0,1,8,5,13,5,11,26,18,24,26,15,32,34,47,16,56,59 # 96335 -> 144503
1505,2,11,2001202,10111100001,2,0,0,9,10,9,4,10,26,17,25,29,0,1,21,30,41,31,14 # oc(oc(96335+1)-1)
6021,4,11,22021000,1011110000101,0,1,1,4,2,3,17,18,18,7,27,35,1,5,32,3,43,58,57 # oc(96335+1)
3011,1,11,11010112,101111000011,2,1,1,8,8,2,9,21,24,4,14,18,1,3,43,2,22,63,29 # oc(oc(96335+1)+1)

36125,1,66,1211112222,1000110100011101,2,0,5,1,11,0,6,15,20,10,13,4,5,29,32,17,13,12,57 # oc(oc(144503-1)-1)
72251,1,66,10200002222,10001101000111011,2,1,4,3,10,1,13,8,12,21,27,9,11,12,12,35,27,25,44 # oc(144503-1)
18063,2,66,220210000,100011010001111,0,3,3,1,6,9,13,8,25,21,7,23,3,15,43,9,7,40,29 # oc(oc(144503-1)+1)
144503,0,66,21100012222,100011010001110111,2,3,2,7,8,3,8,17,25,12,18,19,23,25,25,12,55,51,18 # 144503 -> 216755
9031,1,66,110101111,10001101000111,1,1,1,0,9,4,6,15,12,10,3,11,1,7,21,4,3,53,14 # oc(oc(144503+1)-1)
18063,3,66,220210000,100011010001111,0,3,3,1,6,9,13,8,25,21,7,23,3,15,43,9,7,40,29 # oc(144503+1)
1129,4,10,1112211,10001101001,1,4,2,7,11,7,8,2,27,13,19,22,11,1,16,8,31,57,64 # oc(oc(144503+1)+1)

13547,3,65,200120202,11010011101011,2,2,2,6,1,15,0,0,4,0,5,17,2,11,32,36,5,13,57 # oc(oc(216755-1)-1)
108377,1,65,12111122222,11010011101011001,2,2,3,5,9,2,1,1,4,1,4,14,17,42,45,53,41,38,31 # oc(216755-1)
54189,1,65,2202100000,1101001110101101,0,4,2,3,5,10,1,1,17,1,21,28,9,45,23,27,21,53,16 # oc(oc(216755-1)+1)
216755,0,65,102000022222,110100111010110011,2,0,0,0,6,5,3,3,9,3,9,29,35,38,38,48,22,10,63 # 216755 -> 325133
13547,2,65,200120202,11010011101011,2,2,2,6,1,15,0,0,4,0,5,17,2,11,32,36,5,13,57 # oc(oc(216755+1)-1)
54189,2,65,2202100000,1101001110101101,0,4,2,3,5,10,1,1,17,1,21,28,9,45,23,27,21,53,16 # oc(216755+1)
27095,1,65,1101011112,110100111010111,2,0,5,2,3,14,1,1,9,1,11,35,5,23,12,14,11,27,44 # oc(oc(216755+1)+1)

40641,1,64,2001202020,1001111011000001,0,1,6,7,3,11,0,0,12,0,15,10,6,33,43,49,15,39,29 # oc(oc(325133-1)-1)
81283,2,64,11010111111,10011110110000011,1,3,6,4,7,6,1,1,25,1,31,21,13,20,34,40,31,12,59 # oc(325133-1)
20321,2,64,1000212122,100111101100001,2,1,0,4,2,6,10,12,21,16,8,26,25,17,22,25,8,20,15 # oc(oc(325133-1)+1)
325133,0,64,121111222222,1001111011000001101,2,3,4,6,3,8,5,5,14,5,14,3,10,34,31,43,3,49,24 # 325133 -> 121925
81283,1,64,11010111111,10011110110000011,1,3,6,4,7,6,1,1,25,1,31,21,13,20,34,40,31,12,59 # oc(oc(325133+1)-1)
162567,1,64,22021000000,100111101100000111,0,2,6,9,2,13,3,3,22,3,26,2,27,41,16,22,2,25,48 # oc(325133+1)
20321,3,64,1000212122,100111101100001,2,1,0,4,2,6,10,12,21,16,8,26,25,17,22,25,8,20,15 # oc(oc(325133+1)+1)

1905,4,10,2121120,11101110001,0,0,1,2,7,1,5,19,20,14,18,19,13,25,50,17,14,29,59 # oc(oc(121925-1)-1)
30481,2,63,1112210221,111011100010001,1,1,3,0,9,0,5,6,2,8,30,18,37,25,6,37,42,63,22 # oc(121925-1)
15241,1,63,202220111,11101110001001,1,1,2,6,5,9,3,15,16,20,34,30,19,13,30,19,52,32,47 # oc(oc(121925-1)+1)
121925,0,63,20012020202,11101110001000101,2,0,6,1,11,1,2,2,9,2,10,32,20,7,25,31,47,52,18 # 121925 -> 22861
30481,1,63,1112210221,111011100010001,1,1,3,0,9,0,5,6,2,8,30,18,37,25,6,37,42,63,22 # oc(oc(121925+1)-1)
60963,1,63,10002121220,1110111000100011,0,3,0,1,6,1,11,13,5,17,24,37,32,4,13,16,24,60,45 # oc(121925+1)
15241,2,63,202220111,11101110001001,1,1,2,6,5,9,3,15,16,20,34,30,19,13,30,19,52,32,47 # oc(oc(121925+1)+1)

2857,1,62,10220211,101100101001,1,2,1,8,10,1,7,5,15,5,8,28,19,37,48,25,51,43,17 # oc(oc(22861-1)-1)
5715,2,62,21211200,1011001010011,0,0,3,6,8,3,15,11,2,11,17,16,39,28,44,51,42,20,35 # oc(22861-1)
1429,2,9,1221221,10110010101,1,4,1,10,12,1,4,3,8,3,23,35,10,19,51,13,26,22,9 # oc(oc(22861-1)+1)
22861,0,62,1011100201,101100101001101,1,1,6,3,7,13,4,22,9,14,32,24,28,19,18,28,47,14,70 # 22861 -> 8573
5715,1,62,21211200,1011001010011,0,0,3,6,8,3,15,11,2,11,17,16,39,28,44,51,42,20,35 # oc(oc(22861+1)-1)
11431,1,62,120200101,10110010100111,1,1,0,2,4,7,12,0,5,23,35,33,36,10,36,44,24,41,0 # oc(22861+1)
1429,3,9,1221221,10110010101,1,4,1,10,12,1,4,3,8,3,23,35,10,19,51,13,26,22,9 # oc(oc(22861+1)+1)

1071,1,61,1110200,10000101111,0,1,0,4,5,0,7,13,27,17,35,5,39,37,11,9,34,66,6 # oc(oc(8573-1)-1)
2143,2,61,2221101,100001011111,1,3,1,9,11,1,15,4,26,4,34,11,36,28,23,19,8,66,13 # oc(8573-1)
67,5,8,2111,1000011,1,2,4,1,2,16,10,21,9,5,30,26,24,20,14,8,6,0,67 # oc(oc(8573-1)+1)
8573,0,61,102202112,10000101111101,2,3,5,4,6,5,4,17,18,17,26,4,16,19,40,18,33,64,53 # 8573 -> 3215
2143,1,61,2221101,100001011111,1,3,1,9,11,1,15,4,26,4,34,11,36,28,23,19,8,66,13 # oc(oc(8573+1)-1)
4287,1,44,12212210,1000010111111,0,2,3,8,10,3,12,9,24,9,32,23,30,10,47,39,17,66,27 # oc(8573+1)
67,6,8,2111,1000011,1,2,4,1,2,16,10,21,9,5,30,26,24,20,14,8,6,0,67 # oc(oc(8573+1)+1)

803,1,4,1002202,1100100011,2,3,5,0,10,4,5,21,20,28,26,24,29,4,8,36,10,66,22 # oc(oc(3215-1)-1)
1607,1,60,2012112,11001000111,2,2,4,1,8,9,11,20,12,26,16,8,16,9,17,14,21,66,45 # oc(3215-1)
201,3,4,21110,11001001,0,1,5,3,6,14,11,17,27,15,16,37,29,13,42,24,18,0,59 # oc(oc(3215-1)+1)
3215,0,60,11102002,110010001111,2,0,2,3,4,2,4,18,25,22,33,17,33,19,35,29,43,66,20 # 3215 -> 4823
25,3,7,221,11001,1,0,4,3,12,8,6,2,25,25,25,25,25,25,25,25,25,25,25 # oc(oc(3215+1)-1)
201,4,4,21110,11001001,0,1,5,3,6,14,11,17,27,15,16,37,29,13,42,24,18,0,59 # oc(3215+1)
101,1,7,10202,1100101,2,1,3,2,10,16,6,9,14,8,27,19,15,7,48,42,40,34,30 # oc(oc(3215+1)+1)

1205,1,3,1122122,10010110101,2,0,1,6,9,15,8,9,16,27,21,16,1,30,39,25,46,66,69 # oc(oc(4823-1)-1)
2411,1,59,10022022,100101101011,2,1,3,2,6,14,17,19,4,24,6,33,3,14,26,51,32,66,68 # oc(4823-1)
603,2,23,211100,1001011011,0,3,1,9,5,8,14,5,23,14,11,29,1,39,20,13,54,0,35 # oc(oc(4823-1)+1)
4823,0,59,20121122,1001011010111,2,3,0,5,0,12,16,16,9,18,13,26,7,29,0,44,4,66,66 # 4823 -> 7235
301,1,3,102011,100101101,1,1,0,4,2,12,16,2,11,22,5,14,0,19,36,6,57,33,17 # oc(oc(4823+1)-1)
603,3,23,211100,1001011011,0,3,1,9,5,8,14,5,23,14,11,29,1,39,20,13,54,0,35 # oc(4823+1)
151,2,3,12121,10010111,1,1,4,8,8,15,18,13,6,27,3,28,22,10,45,33,29,17,9 # oc(oc(4823+1)+1)

113,5,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(7235-1)-1)
3617,1,58,11221222,111000100001,2,2,5,9,3,13,7,6,21,21,28,9,5,45,13,18,18,66,67 # oc(7235-1)
1809,1,17,2111000,11100010001,0,4,3,5,2,7,4,15,11,11,33,5,3,23,7,39,40,0,34 # oc(oc(7235-1)+1)
7235,0,58,100220222,1110001000011,2,0,4,8,7,10,15,13,14,12,20,19,11,44,27,37,37,66,64 # 7235 -> 10853
113,4,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42 # oc(oc(7235+1)-1)
1809,2,17,2111000,11100010001,0,4,3,5,2,7,4,15,11,11,33,5,3,23,7,39,40,0,34 # oc(7235+1)
905,1,22,1020112,1110001001,2,0,2,3,8,4,12,8,6,6,17,3,2,12,4,20,51,34,53 # oc(oc(7235+1)+1)

339,3,16,110120,101010011,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55 # oc(oc(10853-1)-1)
2713,2,57,10201111,101010011001,1,3,4,7,9,10,15,22,16,16,12,7,4,34,10,58,29,33,15 # oc(10853-1)
1357,1,16,1212021,10101001101,1,2,6,4,5,14,8,0,23,24,25,4,24,41,32,0,15,17,8 # oc(oc(10853-1)+1)
10853,0,57,112212222,10101001100101,2,3,3,7,11,7,4,20,7,3,12,29,17,43,41,56,56,66,61 # 10853 -> 2035
2713,1,57,10201111,101010011001,1,3,4,7,9,10,15,22,16,16,12,7,4,34,10,58,29,33,15 # oc(oc(10853+1)-1)
5427,1,57,21110000,1010100110011,0,2,2,4,6,4,12,22,4,2,25,15,9,22,21,58,59,0,31 # oc(10853+1)
1357,2,16,1212021,10101001101,1,2,6,4,5,14,8,0,23,24,25,4,24,41,32,0,15,17,8 # oc(oc(10853+1)+1)

127,3,15,11201,1111111,1,2,1,6,10,8,13,12,11,3,16,4,41,33,21,9,5,60,56 # oc(oc(2035-1)-1)
1017,1,56,1101200,1111111001,0,2,2,5,3,14,10,5,2,25,18,33,28,30,10,14,41,12,23 # oc(2035-1)
509,1,15,200212,111111101,2,4,5,3,2,16,15,3,16,13,28,17,36,39,32,37,21,40,12 # oc(oc(2035-1)+1)
2035,0,56,2210101,11111110011,1,0,5,0,7,12,2,11,5,20,0,26,14,14,21,29,22,25,47 # 2035 -> 3053
127,2,15,11201,1111111,1,2,1,6,10,8,13,12,11,3,16,4,41,33,21,9,5,60,56 # oc(oc(2035+1)-1)
509,2,15,200212,111111101,2,4,5,3,2,16,15,3,16,13,28,17,36,39,32,37,21,40,12 # oc(2035+1)
255,1,15,100110,11111111,0,0,3,2,8,0,8,2,23,7,33,9,40,20,43,19,11,54,42 # oc(oc(2035+1)+1)

381,1,38,112010,101111101,0,1,3,7,4,7,1,13,4,9,11,12,37,5,10,27,15,46,26 # oc(oc(3053-1)-1)
763,2,55,1001021,1011111011,1,3,0,4,9,15,3,4,9,19,23,25,32,11,21,55,31,26,53 # oc(3053-1)
191,2,14,21002,10111111,2,1,2,4,9,4,1,7,17,5,6,27,19,3,32,14,8,57,49 # oc(oc(3053-1)+1)
3053,0,55,11012002,101111101101,2,3,1,6,11,10,13,17,8,15,19,19,0,45,32,44,3,38,0 # 3053 -> 1145
763,1,55,1001021,1011111011,1,3,0,4,9,15,3,4,9,19,23,25,32,11,21,55,31,26,53 # oc(oc(3053+1)-1)
1527,1,55,2002120,10111110111,0,2,1,9,6,14,7,9,19,8,10,10,22,23,43,52,2,53,36 # oc(3053+1)
191,3,14,21002,10111111,2,1,2,4,9,4,1,7,17,5,6,27,19,3,32,14,8,57,49 # oc(oc(3053+1)+1)

71,1,37,2122,1000111,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0 # oc(oc(1145-1)-1)
143,3,37,12022,10001111,2,3,3,0,0,7,10,5,27,19,32,20,14,2,37,25,21,9,1 # oc(1145-1)
9,4,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(1145-1)+1)
1145,0,54,1120102,10001111001,2,0,4,1,1,6,5,18,14,29,35,38,27,17,32,24,47,6,9 # 1145 -> 859
143,2,37,12022,10001111,2,3,3,0,0,7,10,5,27,19,32,20,14,2,37,25,21,9,1 # oc(oc(1145+1)-1)
573,1,37,210020,1000111101,0,3,6,1,1,12,3,21,22,15,18,40,14,9,43,42,24,37,5 # oc(1145+1)
287,1,13,101122,100011111,2,2,0,1,1,15,2,11,26,8,28,0,29,5,22,51,43,19,3 # oc(oc(1145+1)+1)

107,2,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(oc(859-1)-1)
429,1,36,120220,110101101,0,4,2,0,0,4,11,15,23,26,22,19,42,6,5,16,2,27,3 # oc(859-1)
215,1,36,21222,11010111,2,0,5,6,7,11,6,8,12,29,30,10,0,27,3,38,32,14,2 # oc(oc(859-1)+1)
859,0,53,1011211,1101011011,1,4,5,1,1,9,4,8,18,22,8,39,42,13,11,33,5,55,7 # 859 -> 1289
107,1,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36 # oc(oc(859+1)-1)
215,2,36,21222,11010111,2,0,5,6,7,11,6,8,12,29,30,10,0,27,3,38,32,14,2 # oc(859+1)
27,3,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(oc(859+1)+1)

5,5,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(1289-1)-1)
161,3,35,12222,10100001,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19 # oc(1289-1)
81,1,6,10000,1010001,0,1,4,4,3,13,5,12,23,19,7,40,38,34,28,22,20,14,10 # oc(oc(1289-1)+1)
1289,0,52,1202202,10100001001,2,4,1,2,2,14,16,1,13,18,31,18,42,20,17,50,8,16,11 # 1289 -> 967
161,2,35,12222,10100001,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19 # oc(oc(1289+1)-1)
645,1,35,212220,1010000101,0,0,1,7,8,16,18,1,7,25,16,30,0,34,9,55,35,42,6 # oc(1289+1)
323,1,35,102222,101000011,2,3,1,4,11,0,0,1,4,13,27,36,22,41,5,28,18,55,39 # oc(oc(1289+1)+1)

241,1,5,22221,11110001,1,1,3,10,7,3,13,11,9,24,19,36,26,6,29,5,58,40,28 # oc(oc(967-1)-1)
483,1,5,122220,111100011,0,3,0,10,2,7,8,0,19,18,2,32,10,13,6,11,56,14,57 # oc(967-1)
121,2,34,11111,1111001,1,1,2,0,4,2,7,6,5,28,10,39,35,27,15,3,60,54,50 # oc(oc(967-1)+1)
967,0,51,1022211,1111000111,1,2,1,10,5,15,17,1,10,6,5,24,21,27,13,23,52,29,44 # 967 -> 1451
15,3,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15 # oc(oc(967+1)-1)
121,3,34,11111,1111001,1,1,2,0,4,2,7,6,5,28,10,39,35,27,15,3,60,54,50 # oc(967+1)
61,1,5,2021,111101,1,1,5,6,9,10,4,15,3,30,24,20,18,14,8,2,0,61,61 # oc(oc(967+1)+1)

181,2,4,20201,10110101,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39 # oc(oc(1451-1)-1)
725,1,4,222212,1011010101,2,0,4,10,10,11,3,12,0,12,22,28,37,20,36,17,54,55,15 # oc(1451-1)
363,1,14,111110,101101011,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8 # oc(oc(1451-1)+1)
1451,0,50,1222202,10110101011,2,1,2,10,8,6,7,2,1,25,8,16,32,41,20,35,48,44,31 # 1451 -> 2177
181,1,4,20201,10110101,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39 # oc(oc(1451+1)-1)
363,2,14,111110,101101011,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8 # oc(1451+1)
91,2,33,10101,1011011,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20 # oc(oc(1451+1)+1)

1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(2177-1)-1)
17,7,3,122,10001,2,2,3,6,4,0,17,17,17,17,17,17,17,17,17,17,17,17,17 # oc(2177-1)
9,1,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(2177-1)+1)
2177,0,49,2222122,100010000001,2,2,0,10,6,1,11,15,2,7,31,4,27,15,4,53,42,33,47 # 2177 -> 1633
17,6,3,122,10001,2,2,3,6,4,0,17,17,17,17,17,17,17,17,17,17,17,17,17 # oc(oc(2177+1)-1)
1089,1,13,1111100,10001000001,0,4,4,0,10,1,6,8,16,4,16,23,14,8,29,27,52,17,24 # oc(2177+1)
545,1,13,202012,1000100001,2,0,6,6,12,1,13,16,23,18,27,12,29,28,15,14,57,9,48 # oc(oc(2177+1)+1)

25,1,7,221,11001,1,0,4,3,12,8,6,2,25,25,25,25,25,25,25,25,25,25,25 # oc(oc(1633-1)-1)
51,5,7,1220,110011,0,1,2,7,12,0,13,5,22,20,14,10,8,4,51,51,51,51,51 # oc(1633-1)
13,2,2,111,1101,1,3,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13 # oc(oc(1633-1)+1)
1633,0,48,2020111,11001100001,1,3,2,5,8,1,18,0,9,21,5,34,42,35,43,40,47,25,0 # 1633 -> 1225
51,4,7,1220,110011,0,1,2,7,12,0,13,5,22,20,14,10,8,4,51,51,51,51,51 # oc(oc(1633+1)-1)
817,1,12,1010021,1100110001,1,2,5,3,11,1,0,12,5,11,3,38,0,18,22,50,24,13,36 # oc(1633+1)
409,1,12,120011,110011001,1,4,3,2,6,1,10,18,3,6,2,40,22,33,38,55,43,7,54 # oc(oc(1633+1)+1)

19,3,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19 # oc(oc(1225-1)-1)
153,3,11,12200,10011001,0,3,6,10,10,0,1,15,8,29,5,30,24,12,47,35,31,19,11 # oc(1225-1)
77,1,6,2212,1001101,2,2,0,0,12,9,1,8,19,15,3,36,34,30,24,18,16,10,6 # oc(oc(1225-1)+1)
1225,0,47,1200101,10011001001,1,0,0,4,3,1,9,6,7,16,4,36,21,3,6,45,5,19,18 # 1225 -> 919
153,2,11,12200,10011001,0,3,6,10,10,0,1,15,8,29,5,30,24,12,47,35,31,19,11 # oc(oc(1225+1)-1)
613,1,11,211201,1001100101,1,3,4,8,2,1,5,15,4,24,21,39,11,2,30,23,3,10,45 # oc(1225+1)
307,1,11,102101,100110011,1,2,6,10,8,1,3,8,17,28,11,20,6,25,42,12,2,39,23 # oc(oc(1225+1)+1)

229,1,10,22111,11100101,1,4,5,9,8,8,1,22,26,12,7,24,14,41,17,52,46,28,16 # oc(oc(919-1)-1)
459,1,46,122000,111001011,0,4,4,8,4,0,3,22,24,25,15,8,29,36,35,46,32,57,33 # oc(919-1)
115,2,10,11021,1110011,1,0,3,5,11,13,1,0,28,22,4,33,29,21,9,56,54,48,44 # oc(oc(919-1)+1)
919,0,46,1021001,1110010111,1,4,2,6,9,1,7,22,20,20,31,17,16,26,18,34,4,48,67 # 919 -> 1379
57,1,10,2010,111001,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57 # oc(oc(919+1)-1)
115,3,10,11021,1110011,1,0,3,5,11,13,1,0,28,22,4,33,29,21,9,56,54,48,44 # oc(919+1)
29,2,5,1002,11101,2,4,1,7,3,12,10,6,0,29,29,29,29,29,29,29,29,29,29 # oc(oc(919+1)+1)

43,4,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43 # oc(oc(1379-1)-1)
689,1,45,221112,1010110001,2,4,3,7,0,9,5,22,22,7,23,33,1,31,0,40,18,19,50 # oc(1379-1)
345,1,45,110210,101011001,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61 # oc(oc(1379-1)+1)
1379,0,45,1220002,10101100011,2,4,0,4,1,2,11,22,16,15,10,26,3,16,1,22,37,39,30 # 1379 -> 2069
43,3,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43 # oc(oc(1379+1)-1)
345,2,45,110210,101011001,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61 # oc(1379+1)
173,1,9,20102,10101101,2,3,5,8,4,3,2,12,28,18,25,9,1,32,14,55,51,39,31 # oc(oc(1379+1)+1)

129,2,44,11210,10000001,0,4,3,8,12,10,15,14,13,5,18,6,0,35,23,11,7,62,58 # oc(oc(2069-1)-1)
517,2,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21,36,25,1,0,40,45,29,48,20 # oc(2069-1)
259,1,44,100121,100000011,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46 # oc(oc(2069-1)+1)
2069,0,44,2211122,100000010101,2,4,4,1,2,12,17,22,10,23,34,19,5,1,2,4,56,59,10 # 2069 -> 97
517,1,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21,36,25,1,0,40,45,29,48,20 # oc(oc(2069+1)-1)
1035,1,44,1102100,10000001011,0,0,6,1,8,15,9,0,20,12,36,10,3,1,28,32,59,30,41 # oc(2069+1)
259,2,44,100121,100000011,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46 # oc(oc(2069+1)+1)

1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(97-1)-1)
3,5,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(97-1)
1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(97-1)+1)
97,0,43,10121,1100001,1,2,6,9,6,12,2,5,10,4,23,15,11,3,44,38,36,30,26 # 97 -> 73
3,4,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(oc(97+1)-1)
49,1,7,1211,110001,1,4,0,5,10,15,11,3,20,18,12,8,6,2,49,49,49,49,49 # oc(97+1)
25,1,7,221,11001,1,0,4,3,12,8,6,2,25,25,25,25,25,25,25,25,25,25,25 # oc(oc(97+1)+1)

1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(73-1)-1)
9,3,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(73-1)
5,1,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(73-1)+1)
73,0,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2 # 73 -> 55
9,2,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 # oc(oc(73+1)-1)
37,1,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37 # oc(73+1)
19,1,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19 # oc(oc(73+1)+1)

13,1,2,111,1101,1,3,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13 # oc(oc(55-1)-1)
27,1,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27 # oc(55-1)
7,2,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(oc(55-1)+1)
55,0,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55 # 55 -> 83
3,1,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 # oc(oc(55+1)-1)
7,3,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 # oc(55+1)
1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 # oc(oc(55+1)+1)

5,3,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(83-1)-1)
41,1,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41 # oc(83-1)
21,1,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(oc(83-1)+1)
83,0,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12 # 83 -> 125
5,2,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 # oc(oc(83+1)-1)
21,2,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21 # oc(83+1)
