# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
rad   - the radical of n, the product of its unique prime factors
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
Λ     - the von Mangoldt function of n, Λ(n)
m*    - the residues of n modulo a set of primes

```csv
    n, fact,                       rad,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,   Ω,   λ,    M,      Λ, m2, m3, m5, m7, m11, m13, m17
 1657, 1657,                      1657,   2,  1658,  1656,  1656,  1658,  -1,  1,   1,  -1,  -10,  7.413,  1,  1,  2,  5,   7,   6,   8
 1658,  2⋅829,                    1658,   4,  2490,   828,   828,  2490,   1,  2,   2,   1,   -9,  0.000,  0,  2,  3,  6,   8,   7,   9
 1659,   3⋅7⋅79,                  1659,   8,  2560,   936,    78,  2560,  -1,  3,   3,  -1,  -10,  0.000,  1,  0,  4,  0,   9,   8,  10
 1660,    2²⋅5⋅83,                 830,  12,  3528,   656,   164,  3023,   0,  3,   4,   1,  -10,  0.000,  0,  1,  0,  1,  10,   9,  11
 1661,   11⋅151,                  1661,   4,  1824,  1500,   150,  1823,   1,  2,   2,   1,   -9,  0.000,  1,  2,  1,  2,   0,  10,  12
 1662,  2⋅3⋅277,                  1662,   8,  3336,   552,   276,  3336,  -1,  3,   3,  -1,  -10,  0.000,  0,  0,  2,  3,   1,  11,  13
 1663, 1663,                      1663,   2,  1664,  1662,  1662,  1664,  -1,  1,   1,  -1,  -11,  7.416,  1,  1,  3,  4,   2,  12,  14
 1664,  2⁷⋅13,                      26,  16,  3570,   768,    96,  2688,   0,  2,   8,   1,  -11,  0.000,  0,  2,  4,  5,   3,   0,  15
 1665,   3²⋅5⋅37,                  555,  12,  2964,   864,    36,  2736,   0,  3,   4,   1,  -11,  0.000,  1,  0,  0,  6,   4,   1,  16
 1666,  2⋅7²⋅17,                   238,  12,  3078,   672,   336,  3024,   0,  3,   4,   1,  -11,  0.000,  0,  1,  1,  0,   5,   2,   0
 1667, 1667,                      1667,   2,  1668,  1666,  1666,  1668,  -1,  1,   1,  -1,  -12,  7.419,  1,  2,  2,  1,   6,   3,   1
 1668,  2²⋅3⋅139,                  834,  12,  3920,   552,   138,  3360,   0,  3,   4,   1,  -12,  0.000,  0,  0,  3,  2,   7,   4,   2
 1669, 1669,                      1669,   2,  1670,  1668,  1668,  1670,  -1,  1,   1,  -1,  -13,  7.420,  1,  1,  4,  3,   8,   5,   3
 1670,  2⋅5⋅167,                  1670,   8,  3024,   664,   332,  3023,  -1,  3,   3,  -1,  -14,  0.000,  0,  2,  0,  4,   9,   6,   4
 1671,   3⋅557,                   1671,   4,  2232,  1112,   556,  2232,   1,  2,   2,   1,  -13,  0.000,  1,  0,  1,  5,  10,   7,   5
 1672,    2³⋅11⋅19,                418,  16,  3600,   720,    90,  2880,   0,  3,   5,  -1,  -13,  0.000,  0,  1,  2,  6,   0,   8,   6
 1673,     7⋅239,                 1673,   4,  1920,  1428,   714,  1919,   1,  2,   2,   1,  -12,  0.000,  1,  2,  3,  0,   1,   9,   7
 1674,      2⋅3³⋅31,               186,  16,  3840,   540,    90,  3456,   0,  3,   5,  -1,  -12,  0.000,  0,  0,  4,  1,   2,  10,   8
 1675,       5²⋅67,                335,   6,  2108,  1320,   660,  2039,   0,  2,   3,  -1,  -12,  0.000,  1,  1,  0,  2,   3,  11,   9
 1676,        2²⋅419,              838,   6,  2940,   836,   418,  2520,   0,  2,   3,  -1,  -12,  0.000,  0,  2,  1,  3,   4,  12,  10
 1677,         3⋅13⋅43,           1677,   8,  2464,  1008,    84,  2464,  -1,  3,   3,  -1,  -13,  0.000,  1,  0,  2,  4,   5,   0,  11
 1678,          2⋅839,            1678,   4,  2520,   838,   838,  2520,   1,  2,   2,   1,  -12,  0.000,  0,  1,  3,  5,   6,   1,  12
 1679,           23⋅73,           1679,   4,  1776,  1584,   792,  1775,   1,  2,   2,   1,  -11,  0.000,  1,  2,  4,  6,   7,   2,  13
 1680,            2⁴⋅3⋅5⋅7,        210,  40,  5952,   384,    12,  4607,   0,  4,   7,  -1,  -11,  0.000,  0,  0,  0,  0,   8,   3,  14
 1681,             41²,             41,   3,  1723,  1640,  1640,  1722,   0,  1,   2,   1,  -11,  3.714,  1,  1,  1,  1,   9,   4,  15
 1682,            2⋅29²,            58,   6,  2613,   812,   812,  2610,   0,  2,   3,  -1,  -11,  0.000,  0,  2,  2,  2,  10,   5,  16
 1683,           3²⋅11⋅17,         561,  12,  2808,   960,   240,  2591,   0,  3,   4,   1,  -11,  0.000,  1,  0,  3,  3,   0,   6,   0
 1684,          2²⋅421,            842,   6,  2954,   840,   420,  2532,   0,  2,   3,  -1,  -11,  0.000,  0,  1,  4,  4,   1,   7,   1
 1685,         5⋅337,             1685,   4,  2028,  1344,   336,  2028,   1,  2,   2,   1,  -10,  0.000,  1,  2,  0,  5,   2,   8,   2
 1686,        2⋅3⋅281,            1686,   8,  3384,   560,   280,  3384,  -1,  3,   3,  -1,  -11,  0.000,  0,  0,  1,  6,   3,   9,   3
 1687,       7⋅241,               1687,   4,  1936,  1440,   240,  1935,   1,  2,   2,   1,  -10,  0.000,  1,  1,  2,  0,   4,  10,   4
 1688,      2³⋅211,                422,   8,  3180,   840,   210,  2543,   0,  2,   4,   1,  -10,  0.000,  0,  2,  3,  1,   5,  11,   5
 1689,     3⋅563,                 1689,   4,  2256,  1124,   562,  2256,   1,  2,   2,   1,   -9,  0.000,  1,  0,  4,  2,   6,  12,   6
 1690,    2⋅5⋅13²,                 130,  12,  3294,   624,   156,  3275,   0,  3,   4,   1,   -9,  0.000,  0,  1,  0,  3,   7,   0,   7
 1691,   19⋅89,                   1691,   4,  1800,  1584,   792,  1800,   1,  2,   2,   1,   -8,  0.000,  1,  2,  1,  4,   8,   1,   8
 1692,  2²⋅3²⋅47,                  282,  18,  4368,   552,   138,  3455,   0,  3,   5,  -1,   -8,  0.000,  0,  0,  2,  5,   9,   2,   9
 1693, 1693,                      1693,   2,  1694,  1692,  1692,  1694,  -1,  1,   1,  -1,   -9,  7.434,  1,  1,  3,  6,  10,   3,  10
 1694,  2⋅7⋅11²,                   154,  12,  3192,   660,   330,  3167,   0,  3,   4,   1,   -9,  0.000,  0,  2,  4,  0,   0,   4,  11
 1695,   3⋅5⋅113,                 1695,   8,  2736,   896,   112,  2736,  -1,  3,   3,  -1,  -10,  0.000,  1,  0,  0,  1,   1,   5,  12
 1696,  2⁵⋅53,                     106,  12,  3402,   832,   104,  2592,   0,  2,   6,   1,  -10,  0.000,  0,  1,  1,  2,   2,   6,  13
 1697, 1697,                      1697,   2,  1698,  1696,  1696,  1698,  -1,  1,   1,  -1,  -11,  7.437,  1,  2,  2,  3,   3,   7,  14
 1698,  2⋅3⋅283,                  1698,   8,  3408,   564,   282,  3408,  -1,  3,   3,  -1,  -12,  0.000,  0,  0,  3,  4,   4,   8,  15
 1699, 1699,                      1699,   2,  1700,  1698,  1698,  1699,  -1,  1,   1,  -1,  -13,  7.438,  1,  1,  4,  5,   5,   9,  16
 1700,  2²⋅5²⋅17,                  170,  18,  3906,   640,    80,  3240,   0,  3,   5,  -1,  -13,  0.000,  0,  2,  0,  6,   6,  10,   0
 1701,   3⁵⋅7,                      21,  12,  2912,   972,   162,  2592,   0,  2,   6,   1,  -13,  0.000,  1,  0,  1,  0,   7,  11,   1
 1702,    2⋅23⋅37,                1702,   8,  2736,   792,   396,  2735,  -1,  3,   3,  -1,  -14,  0.000,  0,  1,  2,  1,   8,  12,   2
 1703,     13⋅131,                1703,   4,  1848,  1560,   780,  1847,   1,  2,   2,   1,  -13,  0.000,  1,  2,  3,  2,   9,   0,   3
 1704,      2³⋅3⋅71,               426,  16,  4320,   560,    70,  3456,   0,  3,   5,  -1,  -13,  0.000,  0,  0,  4,  3,  10,   1,   4
 1705,     5⋅11⋅31,               1705,   8,  2304,  1200,    60,  2303,  -1,  3,   3,  -1,  -14,  0.000,  1,  1,  0,  4,   0,   2,   5
 1706,    2⋅853,                  1706,   4,  2562,   852,   852,  2562,   1,  2,   2,   1,  -13,  0.000,  0,  2,  1,  5,   1,   3,   6
 1707,   3⋅569,                   1707,   4,  2280,  1136,   568,  2280,   1,  2,   2,   1,  -12,  0.000,  1,  0,  2,  6,   2,   4,   7
 1708,  2²⋅7⋅61,                   854,  12,  3472,   720,    60,  2976,   0,  3,   4,   1,  -12,  0.000,  0,  1,  3,  0,   3,   5,   8
 1709, 1709,                      1709,   2,  1710,  1708,  1708,  1710,  -1,  1,   1,  -1,  -13,  7.444,  1,  2,  4,  1,   4,   6,   9
 1710,  2⋅3²⋅5⋅19,                 570,  24,  4680,   432,    36,  4320,   0,  4,   5,  -1,  -13,  0.000,  0,  0,  0,  2,   5,   7,  10
 1711,   29⋅59,                   1711,   4,  1800,  1624,   812,  1800,   1,  2,   2,   1,  -12,  0.000,  1,  1,  1,  3,   6,   8,  11
 1712,    2⁴⋅107,                  214,  10,  3348,   848,   212,  2592,   0,  2,   5,  -1,  -12,  0.000,  0,  2,  2,  4,   7,   9,  12
 1713,     3⋅571,                 1713,   4,  2288,  1140,   570,  2288,   1,  2,   2,   1,  -11,  0.000,  1,  0,  3,  5,   8,  10,  13
 1714,      2⋅857,                1714,   4,  2574,   856,   856,  2573,   1,  2,   2,   1,  -10,  0.000,  0,  1,  4,  6,   9,  11,  14
 1715,       5⋅7³,                  35,   8,  2400,  1176,   588,  2351,   0,  2,   4,   1,  -10,  0.000,  1,  2,  0,  0,  10,  12,  15
 1716,      2²⋅3⋅11⋅13,            858,  24,  4704,   480,    60,  4032,   0,  4,   5,  -1,  -10,  0.000,  0,  0,  1,  1,   0,   0,  16
 1717,     17⋅101,                1717,   4,  1836,  1600,   400,  1836,   1,  2,   2,   1,   -9,  0.000,  1,  1,  2,  2,   1,   1,   0
 1718,    2⋅859,                  1718,   4,  2580,   858,   858,  2580,   1,  2,   2,   1,   -8,  0.000,  0,  2,  3,  3,   2,   2,   1
 1719,   3²⋅191,                   573,   6,  2496,  1140,   570,  2303,   0,  2,   3,  -1,   -8,  0.000,  1,  0,  4,  4,   3,   3,   2
 1720,  2³⋅5⋅43,                   430,  16,  3960,   672,    84,  3167,   0,  3,   5,  -1,   -8,  0.000,  0,  1,  0,  5,   4,   4,   3
 1721, 1721,                      1721,   2,  1722,  1720,  1720,  1722,  -1,  1,   1,  -1,   -9,  7.451,  1,  2,  1,  6,   5,   5,   4
 1722,  2⋅3⋅7⋅41,                 1722,  16,  4032,   480,   120,  4031,   1,  4,   4,   1,   -8,  0.000,  0,  0,  2,  0,   6,   6,   5
 1723, 1723,                      1723,   2,  1724,  1722,  1722,  1724,  -1,  1,   1,  -1,   -9,  7.452,  1,  1,  3,  1,   7,   7,   6
 1724,  2²⋅431,                    862,   6,  3024,   860,   430,  2592,   0,  2,   3,  -1,   -9,  0.000,  0,  2,  4,  2,   8,   8,   7
 1725,   3⋅5²⋅23,                  345,  12,  2976,   880,   220,  2880,   0,  3,   4,   1,   -9,  0.000,  1,  0,  0,  3,   9,   9,   8
 1726,    2⋅863,                  1726,   4,  2592,   862,   862,  2592,   1,  2,   2,   1,   -8,  0.000,  0,  1,  1,  4,  10,  10,   9
 1727,     11⋅157,                1727,   4,  1896,  1560,   780,  1895,   1,  2,   2,   1,   -7,  0.000,  1,  2,  2,  5,   0,  11,  10
 1728,      2⁶⋅3³,                   6,  28,  5080,   576,   144,  3456,   0,  2,   9,  -1,   -7,  0.000,  0,  0,  3,  6,   1,  12,  11
 1729,     7⋅13⋅19,               1729,   8,  2240,  1296,    36,  2239,  -1,  3,   3,  -1,   -8,  0.000,  1,  1,  4,  0,   2,   0,  12
 1730,    2⋅5⋅173,                1730,   8,  3132,   688,   172,  3132,  -1,  3,   3,  -1,   -9,  0.000,  0,  2,  0,  1,   3,   1,  13
 1731,   3⋅577,                   1731,   4,  2312,  1152,   576,  2312,   1,  2,   2,   1,   -8,  0.000,  1,  0,  1,  2,   4,   2,  14
 1732,  2²⋅433,                    866,   6,  3038,   864,   432,  2604,   0,  2,   3,  -1,   -8,  0.000,  0,  1,  2,  3,   5,   3,  15
 1733, 1733,                      1733,   2,  1734,  1732,  1732,  1734,  -1,  1,   1,  -1,   -9,  7.458,  1,  2,  3,  4,   6,   4,  16
 1734,  2⋅3⋅17²,                   102,  12,  3684,   544,   272,  3672,   0,  3,   4,   1,   -9,  0.000,  0,  0,  4,  5,   7,   5,   0
 1735,   5⋅347,                   1735,   4,  2088,  1384,   692,  2088,   1,  2,   2,   1,   -8,  0.000,  1,  1,  0,  6,   8,   6,   1
 1736,    2³⋅7⋅31,                 434,  16,  3840,   720,    30,  3072,   0,  3,   5,  -1,   -8,  0.000,  0,  2,  1,  0,   9,   7,   2
 1737,     3²⋅193,                 579,   6,  2522,  1152,   192,  2328,   0,  2,   3,  -1,   -8,  0.000,  1,  0,  2,  1,  10,   8,   3
 1738,    2⋅11⋅79,                1738,   8,  2880,   780,   390,  2880,  -1,  3,   3,  -1,   -9,  0.000,  0,  1,  3,  2,   0,   9,   4
 1739,   37⋅47,                   1739,   4,  1824,  1656,   828,  1823,   1,  2,   2,   1,   -8,  0.000,  1,  2,  4,  3,   1,  10,   5
 1740,  2²⋅3⋅5⋅29,                 870,  24,  5040,   448,    28,  4320,   0,  4,   5,  -1,   -8,  0.000,  0,  0,  0,  4,   2,  11,   6
 1741, 1741,                      1741,   2,  1742,  1740,  1740,  1741,  -1,  1,   1,  -1,   -9,  7.462,  1,  1,  1,  5,   3,  12,   7
 1742,  2⋅13⋅67,                  1742,   8,  2856,   792,   132,  2856,  -1,  3,   3,  -1,  -10,  0.000,  0,  2,  2,  6,   4,   0,   8
 1743,   3⋅7⋅83,                  1743,   8,  2688,   984,   246,  2687,  -1,  3,   3,  -1,  -11,  0.000,  1,  0,  3,  0,   5,   1,   9
 1744,    2⁴⋅109,                  218,  10,  3410,   864,   108,  2640,   0,  2,   5,  -1,  -11,  0.000,  0,  1,  4,  1,   6,   2,  10
 1745,   5⋅349,                   1745,   4,  2100,  1392,   348,  2100,   1,  2,   2,   1,  -10,  0.000,  1,  2,  0,  2,   7,   3,  11
 1746,  2⋅3²⋅97,                   582,  12,  3822,   576,    96,  3528,   0,  3,   4,   1,  -10,  0.000,  0,  0,  1,  3,   8,   4,  12
 1747, 1747,                      1747,   2,  1748,  1746,  1746,  1748,  -1,  1,   1,  -1,  -11,  7.466,  1,  1,  2,  4,   9,   5,  13
 1748,  2²⋅19⋅23,                  874,  12,  3360,   792,   198,  2880,   0,  3,   4,   1,  -11,  0.000,  0,  2,  3,  5,  10,   6,  14
 1749,   3⋅11⋅53,                 1749,   8,  2592,  1040,   260,  2591,  -1,  3,   3,  -1,  -12,  0.000,  1,  0,  4,  6,   0,   7,  15
 1750,    2⋅5³⋅7,                   70,  16,  3744,   600,   300,  3599,   0,  3,   5,  -1,  -12,  0.000,  0,  1,  0,  0,   1,   8,  16
 1751,   17⋅103,                  1751,   4,  1872,  1632,   816,  1872,   1,  2,   2,   1,  -11,  0.000,  1,  2,  1,  1,   2,   9,   0
 1752,  2³⋅3⋅73,                   438,  16,  4440,   576,    72,  3552,   0,  3,   5,  -1,  -11,  0.000,  0,  0,  2,  2,   3,  10,   1
 1753, 1753,                      1753,   2,  1754,  1752,  1752,  1754,  -1,  1,   1,  -1,  -12,  7.469,  1,  1,  3,  3,   4,  11,   2
 1754,  2⋅877,                    1754,   4,  2634,   876,   876,  2634,   1,  2,   2,   1,  -11,  0.000,  0,  2,  4,  4,   5,  12,   3
 1755,   3³⋅5⋅13,                  195,  16,  3360,   864,    36,  3024,   0,  3,   5,  -1,  -11,  0.000,  1,  0,  0,  5,   6,   0,   4
 1756,    2²⋅439,                  878,   6,  3080,   876,   438,  2640,   0,  2,   3,  -1,  -11,  0.000,  0,  1,  1,  6,   7,   1,   5
 1757,   7⋅251,                   1757,   4,  2016,  1500,   750,  2015,   1,  2,   2,   1,  -10,  0.000,  1,  2,  2,  0,   8,   2,   6
 1758,  2⋅3⋅293,                  1758,   8,  3528,   584,   292,  3528,  -1,  3,   3,  -1,  -11,  0.000,  0,  0,  3,  1,   9,   3,   7
 1759, 1759,                      1759,   2,  1760,  1758,  1758,  1759,  -1,  1,   1,  -1,  -12,  7.473,  1,  1,  4,  2,  10,   4,   8
 1760,  2⁵⋅5⋅11,                   110,  24,  4536,   640,    40,  3455,   0,  3,   7,  -1,  -12,  0.000,  0,  2,  0,  3,   0,   5,   9
 1761,   3⋅587,                   1761,   4,  2352,  1172,   586,  2351,   1,  2,   2,   1,  -11,  0.000,  1,  0,  1,  4,   1,   6,  10
 1762,    2⋅881,                  1762,   4,  2646,   880,   880,  2646,   1,  2,   2,   1,  -10,  0.000,  0,  1,  2,  5,   2,   7,  11
 1763,     41⋅43,                 1763,   4,  1848,  1680,   840,  1848,   1,  2,   2,   1,   -9,  0.000,  1,  2,  3,  6,   3,   8,  12
 1764,      2²⋅3²⋅7²,               42,  27,  5187,   504,    42,  4032,   0,  3,   6,   1,   -9,  0.000,  0,  0,  4,  0,   4,   9,  13
 1765,       5⋅353,               1765,   4,  2124,  1408,   352,  2124,   1,  2,   2,   1,   -8,  0.000,  1,  1,  0,  1,   5,  10,  14
 1766,        2⋅883,              1766,   4,  2652,   882,   882,  2652,   1,  2,   2,   1,   -7,  0.000,  0,  2,  1,  2,   6,  11,  15
 1767,         3⋅19⋅31,           1767,   8,  2560,  1080,    90,  2560,  -1,  3,   3,  -1,   -8,  0.000,  1,  0,  2,  3,   7,  12,  16
 1768,          2³⋅13⋅17,          442,  16,  3780,   768,    48,  3024,   0,  3,   5,  -1,   -8,  0.000,  0,  1,  3,  4,   8,   0,   0
 1769,         29⋅61,             1769,   4,  1860,  1680,   420,  1860,   1,  2,   2,   1,   -7,  0.000,  1,  2,  4,  5,   9,   1,   1
 1770,        2⋅3⋅5⋅59,           1770,  16,  4320,   464,   116,  4319,   1,  4,   4,   1,   -6,  0.000,  0,  0,  0,  6,  10,   2,   2
 1771,       7⋅11⋅23,             1771,   8,  2304,  1320,   330,  2303,  -1,  3,   3,  -1,   -7,  0.000,  1,  1,  1,  0,   0,   3,   3
 1772,      2²⋅443,                886,   6,  3108,   884,   442,  2663,   0,  2,   3,  -1,   -7,  0.000,  0,  2,  2,  1,   1,   4,   4
 1773,     3²⋅197,                 591,   6,  2574,  1176,   588,  2375,   0,  2,   3,  -1,   -7,  0.000,  1,  0,  3,  2,   2,   5,   5
 1774,    2⋅887,                  1774,   4,  2664,   886,   886,  2664,   1,  2,   2,   1,   -6,  0.000,  0,  1,  4,  3,   3,   6,   6
 1775,   5²⋅71,                    355,   6,  2232,  1400,   140,  2160,   0,  2,   3,  -1,   -6,  0.000,  1,  2,  0,  4,   4,   7,   7
 1776,  2⁴⋅3⋅37,                   222,  20,  4712,   576,    36,  3648,   0,  3,   6,   1,   -6,  0.000,  0,  0,  1,  5,   5,   8,   8
 1777, 1777,                      1777,   2,  1778,  1776,  1776,  1778,  -1,  1,   1,  -1,   -7,  7.483,  1,  1,  2,  6,   6,   9,   9
 1778,  2⋅7⋅127,                  1778,   8,  3072,   756,   126,  3072,  -1,  3,   3,  -1,   -8,  0.000,  0,  2,  3,  0,   7,  10,  10
 1779,   3⋅593,                   1779,   4,  2376,  1184,   592,  2376,   1,  2,   2,   1,   -7,  0.000,  1,  0,  4,  1,   8,  11,  11
 1780,    2²⋅5⋅89,                 890,  12,  3780,   704,    88,  3239,   0,  3,   4,   1,   -7,  0.000,  0,  1,  0,  2,   9,  12,  12
 1781,   13⋅137,                  1781,   4,  1932,  1632,   408,  1932,   1,  2,   2,   1,   -6,  0.000,  1,  2,  1,  3,  10,   0,  13
 1782,  2⋅3⁴⋅11,                    66,  20,  4356,   540,   270,  3887,   0,  3,   6,   1,   -6,  0.000,  0,  0,  2,  4,   0,   1,  14
 1783, 1783,                      1783,   2,  1784,  1782,  1782,  1784,  -1,  1,   1,  -1,   -7,  7.486,  1,  1,  3,  5,   1,   2,  15
 1784,  2³⋅223,                    446,   8,  3360,   888,   222,  2688,   0,  2,   4,   1,   -7,  0.000,  0,  2,  4,  6,   2,   3,  16
 1785,   3⋅5⋅7⋅17,                1785,  16,  3456,   768,    48,  3455,   1,  4,   4,   1,   -6,  0.000,  1,  0,  0,  0,   3,   4,   0
 1786,  2⋅19⋅47,                  1786,   8,  2880,   828,   414,  2880,  -1,  3,   3,  -1,   -7,  0.000,  0,  1,  1,  1,   4,   5,   1
 1787, 1787,                      1787,   2,  1788,  1786,  1786,  1788,  -1,  1,   1,  -1,   -8,  7.488,  1,  2,  2,  2,   5,   6,   2
 1788,  2²⋅3⋅149,                  894,  12,  4200,   592,   148,  3600,   0,  3,   4,   1,   -8,  0.000,  0,  0,  3,  3,   6,   7,   3
 1789, 1789,                      1789,   2,  1790,  1788,  1788,  1790,  -1,  1,   1,  -1,   -9,  7.489,  1,  1,  4,  4,   7,   8,   4
 1790,  2⋅5⋅179,                  1790,   8,  3240,   712,   356,  3239,  -1,  3,   3,  -1,  -10,  0.000,  0,  2,  0,  5,   8,   9,   5
 1791,   3²⋅199,                   597,   6,  2600,  1188,   198,  2400,   0,  2,   3,  -1,  -10,  0.000,  1,  0,  1,  6,   9,  10,   6
 1792,    2⁸⋅7,                     14,  18,  4088,   768,   192,  3072,   0,  2,   9,  -1,  -10,  0.000,  0,  1,  2,  0,  10,  11,   7
 1793,     11⋅163,                1793,   4,  1968,  1620,   810,  1967,   1,  2,   2,   1,   -9,  0.000,  1,  2,  3,  1,   0,  12,   8
 1794,      2⋅3⋅13⋅23,            1794,  16,  4032,   528,   132,  4031,   1,  4,   4,   1,   -8,  0.000,  0,  0,  4,  2,   1,   0,   9
 1795,       5⋅359,               1795,   4,  2160,  1432,   716,  2159,   1,  2,   2,   1,   -7,  0.000,  1,  1,  0,  3,   2,   1,  10
 1796,      2²⋅449,                898,   6,  3150,   896,   448,  2700,   0,  2,   3,  -1,   -7,  0.000,  0,  2,  1,  4,   3,   2,  11
 1797,     3⋅599,                 1797,   4,  2400,  1196,   598,  2400,   1,  2,   2,   1,   -6,  0.000,  1,  0,  2,  5,   4,   3,  12
 1798,    2⋅29⋅31,                1798,   8,  2880,   840,   420,  2880,  -1,  3,   3,  -1,   -7,  0.000,  0,  1,  3,  6,   5,   4,  13
 1799,   7⋅257,                   1799,   4,  2064,  1536,   768,  2064,   1,  2,   2,   1,   -6,  0.000,  1,  2,  4,  0,   6,   5,  14
 1800,  2³⋅3²⋅5²,                   30,  36,  6045,   480,    60,  4320,   0,  3,   7,  -1,   -6,  0.000,  0,  0,  0,  1,   7,   6,  15
 1801, 1801,                      1801,   2,  1802,  1800,  1800,  1802,  -1,  1,   1,  -1,   -7,  7.496,  1,  1,  1,  2,   8,   7,  16
 1802,  2⋅17⋅53,                  1802,   8,  2916,   832,   208,  2916,  -1,  3,   3,  -1,   -8,  0.000,  0,  2,  2,  3,   9,   8,   0
 1803,   3⋅601,                   1803,   4,  2408,  1200,   600,  2408,   1,  2,   2,   1,   -7,  0.000,  1,  0,  3,  4,  10,   9,   1
 1804,    2²⋅11⋅41,                902,  12,  3528,   800,    40,  3024,   0,  3,   4,   1,   -7,  0.000,  0,  1,  4,  5,   0,  10,   2
 1805,     5⋅19²,                   95,   6,  2286,  1368,   684,  2280,   0,  2,   3,  -1,   -7,  0.000,  1,  2,  0,  6,   1,  11,   3
 1806,      2⋅3⋅7⋅43,             1806,  16,  4224,   504,    42,  4224,   1,  4,   4,   1,   -6,  0.000,  0,  0,  1,  0,   2,  12,   4
