# Twin prime centers up to 100000

# `n`       a positive even integer sitting between two prime numbers
# `base3`   the ternary representation of n
# `symbol3` symbolic representation of the ternary encoding of n (1 = "0", 2 = "2", 3 = "1")
# `base2`   the binary representation of n
# `symbol2` symbolic representation of the binary encoding of n (1 = "0", 2 = "1")
# `factors` the prime factors of n

     n,        base3,      symbol3,              base2,            symbol2, factors
 48480,   2110111120,   1220222210,   1011110101100000,   1011110101100000, {2 3 5 101}
 48540,   2110120210,   1220210120,   1011110110011100,   1011110110011100, {2 3 5 809}
 48648,   2110201210,   1220102120,   1011111000001000,   1011111000001000, {2 3 2027}
 48678,   2110202220,   1220101110,   1011111000100110,   1011111000100110, {2 3 7 19 61}
 48732,   2110211220,   1220122110,   1011111001011100,   1011111001011100, {2 3 31 131}
 48780,   2110220200,   1220110100,   1011111010001100,   1011111010001100, {2 3 5 271}
 48822,   2110222020,   1220111010,   1011111010110110,   1011111010110110, {2 3 79 103}
 48858,   2111000120,   1222000210,   1011111011011010,   1011111011011010, {2 3 17 479}
 48870,   2111001000,   1222002000,   1011111011100110,   1011111011100110, {2 3 5 181}
 48990,   2111012110,   1222021220,   1011111101011110,   1011111101011110, {2 3 5 23 71}
 49032,   2111021000,   1222012000,   1011111110001000,   1011111110001000, {2 3 227}
 49122,   2111101100,   1222202200,   1011111111100010,   1011111111100010, {2 3 2729}
 49170,   2111110010,   1222220020,   1100000000010010,   1100000000010010, {2 3 5 11 149}
 49200,   2111111020,   1222222010,   1100000000110000,   1100000000110000, {2 3 5 41}
 49278,   2111121010,   1222212020,   1100000001111110,   1100000001111110, {2 3 43 191}
 49332,   2111200010,   1222100020,   1100000010110100,   1100000010110100, {2 3 4111}
 49368,   2111201110,   1222102220,   1100000011011000,   1100000011011000, {2 3 11 17}
 49392,   2111202100,   1222101200,   1100000011110000,   1100000011110000, {2 3 7}
 49410,   2111210000,   1222120000,   1100000100000010,   1100000100000010, {2 3 5 61}
 49530,   2111221110,   1222112220,   1100000101111010,   1100000101111010, {2 3 5 13 127}
 49548,   2111222010,   1222111020,   1100000110001100,   1100000110001100, {2 3 4129}
 49668,   2112010120,   1221020210,   1100001000000100,   1100001000000100, {2 3 4139}
 49740,   2112020020,   1221010010,   1100001001001100,   1100001001001100, {2 3 5 829}
 49788,   2112022000,   1221011000,   1100001001111100,   1100001001111100, {2 3 461}
 49920,   2112110220,   1221220110,   1100001100000000,   1100001100000000, {2 3 5 13}
 49938,   2112111120,   1221222210,   1100001100010010,   1100001100010010, {2 3 7 29 41}
 49992,   2112120120,   1221210210,   1100001101001000,   1100001101001000, {2 3 2083}
 50022,   2112121200,   1221212100,   1100001101100110,   1100001101100110, {2 3 7 397}
 50052,   2112122210,   1221211120,   1100001110000100,   1100001110000100, {2 3 43 97}
 50130,   2112202200,   1221101100,   1100001111010010,   1100001111010010, {2 3 5 557}
 50262,   2112221120,   1221112210,   1100010001010110,   1100010001010110, {2 3 8377}
 50460,   2120012220,   1210021110,   1100010100011100,   1100010100011100, {2 3 5 29}
 50550,   2120100020,   1210200010,   1100010101110110,   1100010101110110, {2 3 5 337}
 50592,   2120101210,   1210202120,   1100010110100000,   1100010110100000, {2 3 17 31}
 50892,   2120210220,   1210120110,   1100011011001100,   1100011011001100, {2 3 4241}
 50970,   2120220210,   1210110120,   1100011100011010,   1100011100011010, {2 3 5 1699}
 51060,   2121001010,   1212002020,   1100011101110100,   1100011101110100, {2 3 5 23 37}
 51132,   2121010210,   1212020120,   1100011110111100,   1100011110111100, {2 3 4261}
 51198,   2121020020,   1212010010,   1100011111111110,   1100011111111110, {2 3 7 23 53}
 51240,   2121021210,   1212012120,   1100100000101000,   1100100000101000, {2 3 5 7 61}
 51342,   2121102120,   1212201210,   1100100010001110,   1100100010001110, {2 3 43 199}
 51348,   2121102210,   1212201120,   1100100010010100,   1100100010010100, {2 3 11 389}
 51420,   2121112110,   1212221220,   1100100011011100,   1100100011011100, {2 3 5 857}
 51438,   2121120010,   1212210020,   1100100011101110,   1100100011101110, {2 3 8573}
 51480,   2121121200,   1212212100,   1100100100011000,   1100100100011000, {2 3 5 11 13}
 51720,   2121221120,   1212112210,   1100101000001000,   1100101000001000, {2 3 5 431}
 51768,   2122000100,   1211000200,   1100101000111000,   1100101000111000, {2 3 719}
 51828,   2122002120,   1211001210,   1100101001110100,   1100101001110100, {2 3 7 617}
 51870,   2122011010,   1211022020,   1100101010011110,   1100101010011110, {2 3 5 7 13 19}
 51972,   2122021220,   1211012110,   1100101100000100,   1100101100000100, {2 3 61 71}
 52068,   2122102110,   1211201220,   1100101101100100,   1100101101100100, {2 3 4339}
 52182,   2122120200,   1211210100,   1100101111010110,   1100101111010110, {2 3 13 223}
 52290,   2122201200,   1211102100,   1100110001000010,   1100110001000010, {2 3 5 7 83}
 52362,   2122211100,   1211122200,   1100110010001010,   1100110010001010, {2 3 2909}
 52542,   2200002000,   1100001000,   1100110100111110,   1100110100111110, {2 3 7 139}
 52710,   2200022020,   1100011010,   1100110111100110,   1100110111100110, {2 3 5 7 251}
 52860,   2200111210,   1100222120,   1100111001111100,   1100111001111100, {2 3 5 881}
 52902,   2200120100,   1100210200,   1100111010100110,   1100111010100110, {2 3 2939}
 53088,   2200211020,   1100122010,   1100111101100000,   1100111101100000, {2 3 7 79}
 53148,   2200220110,   1100110220,   1100111110011100,   1100111110011100, {2 3 43 103}
 53172,   2200221100,   1100112200,   1100111110110100,   1100111110110100, {2 3 7 211}
 53232,   2201000120,   1102000210,   1100111111110000,   1100111111110000, {2 3 1109}
 53268,   2201001220,   1102002110,   1101000000010100,   1101000000010100, {2 3 23 193}
 53280,   2201002100,   1102001200,   1101000000100000,   1101000000100000, {2 3 5 37}
 53550,   2201110100,   1102220200,   1101000100101110,   1101000100101110, {2 3 5 7 17}
 53592,   2201111220,   1102222110,   1101000101011000,   1101000101011000, {2 3 7 11 29}
 53610,   2201112120,   1102221210,   1101000101101010,   1101000101101010, {2 3 5 1787}
 53718,   2201200120,   1102100210,   1101000111010110,   1101000111010110, {2 3 7 1279}
 53898,   2201221020,   1102112010,   1101001010001010,   1101001010001010, {2 3 13 691}
 54012,   2202002110,   1101001220,   1101001011111100,   1101001011111100, {2 3 7 643}
 54402,   2202121220,   1101212110,   1101010010000010,   1101010010000010, {2 3 9067}
 54420,   2202122120,   1101211210,   1101010010010100,   1101010010010100, {2 3 5 907}
 54498,   2202202110,   1101101220,   1101010011100010,   1101010011100010, {2 3 31 293}
 54540,   2202211000,   1101122000,   1101010100001100,   1101010100001100, {2 3 5 101}
 54582,   2202212120,   1101121210,   1101010100110110,   1101010100110110, {2 3 11 827}
 54630,   2202221100,   1101112200,   1101010101100110,   1101010101100110, {2 3 5 607}
 54918,   2210100000,   1120200000,   1101011010000110,   1101011010000110, {2 3 113}
 55050,   2210111220,   1120222110,   1101011100001010,   1101011100001010, {2 3 5 367}
 55218,   2210202010,   1120101020,   1101011110110010,   1101011110110010, {2 3 9203}
 55332,   2210220100,   1120110200,   1101100000100100,   1101100000100100, {2 3 29 53}
 55338,   2210220120,   1120110210,   1101100000101010,   1101100000101010, {2 3 23 401}
 55440,   2211001100,   1122002200,   1101100010010000,   1101100010010000, {2 3 5 7 11}
 55620,   2211022000,   1122011000,   1101100101000100,   1101100101000100, {2 3 5 103}
 55632,   2211022110,   1122011220,   1101100101010000,   1101100101010000, {2 3 19 61}
 55662,   2211100120,   1122200210,   1101100101101110,   1101100101101110, {2 3 9277}
 55818,   2211120100,   1122210200,   1101101000001010,   1101101000001010, {2 3 7 443}
 55902,   2211200110,   1122100220,   1101101001011110,   1101101001011110, {2 3 7 11}
 55932,   2211201120,   1122102210,   1101101001111100,   1101101001111100, {2 3 59 79}
 56040,   2211212120,   1122121210,   1101101011101000,   1101101011101000, {2 3 5 467}
 56100,   2211221210,   1122112120,   1101101100100100,   1101101100100100, {2 3 5 11 17}
 56208,   2212002210,   1121001120,   1101101110010000,   1101101110010000, {2 3 1171}
 56238,   2212010220,   1121020110,   1101101110101110,   1101101110101110, {2 3 7 13 103}
 56268,   2212012000,   1121021000,   1101101111001100,   1101101111001100, {2 3 521}
 56478,   2212110210,   1121220120,   1101110010011110,   1101110010011110, {2 3 9413}
 56502,   2212111200,   1121222100,   1101110010110110,   1101110010110110, {2 3 43 73}
 56532,   2212112210,   1121221120,   1101110011010100,   1101110011010100, {2 3 7 673}
 56598,   2212122020,   1121211010,   1101110100010110,   1101110100010110, {2 3 9433}
 56712,   2212210110,   1121120220,   1101110110001000,   1101110110001000, {2 3 17 139}
 56808,   2212221000,   1121112000,   1101110111101000,   1101110111101000, {2 3 263}
 56892,   2220001010,   1110002020,   1101111000111100,   1101111000111100, {2 3 11 431}
 56910,   2220001210,   1110002120,   1101111001001110,   1101111001001110, {2 3 5 7 271}
 56922,   2220002020,   1110001010,   1101111001011010,   1101111001011010, {2 3 53 179}
 57192,   2220110020,   1110220010,   1101111101101000,   1101111101101000, {2 3 2383}
 57222,   2220111100,   1110222200,   1101111110000110,   1101111110000110, {2 3 11 17}
 57270,   2220120010,   1110210020,   1101111110110110,   1101111110110110, {2 3 5 23 83}
 57330,   2220122100,   1110211200,   1101111111110010,   1101111111110010, {2 3 5 7 13}
 57348,   2220200000,   1110100000,   1110000000000100,   1110000000000100, {2 3 59}
 57528,   2220220200,   1110110100,   1110000010111000,   1110000010111000, {2 3 17 47}
 57558,   2220221210,   1110112120,   1110000011010110,   1110000011010110, {2 3 53 181}
 57792,   2221021110,   1112012220,   1110000111000000,   1110000111000000, {2 3 7 43}
 57900,   2221102110,   1112201220,   1110001000101100,   1110001000101100, {2 3 5 193}
 58110,   2221201020,   1112102010,   1110001011111110,   1110001011111110, {2 3 5 13 149}
 58152,   2221202210,   1112101120,   1110001100101000,   1110001100101000, {2 3 2423}
 58170,   2221210110,   1112120220,   1110001100111010,   1110001100111010, {2 3 5 7 277}
 58230,   2221212200,   1112121100,   1110001101110110,   1110001101110110, {2 3 5 647}
 58368,   2222001210,   1111002120,   1110010000000000,   1110010000000000, {2 3 19}
 58392,   2222002200,   1111001100,   1110010000011000,   1110010000011000, {2 3 811}
 58440,   2222011110,   1111022220,   1110010001001000,   1110010001001000, {2 3 5 487}
 58452,   2222011220,   1111022110,   1110010001010100,   1110010001010100, {2 3 4871}
 58602,   2222101110,   1111202220,   1110010011101010,   1110010011101010, {2 3 9767}
 58788,   2222122100,   1111211200,   1110010110100100,   1110010110100100, {2 3 23 71}
 58908,   2222210210,   1111120120,   1110011000011100,   1110011000011100, {2 3 4909}
 59010,   2222221120,   1111112210,   1110011010000010,   1110011010000010, {2 3 5 7 281}
 59022,   2222222000,   1111111000,   1110011010001110,   1110011010001110, {2 3 1093}
 59052,  10000000010,  20000000020,   1110011010101100,   1110011010101100, {2 3 7 19 37}
 59208,  10000012220,  20000021110,   1110011101001000,   1110011101001000, {2 3 2467}
 59220,  10000020100,  20000010200,   1110011101010100,   1110011101010100, {2 3 5 7 47}
 59358,  10000102110,  20000201220,   1110011111011110,   1110011111011110, {2 3 13 761}
 59418,  10000111200,  20000222100,   1110100000011010,   1110100000011010, {2 3 3301}
 59442,  10000112120,  20000221210,   1110100000110010,   1110100000110010, {2 3 9907}
 59472,  10000120200,  20000210100,   1110100001010000,   1110100001010000, {2 3 7 59}
 59628,  10000210110,  20000120220,   1110100011101100,   1110100011101100, {2 3 4969}
 59670,  10000212000,  20000121000,   1110100100010110,   1110100100010110, {2 3 5 13 17}
 60090,  10001102120,  20002201210,   1110101010111010,   1110101010111010, {2 3 5 2003}
 60102,  10001110000,  20002220000,   1110101011000110,   1110101011000110, {2 3 7 53}
 60168,  10001112110,  20002221220,   1110101100001000,   1110101100001000, {2 3 23 109}
 60258,  10001122210,  20002211120,   1110101101100010,   1110101101100010, {2 3 11 83}
 60648,  10002012020,  20001021010,   1110110011101000,   1110110011101000, {2 3 7 19}
 60660,  10002012200,  20001021100,   1110110011110100,   1110110011110100, {2 3 5 337}
 60762,  10002100110,  20001200220,   1110110101011010,   1110110101011010, {2 3 13 19 41}
 60888,  10002112010,  20001221020,   1110110111011000,   1110110111011000, {2 3 43 59}
 60900,  10002112120,  20001221210,   1110110111100100,   1110110111100100, {2 3 5 7 29}
 60918,  10002120020,  20001210010,   1110110111110110,   1110110111110110, {2 3 11 13 71}
 61152,  10002212220,  20001121110,   1110111011100000,   1110111011100000, {2 3 7 13}
 61332,  10010010120,  20020020210,   1110111110010100,   1110111110010100, {2 3 19 269}
 61380,  10010012100,  20020021200,   1110111111000100,   1110111111000100, {2 3 5 11 31}
 61470,  10010022200,  20020011100,   1111000000011110,   1111000000011110, {2 3 5 683}
 61560,  10010110000,  20020220000,   1111000001111000,   1111000001111000, {2 3 5 19}
 61980,  10011000120,  20022000210,   1111001000011100,   1111001000011100, {2 3 5 1033}
 62130,  10011020010,  20022010020,   1111001010110010,   1111001010110010, {2 3 5 19 109}
 62142,  10011020120,  20022010210,   1111001010111110,   1111001010111110, {2 3 10357}
 62190,  10011022100,  20022011200,   1111001011101110,   1111001011101110, {2 3 5 691}
 62298,  10011110100,  20022220200,   1111001101011010,   1111001101011010, {2 3 3461}
 62928,  10012022200,  20021011100,   1111010111010000,   1111010111010000, {2 3 19 23}
 62970,  10012101020,  20021202010,   1111010111111010,   1111010111111010, {2 3 5 2099}
 62982,  10012101200,  20021202100,   1111011000000110,   1111011000000110, {2 3 3499}
 62988,  10012101220,  20021202110,   1111011000001100,   1111011000001100, {2 3 29 181}
 63030,  10012110110,  20021220220,   1111011000110110,   1111011000110110, {2 3 5 11 191}
 63198,  10012200200,  20021100100,   1111011011011110,   1111011011011110, {2 3 3511}
 63312,  10012211220,  20021122110,   1111011101010000,   1111011101010000, {2 3 1319}
 63390,  10012221210,  20021112120,   1111011110011110,   1111011110011110, {2 3 5 2113}
 63420,  10012222220,  20021111110,   1111011110111100,   1111011110111100, {2 3 5 7 151}
 63588,  10020020010,  20010010020,   1111100001100100,   1111100001100100, {2 3 7 757}
 63600,  10020020120,  20010010210,   1111100001110000,   1111100001110000, {2 3 5 53}
 63648,  10020022100,  20010011200,   1111100010100000,   1111100010100000, {2 3 13 17}
 63690,  10020100220,  20010200110,   1111100011001010,   1111100011001010, {2 3 5 11 193}
 63840,  10020120110,  20010210220,   1111100101100000,   1111100101100000, {2 3 5 7 19}
 64152,  10021000000,  20012000000,   1111101010011000,   1111101010011000, {2 3 11}
 64188,  10021001100,  20012002200,   1111101010111100,   1111101010111100, {2 3 1783}
 64302,  10021012120,  20012021210,   1111101100101110,   1111101100101110, {2 3 7 1531}
 64452,  10021102010,  20012201020,   1111101111000100,   1111101111000100, {2 3 41 131}
 64578,  10021120210,  20012210120,   1111110001000010,   1111110001000010, {2 3 47 229}
 64662,  10021200220,  20012100110,   1111110010010110,   1111110010010110, {2 3 13 829}
 64782,  10021212100,  20012121200,   1111110100001110,   1111110100001110, {2 3 59 61}
 64878,  10021222220,  20012111110,   1111110101101110,   1111110101101110, {2 3 11 983}
 64920,  10022001110,  20011002220,   1111110110011000,   1111110110011000, {2 3 5 541}
 65028,  10022012110,  20011021220,   1111111000000100,   1111111000000100, {2 3 5419}
 65100,  10022022010,  20011011020,   1111111001001100,   1111111001001100, {2 3 5 7 31}
 65172,  10022101210,  20011202120,   1111111010010100,   1111111010010100, {2 3 5431}
 65268,  10022112100,  20011221200,   1111111011110100,   1111111011110100, {2 3 7 37}
 65448,  10022210000,  20011120000,   1111111110101000,   1111111110101000, {2 3 101}
 65520,  10022212200,  20011121100,   1111111111110000,   1111111111110000, {2 3 5 7 13}
 65538,  10022220100,  20011110200,  10000000000000010,  10000000000000010, {2 3 11 331}
 65580,  10022221220,  20011112110,  10000000000101100,  10000000000101100, {2 3 5 1093}
 65700,  10100010100,  20200020200,  10000000010100100,  10000000010100100, {2 3 5 73}
 65718,  10100011000,  20200022000,  10000000010110110,  10000000010110110, {2 3 1217}
 65730,  10100011110,  20200022220,  10000000011000010,  10000000011000010, {2 3 5 7 313}
 65838,  10100022110,  20200011220,  10000000100101110,  10000000100101110, {2 3 10973}
 65928,  10100102210,  20200201120,  10000000110001000,  10000000110001000, {2 3 41 67}
 65982,  10100111210,  20200222120,  10000000110111110,  10000000110111110, {2 3 7 1571}
 66108,  10100200110,  20200100220,  10000001000111100,  10000001000111100, {2 3 7 787}
 66360,  10101000210,  20202000120,  10000001100111000,  10000001100111000, {2 3 5 7 79}
 66570,  10101022120,  20202011210,  10000010000001010,  10000010000001010, {2 3 5 7 317}
 66750,  10101120020,  20202210010,  10000010010111110,  10000010010111110, {2 3 5 89}
 66852,  10101201000,  20202102000,  10000010100100100,  10000010100100100, {2 3 619}
 66948,  10101211120,  20202122210,  10000010110000100,  10000010110000100, {2 3 7 797}
 67140,  10102002200,  20201001100,  10000011001000100,  10000011001000100, {2 3 5 373}
 67188,  10102011110,  20201022220,  10000011001110100,  10000011001110100, {2 3 11 509}
 67212,  10102012100,  20201021200,  10000011010001100,  10000011010001100, {2 3 1867}
 67218,  10102012120,  20201021210,  10000011010010010,  10000011010010010, {2 3 17 659}
 67272,  10102021120,  20201012210,  10000011011001000,  10000011011001000, {2 3 2803}
 67410,  10102110200,  20201220100,  10000011101010010,  10000011101010010, {2 3 5 7 107}
 67428,  10102111100,  20201222200,  10000011101100100,  10000011101100100, {2 3 1873}
 67578,  10102200220,  20201100110,  10000011111111010,  10000011111111010, {2 3 7 1609}
 67758,  10102221120,  20201112210,  10000100010101110,  10000100010101110, {2 3 23 491}
 67932,  10110012000,  20220021000,  10000100101011100,  10000100101011100, {2 3 17 37}
 68112,  10110102200,  20220201100,  10000101000010000,  10000101000010000, {2 3 11 43}
 68208,  10110120020,  20220210010,  10000101001110000,  10000101001110000, {2 3 7 29}
 68280,  10110122220,  20220211110,  10000101010111000,  10000101010111000, {2 3 5 569}
 68448,  10110220010,  20220110020,  10000101101100000,  10000101101100000, {2 3 23 31}
 68490,  10110221200,  20220112100,  10000101110001010,  10000101110001010, {2 3 5 761}
 68712,  10111020220,  20222010110,  10000110001101000,  10000110001101000, {2 3 7 409}
 68820,  10111101220,  20222202110,  10000110011010100,  10000110011010100, {2 3 5 31 37}
 68880,  10111111010,  20222222020,  10000110100010000,  10000110100010000, {2 3 5 7 41}
 68898,  10111111210,  20222222120,  10000110100100010,  10000110100100010, {2 3 11483}
 69030,  10111200200,  20222100100,  10000110110100110,  10000110110100110, {2 3 5 13 59}
 69150,  10111212010,  20222121020,  10000111000011110,  10000111000011110, {2 3 5 461}
 69192,  10111220200,  20222110100,  10000111001001000,  10000111001001000, {2 3 31}
 69258,  10112000010,  20221000020,  10000111010001010,  10000111010001010, {2 3 7 17 97}
 69402,  10112012110,  20221021220,  10000111100011010,  10000111100011010, {2 3 43 269}
 69492,  10112022210,  20221011120,  10000111101110100,  10000111101110100, {2 3 5791}
 69498,  10112100000,  20221200000,  10000111101111010,  10000111101111010, {2 3 11 13}
 69738,  10112122220,  20221211110,  10001000001101010,  10001000001101010, {2 3 59 197}
 69762,  10112200210,  20221100120,  10001000010000010,  10001000010000010, {2 3 7 11 151}
 69828,  10112210020,  20221120010,  10001000011000100,  10001000011000100, {2 3 11 23}
 69858,  10112211100,  20221122200,  10001000011100010,  10001000011100010, {2 3 3881}
 69930,  10112221000,  20221112000,  10001000100101010,  10001000100101010, {2 3 5 7 37}
 70002,  10120000200,  20210000100,  10001000101110010,  10001000101110010, {2 3 3889}
 70122,  10120012010,  20210021020,  10001000111101010,  10001000111101010, {2 3 13 29 31}
 70140,  10120012210,  20210021120,  10001000111111100,  10001000111111100, {2 3 5 7 167}
 70182,  10120021100,  20210012200,  10001001000100110,  10001001000100110, {2 3 7 557}
 70200,  10120022000,  20210011000,  10001001000111000,  10001001000111000, {2 3 5 13}
 70380,  10120112200,  20210221100,  10001001011101100,  10001001011101100, {2 3 5 17 23}
 70458,  10120122120,  20210211210,  10001001100111010,  10001001100111010, {2 3 11743}
 70488,  10120200200,  20210100100,  10001001101011000,  10001001101011000, {2 3 11 89}
 70572,  10120210210,  20210120120,  10001001110101100,  10001001110101100, {2 3 5881}
 70620,  10120212120,  20210121210,  10001001111011100,  10001001111011100, {2 3 5 11 107}
 70842,  10121011210,  20212022120,  10001010010111010,  10001010010111010, {2 3 11807}
 70878,  10121020010,  20212010020,  10001010011011110,  10001010011011110, {2 3 11813}
 70920,  10121021200,  20212012100,  10001010100001000,  10001010100001000, {2 3 5 197}
 70950,  10121022210,  20212011120,  10001010100100110,  10001010100100110, {2 3 5 11 43}
 70980,  10121100220,  20212200110,  10001010101000100,  10001010101000100, {2 3 5 7 13}
 70998,  10121101120,  20212202210,  10001010101010110,  10001010101010110, {2 3 11833}
 71262,  10121202100,  20212101200,  10001011001011110,  10001011001011110, {2 3 37 107}
 71328,  10121211210,  20212122120,  10001011010100000,  10001011010100000, {2 3 743}
 71340,  10121212020,  20212121010,  10001011010101100,  10001011010101100, {2 3 5 29 41}
 71388,  10121221000,  20212112000,  10001011011011100,  10001011011011100, {2 3 661}
 71412,  10121221220,  20212112110,  10001011011110100,  10001011011110100, {2 3 11 541}
 71472,  10122001010,  20211002020,  10001011100110000,  10001011100110000, {2 3 1489}
 71550,  10122011000,  20211022000,  10001011101111110,  10001011101111110, {2 3 5 53}
 71712,  10122101000,  20211202000,  10001100000100000,  10001100000100000, {2 3 83}
 71808,  10122111120,  20211222210,  10001100010000000,  10001100010000000, {2 3 11 17}
 71880,  10122121020,  20211212010,  10001100011001000,  10001100011001000, {2 3 5 599}
 72090,  10122220000,  20211110000,  10001100110011010,  10001100110011010, {2 3 5 89}
 72102,  10122220110,  20211110220,  10001100110100110,  10001100110100110, {2 3 61 197}
 72168,  10122222220,  20211111110,  10001100111101000,  10001100111101000, {2 3 31 97}
 72222,  10200001220,  20100002110,  10001101000011110,  10001101000011110, {2 3 12037}
 72228,  10200002010,  20100001020,  10001101000100100,  10001101000100100, {2 3 13 463}
 72252,  10200010000,  20100020000,  10001101000111100,  10001101000111100, {2 3 223}
 72270,  10200010200,  20100020100,  10001101001001110,  10001101001001110, {2 3 5 11 73}
 72468,  10200102000,  20100201000,  10001101100010100,  10001101100010100, {2 3 11 61}
 72648,  10200122200,  20100211100,  10001101111001000,  10001101111001000, {2 3 1009}
 72672,  10200200120,  20100100210,  10001101111100000,  10001101111100000, {2 3 757}
 72870,  10200221220,  20100112110,  10001110010100110,  10001110010100110, {2 3 5 7 347}
 73038,  10201012010,  20102021020,  10001110101001110,  10001110101001110, {2 3 7 37 47}
 73062,  10201020000,  20102010000,  10001110101100110,  10001110101100110, {2 3 11 41}
 73362,  10201122010,  20102211020,  10001111010010010,  10001111010010010, {2 3 12227}
 73608,  10201222020,  20102111010,  10001111110001000,  10001111110001000, {2 3 3067}
 73680,  10202001220,  20101002110,  10001111111010000,  10001111111010000, {2 3 5 307}
 73848,  10202022010,  20101011020,  10010000001111000,  10010000001111000, {2 3 17 181}
 74100,  10202122110,  20101211220,  10010000101110100,  10010000101110100, {2 3 5 13 19}
 74160,  10202201200,  20101102100,  10010000110110000,  10010000110110000, {2 3 5 103}
 74202,  10202210020,  20101120010,  10010000111011010,  10010000111011010, {2 3 83 149}
 74382,  10210000220,  20120000110,  10010001010001110,  10010001010001110, {2 3 7 11 23}
 74412,  10210002000,  20120001000,  10010001010101100,  10010001010101100, {2 3 13 53}
 74508,  10210012120,  20120021210,  10010001100001100,  10010001100001100, {2 3 7 887}
 74610,  10210100100,  20120200200,  10010001101110010,  10010001101110010, {2 3 5 829}
 74718,  10210111100,  20120222200,  10010001111011110,  10010001111011110, {2 3 7 593}
 74730,  10210111210,  20120222120,  10010001111101010,  10010001111101010, {2 3 5 47 53}
 74760,  10210112220,  20120221110,  10010010000001000,  10010010000001000, {2 3 5 7 89}
 75012,  10210220020,  20120110010,  10010010100000100,  10010010100000100, {2 3 7 19 47}
 75168,  10211010000,  20122020000,  10010010110100000,  10010010110100000, {2 3 29}
 75210,  10211011120,  20122022210,  10010010111001010,  10010010111001010, {2 3 5 23 109}
 75390,  10211102020,  20122201010,  10010011001111110,  10010011001111110, {2 3 5 7 359}
 75402,  10211102200,  20122201100,  10010011010001010,  10010011010001010, {2 3 59 71}
 75540,  10211121210,  20122212120,  10010011100010100,  10010011100010100, {2 3 5 1259}
 75618,  10211201200,  20122102100,  10010011101100010,  10010011101100010, {2 3 4201}
 75708,  10211212000,  20122121000,  10010011110111100,  10010011110111100, {2 3 701}
 75990,  10212020110,  20121010220,  10010100011010110,  10010100011010110, {2 3 5 17 149}
 76002,  10212020220,  20121010110,  10010100011100010,  10010100011100010, {2 3 53 239}
 76080,  10212100210,  20121200120,  10010100100110000,  10010100100110000, {2 3 5 317}
 76158,  10212110200,  20121220100,  10010100101111110,  10010100101111110, {2 3 4231}
 76260,  10212121110,  20121212220,  10010100111100100,  10010100111100100, {2 3 5 31 41}
 76368,  10212202110,  20121101220,  10010101001010000,  10010101001010000, {2 3 37 43}
 76422,  10212211110,  20121122220,  10010101010000110,  10010101010000110, {2 3 47 271}
 76542,  10212222220,  20121111110,  10010101011111110,  10010101011111110, {2 3 12757}
 76650,  10220010220,  20110020110,  10010101101101010,  10010101101101010, {2 3 5 7 73}
 76830,  10220101120,  20110202210,  10010110000011110,  10010110000011110, {2 3 5 13 197}
 76872,  10220110010,  20110220020,  10010110001001000,  10010110001001000, {2 3 3203}
 76962,  10220120110,  20110210220,  10010110010100010,  10010110010100010, {2 3 101 127}
 77238,  10220221200,  20110112100,  10010110110110110,  10010110110110110, {2 3 7 613}
 77262,  10220222120,  20110111210,  10010110111001110,  10010110111001110, {2 3 79 163}
 77268,  10220222210,  20110111120,  10010110111010100,  10010110111010100, {2 3 47 137}
 77418,  10221012100,  20112021200,  10010111001101010,  10010111001101010, {2 3 11 17 23}
 77478,  10221021120,  20112012210,  10010111010100110,  10010111010100110, {2 3 37 349}
 77490,  10221022000,  20112011000,  10010111010110010,  10010111010110010, {2 3 5 7 41}
 77550,  10221101020,  20112202010,  10010111011101110,  10010111011101110, {2 3 5 11 47}
 77688,  10221120100,  20112210200,  10010111101111000,  10010111101111000, {2 3 13 83}
 77712,  10221121020,  20112212010,  10010111110010000,  10010111110010000, {2 3 1619}
 78138,  10222012000,  20111021000,  10011000100111010,  10011000100111010, {2 3 1447}
 78192,  10222021000,  20111012000,  10011000101110000,  10011000101110000, {2 3 181}
 78438,  10222121010,  20111212020,  10011001001100110,  10011001001100110, {2 3 17 769}
 78510,  10222200210,  20111100120,  10011001010101110,  10011001010101110, {2 3 5 2617}
 78540,  10222201220,  20111102110,  10011001011001100,  10011001011001100, {2 3 5 7 11 17}
 78570,  10222210000,  20111120000,  10011001011101010,  10011001011101010, {2 3 5 97}
 78780,  11000001210,  22000002120,  10011001110111100,  10011001110111100, {2 3 5 13 101}
 78888,  11000012210,  22000021120,  10011010000101000,  10011010000101000, {2 3 19 173}
 78978,  11000100010,  22000200020,  10011010010000010,  10011010010000010, {2 3 13163}
 79152,  11000120120,  22000210210,  10011010100110000,  10011010100110000, {2 3 17 97}
 79230,  11000200110,  22000100220,  10011010101111110,  10011010101111110, {2 3 5 19 139}
 79398,  11000220200,  22000110100,  10011011000100110,  10011011000100110, {2 3 11 401}
 79560,  11001010200,  22002020100,  10011011011001000,  10011011011001000, {2 3 5 13 17}
 79632,  11001020100,  22002010200,  10011011100010000,  10011011100010000, {2 3 7 79}
 79692,  11001022120,  22002011210,  10011011101001100,  10011011101001100, {2 3 29 229}
 79698,  11001022210,  22002011120,  10011011101010010,  10011011101010010, {2 3 37 359}
 79812,  11001111000,  22002222000,  10011011111000100,  10011011111000100, {2 3 739}
 79842,  11001112010,  22002221020,  10011011111100010,  10011011111100010, {2 3 7 1901}
