

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,     base3,          base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 1229,   1200112,    10011001101,   11,   (307 2),   (615 1), 2,  4,  4,  8,   7,   5,   {1229}
 1231,   1200121,    10011001111,   23,   (615 1),    (77 4), 1,  1,  6,  10,  9,   7,   {1231}
 1233,   1200200,    10011010001,   47,    (77 4),   (617 1), 0,  3,  1,  1,   11,  9,   {3 137}
 1235,   1200202,    10011010011,   47,   (617 1),   (309 2), 2,  0,  3,  3,   0,   11,  {5 13 19}
 1237,   1200211,    10011010101,    6,   (309 2),   (619 1), 1,  2,  5,  5,   2,   13,  {1237}
 1239,   1200220,    10011010111,   47,   (619 1),   (155 3), 0,  4,  0,  7,   4,   15,  {3 7 59}
 1241,   1200222,    10011011001,   11,   (155 3),   (621 1), 2,  1,  2,  9,   6,   0,   {17 73}
 1243,   1201001,    10011011011,   23,   (621 1),   (311 2), 1,  3,  4,  0,   8,   2,   {11 113}
 1245,   1201010,    10011011101,   30,   (311 2),   (623 1), 0,  0,  6,  2,   10,  4,   {3 5 83}
 1247,   1201012,    10011011111,   47,   (623 1),    (39 5), 2,  2,  1,  4,   12,  6,   {29 43}
 1249,   1201021,    10011100001,   64,    (39 5),   (625 1), 1,  4,  3,  6,   1,   8,   {1249}
 1251,   1201100,    10011100011,    6,   (625 1),   (313 2), 0,  1,  5,  8,   3,   10,  {3 139}
 1253,   1201102,    10011100101,   47,   (313 2),   (627 1), 2,  3,  0,  10,  5,   12,  {7 179}
 1255,   1201111,    10011100111,   30,   (627 1),   (157 3), 1,  0,  2,  1,   7,   14,  {5 251}
 1257,   1201120,    10011101001,   11,   (157 3),   (629 1), 0,  2,  4,  3,   9,   16,  {3 419}
 1259,   1201122,    10011101011,   28,   (629 1),   (315 2), 2,  4,  6,  5,   11,  1,   {1259}
 1261,   1201201,    10011101101,   11,   (315 2),   (631 1), 1,  1,  1,  7,   0,   3,   {13 97}
 1263,   1201210,    10011101111,   64,   (631 1),    (79 4), 0,  3,  3,  9,   2,   5,   {3 421}
 1265,   1201212,    10011110001,   11,    (79 4),   (633 1), 2,  0,  5,  0,   4,   7,   {5 11 23}
 1267,   1201221,    10011110011,    8,   (633 1),   (317 2), 1,  2,  0,  2,   6,   9,   {7 181}
 1269,   1202000,    10011110101,   11,   (317 2),   (635 1), 0,  4,  2,  4,   8,   11,  {3 47}
 1271,   1202002,    10011110111,    8,   (635 1),   (159 3), 2,  1,  4,  6,   10,  13,  {31 41}
 1273,   1202011,    10011111001,    8,   (159 3),   (637 1), 1,  3,  6,  8,   12,  15,  {19 67}
 1275,   1202020,    10011111011,   28,   (637 1),   (319 2), 0,  0,  1,  10,  1,   0,   {3 5 17}
 1277,   1202022,    10011111101,   18,   (319 2),   (639 1), 2,  2,  3,  1,   3,   2,   {1277}
 1279,   1202101,    10011111111,   47,   (639 1),     (5 8), 1,  4,  5,  3,   5,   4,   {1279}
 1281,   1202110,    10100000001,   16,     (5 8),   (641 1), 0,  1,  0,  5,   7,   6,   {3 7 61}
 1283,   1202112,    10100000011,   16,   (641 1),   (321 2), 2,  3,  2,  7,   9,   8,   {1283}
 1285,   1202121,    10100000101,    6,   (321 2),   (643 1), 1,  0,  4,  9,   11,  10,  {5 257}
 1287,   1202200,    10100000111,   52,   (643 1),   (161 3), 0,  2,  6,  0,   0,   12,  {3 11 13}
 1289,   1202202,    10100001001,   52,   (161 3),   (645 1), 2,  4,  1,  2,   2,   14,  {1289}
 1291,   1202211,    10100001011,   16,   (645 1),   (323 2), 1,  1,  3,  4,   4,   16,  {1291}
 1293,   1202220,    10100001101,   35,   (323 2),   (647 1), 0,  3,  5,  6,   6,   1,   {3 431}
 1295,   1202222,    10100001111,   11,   (647 1),    (81 4), 2,  0,  0,  8,   8,   3,   {5 7 37}
 1297,   1210001,    10100010001,   35,    (81 4),   (649 1), 1,  2,  2,  10,  10,  5,   {1297}
 1299,   1210010,    10100010011,   52,   (649 1),   (325 2), 0,  4,  4,  1,   12,  7,   {3 433}
 1301,   1210012,    10100010101,    6,   (325 2),   (651 1), 2,  1,  6,  3,   1,   9,   {1301}
 1303,   1210021,    10100010111,   35,   (651 1),   (163 3), 1,  3,  1,  5,   3,   11,  {1303}
 1305,   1210100,    10100011001,   16,   (163 3),   (653 1), 0,  0,  3,  7,   5,   13,  {3 5 29}
 1307,   1210102,    10100011011,   64,   (653 1),   (327 2), 2,  2,  5,  9,   7,   15,  {1307}
 1309,   1210111,    10100011101,   52,   (327 2),   (655 1), 1,  4,  0,  0,   9,   0,   {7 11 17}
 1311,   1210120,    10100011111,   35,   (655 1),    (41 5), 0,  1,  2,  2,   11,  2,   {3 19 23}
 1313,   1210122,    10100100001,    6,    (41 5),   (657 1), 2,  3,  4,  4,   0,   4,   {13 101}
 1315,   1210201,    10100100011,   16,   (657 1),   (329 2), 1,  0,  6,  6,   2,   6,   {5 263}
 1317,   1210210,    10100100101,   16,   (329 2),   (659 1), 0,  2,  1,  8,   4,   8,   {3 439}
 1319,   1210212,    10100100111,   52,   (659 1),   (165 3), 2,  4,  3,  10,  6,   10,  {1319}
 1321,   1210221,    10100101001,   35,   (165 3),   (661 1), 1,  1,  5,  1,   8,   12,  {1321}
 1323,   1211000,    10100101011,   16,   (661 1),   (331 2), 0,  3,  0,  3,   10,  14,  {3 7}
 1325,   1211002,    10100101101,    6,   (331 2),   (663 1), 2,  0,  2,  5,   12,  16,  {5 53}
 1327,   1211011,    10100101111,   16,   (663 1),    (83 4), 1,  2,  4,  7,   1,   1,   {1327}
 1329,   1211020,    10100110001,   16,    (83 4),   (665 1), 0,  4,  6,  9,   3,   3,   {3 443}
 1331,   1211022,    10100110011,   16,   (665 1),   (333 2), 2,  1,  1,  0,   5,   5,   {11}
 1333,   1211101,    10100110101,   40,   (333 2),   (667 1), 1,  3,  3,  2,   7,   7,   {31 43}
 1335,   1211110,    10100110111,   52,   (667 1),   (167 3), 0,  0,  5,  4,   9,   9,   {3 5 89}
 1337,   1211112,    10100111001,   13,   (167 3),   (669 1), 2,  2,  0,  6,   11,  11,  {7 191}
 1339,   1211121,    10100111011,    6,   (669 1),   (335 2), 1,  4,  2,  8,   0,   13,  {13 103}
 1341,   1211200,    10100111101,   23,   (335 2),   (671 1), 0,  1,  4,  10,  2,   15,  {3 149}
 1343,   1211202,    10100111111,   33,   (671 1),    (21 6), 2,  3,  6,  1,   4,   0,   {17 79}
 1345,   1211211,    10101000001,   40,    (21 6),   (673 1), 1,  0,  1,  3,   6,   2,   {5 269}
 1347,   1211220,    10101000011,   21,   (673 1),   (337 2), 0,  2,  3,  5,   8,   4,   {3 449}
 1349,   1211222,    10101000101,   40,   (337 2),   (675 1), 2,  4,  5,  7,   10,  6,   {19 71}
 1351,   1212001,    10101000111,   57,   (675 1),   (169 3), 1,  1,  0,  9,   12,  8,   {7 193}
 1353,   1212010,    10101001001,   11,   (169 3),   (677 1), 0,  3,  2,  0,   1,   10,  {3 11 41}
 1355,   1212012,    10101001011,   40,   (677 1),   (339 2), 2,  0,  4,  2,   3,   12,  {5 271}
 1357,   1212021,    10101001101,   16,   (339 2),   (679 1), 1,  2,  6,  4,   5,   14,  {23 59}
 1359,   1212100,    10101001111,   21,   (679 1),    (85 4), 0,  4,  1,  6,   7,   16,  {3 151}
 1361,   1212102,    10101010001,   16,    (85 4),   (681 1), 2,  1,  3,  8,   9,   1,   {1361}
 1363,   1212111,    10101010011,   21,   (681 1),   (341 2), 1,  3,  5,  10,  11,  3,   {29 47}
 1365,   1212120,    10101010101,    1,   (341 2),   (683 1), 0,  0,  0,  1,   0,   5,   {3 5 7 13}
 1367,   1212122,    10101010111,   11,   (683 1),   (171 3), 2,  2,  2,  3,   2,   7,   {1367}
 1369,   1212201,    10101011001,   11,   (171 3),   (685 1), 1,  4,  4,  5,   4,   9,   {37}
 1371,   1212210,    10101011011,   40,   (685 1),   (343 2), 0,  1,  6,  7,   6,   11,  {3 457}
 1373,   1212212,    10101011101,   45,   (343 2),   (687 1), 2,  3,  1,  9,   8,   13,  {1373}
 1375,   1212221,    10101011111,   11,   (687 1),    (43 5), 1,  0,  3,  0,   10,  15,  {5 11}
 1377,   1220000,    10101100001,   57,    (43 5),   (689 1), 0,  2,  5,  2,   12,  0,   {3 17}
 1379,   1220002,    10101100011,   45,   (689 1),   (345 2), 2,  4,  0,  4,   1,   2,   {7 197}
 1381,   1220011,    10101100101,   45,   (345 2),   (691 1), 1,  1,  2,  6,   3,   4,   {1381}
 1383,   1220020,    10101100111,   33,   (691 1),   (173 3), 0,  3,  4,  8,   5,   6,   {3 461}
 1385,   1220022,    10101101001,   21,   (173 3),   (693 1), 2,  0,  6,  10,  7,   8,   {5 277}
 1387,   1220101,    10101101011,   21,   (693 1),   (347 2), 1,  2,  1,  1,   9,   10,  {19 73}
 1389,   1220110,    10101101101,   45,   (347 2),   (695 1), 0,  4,  3,  3,   11,  12,  {3 463}
 1391,   1220112,    10101101111,   40,   (695 1),    (87 4), 2,  1,  5,  5,   0,   14,  {13 107}
 1393,   1220121,    10101110001,    9,    (87 4),   (697 1), 1,  3,  0,  7,   2,   16,  {7 199}
 1395,   1220200,    10101110011,   45,   (697 1),   (349 2), 0,  0,  2,  9,   4,   1,   {3 5 31}
 1397,   1220202,    10101110101,    9,   (349 2),   (699 1), 2,  2,  4,  0,   6,   3,   {11 127}
 1399,   1220211,    10101110111,   21,   (699 1),   (175 3), 1,  4,  6,  2,   8,   5,   {1399}
 1401,   1220220,    10101111001,   33,   (175 3),   (701 1), 0,  1,  1,  4,   10,  7,   {3 467}
 1403,   1220222,    10101111011,   45,   (701 1),   (351 2), 2,  3,  3,  6,   12,  9,   {23 61}
 1405,   1221001,    10101111101,   28,   (351 2),   (703 1), 1,  0,  5,  8,   1,   11,  {5 281}
 1407,   1221010,    10101111111,   62,   (703 1),    (11 7), 0,  2,  0,  10,  3,   13,  {3 7 67}
 1409,   1221012,    10110000001,   28,    (11 7),   (705 1), 2,  4,  2,  1,   5,   15,  {1409}
 1411,   1221021,    10110000011,    9,   (705 1),   (353 2), 1,  1,  4,  3,   7,   0,   {17 83}
 1413,   1221100,    10110000101,   45,   (353 2),   (707 1), 0,  3,  6,  5,   9,   2,   {3 157}
 1415,   1221102,    10110000111,    9,   (707 1),   (177 3), 2,  0,  1,  7,   11,  4,   {5 283}
 1417,   1221111,    10110001001,   26,   (177 3),   (709 1), 1,  2,  3,  9,   0,   6,   {13 109}
 1419,   1221120,    10110001011,   45,   (709 1),   (355 2), 0,  4,  5,  0,   2,   8,   {3 11 43}
 1421,   1221122,    10110001101,    9,   (355 2),   (711 1), 2,  1,  0,  2,   4,   10,  {7 29}
 1423,   1221201,    10110001111,   21,   (711 1),    (89 4), 1,  3,  2,  4,   6,   12,  {1423}
 1425,   1221210,    10110010001,    6,    (89 4),   (713 1), 0,  0,  4,  6,   8,   14,  {3 5 19}
 1427,   1221212,    10110010011,    6,   (713 1),   (357 2), 2,  2,  6,  8,   10,  16,  {1427}
 1429,   1221221,    10110010101,    9,   (357 2),   (715 1), 1,  4,  1,  10,  12,  1,   {1429}
 1431,   1222000,    10110010111,    6,   (715 1),   (179 3), 0,  1,  3,  1,   1,   3,   {3 53}
 1433,   1222002,    10110011001,    6,   (179 3),   (717 1), 2,  3,  5,  3,   3,   5,   {1433}
 1435,   1222011,    10110011011,   26,   (717 1),   (359 2), 1,  0,  0,  5,   5,   7,   {5 7 41}
 1437,   1222020,    10110011101,   16,   (359 2),   (719 1), 0,  2,  2,  7,   7,   9,   {3 479}
 1439,   1222022,    10110011111,   45,   (719 1),    (45 5), 2,  4,  4,  9,   9,   11,  {1439}
 1441,   1222101,    10110100001,   50,    (45 5),   (721 1), 1,  1,  6,  0,   11,  13,  {11 131}
 1443,   1222110,    10110100011,   14,   (721 1),   (361 2), 0,  3,  1,  2,   0,   15,  {3 13 37}
 1445,   1222112,    10110100101,   14,   (361 2),   (723 1), 2,  0,  3,  4,   2,   0,   {5 17}
 1447,   1222121,    10110100111,   16,   (723 1),   (181 3), 1,  2,  5,  6,   4,   2,   {1447}
 1449,   1222200,    10110101001,   50,   (181 3),   (725 1), 0,  4,  0,  8,   6,   4,   {3 7 23}
 1451,   1222202,    10110101011,   50,   (725 1),   (363 2), 2,  1,  2,  10,  8,   6,   {1451}
 1453,   1222211,    10110101101,   14,   (363 2),   (727 1), 1,  3,  4,  1,   10,  8,   {1453}
 1455,   1222220,    10110101111,   50,   (727 1),    (91 4), 0,  0,  6,  3,   12,  10,  {3 5 97}
 1457,   1222222,    10110110001,    9,    (91 4),   (729 1), 2,  2,  1,  5,   1,   12,  {31 47}
 1459,   2000001,    10110110011,    9,   (729 1),   (365 2), 1,  4,  3,  7,   3,   14,  {1459}
 1461,   2000010,    10110110101,   33,   (365 2),   (731 1), 0,  1,  5,  9,   5,   16,  {3 487}
 1463,   2000012,    10110110111,   50,   (731 1),   (183 3), 2,  3,  0,  0,   7,   1,   {7 11 19}
 1465,   2000021,    10110111001,    9,   (183 3),   (733 1), 1,  0,  2,  2,   9,   3,   {5 293}
 1467,   2000100,    10110111011,   50,   (733 1),   (367 2), 0,  2,  4,  4,   11,  5,   {3 163}
 1469,   2000102,    10110111101,   14,   (367 2),   (735 1), 2,  4,  6,  6,   0,   7,   {13 113}
 1471,   2000111,    10110111111,   62,   (735 1),    (23 6), 1,  1,  1,  8,   2,   9,   {1471}
 1473,   2000120,    10111000001,   33,    (23 6),   (737 1), 0,  3,  3,  10,  4,   11,  {3 491}
 1475,   2000122,    10111000011,   50,   (737 1),   (369 2), 2,  0,  5,  1,   6,   13,  {5 59}
 1477,   2000201,    10111000101,    4,   (369 2),   (739 1), 1,  2,  0,  3,   8,   15,  {7 211}
 1479,   2000210,    10111000111,   33,   (739 1),   (185 3), 0,  4,  2,  5,   10,  0,   {3 17 29}
 1481,   2000212,    10111001001,    9,   (185 3),   (741 1), 2,  1,  4,  7,   12,  2,   {1481}
 1483,   2000221,    10111001011,   50,   (741 1),   (371 2), 1,  3,  6,  9,   1,   4,   {1483}
 1485,   2001000,    10111001101,   14,   (371 2),   (743 1), 0,  0,  1,  0,   3,   6,   {3 5 11}
 1487,   2001002,    10111001111,   33,   (743 1),    (93 4), 2,  2,  3,  2,   5,   8,   {1487}
 1489,   2001011,    10111010001,   14,    (93 4),   (745 1), 1,  4,  5,  4,   7,   10,  {1489}
 1491,   2001020,    10111010011,   31,   (745 1),   (373 2), 0,  1,  0,  6,   9,   12,  {3 7 71}
 1493,   2001022,    10111010101,    4,   (373 2),   (747 1), 2,  3,  2,  8,   11,  14,  {1493}
 1495,   2001101,    10111010111,   14,   (747 1),   (187 3), 1,  0,  4,  10,  0,   16,  {5 13 23}
 1497,   2001110,    10111011001,   14,   (187 3),   (749 1), 0,  2,  6,  1,   2,   1,   {3 499}
 1499,   2001112,    10111011011,   14,   (749 1),   (375 2), 2,  4,  1,  3,   4,   3,   {1499}
 1501,   2001121,    10111011101,   14,   (375 2),   (751 1), 1,  1,  3,  5,   6,   5,   {19 79}
 1503,   2001200,    10111011111,   50,   (751 1),    (47 5), 0,  3,  5,  7,   8,   7,   {3 167}
 1505,   2001202,    10111100001,   11,    (47 5),   (753 1), 2,  0,  0,  9,   10,  9,   {5 7 43}
 1507,   2001211,    10111100011,    4,   (753 1),   (377 2), 1,  2,  2,  0,   12,  11,  {11 137}
 1509,   2001220,    10111100101,   21,   (377 2),   (755 1), 0,  4,  4,  2,   1,   13,  {3 503}
 1511,   2001222,    10111100111,   31,   (755 1),   (189 3), 2,  1,  6,  4,   3,   15,  {1511}
 1513,   2002001,    10111101001,   21,   (189 3),   (757 1), 1,  3,  1,  6,   5,   0,   {17 89}
 1515,   2002010,    10111101011,   50,   (757 1),   (379 2), 0,  0,  3,  8,   7,   2,   {3 5 101}
 1517,   2002012,    10111101101,   19,   (379 2),   (759 1), 2,  2,  5,  10,  9,   4,   {37 41}
 1519,   2002021,    10111101111,   55,   (759 1),    (95 4), 1,  4,  0,  1,   11,  6,   {7 31}
 1521,   2002100,    10111110001,   38,    (95 4),   (761 1), 0,  1,  2,  3,   0,   8,   {3 13}
 1523,   2002102,    10111110011,    9,   (761 1),   (381 2), 2,  3,  4,  5,   2,   10,  {1523}
 1525,   2002111,    10111110101,   38,   (381 2),   (763 1), 1,  0,  6,  7,   4,   12,  {5 61}
 1527,   2002120,    10111110111,   55,   (763 1),   (191 3), 0,  2,  1,  9,   6,   14,  {3 509}
 1529,   2002122,    10111111001,   19,   (191 3),   (765 1), 2,  4,  3,  0,   8,   16,  {11 139}
 1531,   2002201,    10111111011,   19,   (765 1),   (383 2), 1,  1,  5,  2,   10,  1,   {1531}
 1533,   2002210,    10111111101,   14,   (383 2),   (767 1), 0,  3,  0,  4,   12,  3,   {3 7 73}
 1535,   2002212,    10111111111,   19,   (767 1),     (3 9), 2,  0,  2,  6,   1,   5,   {5 307}
 1537,   2002221,    11000000001,   55,     (3 9),   (769 1), 1,  2,  4,  8,   3,   7,   {29 53}
 1539,   2010000,    11000000011,    9,   (769 1),   (385 2), 0,  4,  6,  10,  5,   9,   {3 19}
 1541,   2010002,    11000000101,    9,   (385 2),   (771 1), 2,  1,  1,  1,   7,   11,  {23 67}
 1543,   2010011,    11000000111,   38,   (771 1),   (193 3), 1,  3,  3,  3,   9,   13,  {1543}
 1545,   2010020,    11000001001,   19,   (193 3),   (773 1), 0,  0,  5,  5,   11,  15,  {3 5 103}
 1547,   2010022,    11000001011,    9,   (773 1),   (387 2), 2,  2,  0,  7,   0,   0,   {7 13 17}
 1549,   2010101,    11000001101,   43,   (387 2),   (775 1), 1,  4,  2,  9,   2,   2,   {1549}
 1551,   2010110,    11000001111,   55,   (775 1),    (97 4), 0,  1,  4,  0,   4,   4,   {3 11 47}
 1553,   2010112,    11000010001,   43,    (97 4),   (777 1), 2,  3,  6,  2,   6,   6,   {1553}
 1555,   2010121,    11000010011,    9,   (777 1),   (389 2), 1,  0,  1,  4,   8,   8,   {5 311}
 1557,   2010200,    11000010101,   43,   (389 2),   (779 1), 0,  2,  3,  6,   10,  10,  {3 173}
 1559,   2010202,    11000010111,   19,   (779 1),   (195 3), 2,  4,  5,  8,   12,  12,  {1559}
 1561,   2010211,    11000011001,   19,   (195 3),   (781 1), 1,  1,  0,  10,  1,   14,  {7 223}
 1563,   2010220,    11000011011,   55,   (781 1),   (391 2), 0,  3,  2,  1,   3,   16,  {3 521}
 1565,   2010222,    11000011101,   43,   (391 2),   (783 1), 2,  0,  4,  3,   5,   1,   {5 313}
 1567,   2011001,    11000011111,   19,   (783 1),    (49 5), 1,  2,  6,  5,   7,   3,   {1567}
 1569,   2011010,    11000100001,    9,    (49 5),   (785 1), 0,  4,  1,  7,   9,   5,   {3 523}
 1571,   2011012,    11000100011,   43,   (785 1),   (393 2), 2,  1,  3,  9,   11,  7,   {1571}
 1573,   2011021,    11000100101,   19,   (393 2),   (787 1), 1,  3,  5,  0,   0,   9,   {11 13}
 1575,   2011100,    11000100111,   19,   (787 1),   (197 3), 0,  0,  0,  2,   2,   11,  {3 5 7}
 1577,   2011102,    11000101001,   31,   (197 3),   (789 1), 2,  2,  2,  4,   4,   13,  {19 83}
 1579,   2011111,    11000101011,   43,   (789 1),   (395 2), 1,  4,  4,  6,   6,   15,  {1579}
 1581,   2011120,    11000101101,   26,   (395 2),   (791 1), 0,  1,  6,  8,   8,   0,   {3 17 31}
 1583,   2011122,    11000101111,   60,   (791 1),    (99 4), 2,  3,  1,  10,  10,  2,   {1583}
 1585,   2011201,    11000110001,   26,    (99 4),   (793 1), 1,  0,  3,  1,   12,  4,   {5 317}
 1587,   2011210,    11000110011,   26,   (793 1),   (397 2), 0,  2,  5,  3,   1,   6,   {3 23}
 1589,   2011212,    11000110101,    7,   (397 2),   (795 1), 2,  4,  0,  5,   3,   8,   {7 227}
 1591,   2011221,    11000110111,   36,   (795 1),   (199 3), 1,  1,  2,  7,   5,   10,  {37 43}
 1593,   2012000,    11000111001,   43,   (199 3),   (797 1), 0,  3,  4,  9,   7,   12,  {3 59}
 1595,   2012002,    11000111011,   24,   (797 1),   (399 2), 2,  0,  6,  0,   9,   14,  {5 11 29}
 1597,   2012011,    11000111101,   43,   (399 2),   (799 1), 1,  2,  1,  2,   11,  16,  {1597}
 1599,   2012020,    11000111111,   24,   (799 1),    (25 6), 0,  4,  3,  4,   0,   1,   {3 13 41}
 1601,   2012022,    11001000001,   19,    (25 6),   (801 1), 2,  1,  5,  6,   2,   3,   {1601}
 1603,   2012101,    11001000011,   19,   (801 1),   (401 2), 1,  3,  0,  8,   4,   5,   {7 229}
 1605,   2012110,    11001000101,    4,   (401 2),   (803 1), 0,  0,  2,  10,  6,   7,   {3 5 107}
 1607,   2012112,    11001000111,   60,   (803 1),   (201 3), 2,  2,  4,  1,   8,   9,   {1607}
 1609,   2012121,    11001001001,   24,   (201 3),   (805 1), 1,  4,  6,  3,   10,  11,  {1609}
 1611,   2012200,    11001001011,    4,   (805 1),   (403 2), 0,  1,  1,  5,   12,  13,  {3 179}
 1613,   2012202,    11001001101,    4,   (403 2),   (807 1), 2,  3,  3,  7,   1,   15,  {1613}
 1615,   2012211,    11001001111,   24,   (807 1),   (101 4), 1,  0,  5,  9,   3,   0,   {5 17 19}
 1617,   2012220,    11001010001,   14,   (101 4),   (809 1), 0,  2,  0,  0,   5,   2,   {3 7 11}
 1619,   2012222,    11001010011,   14,   (809 1),   (405 2), 2,  4,  2,  2,   7,   4,   {1619}
 1621,   2020001,    11001010101,    7,   (405 2),   (811 1), 1,  1,  4,  4,   9,   6,   {1621}
 1623,   2020010,    11001010111,   48,   (811 1),   (203 3), 0,  3,  6,  6,   11,  8,   {3 541}
 1625,   2020012,    11001011001,   48,   (203 3),   (813 1), 2,  0,  1,  8,   0,   10,  {5 13}
 1627,   2020021,    11001011011,   24,   (813 1),   (407 2), 1,  2,  3,  10,  2,   12,  {1627}
 1629,   2020100,    11001011101,   12,   (407 2),   (815 1), 0,  4,  5,  1,   4,   14,  {3 181}
 1631,   2020102,    11001011111,   48,   (815 1),    (51 5), 2,  1,  0,  3,   6,   16,  {7 233}
 1633,   2020111,    11001100001,   48,    (51 5),   (817 1), 1,  3,  2,  5,   8,   1,   {23 71}
 1635,   2020120,    11001100011,   12,   (817 1),   (409 2), 0,  0,  4,  7,   10,  3,   {3 5 109}
 1637,   2020122,    11001100101,   12,   (409 2),   (819 1), 2,  2,  6,  9,   12,  5,   {1637}
 1639,   2020201,    11001100111,   36,   (819 1),   (205 3), 1,  4,  1,  0,   1,   7,   {11 149}
 1641,   2020210,    11001101001,   24,   (205 3),   (821 1), 0,  1,  3,  2,   3,   9,   {3 547}
 1643,   2020212,    11001101011,   24,   (821 1),   (411 2), 2,  3,  5,  4,   5,   11,  {31 53}
 1645,   2020221,    11001101101,   48,   (411 2),   (823 1), 1,  0,  0,  6,   7,   13,  {5 7 47}
 1647,   2021000,    11001101111,   48,   (823 1),   (103 4), 0,  2,  2,  8,   9,   15,  {3 61}
 1649,   2021002,    11001110001,    7,   (103 4),   (825 1), 2,  4,  4,  10,  11,  0,   {17 97}
 1651,   2021011,    11001110011,   48,   (825 1),   (413 2), 1,  1,  6,  1,   0,   2,   {13 127}
 1653,   2021020,    11001110101,   31,   (413 2),   (827 1), 0,  3,  1,  3,   2,   4,   {3 19 29}
 1655,   2021022,    11001110111,   12,   (827 1),   (207 3), 2,  0,  3,  5,   4,   6,   {5 331}
 1657,   2021101,    11001111001,   24,   (207 3),   (829 1), 1,  2,  5,  7,   6,   8,   {1657}
 1659,   2021110,    11001111011,   12,   (829 1),   (415 2), 0,  4,  0,  9,   8,   10,  {3 7 79}
 1661,   2021112,    11001111101,   48,   (415 2),   (831 1), 2,  1,  2,  0,   10,  12,  {11 151}
 1663,   2021121,    11001111111,   24,   (831 1),    (13 7), 1,  3,  4,  2,   12,  14,  {1663}
 1665,   2021200,    11010000001,   65,    (13 7),   (833 1), 0,  0,  6,  4,   1,   16,  {3 5 37}
 1667,   2021202,    11010000011,    7,   (833 1),   (417 2), 2,  2,  1,  6,   3,   1,   {1667}
 1669,   2021211,    11010000101,   48,   (417 2),   (835 1), 1,  4,  3,  8,   5,   3,   {1669}
 1671,   2021220,    11010000111,   12,   (835 1),   (209 3), 0,  1,  5,  10,  7,   5,   {3 557}
 1673,   2021222,    11010001001,   31,   (209 3),   (837 1), 2,  3,  0,  1,   9,   7,   {7 239}
 1675,   2022001,    11010001011,   48,   (837 1),   (419 2), 1,  0,  2,  3,   11,  9,   {5 67}
 1677,   2022010,    11010001101,   12,   (419 2),   (839 1), 0,  2,  4,  5,   0,   11,  {3 13 43}
 1679,   2022012,    11010001111,   29,   (839 1),   (105 4), 2,  4,  6,  7,   2,   13,  {23 73}
 1681,   2022021,    11010010001,   12,   (105 4),   (841 1), 1,  1,  1,  9,   4,   15,  {41}
 1683,   2022100,    11010010011,   12,   (841 1),   (421 2), 0,  3,  3,  0,   6,   0,   {3 11 17}
 1685,   2022102,    11010010101,   12,   (421 2),   (843 1), 2,  0,  5,  2,   8,   2,   {5 337}
 1687,   2022111,    11010010111,   12,   (843 1),   (211 3), 1,  2,  0,  4,   10,  4,   {7 241}
 1689,   2022120,    11010011001,    9,   (211 3),   (845 1), 0,  4,  2,  6,   12,  6,   {3 563}
 1691,   2022122,    11010011011,   48,   (845 1),   (423 2), 2,  1,  4,  8,   1,   8,   {19 89}
 1693,   2022201,    11010011101,    9,   (423 2),   (847 1), 1,  3,  6,  10,  3,   10,  {1693}
 1695,   2022210,    11010011111,   65,   (847 1),    (53 5), 0,  0,  1,  1,   5,   12,  {3 5 113}
 1697,   2022212,    11010100001,    9,    (53 5),   (849 1), 2,  2,  3,  3,   7,   14,  {1697}
 1699,   2022221,    11010100011,   19,   (849 1),   (425 2), 1,  4,  5,  5,   9,   16,  {1699}
 1701,   2100000,    11010100101,   19,   (425 2),   (851 1), 0,  1,  0,  7,   11,  1,   {3 7}
 1703,   2100002,    11010100111,   19,   (851 1),   (213 3), 2,  3,  2,  9,   0,   3,   {13 131}
 1705,   2100011,    11010101001,   48,   (213 3),   (853 1), 1,  0,  4,  0,   2,   5,   {5 11 31}
 1707,   2100020,    11010101011,   53,   (853 1),   (427 2), 0,  2,  6,  2,   4,   7,   {3 569}
 1709,   2100022,    11010101101,   17,   (427 2),   (855 1), 2,  4,  1,  4,   6,   9,   {1709}
 1711,   2100101,    11010101111,   53,   (855 1),   (107 4), 1,  1,  3,  6,   8,   11,  {29 59}
 1713,   2100110,    11010110001,    7,   (107 4),   (857 1), 0,  3,  5,  8,   10,  13,  {3 571}
 1715,   2100112,    11010110011,    7,   (857 1),   (429 2), 2,  0,  0,  10,  12,  15,  {5 7}
 1717,   2100121,    11010110101,   36,   (429 2),   (859 1), 1,  2,  2,  1,   1,   0,   {17 101}
 1719,   2100200,    11010110111,   53,   (859 1),   (215 3), 0,  4,  4,  3,   3,   2,   {3 191}
 1721,   2100202,    11010111001,   17,   (215 3),   (861 1), 2,  1,  6,  5,   5,   4,   {1721}
 1723,   2100211,    11010111011,   17,   (861 1),   (431 2), 1,  3,  1,  7,   7,   6,   {1723}
 1725,   2100220,    11010111101,   12,   (431 2),   (863 1), 0,  0,  3,  9,   9,   8,   {3 5 23}
 1727,   2100222,    11010111111,   17,   (863 1),    (27 6), 2,  2,  5,  0,   11,  10,  {11 157}
