

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,     base3,          base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 3657,  12000110,   111001001001,   41,   (457 3),  (1829 1), 0,  2,  3,  5,   4,   2,   {3 23 53}
 3659,  12000112,   111001001011,   46,  (1829 1),   (915 2), 2,  4,  5,  7,   6,   4,   {3659}
 3661,  12000121,   111001001101,   46,   (915 2),  (1831 1), 1,  1,  0,  9,   8,   6,   {7 523}
 3663,  12000200,   111001001111,   22,  (1831 1),   (229 4), 0,  3,  2,  0,   10,  8,   {3 11 37}
 3665,  12000202,   111001010001,   12,   (229 4),  (1833 1), 2,  0,  4,  2,   12,  10,  {5 733}
 3667,  12000211,   111001010011,   12,  (1833 1),   (917 2), 1,  2,  6,  4,   1,   12,  {19 193}
 3669,  12000220,   111001010101,   10,   (917 2),  (1835 1), 0,  4,  1,  6,   3,   14,  {3 1223}
 3671,  12000222,   111001010111,   46,  (1835 1),   (459 3), 2,  1,  3,  8,   5,   16,  {3671}
 3673,  12001001,   111001011001,   58,   (459 3),  (1837 1), 1,  3,  5,  10,  7,   1,   {3673}
 3675,  12001010,   111001011011,   34,  (1837 1),   (919 2), 0,  0,  0,  1,   9,   3,   {3 5 7}
 3677,  12001012,   111001011101,   46,   (919 2),  (1839 1), 2,  2,  2,  3,   11,  5,   {3677}
 3679,  12001021,   111001011111,   58,  (1839 1),   (115 5), 1,  4,  4,  5,   0,   7,   {13 283}
 3681,  12001100,   111001100001,   46,   (115 5),  (1841 1), 0,  1,  6,  7,   2,   9,   {3 409}
 3683,  12001102,   111001100011,   46,  (1841 1),   (921 2), 2,  3,  1,  9,   4,   11,  {29 127}
 3685,  12001111,   111001100101,   46,   (921 2),  (1843 1), 1,  0,  3,  0,   6,   13,  {5 11 67}
 3687,  12001120,   111001100111,   12,  (1843 1),   (461 3), 0,  2,  5,  2,   8,   15,  {3 1229}
 3689,  12001122,   111001101001,   34,   (461 3),  (1845 1), 2,  4,  0,  4,   10,  0,   {7 17 31}
 3691,  12001201,   111001101011,   22,  (1845 1),   (923 2), 1,  1,  2,  6,   12,  2,   {3691}
 3693,  12001210,   111001101101,   22,   (923 2),  (1847 1), 0,  3,  4,  8,   1,   4,   {3 1231}
 3695,  12001212,   111001101111,   75,  (1847 1),   (231 4), 2,  0,  6,  10,  3,   6,   {5 739}
 3697,  12001221,   111001110001,   10,   (231 4),  (1849 1), 1,  2,  1,  1,   5,   8,   {3697}
 3699,  12002000,   111001110011,   22,  (1849 1),   (925 2), 0,  4,  3,  3,   7,   10,  {3 137}
 3701,  12002002,   111001110101,   46,   (925 2),  (1851 1), 2,  1,  5,  5,   9,   12,  {3701}
 3703,  12002011,   111001110111,   46,  (1851 1),   (463 3), 1,  3,  0,  7,   11,  14,  {7 23}
 3705,  12002020,   111001111001,   58,   (463 3),  (1853 1), 0,  0,  2,  9,   0,   16,  {3 5 13 19}
 3707,  12002022,   111001111011,   46,  (1853 1),   (927 2), 2,  2,  4,  0,   2,   1,   {11 337}
 3709,  12002101,   111001111101,   41,   (927 2),  (1855 1), 1,  4,  6,  2,   4,   3,   {3709}
 3711,  12002110,   111001111111,   87,  (1855 1),    (29 7), 0,  1,  1,  4,   6,   5,   {3 1237}
 3713,  12002112,   111010000001,   22,    (29 7),  (1857 1), 2,  3,  3,  6,   8,   7,   {47 79}
 3715,  12002121,   111010000011,   10,  (1857 1),   (929 2), 1,  0,  5,  8,   10,  9,   {5 743}
 3717,  12002200,   111010000101,   46,   (929 2),  (1859 1), 0,  2,  0,  10,  12,  11,  {3 7 59}
 3719,  12002202,   111010000111,   12,  (1859 1),   (465 3), 2,  4,  2,  1,   1,   13,  {3719}
 3721,  12002211,   111010001001,   22,   (465 3),  (1861 1), 1,  1,  4,  3,   3,   15,  {61}
 3723,  12002220,   111010001011,   46,  (1861 1),   (931 2), 0,  3,  6,  5,   5,   0,   {3 17 73}
 3725,  12002222,   111010001101,   10,   (931 2),  (1863 1), 2,  0,  1,  7,   7,   2,   {5 149}
 3727,  12010001,   111010001111,   22,  (1863 1),   (233 4), 1,  2,  3,  9,   9,   4,   {3727}
 3729,  12010010,   111010010001,   22,   (233 4),  (1865 1), 0,  4,  5,  0,   11,  6,   {3 11 113}
 3731,  12010012,   111010010011,   22,  (1865 1),   (933 2), 2,  1,  0,  2,   0,   8,   {7 13 41}
 3733,  12010021,   111010010101,   29,   (933 2),  (1867 1), 1,  3,  2,  4,   2,   10,  {3733}
 3735,  12010100,   111010010111,   10,  (1867 1),   (467 3), 0,  0,  4,  6,   4,   12,  {3 5 83}
 3737,  12010102,   111010011001,   34,   (467 3),  (1869 1), 2,  2,  6,  8,   6,   14,  {37 101}
 3739,  12010111,   111010011011,   39,  (1869 1),   (935 2), 1,  4,  1,  10,  8,   16,  {3739}
 3741,  12010120,   111010011101,   46,   (935 2),  (1871 1), 0,  1,  3,  1,   10,  1,   {3 29 43}
 3743,  12010122,   111010011111,   22,  (1871 1),   (117 5), 2,  3,  5,  3,   12,  3,   {19 197}
 3745,  12010201,   111010100001,   58,   (117 5),  (1873 1), 1,  0,  0,  5,   1,   5,   {5 7 107}
 3747,  12010210,   111010100011,   29,  (1873 1),   (937 2), 0,  2,  2,  7,   3,   7,   {3 1249}
 3749,  12010212,   111010100101,   63,   (937 2),  (1875 1), 2,  4,  4,  9,   5,   9,   {23 163}
 3751,  12010221,   111010100111,   19,  (1875 1),   (469 3), 1,  1,  6,  0,   7,   11,  {11 31}
 3753,  12011000,   111010101001,   58,   (469 3),  (1877 1), 0,  3,  1,  2,   9,   13,  {3 139}
 3755,  12011002,   111010101011,   19,  (1877 1),   (939 2), 2,  0,  3,  4,   11,  15,  {5 751}
 3757,  12011011,   111010101101,   29,   (939 2),  (1879 1), 1,  2,  5,  6,   0,   0,   {13 17}
 3759,  12011020,   111010101111,   29,  (1879 1),   (235 4), 0,  4,  0,  8,   2,   2,   {3 7 179}
 3761,  12011022,   111010110001,   10,   (235 4),  (1881 1), 2,  1,  2,  10,  4,   4,   {3761}
 3763,  12011101,   111010110011,   10,  (1881 1),   (941 2), 1,  3,  4,  1,   6,   6,   {53 71}
 3765,  12011110,   111010110101,   46,   (941 2),  (1883 1), 0,  0,  6,  3,   8,   8,   {3 5 251}
 3767,  12011112,   111010110111,   29,  (1883 1),   (471 3), 2,  2,  1,  5,   10,  10,  {3767}
 3769,  12011121,   111010111001,   39,   (471 3),  (1885 1), 1,  4,  3,  7,   12,  12,  {3769}
 3771,  12011200,   111010111011,   39,  (1885 1),   (943 2), 0,  1,  5,  9,   1,   14,  {3 419}
 3773,  12011202,   111010111101,   10,   (943 2),  (1887 1), 2,  3,  0,  0,   3,   16,  {7 11}
 3775,  12011211,   111010111111,   29,  (1887 1),    (59 6), 1,  0,  2,  2,   5,   1,   {5 151}
 3777,  12011220,   111011000001,   46,    (59 6),  (1889 1), 0,  2,  4,  4,   7,   3,   {3 1259}
 3779,  12011222,   111011000011,   27,  (1889 1),   (945 2), 2,  4,  6,  6,   9,   5,   {3779}
 3781,  12012001,   111011000101,   10,   (945 2),  (1891 1), 1,  1,  1,  8,   11,  7,   {19 199}
 3783,  12012010,   111011000111,   46,  (1891 1),   (473 3), 0,  3,  3,  10,  0,   9,   {3 13 97}
 3785,  12012012,   111011001001,   46,   (473 3),  (1893 1), 2,  0,  5,  1,   2,   11,  {5 757}
 3787,  12012021,   111011001011,   27,  (1893 1),   (947 2), 1,  2,  0,  3,   4,   13,  {7 541}
 3789,  12012100,   111011001101,   10,   (947 2),  (1895 1), 0,  4,  2,  5,   6,   15,  {3 421}
 3791,  12012102,   111011001111,   63,  (1895 1),   (237 4), 2,  1,  4,  7,   8,   0,   {17 223}
 3793,  12012111,   111011010001,   22,   (237 4),  (1897 1), 1,  3,  6,  9,   10,  2,   {3793}
 3795,  12012120,   111011010011,   22,  (1897 1),   (949 2), 0,  0,  1,  0,   12,  4,   {3 5 11 23}
 3797,  12012122,   111011010101,   10,   (949 2),  (1899 1), 2,  2,  3,  2,   1,   6,   {3797}
 3799,  12012201,   111011010111,   22,  (1899 1),   (475 3), 1,  4,  5,  4,   3,   8,   {29 131}
 3801,  12012210,   111011011001,    7,   (475 3),  (1901 1), 0,  1,  0,  6,   5,   10,  {3 7 181}
 3803,  12012212,   111011011011,   27,  (1901 1),   (951 2), 2,  3,  2,  8,   7,   12,  {3803}
 3805,  12012221,   111011011101,    7,   (951 2),  (1903 1), 1,  0,  4,  10,  9,   14,  {5 761}
 3807,  12020000,   111011011111,   46,  (1903 1),   (119 5), 0,  2,  6,  1,   11,  16,  {3 47}
 3809,  12020002,   111011100001,   63,   (119 5),  (1905 1), 2,  4,  1,  3,   0,   1,   {13 293}
 3811,  12020011,   111011100011,   10,  (1905 1),   (953 2), 1,  1,  3,  5,   2,   3,   {37 103}
 3813,  12020020,   111011100101,    7,   (953 2),  (1907 1), 0,  3,  5,  7,   4,   5,   {3 31 41}
 3815,  12020022,   111011100111,   63,  (1907 1),   (477 3), 2,  0,  0,  9,   6,   7,   {5 7 109}
 3817,  12020101,   111011101001,   27,   (477 3),  (1909 1), 1,  2,  2,  0,   8,   9,   {11 347}
 3819,  12020110,   111011101011,    7,  (1909 1),   (955 2), 0,  4,  4,  2,   10,  11,  {3 19 67}
 3821,  12020112,   111011101101,    7,   (955 2),  (1911 1), 2,  1,  6,  4,   12,  13,  {3821}
 3823,  12020121,   111011101111,   63,  (1911 1),   (239 4), 1,  3,  1,  6,   1,   15,  {3823}
 3825,  12020200,   111011110001,   10,   (239 4),  (1913 1), 0,  0,  3,  8,   3,   0,   {3 5 17}
 3827,  12020202,   111011110011,   27,  (1913 1),   (957 2), 2,  2,  5,  10,  5,   2,   {43 89}
 3829,  12020211,   111011110101,   17,   (957 2),  (1915 1), 1,  4,  0,  1,   7,   4,   {7 547}
 3831,  12020220,   111011110111,   63,  (1915 1),   (479 3), 0,  1,  2,  3,   9,   6,   {3 1277}
 3833,  12020222,   111011111001,   17,   (479 3),  (1917 1), 2,  3,  4,  5,   11,  8,   {3833}
 3835,  12021001,   111011111011,   46,  (1917 1),   (959 2), 1,  0,  6,  7,   0,   10,  {5 13 59}
 3837,  12021010,   111011111101,   46,   (959 2),  (1919 1), 0,  2,  1,  9,   2,   12,  {3 1279}
 3839,  12021012,   111011111111,   39,  (1919 1),    (15 8), 2,  4,  3,  0,   4,   14,  {11 349}
 3841,  12021021,   111100000001,   10,    (15 8),  (1921 1), 1,  1,  5,  2,   6,   16,  {23 167}
 3843,  12021100,   111100000011,   51,  (1921 1),   (961 2), 0,  3,  0,  4,   8,   1,   {3 7 61}
 3845,  12021102,   111100000101,   15,   (961 2),  (1923 1), 2,  0,  2,  6,   10,  3,   {5 769}
 3847,  12021111,   111100000111,   51,  (1923 1),   (481 3), 1,  2,  4,  8,   12,  5,   {3847}
 3849,  12021120,   111100001001,   46,   (481 3),  (1925 1), 0,  4,  6,  10,  1,   7,   {3 1283}
 3851,  12021122,   111100001011,   51,  (1925 1),   (963 2), 2,  1,  1,  1,   3,   9,   {3851}
 3853,  12021201,   111100001101,   15,   (963 2),  (1927 1), 1,  3,  3,  3,   5,   11,  {3853}
 3855,  12021210,   111100001111,   15,  (1927 1),   (241 4), 0,  0,  5,  5,   7,   13,  {3 5 257}
 3857,  12021212,   111100010001,   15,   (241 4),  (1929 1), 2,  2,  0,  7,   9,   15,  {7 19 29}
 3859,  12021221,   111100010011,   17,  (1929 1),   (965 2), 1,  4,  2,  9,   11,  0,   {17 227}
 3861,  12022000,   111100010101,    5,   (965 2),  (1931 1), 0,  1,  4,  0,   0,   2,   {3 11 13}
 3863,  12022002,   111100010111,   51,  (1931 1),   (483 3), 2,  3,  6,  2,   2,   4,   {3863}
 3865,  12022011,   111100011001,   51,   (483 3),  (1933 1), 1,  0,  1,  4,   4,   6,   {5 773}
 3867,  12022020,   111100011011,   27,  (1933 1),   (967 2), 0,  2,  3,  6,   6,   8,   {3 1289}
 3869,  12022022,   111100011101,   51,   (967 2),  (1935 1), 2,  4,  5,  8,   8,   10,  {53 73}
 3871,  12022101,   111100011111,   39,  (1935 1),   (121 5), 1,  1,  0,  10,  10,  12,  {7 79}
 3873,  12022110,   111100100001,   15,   (121 5),  (1937 1), 0,  3,  2,  1,   12,  14,  {3 1291}
 3875,  12022112,   111100100011,   15,  (1937 1),   (969 2), 2,  0,  4,  3,   1,   16,  {5 31}
 3877,  12022121,   111100100101,   15,   (969 2),  (1939 1), 1,  2,  6,  5,   3,   1,   {3877}
 3879,  12022200,   111100100111,   51,  (1939 1),   (485 3), 0,  4,  1,  7,   5,   3,   {3 431}
 3881,  12022202,   111100101001,   51,   (485 3),  (1941 1), 2,  1,  3,  9,   7,   5,   {3881}
 3883,  12022211,   111100101011,   15,  (1941 1),   (971 2), 1,  3,  5,  0,   9,   7,   {11 353}
 3885,  12022220,   111100101101,   10,   (971 2),  (1943 1), 0,  0,  0,  2,   11,  9,   {3 5 7 37}
 3887,  12022222,   111100101111,   15,  (1943 1),   (243 4), 2,  2,  2,  4,   0,   11,  {13 23}
 3889,  12100001,   111100110001,   10,   (243 4),  (1945 1), 1,  4,  4,  6,   2,   13,  {3889}
 3891,  12100010,   111100110011,   10,  (1945 1),   (973 2), 0,  1,  6,  8,   4,   15,  {3 1297}
 3893,  12100012,   111100110101,   34,   (973 2),  (1947 1), 2,  3,  1,  10,  6,   0,   {17 229}
 3895,  12100021,   111100110111,   27,  (1947 1),   (487 3), 1,  0,  3,  1,   8,   2,   {5 19 41}
 3897,  12100100,   111100111001,   51,   (487 3),  (1949 1), 0,  2,  5,  3,   10,  4,   {3 433}
 3899,  12100102,   111100111011,   51,  (1949 1),   (975 2), 2,  4,  0,  5,   12,  6,   {7 557}
 3901,  12100111,   111100111101,   51,   (975 2),  (1951 1), 1,  1,  2,  7,   1,   8,   {47 83}
 3903,  12100120,   111100111111,   63,  (1951 1),    (61 6), 0,  3,  4,  9,   3,   10,  {3 1301}
 3905,  12100122,   111101000001,   34,    (61 6),  (1953 1), 2,  0,  6,  0,   5,   12,  {5 11 71}
 3907,  12100201,   111101000011,   10,  (1953 1),   (977 2), 1,  2,  1,  2,   7,   14,  {3907}
 3909,  12100210,   111101000101,   34,   (977 2),  (1955 1), 0,  4,  3,  4,   9,   16,  {3 1303}
 3911,  12100212,   111101000111,   27,  (1955 1),   (489 3), 2,  1,  5,  6,   11,  1,   {3911}
 3913,  12100221,   111101001001,   51,   (489 3),  (1957 1), 1,  3,  0,  8,   0,   3,   {7 13 43}
 3915,  12101000,   111101001011,   34,  (1957 1),   (979 2), 0,  0,  2,  10,  2,   5,   {3 5 29}
 3917,  12101002,   111101001101,   15,   (979 2),  (1959 1), 2,  2,  4,  1,   4,   7,   {3917}
 3919,  12101011,   111101001111,   27,  (1959 1),   (245 4), 1,  4,  6,  3,   6,   9,   {3919}
 3921,  12101020,   111101010001,   15,   (245 4),  (1961 1), 0,  1,  1,  5,   8,   11,  {3 1307}
 3923,  12101022,   111101010011,   63,  (1961 1),   (981 2), 2,  3,  3,  7,   10,  13,  {3923}
 3925,  12101101,   111101010101,    5,   (981 2),  (1963 1), 1,  0,  5,  9,   12,  15,  {5 157}
 3927,  12101110,   111101010111,   27,  (1963 1),   (491 3), 0,  2,  0,  0,   1,   0,   {3 7 11 17}
 3929,  12101112,   111101011001,   34,   (491 3),  (1965 1), 2,  4,  2,  2,   3,   2,   {3929}
 3931,  12101121,   111101011011,   27,  (1965 1),   (983 2), 1,  1,  4,  4,   5,   4,   {3931}
 3933,  12101200,   111101011101,   51,   (983 2),  (1967 1), 0,  3,  6,  6,   7,   6,   {3 19 23}
 3935,  12101202,   111101011111,   34,  (1967 1),   (123 5), 2,  0,  1,  8,   9,   8,   {5 787}
 3937,  12101211,   111101100001,   44,   (123 5),  (1969 1), 1,  2,  3,  10,  11,  10,  {31 127}
 3939,  12101220,   111101100011,    5,  (1969 1),   (985 2), 0,  4,  5,  1,   0,   12,  {3 13 101}
 3941,  12101222,   111101100101,    5,   (985 2),  (1971 1), 2,  1,  0,  3,   2,   14,  {7 563}
 3943,  12102001,   111101100111,   63,  (1971 1),   (493 3), 1,  3,  2,  5,   4,   16,  {3943}
 3945,  12102010,   111101101001,   34,   (493 3),  (1973 1), 0,  0,  4,  7,   6,   1,   {3 5 263}
 3947,  12102012,   111101101011,   68,  (1973 1),   (987 2), 2,  2,  6,  9,   8,   3,   {3947}
 3949,  12102021,   111101101101,   10,   (987 2),  (1975 1), 1,  4,  1,  0,   10,  5,   {11 359}
 3951,  12102100,   111101101111,   24,  (1975 1),   (247 4), 0,  1,  3,  2,   12,  7,   {3 439}
 3953,  12102102,   111101110001,   15,   (247 4),  (1977 1), 2,  3,  5,  4,   1,   9,   {59 67}
 3955,  12102111,   111101110011,   51,  (1977 1),   (989 2), 1,  0,  0,  6,   3,   11,  {5 7 113}
 3957,  12102120,   111101110101,   15,   (989 2),  (1979 1), 0,  2,  2,  8,   5,   13,  {3 1319}
 3959,  12102122,   111101110111,   51,  (1979 1),   (495 3), 2,  4,  4,  10,  7,   15,  {37 107}
 3961,  12102201,   111101111001,   15,   (495 3),  (1981 1), 1,  1,  6,  1,   9,   0,   {17 233}
 3963,  12102210,   111101111011,   15,  (1981 1),   (991 2), 0,  3,  1,  3,   11,  2,   {3 1321}
 3965,  12102212,   111101111101,   34,   (991 2),  (1983 1), 2,  0,  3,  5,   0,   4,   {5 13 61}
 3967,  12102221,   111101111111,   15,  (1983 1),    (31 7), 1,  2,  5,  7,   2,   6,   {3967}
 3969,  12110000,   111110000001,   51,    (31 7),  (1985 1), 0,  4,  0,  9,   4,   8,   {3 7}
 3971,  12110002,   111110000011,   15,  (1985 1),   (993 2), 2,  1,  2,  0,   6,   10,  {11 19}
 3973,  12110011,   111110000101,   32,   (993 2),  (1987 1), 1,  3,  4,  2,   8,   12,  {29 137}
 3975,  12110020,   111110000111,   15,  (1987 1),   (497 3), 0,  0,  6,  4,   10,  14,  {3 5 53}
 3977,  12110022,   111110001001,   51,   (497 3),  (1989 1), 2,  2,  1,  6,   12,  16,  {41 97}
 3979,  12110101,   111110001011,   32,  (1989 1),   (995 2), 1,  4,  3,  8,   1,   1,   {23 173}
 3981,  12110110,   111110001101,    5,   (995 2),  (1991 1), 0,  1,  5,  10,  3,   3,   {3 1327}
 3983,  12110112,   111110001111,   15,  (1991 1),   (249 4), 2,  3,  0,  1,   5,   5,   {7 569}
 3985,  12110121,   111110010001,   15,   (249 4),  (1993 1), 1,  0,  2,  3,   7,   7,   {5 797}
 3987,  12110200,   111110010011,   15,  (1993 1),   (997 2), 0,  2,  4,  5,   9,   9,   {3 443}
 3989,  12110202,   111110010101,   15,   (997 2),  (1995 1), 2,  4,  6,  7,   11,  11,  {3989}
 3991,  12110211,   111110010111,   15,  (1995 1),   (499 3), 1,  1,  1,  9,   0,   13,  {13 307}
 3993,  12110220,   111110011001,   15,   (499 3),  (1997 1), 0,  3,  3,  0,   2,   15,  {3 11}
 3995,  12110222,   111110011011,   27,  (1997 1),   (999 2), 2,  0,  5,  2,   4,   0,   {5 17 47}
 3997,  12111001,   111110011101,   15,   (999 2),  (1999 1), 1,  2,  0,  4,   6,   2,   {7 571}
 3999,  12111010,   111110011111,   68,  (1999 1),   (125 5), 0,  4,  2,  6,   8,   4,   {3 31 43}
 4001,  12111012,   111110100001,   12,   (125 5),  (2001 1), 2,  1,  4,  8,   10,  6,   {4001}
 4003,  12111021,   111110100011,   15,  (2001 1),  (1001 2), 1,  3,  6,  10,  12,  8,   {4003}
 4005,  12111100,   111110100101,   51,  (1001 2),  (2003 1), 0,  0,  1,  1,   1,   10,  {3 5 89}
 4007,  12111102,   111110100111,   12,  (2003 1),   (501 3), 2,  2,  3,  3,   3,   12,  {4007}
 4009,  12111111,   111110101001,   56,   (501 3),  (2005 1), 1,  4,  5,  5,   5,   14,  {19 211}
 4011,  12111120,   111110101011,   68,  (2005 1),  (1003 2), 0,  1,  0,  7,   7,   16,  {3 7 191}
 4013,  12111122,   111110101101,   12,  (1003 2),  (2007 1), 2,  3,  2,  9,   9,   1,   {4013}
 4015,  12111201,   111110101111,   12,  (2007 1),   (251 4), 1,  0,  4,  0,   11,  3,   {5 11 73}
 4017,  12111210,   111110110001,    5,   (251 4),  (2009 1), 0,  2,  6,  2,   0,   5,   {3 13 103}
 4019,  12111212,   111110110011,    5,  (2009 1),  (1005 2), 2,  4,  1,  4,   2,   7,   {4019}
 4021,  12111221,   111110110101,   22,  (1005 2),  (2011 1), 1,  1,  3,  6,   4,   9,   {4021}
 4023,  12112000,   111110110111,   12,  (2011 1),   (503 3), 0,  3,  5,  8,   6,   11,  {3 149}
 4025,  12112002,   111110111001,   22,   (503 3),  (2013 1), 2,  0,  0,  10,  8,   13,  {5 7 23}
 4027,  12112011,   111110111011,   22,  (2013 1),  (1007 2), 1,  2,  2,  1,   10,  15,  {4027}
 4029,  12112020,   111110111101,   32,  (1007 2),  (2015 1), 0,  4,  4,  3,   12,  0,   {3 17 79}
 4031,  12112022,   111110111111,   32,  (2015 1),    (63 6), 2,  1,  6,  5,   1,   2,   {29 139}
 4033,  12112101,   111111000001,   22,    (63 6),  (2017 1), 1,  3,  1,  7,   3,   4,   {37 109}
 4035,  12112110,   111111000011,   22,  (2017 1),  (1009 2), 0,  0,  3,  9,   5,   6,   {3 5 269}
 4037,  12112112,   111111000101,   39,  (1009 2),  (2019 1), 2,  2,  5,  0,   7,   8,   {11 367}
 4039,  12112121,   111111000111,   51,  (2019 1),   (505 3), 1,  4,  0,  2,   9,   10,  {7 577}
 4041,  12112200,   111111001001,   51,   (505 3),  (2021 1), 0,  1,  2,  4,   11,  12,  {3 449}
 4043,  12112202,   111111001011,    5,  (2021 1),  (1011 2), 2,  3,  4,  6,   0,   14,  {13 311}
 4045,  12112211,   111111001101,   20,  (1011 2),  (2023 1), 1,  0,  6,  8,   2,   16,  {5 809}
 4047,  12112220,   111111001111,   56,  (2023 1),   (253 4), 0,  2,  1,  10,  4,   1,   {3 19 71}
 4049,  12112222,   111111010001,   20,   (253 4),  (2025 1), 2,  4,  3,  1,   6,   3,   {4049}
 4051,  12120001,   111111010011,   56,  (2025 1),  (1013 2), 1,  1,  5,  3,   8,   5,   {4051}
 4053,  12120010,   111111010101,   39,  (1013 2),  (2027 1), 0,  3,  0,  5,   10,  7,   {3 7 193}
 4055,  12120012,   111111010111,   56,  (2027 1),   (507 3), 2,  0,  2,  7,   12,  9,   {5 811}
 4057,  12120021,   111111011001,   39,   (507 3),  (2029 1), 1,  2,  4,  9,   1,   11,  {4057}
 4059,  12120100,   111111011011,   20,  (2029 1),  (1015 2), 0,  4,  6,  0,   3,   13,  {3 11 41}
 4061,  12120102,   111111011101,   10,  (1015 2),  (2031 1), 2,  1,  1,  2,   5,   15,  {31 131}
 4063,  12120111,   111111011111,   20,  (2031 1),   (127 5), 1,  3,  3,  4,   7,   0,   {17 239}
 4065,  12120120,   111111100001,   44,   (127 5),  (2033 1), 0,  0,  5,  6,   9,   2,   {3 5 271}
 4067,  12120122,   111111100011,   39,  (2033 1),  (1017 2), 2,  2,  0,  8,   11,  4,   {7 83}
 4069,  12120201,   111111100101,   56,  (1017 2),  (2035 1), 1,  4,  2,  10,  0,   6,   {13 313}
 4071,  12120210,   111111100111,   56,  (2035 1),   (509 3), 0,  1,  4,  1,   2,   8,   {3 23 59}
 4073,  12120212,   111111101001,   32,   (509 3),  (2037 1), 2,  3,  6,  3,   4,   10,  {4073}
 4075,  12120221,   111111101011,   56,  (2037 1),  (1019 2), 1,  0,  1,  5,   6,   12,  {5 163}
 4077,  12121000,   111111101101,   20,  (1019 2),  (2039 1), 0,  2,  3,  7,   8,   14,  {3 151}
 4079,  12121002,   111111101111,   20,  (2039 1),   (255 4), 2,  4,  5,  9,   10,  16,  {4079}
 4081,  12121011,   111111110001,   15,   (255 4),  (2041 1), 1,  1,  0,  0,   12,  1,   {7 11 53}
 4083,  12121020,   111111110011,   20,  (2041 1),  (1021 2), 0,  3,  2,  2,   1,   3,   {3 1361}
 4085,  12121022,   111111110101,   15,  (1021 2),  (2043 1), 2,  0,  4,  4,   3,   5,   {5 19 43}
 4087,  12121101,   111111110111,   56,  (2043 1),   (511 3), 1,  2,  6,  6,   5,   7,   {61 67}
 4089,  12121110,   111111111001,   20,   (511 3),  (2045 1), 0,  4,  1,  8,   7,   9,   {3 29 47}
 4091,  12121112,   111111111011,   44,  (2045 1),  (1023 2), 2,  1,  3,  10,  9,   11,  {4091}
 4093,  12121121,   111111111101,   20,  (1023 2),  (2047 1), 1,  3,  5,  1,   11,  13,  {4093}
 4095,  12121200,   111111111111,   56,  (2047 1),    (1 12), 0,  0,  0,  3,   0,   15,  {3 5 7 13}
 4097,  12121202,  1000000000001,   39,    (1 12),  (2049 1), 2,  2,  2,  5,   2,   0,   {17 241}
 4099,  12121211,  1000000000011,   56,  (2049 1),  (1025 2), 1,  4,  4,  7,   4,   2,   {4099}
 4101,  12121220,  1000000000101,   10,  (1025 2),  (2051 1), 0,  1,  6,  9,   6,   4,   {3 1367}
 4103,  12121222,  1000000000111,   56,  (2051 1),   (513 3), 2,  3,  1,  0,   8,   6,   {11 373}
 4105,  12122001,  1000000001001,   56,   (513 3),  (2053 1), 1,  0,  3,  2,   10,  8,   {5 821}
 4107,  12122010,  1000000001011,   10,  (2053 1),  (1027 2), 0,  2,  5,  4,   12,  10,  {3 37}
 4109,  12122012,  1000000001101,   10,  (1027 2),  (2055 1), 2,  4,  0,  6,   1,   12,  {7 587}
 4111,  12122021,  1000000001111,   10,  (2055 1),   (257 4), 1,  1,  2,  8,   3,   14,  {4111}
 4113,  12122100,  1000000010001,   10,   (257 4),  (2057 1), 0,  3,  4,  10,  5,   16,  {3 457}
 4115,  12122102,  1000000010011,   39,  (2057 1),  (1029 2), 2,  0,  6,  1,   7,   1,   {5 823}
 4117,  12122111,  1000000010101,   44,  (1029 2),  (2059 1), 1,  2,  1,  3,   9,   3,   {23 179}
 4119,  12122120,  1000000010111,   10,  (2059 1),   (515 3), 0,  4,  3,  5,   11,  5,   {3 1373}
 4121,  12122122,  1000000011001,   20,   (515 3),  (2061 1), 2,  1,  5,  7,   0,   7,   {13 317}
 4123,  12122201,  1000000011011,   32,  (2061 1),  (1031 2), 1,  3,  0,  9,   2,   9,   {7 19 31}
 4125,  12122210,  1000000011101,   10,  (1031 2),  (2063 1), 0,  0,  2,  0,   4,   11,  {3 5 11}
 4127,  12122212,  1000000011111,   61,  (2063 1),   (129 5), 2,  2,  4,  2,   6,   13,  {4127}
 4129,  12122221,  1000000100001,   68,   (129 5),  (2065 1), 1,  4,  6,  4,   8,   15,  {4129}
 4131,  12200000,  1000000100011,   44,  (2065 1),  (1033 2), 0,  1,  1,  6,   10,  0,   {3 17}
 4133,  12200002,  1000000100101,   56,  (1033 2),  (2067 1), 2,  3,  3,  8,   12,  2,   {4133}
 4135,  12200011,  1000000100111,   32,  (2067 1),   (517 3), 1,  0,  5,  10,  1,   4,   {5 827}
 4137,  12200020,  1000000101001,   32,   (517 3),  (2069 1), 0,  2,  0,  1,   3,   6,   {3 7 197}
 4139,  12200022,  1000000101011,   56,  (2069 1),  (1035 2), 2,  4,  2,  3,   5,   8,   {4139}
 4141,  12200101,  1000000101101,   44,  (1035 2),  (2071 1), 1,  1,  4,  5,   7,   10,  {41 101}
