# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
   5,  8035,  (4017 1),  (2009 2),   1111101100011, {5 1607}
   5,  8037,  (2009 2),  (4019 1),   1111101100101, {3 19 47}
   5,  8087,  (4043 1),  (1011 3),   1111110010111, {8087}
   5,  8089,  (1011 3),  (4045 1),   1111110011001, {8089}
   5,  8561,   (535 4),  (4281 1),  10000101110001, {7 1223}
   5,  8565,  (2141 2),  (4283 1),  10000101110101, {3 5 571}
   5,  8589,  (2147 2),  (4295 1),  10000110001101, {3 7 409}
   5,  8593,   (537 4),  (4297 1),  10000110010001, {13 661}
   5,  8595,  (4297 1),  (2149 2),  10000110010011, {3 5 191}
   5,  8597,  (2149 2),  (4299 1),  10000110010101, {8597}
   6,     9,     (1 3),     (5 1),            1001, {3}
   6,    19,     (9 1),     (5 2),           10011, {19}
   6,    37,     (9 2),    (19 1),          100101, {37}
   6,    77,    (19 2),    (39 1),         1001101, {7 11}
   6,    81,     (5 4),    (41 1),         1010001, {3}
   6,   149,    (37 2),    (75 1),        10010101, {149}
   6,   163,    (81 1),    (41 2),        10100011, {163}
   6,   309,    (77 2),   (155 1),       100110101, {3 103}
   6,   321,     (5 6),   (161 1),       101000001, {3 107}
   6,   325,    (81 2),   (163 1),       101000101, {5 13}
   6,   331,   (165 1),    (83 2),       101001011, {331}
   6,   597,   (149 2),   (299 1),      1001010101, {3 199}
   6,   625,    (39 4),   (313 1),      1001110001, {5}
   6,   643,   (321 1),   (161 2),      1010000011, {643}
   6,   653,   (163 2),   (327 1),      1010001101, {653}
   6,   663,   (331 1),    (83 3),      1010010111, {3 13 17}
   6,   713,    (89 3),   (357 1),      1011001001, {23 31}
   6,   715,   (357 1),   (179 2),      1011001011, {5 11 13}
   6,  1237,   (309 2),   (619 1),     10011010101, {1237}
   6,  1251,   (625 1),   (313 2),     10011100011, {3 139}
   6,  1285,   (321 2),   (643 1),     10100000101, {5 257}
   6,  1301,   (325 2),   (651 1),     10100010101, {1301}
   6,  1313,    (41 5),   (657 1),     10100100001, {13 101}
   6,  1325,   (331 2),   (663 1),     10100101101, {5 53}
   6,  1339,   (669 1),   (335 2),     10100111011, {13 103}
   6,  1425,    (89 4),   (713 1),     10110010001, {3 5 19}
   6,  1427,   (713 1),   (357 2),     10110010011, {1427}
   6,  1431,   (715 1),   (179 3),     10110010111, {3 53}
   6,  1433,   (179 3),   (717 1),     10110011001, {1433}
   6,  2389,   (597 2),  (1195 1),    100101010101, {2389}
   6,  2501,   (625 2),  (1251 1),    100111000101, {41 61}
   6,  2573,   (643 2),  (1287 1),    101000001101, {31 83}
   6,  2577,   (161 4),  (1289 1),    101000010001, {3 859}
   6,  2613,   (653 2),  (1307 1),    101000110101, {3 13 67}
   6,  2625,    (41 6),  (1313 1),    101001000001, {3 5 7}
   6,  2627,  (1313 1),   (657 2),    101001000011, {37 71}
   6,  2653,   (663 2),  (1327 1),    101001011101, {7 379}
   6,  2679,  (1339 1),   (335 3),    101001110111, {3 19 47}
   6,  2695,  (1347 1),   (337 3),    101010000111, {5 7 11}
   6,  2851,  (1425 1),   (713 2),    101100100011, {2851}
   6,  2853,   (713 2),  (1427 1),    101100100101, {3 317}
   6,  2861,   (715 2),  (1431 1),    101100101101, {2861}
   6,  2865,   (179 4),  (1433 1),    101100110001, {3 5 191}
   6,  2867,  (1433 1),   (717 2),    101100110011, {47 61}
   6,  4949,  (1237 2),  (2475 1),   1001101010101, {7 101}
   6,  5005,  (1251 2),  (2503 1),   1001110001101, {5 7 11 13}
   6,  5141,  (1285 2),  (2571 1),   1010000010101, {53 97}
   6,  5155,  (2577 1),  (1289 2),   1010000100011, {5 1031}
   6,  5205,  (1301 2),  (2603 1),   1010001010101, {3 5 347}
   6,  5233,   (327 4),  (2617 1),   1010001110001, {5233}
   6,  5251,  (2625 1),  (1313 2),   1010010000011, {59 89}
   6,  5253,  (1313 2),  (2627 1),   1010010000101, {3 17 103}
   6,  5301,  (1325 2),  (2651 1),   1010010110101, {3 19 31}
   6,  5357,  (1339 2),  (2679 1),   1010011101101, {11 487}
   6,  5391,  (2695 1),   (337 4),   1010100001111, {3 599}
   6,  5701,  (1425 2),  (2851 1),   1011001000101, {5701}
   6,  5707,  (2853 1),  (1427 2),   1011001001011, {13 439}
   6,  5709,  (1427 2),  (2855 1),   1011001001101, {3 11 173}
   6,  5725,  (1431 2),  (2863 1),   1011001011101, {5 229}
   6,  5729,   (179 5),  (2865 1),   1011001100001, {17 337}
   6,  5731,  (2865 1),  (1433 2),   1011001100011, {11 521}
   6,  5733,  (1433 2),  (2867 1),   1011001100101, {3 7 13}
   6,  9557,  (2389 2),  (4779 1),  10010101010101, {19 503}
   7,    25,     (3 3),    (13 1),           11001, {5}
   7,    49,     (3 4),    (25 1),          110001, {7}
   7,    51,    (25 1),    (13 2),          110011, {3 17}
   7,    99,    (49 1),    (25 2),         1100011, {3 11}
   7,   101,    (25 2),    (51 1),         1100101, {101}
   7,   197,    (49 2),    (99 1),        11000101, {197}
   7,   205,    (51 2),   (103 1),        11001101, {5 41}
   7,   217,    (27 3),   (109 1),        11011001, {7 31}
   7,   397,    (99 2),   (199 1),       110001101, {397}
   7,   405,   (101 2),   (203 1),       110010101, {3 5}
   7,   433,    (27 4),   (217 1),       110110001, {433}
   7,   435,   (217 1),   (109 2),       110110011, {3 5 29}
   7,   441,    (55 3),   (221 1),       110111001, {3 7}
   7,   475,   (237 1),   (119 2),       111011011, {5 19}
   7,   789,   (197 2),   (395 1),      1100010101, {3 263}
   7,   821,   (205 2),   (411 1),      1100110101, {821}
   7,   833,    (13 6),   (417 1),      1101000001, {7 17}
   7,   857,   (107 3),   (429 1),      1101011001, {857}
   7,   867,   (433 1),   (217 2),      1101100011, {3 17}
   7,   869,   (217 2),   (435 1),      1101100101, {11 79}
   7,   875,   (437 1),   (219 2),      1101101011, {5 7}
   7,   883,   (441 1),   (221 2),      1101110011, {883}
   7,   951,   (475 1),   (119 3),      1110110111, {3 317}
   7,   953,   (119 3),   (477 1),      1110111001, {953}
   7,   955,   (477 1),   (239 2),      1110111011, {5 191}
   7,  1589,   (397 2),   (795 1),     11000110101, {7 227}
   7,  1621,   (405 2),   (811 1),     11001010101, {1621}
   7,  1649,   (103 4),   (825 1),     11001110001, {17 97}
   7,  1667,   (833 1),   (417 2),     11010000011, {1667}
   7,  1713,   (107 4),   (857 1),     11010110001, {3 571}
   7,  1715,   (857 1),   (429 2),     11010110011, {5 7}
   7,  1733,   (433 2),   (867 1),     11011000101, {1733}
   7,  1741,   (435 2),   (871 1),     11011001101, {1741}
   7,  1751,   (875 1),   (219 3),     11011010111, {17 103}
   7,  1765,   (441 2),   (883 1),     11011100101, {5 353}
   7,  1785,   (223 3),   (893 1),     11011111001, {3 5 7 17}
   7,  1901,   (475 2),   (951 1),     11101101101, {1901}
   7,  1907,   (953 1),   (477 2),     11101110011, {1907}
   7,  1911,   (955 1),   (239 3),     11101110111, {3 7 13}
   7,  3157,   (789 2),  (1579 1),    110001010101, {7 11 41}
   7,  3185,   (199 4),  (1593 1),    110001110001, {5 7 13}
   7,  3285,   (821 2),  (1643 1),    110011010101, {3 5 73}
   7,  3299,  (1649 1),   (825 2),    110011100011, {3299}
   7,  3333,   (833 2),  (1667 1),    110100000101, {3 11 101}
   7,  3427,  (1713 1),   (857 2),    110101100011, {23 149}
   7,  3429,   (857 2),  (1715 1),    110101100101, {3 127}
   7,  3469,   (867 2),  (1735 1),    110110001101, {3469}
   7,  3477,   (869 2),  (1739 1),    110110010101, {3 19 61}
   7,  3501,   (875 2),  (1751 1),    110110101101, {3 389}
   7,  3533,   (883 2),  (1767 1),    110111001101, {3533}
   7,  3537,   (221 4),  (1769 1),    110111010001, {3 131}
   7,  3571,  (1785 1),   (893 2),    110111110011, {3571}
   7,  3593,   (449 3),  (1797 1),    111000001001, {3593}
   7,  3801,   (475 3),  (1901 1),    111011011001, {3 7 181}
   7,  3805,   (951 2),  (1903 1),    111011011101, {5 761}
   7,  3813,   (953 2),  (1907 1),    111011100101, {3 31 41}
   7,  3819,  (1909 1),   (955 2),    111011101011, {3 19 67}
   7,  3821,   (955 2),  (1911 1),    111011101101, {3821}
   7,  6357,  (1589 2),  (3179 1),   1100011010101, {3 13 163}
   7,  6371,  (3185 1),  (1593 2),   1100011100011, {23 277}
   7,  6485,  (1621 2),  (3243 1),   1100101010101, {5 1297}
   7,  6597,  (1649 2),  (3299 1),   1100111000101, {3 733}
   7,  6669,  (1667 2),  (3335 1),   1101000001101, {3 13 19}
   7,  6673,   (417 4),  (3337 1),   1101000010001, {6673}
   7,  6853,  (1713 2),  (3427 1),   1101011000101, {7 11 89}
   7,  6861,  (1715 2),  (3431 1),   1101011001101, {3 2287}
   7,  6873,   (859 3),  (3437 1),   1101011011001, {3 29 79}
   7,  6933,  (1733 2),  (3467 1),   1101100010101, {3 2311}
   7,  6965,  (1741 2),  (3483 1),   1101100110101, {5 7 199}
   7,  6977,   (109 6),  (3489 1),   1101101000001, {6977}
   7,  7001,   (875 3),  (3501 1),   1101101011001, {7001}
   7,  7005,  (1751 2),  (3503 1),   1101101011101, {3 5 467}
   7,  7061,  (1765 2),  (3531 1),   1101110010101, {23 307}
   7,  7075,  (3537 1),  (1769 2),   1101110100011, {5 283}
   7,  7141,  (1785 2),  (3571 1),   1101111100101, {37 193}
   7,  7187,  (3593 1),  (1797 2),   1110000010011, {7187}
   7,  7601,   (475 4),  (3801 1),   1110110110001, {11 691}
   7,  7603,  (3801 1),  (1901 2),   1110110110011, {7603}
   7,  7605,  (1901 2),  (3803 1),   1110110110101, {3 5 13}
   7,  7609,   (951 3),  (3805 1),   1110110111001, {7 1087}
   7,  7629,  (1907 2),  (3815 1),   1110111001101, {3 2543}
   7,  7633,   (477 4),  (3817 1),   1110111010001, {17 449}
   7,  7639,  (3819 1),   (955 3),   1110111010111, {7639}
   7,  7641,   (955 3),  (3821 1),   1110111011001, {3 283}
   7,  7645,  (1911 2),  (3823 1),   1110111011101, {5 11 139}
   8,    33,     (1 5),    (17 1),          100001, {3 11}
   8,    65,     (1 6),    (33 1),         1000001, {5 13}
   8,    67,    (33 1),    (17 2),         1000011, {67}
   8,   131,    (65 1),    (33 2),        10000011, {131}
   8,   133,    (33 2),    (67 1),        10000101, {7 19}
   8,   261,    (65 2),   (131 1),       100000101, {3 29}
   8,   269,    (67 2),   (135 1),       100001101, {269}
   8,   273,    (17 4),   (137 1),       100010001, {3 7 13}
   8,   289,     (9 5),   (145 1),       100100001, {17}
   8,   525,   (131 2),   (263 1),      1000001101, {3 5 7}
   8,   529,    (33 4),   (265 1),      1000010001, {23}
   8,   533,   (133 2),   (267 1),      1000010101, {13 41}
   8,   547,   (273 1),   (137 2),      1000100011, {547}
   8,   555,   (277 1),   (139 2),      1000101011, {3 5 37}
   8,   571,   (285 1),   (143 2),      1000111011, {571}
   8,   577,     (9 6),   (289 1),      1001000001, {577}
   8,   579,   (289 1),   (145 2),      1001000011, {3 193}
   8,   583,   (291 1),    (73 3),      1001000111, {11 53}
   8,   633,    (79 3),   (317 1),      1001111001, {3 211}
   8,   635,   (317 1),   (159 2),      1001111011, {5 127}
   8,  1045,   (261 2),   (523 1),     10000010101, {5 11 19}
   8,  1059,   (529 1),   (265 2),     10000100011, {3 353}
   8,  1077,   (269 2),   (539 1),     10000110101, {3 359}
   8,  1093,   (273 2),   (547 1),     10001000101, {1093}
   8,  1099,   (549 1),   (275 2),     10001001011, {7 157}
   8,  1111,   (555 1),   (139 3),     10001010111, {11 101}
   8,  1143,   (571 1),   (143 3),     10001110111, {3 127}
   8,  1155,   (577 1),   (289 2),     10010000011, {3 5 7 11}
   8,  1157,   (289 2),   (579 1),     10010000101, {13 89}
   8,  1167,   (583 1),    (73 4),     10010001111, {3 389}
   8,  1177,   (147 3),   (589 1),     10010011001, {11 107}
   8,  1267,   (633 1),   (317 2),     10011110011, {7 181}
   8,  1271,   (635 1),   (159 3),     10011110111, {31 41}
   8,  1273,   (159 3),   (637 1),     10011111001, {19 67}
   8,  2101,   (525 2),  (1051 1),    100000110101, {11 191}
   8,  2117,   (529 2),  (1059 1),    100001000101, {29 73}
   8,  2123,  (1061 1),   (531 2),    100001001011, {11 193}
   8,  2133,   (533 2),  (1067 1),    100001010101, {3 79}
   8,  2161,   (135 4),  (1081 1),    100001110001, {2161}
   8,  2189,   (547 2),  (1095 1),    100010001101, {11 199}
   8,  2199,  (1099 1),   (275 3),    100010010111, {3 733}
   8,  2221,   (555 2),  (1111 1),    100010101101, {2221}
   8,  2285,   (571 2),  (1143 1),    100011101101, {5 457}
   8,  2309,   (577 2),  (1155 1),    100100000101, {2309}
   8,  2317,   (579 2),  (1159 1),    100100001101, {7 331}
   8,  2321,   (145 4),  (1161 1),    100100010001, {11 211}
   8,  2333,   (583 2),  (1167 1),    100100011101, {2333}
   8,  2353,   (147 4),  (1177 1),    100100110001, {13 181}
   8,  2355,  (1177 1),   (589 2),    100100110011, {3 5 157}
   8,  2395,  (1197 1),   (599 2),    100101011011, {5 479}
   8,  2533,   (633 2),  (1267 1),    100111100101, {17 149}
   8,  2541,   (635 2),  (1271 1),    100111101101, {3 7 11}
   8,  2547,  (1273 1),   (637 2),    100111110011, {3 283}
   8,  4181,  (1045 2),  (2091 1),   1000001010101, {37 113}
   8,  4209,   (263 4),  (2105 1),   1000001110001, {3 23 61}
   8,  4237,  (1059 2),  (2119 1),   1000010001101, {19 223}
   8,  4247,  (2123 1),   (531 3),   1000010010111, {31 137}
   8,  4309,  (1077 2),  (2155 1),   1000011010101, {31 139}
   8,  4323,  (2161 1),  (1081 2),   1000011100011, {3 11 131}
   8,  4373,  (1093 2),  (2187 1),   1000100010101, {4373}
   8,  4397,  (1099 2),  (2199 1),   1000100101101, {4397}
   8,  4445,  (1111 2),  (2223 1),   1000101011101, {5 7 127}
   8,  4569,   (571 3),  (2285 1),   1000111011001, {3 1523}
   8,  4573,  (1143 2),  (2287 1),   1000111011101, {17 269}
   8,  4621,  (1155 2),  (2311 1),   1001000001101, {4621}
   8,  4625,   (289 4),  (2313 1),   1001000010001, {5 37}
   8,  4629,  (1157 2),  (2315 1),   1001000010101, {3 1543}
   8,  4643,  (2321 1),  (1161 2),   1001000100011, {4643}
   8,  4651,  (2325 1),  (1163 2),   1001000101011, {4651}
   8,  4667,  (2333 1),  (1167 2),   1001000111011, {13 359}
   8,  4669,  (1167 2),  (2335 1),   1001000111101, {7 23 29}
   8,  4707,  (2353 1),  (1177 2),   1001001100011, {3 523}
   8,  4709,  (1177 2),  (2355 1),   1001001100101, {17 277}
   8,  4761,   (595 3),  (2381 1),   1001010011001, {3 23}
   8,  4791,  (2395 1),   (599 3),   1001010110111, {3 1597}
   8,  5067,  (2533 1),  (1267 2),   1001111001011, {3 563}
   8,  5069,  (1267 2),  (2535 1),   1001111001101, {37 137}
   8,  5073,   (317 4),  (2537 1),   1001111010001, {3 19 89}
   8,  5085,  (1271 2),  (2543 1),   1001111011101, {3 5 113}
   8,  5093,  (1273 2),  (2547 1),   1001111100101, {11 463}
   8,  8405,  (2101 2),  (4203 1),  10000011010101, {5 41}
   8,  8419,  (4209 1),  (2105 2),  10000011100011, {8419}
   8,  8469,  (2117 2),  (4235 1),  10000100010101, {3 941}
   8,  8493,  (2123 2),  (4247 1),  10000100101101, {3 19 149}
   8,  8533,  (2133 2),  (4267 1),  10000101010101, {7 23 53}
   8,  8645,  (2161 2),  (4323 1),  10000111000101, {5 7 13 19}
   8,  8757,  (2189 2),  (4379 1),  10001000110101, {3 7 139}
   8,  8797,  (2199 2),  (4399 1),  10001001011101, {19 463}
   8,  8885,  (2221 2),  (4443 1),  10001010110101, {5 1777}
   8,  8897,   (139 6),  (4449 1),  10001011000001, {7 31 41}
   8,  9137,   (571 4),  (4569 1),  10001110110001, {9137}
   8,  9139,  (4569 1),  (2285 2),  10001110110011, {13 19 37}
   8,  9141,  (2285 2),  (4571 1),  10001110110101, {3 11 277}
   8,  9163,  (4581 1),  (2291 2),  10001111001011, {7 11 17}
   8,  9237,  (2309 2),  (4619 1),  10010000010101, {3 3079}
   8,  9251,  (4625 1),  (2313 2),  10010000100011, {11 29}
   8,  9269,  (2317 2),  (4635 1),  10010000110101, {13 23 31}
   8,  9285,  (2321 2),  (4643 1),  10010001000101, {3 5 619}
   8,  9291,  (4645 1),  (2323 2),  10010001001011, {3 19 163}
   8,  9303,  (4651 1),  (1163 3),  10010001010111, {3 7 443}
   8,  9333,  (2333 2),  (4667 1),  10010001110101, {3 17 61}
   8,  9335,  (4667 1),  (1167 3),  10010001110111, {5 1867}
   8,  9413,  (2353 2),  (4707 1),  10010011000101, {9413}
   8,  9421,  (2355 2),  (4711 1),  10010011001101, {9421}
   8,  9433,  (1179 3),  (4717 1),  10010011011001, {9433}
   8,  9521,   (595 4),  (4761 1),  10010100110001, {9521}
   8,  9523,  (4761 1),  (2381 2),  10010100110011, {89 107}
   8,  9581,  (2395 2),  (4791 1),  10010101101101, {11 13 67}
   9,    43,    (21 1),    (11 2),          101011, {43}
   9,    87,    (43 1),    (11 3),         1010111, {3 29}
   9,    89,    (11 3),    (45 1),         1011001, {89}
   9,   173,    (43 2),    (87 1),        10101101, {173}
   9,   177,    (11 4),    (89 1),        10110001, {3 59}
   9,   179,    (89 1),    (45 2),        10110011, {179}
   9,   349,    (87 2),   (175 1),       101011101, {349}
   9,   355,   (177 1),    (89 2),       101100011, {5 71}
   9,   357,    (89 2),   (179 1),       101100101, {3 7 17}
   9,   385,     (3 7),   (193 1),       110000001, {5 7 11}
   9,   423,   (211 1),    (53 3),       110100111, {3 47}
   9,   693,   (173 2),   (347 1),      1010110101, {3 7 11}
   9,   705,    (11 6),   (353 1),      1011000001, {3 5 47}
   9,   709,   (177 2),   (355 1),      1011000101, {709}
   9,   717,   (179 2),   (359 1),      1011001101, {3 239}
   9,   729,    (91 3),   (365 1),      1011011001, {3}
   9,   761,    (95 3),   (381 1),      1011111001, {761}
   9,   769,     (3 8),   (385 1),      1100000001, {769}
   9,   771,   (385 1),   (193 2),      1100000011, {3 257}
   9,   777,    (97 3),   (389 1),      1100001001, {3 7 37}
   9,   847,   (423 1),    (53 4),      1101001111, {7 11}
   9,  1393,    (87 4),   (697 1),     10101110001, {7 199}
   9,  1397,   (349 2),   (699 1),     10101110101, {11 127}
   9,  1411,   (705 1),   (353 2),     10110000011, {17 83}
   9,  1415,   (707 1),   (177 3),     10110000111, {5 283}
   9,  1421,   (355 2),   (711 1),     10110001101, {7 29}
   9,  1429,   (357 2),   (715 1),     10110010101, {1429}
   9,  1457,    (91 4),   (729 1),     10110110001, {31 47}
   9,  1459,   (729 1),   (365 2),     10110110011, {1459}
   9,  1465,   (183 3),   (733 1),     10110111001, {5 293}
   9,  1481,   (185 3),   (741 1),     10111001001, {1481}
   9,  1523,   (761 1),   (381 2),     10111110011, {1523}
   9,  1539,   (769 1),   (385 2),     11000000011, {3 19}
   9,  1541,   (385 2),   (771 1),     11000000101, {23 67}
   9,  1547,   (773 1),   (387 2),     11000001011, {7 13 17}
   9,  1555,   (777 1),   (389 2),     11000010011, {5 311}
   9,  1569,    (49 5),   (785 1),     11000100001, {3 523}
   9,  1689,   (211 3),   (845 1),     11010011001, {3 563}
   9,  1693,   (423 2),   (847 1),     11010011101, {1693}
   9,  1697,    (53 5),   (849 1),     11010100001, {1697}
   9,  2773,   (693 2),  (1387 1),    101011010101, {47 59}
   9,  2787,  (1393 1),   (697 2),    101011100011, {3 929}
   9,  2801,   (175 4),  (1401 1),    101011110001, {2801}
   9,  2821,   (705 2),  (1411 1),    101100000101, {7 13 31}
   9,  2831,  (1415 1),   (177 4),    101100001111, {19 149}
   9,  2837,   (709 2),  (1419 1),    101100010101, {2837}
   9,  2869,   (717 2),  (1435 1),    101100110101, {19 151}
   9,  2881,    (45 6),  (1441 1),    101101000001, {43 67}
   9,  2915,  (1457 1),   (729 2),    101101100011, {5 11 53}
   9,  2917,   (729 2),  (1459 1),    101101100101, {2917}
   9,  2931,  (1465 1),   (733 2),    101101110011, {3 977}
   9,  2961,   (185 4),  (1481 1),    101110010001, {3 7 47}
   9,  2963,  (1481 1),   (741 2),    101110010011, {2963}
   9,  3045,   (761 2),  (1523 1),    101111100101, {3 5 7 29}
   9,  3077,   (769 2),  (1539 1),    110000000101, {17 181}
   9,  3083,  (1541 1),   (771 2),    110000001011, {3083}
   9,  3085,   (771 2),  (1543 1),    110000001101, {5 617}
   9,  3089,   (193 4),  (1545 1),    110000010001, {3089}
   9,  3095,  (1547 1),   (387 3),    110000010111, {5 619}
   9,  3109,   (777 2),  (1555 1),    110000100101, {3109}
   9,  3111,  (1555 1),   (389 3),    110000100111, {3 17 61}
   9,  3137,    (49 6),  (1569 1),    110001000001, {3137}
   9,  3139,  (1569 1),   (785 2),    110001000011, {43 73}
   9,  3193,   (399 3),  (1597 1),    110001111001, {31 103}
   9,  3377,   (211 4),  (1689 1),    110100110001, {11 307}
   9,  3379,  (1689 1),   (845 2),    110100110011, {31 109}
   9,  3389,   (847 2),  (1695 1),    110100111101, {3389}
   9,  3395,  (1697 1),   (849 2),    110101000011, {5 7 97}
   9,  5573,  (1393 2),  (2787 1),   1010111000101, {5573}
   9,  5589,  (1397 2),  (2795 1),   1010111010101, {3 23}
   9,  5603,  (2801 1),  (1401 2),   1010111100011, {13 431}
   9,  5645,  (1411 2),  (2823 1),   1011000001101, {5 1129}
   9,  5649,   (353 4),  (2825 1),   1011000010001, {3 7 269}
   9,  5661,  (1415 2),  (2831 1),   1011000011101, {3 17 37}
   9,  5685,  (1421 2),  (2843 1),   1011000110101, {3 5 379}
   9,  5717,  (1429 2),  (2859 1),   1011001010101, {5717}
   9,  5745,   (359 4),  (2873 1),   1011001110001, {3 5 383}
   9,  5763,  (2881 1),  (1441 2),   1011010000011, {3 17 113}
   9,  5829,  (1457 2),  (2915 1),   1011011000101, {3 29 67}
   9,  5837,  (1459 2),  (2919 1),   1011011001101, {13 449}
   9,  5861,  (1465 2),  (2931 1),   1011011100101, {5861}
   9,  5923,  (2961 1),  (1481 2),   1011100100011, {5923}
   9,  5925,  (1481 2),  (2963 1),   1011100100101, {3 5 79}
   9,  5931,  (2965 1),  (1483 2),   1011100101011, {3 659}
   9,  6091,  (3045 1),  (1523 2),   1011111001011, {6091}
   9,  6093,  (1523 2),  (3047 1),   1011111001101, {3 677}
   9,  6097,   (381 4),  (3049 1),   1011111010001, {7 13 67}
   9,  6157,  (1539 2),  (3079 1),   1100000001101, {47 131}
   9,  6161,   (385 4),  (3081 1),   1100000010001, {61 101}
   9,  6165,  (1541 2),  (3083 1),   1100000010101, {3 5 137}
   9,  6167,  (3083 1),   (771 3),   1100000010111, {7 881}
   9,  6179,  (3089 1),  (1545 2),   1100000100011, {37 167}
   9,  6189,  (1547 2),  (3095 1),   1100000101101, {3 2063}
   9,  6201,   (775 3),  (3101 1),   1100000111001, {3 13 53}
   9,  6221,  (1555 2),  (3111 1),   1100001001101, {6221}
   9,  6223,  (3111 1),   (389 4),   1100001001111, {7 127}
   9,  6225,   (389 4),  (3113 1),   1100001010001, {3 5 83}
   9,  6275,  (3137 1),  (1569 2),   1100010000011, {5 251}
   9,  6277,  (1569 2),  (3139 1),   1100010000101, {6277}
   9,  6347,  (3173 1),  (1587 2),   1100011001011, {11 577}
   9,  6387,  (3193 1),  (1597 2),   1100011110011, {3 2129}
   9,  6755,  (3377 1),  (1689 2),   1101001100011, {5 7 193}
   9,  6757,  (1689 2),  (3379 1),   1101001100101, {29 233}
   9,  6763,  (3381 1),  (1691 2),   1101001101011, {6763}
   9,  6773,  (1693 2),  (3387 1),   1101001110101, {13 521}
   9,  6789,  (1697 2),  (3395 1),   1101010000101, {3 31 73}
   9,  6791,  (3395 1),   (849 3),   1101010000111, {6791}
   9,  6795,  (3397 1),  (1699 2),   1101010001011, {3 5 151}
  10,    57,     (7 3),    (29 1),          111001, {3 19}
  10,    59,    (29 1),    (15 2),          111011, {59}
  10,   115,    (57 1),    (29 2),         1110011, {5 23}
  10,   119,    (59 1),    (15 3),         1110111, {7 17}
  10,   229,    (57 2),   (115 1),        11100101, {229}
  10,   237,    (59 2),   (119 1),        11101101, {3 79}
  10,   461,   (115 2),   (231 1),       111001101, {461}
  10,   465,    (29 4),   (233 1),       111010001, {3 5 31}
  10,   473,    (59 3),   (237 1),       111011001, {11 43}
  10,   477,   (119 2),   (239 1),       111011101, {3 53}
  10,   507,   (253 1),   (127 2),       111111011, {3 13}
  10,   513,     (1 9),   (257 1),      1000000001, {3 19}
  10,   917,   (229 2),   (459 1),      1110010101, {7 131}
  10,   931,   (465 1),   (233 2),      1110100011, {7 19}
  10,   943,   (471 1),    (59 4),      1110101111, {23 41}
  10,   945,    (59 4),   (473 1),      1110110001, {3 5 7}
  10,   947,   (473 1),   (237 2),      1110110011, {947}
  10,   949,   (237 2),   (475 1),      1110110101, {13 73}
  10,   971,   (485 1),   (243 2),      1111001011, {971}
  10,   987,   (493 1),   (247 2),      1111011011, {3 7 47}
  10,  1015,   (507 1),   (127 3),      1111110111, {5 7 29}
  10,  1025,    (1 10),   (513 1),     10000000001, {5 41}
  10,  1027,   (513 1),   (257 2),     10000000011, {13 79}
  10,  1031,   (515 1),   (129 3),     10000000111, {1031}
  10,  1129,   (141 3),   (565 1),     10001101001, {1129}
  10,  1131,   (565 1),   (283 2),     10001101011, {3 13 29}
  10,  1845,   (461 2),   (923 1),     11100110101, {3 5 41}
  10,  1857,    (29 6),   (929 1),     11101000001, {3 619}
  10,  1861,   (465 2),   (931 1),     11101000101, {1861}
  10,  1867,   (933 1),   (467 2),     11101001011, {1867}
  10,  1881,   (235 3),   (941 1),     11101011001, {3 11 19}
  10,  1887,   (943 1),    (59 5),     11101011111, {3 17 37}
  10,  1891,   (945 1),   (473 2),     11101100011, {31 61}
  10,  1893,   (473 2),   (947 1),     11101100101, {3 631}
  10,  1905,   (119 4),   (953 1),     11101110001, {3 5 127}
  10,  1909,   (477 2),   (955 1),     11101110101, {23 83}
  10,  1943,   (971 1),   (243 3),     11110010111, {29 67}
  10,  1945,   (243 3),   (973 1),     11110011001, {5 389}
  10,  1953,    (61 5),   (977 1),     11110100001, {3 7 31}
  10,  1975,   (987 1),   (247 3),     11110110111, {5 79}
  10,  2029,   (507 2),  (1015 1),     11111101101, {2029}
  10,  2051,  (1025 1),   (513 2),    100000000011, {7 293}
  10,  2053,   (513 2),  (1027 1),    100000000101, {2053}
  10,  2055,  (1027 1),   (257 3),    100000000111, {3 5 137}
  10,  2059,  (1029 1),   (515 2),    100000001011, {29 71}
  10,  2063,  (1031 1),   (129 4),    100000001111, {2063}
  10,  2073,   (259 3),  (1037 1),    100000011001, {3 691}
  10,  2091,  (1045 1),   (523 2),    100000101011, {3 17 41}
  10,  2251,  (1125 1),   (563 2),    100011001011, {2251}
  10,  2257,   (141 4),  (1129 1),    100011010001, {37 61}
  10,  2259,  (1129 1),   (565 2),    100011010011, {3 251}
  10,  2263,  (1131 1),   (283 3),    100011010111, {31 73}
  10,  3669,   (917 2),  (1835 1),    111001010101, {3 1223}
  10,  3697,   (231 4),  (1849 1),    111001110001, {3697}
  10,  3715,  (1857 1),   (929 2),    111010000011, {5 743}
  10,  3725,   (931 2),  (1863 1),    111010001101, {5 149}
  10,  3735,  (1867 1),   (467 3),    111010010111, {3 5 83}
  10,  3761,   (235 4),  (1881 1),    111010110001, {3761}
