# Odd core environment

This is a list of the first 5000 integers in consecutive order. For every integer n:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- ternary and binary representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc).

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
231,3,46,22120,11100111,0,1,0,0,10,10,3,1,28,14
1849,0,22,2112111,11100111001,1,4,1,1,3,13,6,9,22,20
925,1,46,1021021,1110011101,1,0,1,1,2,7,13,5,26,26
1851,0,46,2112120,11100111011,0,1,3,3,5,15,8,11,24,22
463,2,46,122011,111001111,1,3,1,1,8,4,7,3,28,29
1853,0,46,2112122,11100111101,2,3,5,5,7,0,10,13,26,24
927,1,41,1021100,1110011111,0,2,3,3,4,9,15,7,28,28
1855,0,41,2112201,11100111111,1,0,0,7,9,2,12,15,28,26
29,6,5,1002,11101,2,4,1,7,3,12,10,6,0,29
1857,0,10,2112210,11101000001,0,2,2,9,11,4,14,17,1,28
929,1,46,1021102,1110100001,2,4,5,5,6,11,17,9,1,30
1859,0,46,2112212,11101000011,2,4,4,0,0,6,16,19,3,30
465,2,10,122020,111010001,0,0,3,3,10,6,9,5,1,0
1861,0,10,2112221,11101000101,1,1,6,2,2,8,18,21,5,1
931,1,10,1021111,1110100011,1,1,0,7,8,13,0,11,3,1
1863,0,22,2120000,11101000111,0,3,1,4,4,10,1,0,7,3
233,3,29,22122,11101001,2,3,2,2,12,12,5,3,1,16
1865,0,22,2120002,11101001001,2,0,3,6,6,12,3,2,9,5
933,1,29,1021120,1110100101,0,3,2,9,10,15,2,13,5,3
1867,0,10,2120011,11101001011,1,2,5,8,8,14,5,4,11,7
467,2,29,122022,111010011,2,2,5,5,12,8,11,7,3,2
1869,0,29,2120020,11101001101,0,4,0,10,10,16,7,6,13,9
935,1,46,1021122,1110100111,2,0,4,0,12,0,4,15,7,5
1871,0,46,2120022,11101001111,2,1,2,1,12,1,9,8,15,11
117,4,5,11100,1110101,0,2,5,7,0,15,3,2,1,24
1873,0,29,2120101,11101010001,1,3,4,3,1,3,11,10,17,13
937,1,63,1021201,1110101001,1,2,6,2,1,2,6,17,9,7
1875,0,63,2120110,11101010011,0,0,6,5,3,5,13,12,19,15
469,2,5,122101,111010101,1,4,0,7,1,10,13,9,5,4
1877,0,5,2120112,11101010101,2,2,1,7,5,7,15,14,21,17
939,1,29,1021210,1110101011,0,4,1,4,3,4,8,19,11,9
1879,0,29,2120121,11101010111,1,4,3,9,7,9,17,16,23,19
235,3,46,22201,11101011,1,0,4,4,1,14,7,5,3,18
1881,0,10,2120200,11101011001,0,1,5,0,9,11,0,18,25,21
941,1,46,1021212,1110101101,2,1,3,6,5,6,10,21,13,11
1883,0,29,2120202,11101011011,2,3,0,2,11,13,2,20,27,23
471,2,46,122110,111010111,0,1,2,9,3,12,15,11,7,6
1885,0,46,2120211,11101011101,1,0,2,4,0,15,4,22,0,25
943,1,10,1021221,1110101111,1,3,5,8,7,8,12,0,15,13
1887,0,10,2120220,11101011111,0,2,4,6,2,0,6,1,2,27
59,5,10,2012,111011,2,4,3,4,7,8,2,13,1,28
1889,0,27,2120222,11101100001,2,4,6,8,4,2,8,3,4,29
945,1,10,1022000,1110110001,0,0,0,10,9,10,14,2,17,15
1891,0,10,2121001,11101100011,1,1,1,10,6,4,10,5,6,0
473,2,10,122112,111011001,2,3,4,0,5,14,17,13,9,8
1893,0,10,2121010,11101100101,0,3,3,1,8,6,12,7,8,2
947,1,10,1022002,1110110011,2,2,2,1,11,12,16,4,19,17
1895,0,63,2121012,11101100111,2,0,5,3,10,8,14,9,10,4
237,3,10,22210,11101101,0,2,6,6,3,16,9,7,5,20
1897,0,22,2121021,11101101001,1,2,0,5,12,10,16,11,12,6
949,1,10,1022011,1110110101,1,4,4,3,0,14,18,6,21,19
1899,0,22,2121100,11101101011,0,4,2,7,1,12,18,13,14,8
475,2,7,122121,111011011,1,0,6,2,7,16,0,15,11,10
1901,0,7,2121102,11101101101,2,1,4,9,3,14,1,15,16,10
951,1,7,1022020,1110110111,0,1,6,5,2,16,1,8,23,21
1903,0,46,2121111,11101101111,1,3,6,0,5,16,3,17,18,12
119,4,10,11102,1110111,2,4,0,9,2,0,5,4,3,26
1905,0,10,2121120,11101110001,0,0,1,2,7,1,5,19,20,14
953,1,7,1022022,1110111001,2,3,1,7,4,1,3,10,25,23
1907,0,7,2121122,11101110011,2,2,3,4,9,3,7,21,22,16
477,2,10,122200,111011101,0,2,1,4,9,1,2,17,13,12
1909,0,10,2121201,11101110101,1,4,5,6,11,5,9,0,24,18
955,1,7,1022101,1110111011,1,0,3,9,6,3,5,12,27,25
1911,0,7,2121210,11101110111,0,1,0,8,0,7,11,2,26,20
239,3,17,22212,11101111,2,4,1,8,5,1,11,9,7,22
1913,0,27,2121212,11101111001,2,3,2,10,2,9,13,4,28,22
957,1,17,1022110,1110111101,0,2,5,0,8,5,7,14,0,27
1915,0,63,2121221,11101111011,1,0,4,1,4,11,15,6,1,24
479,2,17,122202,111011111,2,4,3,6,11,3,4,19,15,14
1917,0,17,2122000,11101111101,0,2,6,3,6,13,17,8,3,26
959,1,46,1022112,1110111111,2,4,0,2,10,7,9,16,2,29
1919,0,46,2122002,11101111111,2,4,1,5,8,15,0,10,5,28
15,7,5,120,1111,0,0,1,4,2,15,15,15,15,15
1921,0,51,2122011,11110000001,1,1,3,7,10,0,2,12,7,30
961,1,15,1022121,1111000001,1,1,2,4,12,9,11,18,4,0
1923,0,15,2122020,11110000011,0,3,5,9,12,2,4,14,9,1
481,2,15,122211,111100001,1,1,5,8,0,5,6,21,17,16
1925,0,15,2122022,11110000101,2,0,0,0,1,4,6,16,11,3
963,1,15,1022200,1111000011,0,3,4,6,1,11,13,20,6,2
1927,0,15,2122101,11110000111,1,2,2,2,3,6,8,18,13,5
241,3,5,22221,11110001,1,1,3,10,7,3,13,11,9,24
1929,0,17,2122110,11110001001,0,4,4,4,5,8,10,20,15,7
965,1,5,1022202,1111000101,2,0,6,8,3,13,15,22,8,4
1931,0,51,2122112,11110001011,2,1,6,6,7,10,12,22,17,9
483,2,5,122220,111100011,0,3,0,10,2,7,8,0,19,18
1933,0,5,2122121,11110001101,1,3,1,8,9,12,14,1,19,11
967,1,51,1022211,1111000111,1,2,1,10,5,15,17,1,10,6
1935,0,51,2122200,11110001111,0,0,3,10,11,14,16,3,21,13
121,4,34,11111,1111001,1,1,2,0,4,2,7,6,5,28
1937,0,15,2122202,11110010001,2,2,5,1,0,16,18,5,23,15
969,1,15,1022220,1111001001,0,4,3,1,7,0,0,3,12,8
1939,0,15,2122211,11110010011,1,4,0,3,2,1,1,7,25,17
485,2,34,122222,111100101,2,0,2,1,4,9,10,2,21,20
1941,0,34,2122220,11110010101,0,1,2,5,4,3,3,9,27,19
971,1,10,1022222,1111001011,2,1,5,3,9,2,2,5,14,10
1943,0,10,2122222,11110010111,2,3,4,7,6,5,5,11,0,21
243,3,34,100000,11110011,0,3,5,1,9,5,15,13,11,26
1945,0,10,2200001,11110011001,1,0,6,9,8,7,7,13,2,23
973,1,34,1100001,1111001101,1,3,0,5,11,4,4,7,16,12
1947,0,27,2200010,11110011011,0,2,1,0,10,9,9,15,4,25
487,2,51,200001,111100111,1,2,4,3,6,11,12,4,23,22
1949,0,51,2200012,11110011101,2,4,3,2,12,11,11,17,6,27
975,1,51,1100010,1111001111,0,0,2,7,0,6,6,9,18,14
1951,0,63,2200021,11110011111,1,1,5,4,1,13,13,19,8,29
61,5,5,2021,111101,1,1,5,6,9,10,4,15,3,30
1953,0,10,2200100,11110100001,0,3,0,6,3,15,15,21,10,0
977,1,34,1100012,1111010001,2,2,4,9,2,8,8,11,20,16
1955,0,34,2200102,11110100011,2,0,2,8,5,0,17,0,12,2
489,2,15,200010,111101001,0,4,6,5,8,13,14,6,25,24
1957,0,15,2200111,11110100101,1,2,4,10,7,2,0,2,14,4
979,1,15,1100021,1111010011,1,4,6,0,4,10,10,13,22,18
1959,0,27,2200120,11110100111,0,4,6,1,9,4,2,4,16,6
245,3,5,100002,11110101,2,0,0,3,11,7,17,15,13,28
1961,0,63,2200122,11110101001,2,1,1,3,11,6,4,6,18,8
981,1,5,1100100,1111010101,0,1,1,2,6,12,12,15,24,20
1963,0,27,2200201,11110101011,1,3,3,5,0,8,6,8,20,10
491,2,51,200012,111101011,2,1,1,7,10,15,16,8,27,26
1965,0,51,2200210,11110101101,0,0,5,7,2,10,8,10,22,12
983,1,51,1100102,1111010111,2,3,3,4,8,14,14,17,26,22
1967,0,34,2200212,11110101111,2,2,0,9,4,12,10,12,24,14
123,4,15,11120,1111011,0,3,4,2,6,4,9,8,7,30
1969,0,5,2200221,11110110001,1,4,2,0,6,14,12,14,26,16
985,1,5,1100111,1111011001,1,0,5,6,10,16,16,19,28,24
1971,0,5,2201000,11110110011,0,1,4,2,8,16,14,16,28,18
493,2,15,200021,111101101,1,3,3,9,12,0,18,10,0,28
1973,0,15,2201002,11110110101,2,3,6,4,10,1,16,18,1,20
987,1,10,1100120,1111011011,0,2,0,8,12,1,18,21,1,26
1975,0,10,2201011,11110110111,1,0,1,6,12,3,18,20,3,22
247,3,15,100011,11110111,1,2,2,5,0,9,0,17,15,30
1977,0,51,2201020,11110111001,0,2,3,8,1,5,1,22,5,24
989,1,15,1100122,1111011101,2,4,2,10,1,3,1,0,3,28
1979,0,51,2201022,11110111011,2,4,5,10,3,7,3,1,7,26
495,2,34,200100,111101111,0,0,5,0,1,2,1,12,2,30
1981,0,34,2201101,11110111101,1,1,0,1,5,9,5,3,9,28
991,1,34,1100201,1111011111,1,1,4,1,3,5,3,2,5,30
1983,0,15,2201110,11110111111,0,3,2,3,7,11,7,5,11,30
31,6,39,1011,11111,1,1,3,9,5,14,12,8,2,0
1985,0,15,2201112,11111000001,2,0,4,5,9,13,9,7,13,1
993,1,32,1100210,1111100001,0,3,6,3,5,7,5,4,7,1
1987,0,32,2201121,11111000011,1,2,6,7,11,15,11,9,15,3
497,2,5,200102,111110001,2,2,0,2,3,4,3,14,4,1
1989,0,5,2201200,11111000101,0,4,1,9,0,0,13,11,17,5
995,1,5,1100212,1111100011,2,0,1,5,7,9,7,6,9,3
1991,0,15,2201202,11111000111,2,1,3,0,2,2,15,13,19,7
249,3,15,100020,11111001,0,4,4,7,2,11,2,19,17,1
1993,0,15,2201211,11111001001,1,3,5,2,4,4,17,15,21,9
997,1,15,1100221,1111100101,1,2,3,7,9,11,9,8,11,5
1995,0,15,2201220,11111001011,0,0,0,4,6,6,0,17,23,11
499,2,15,200111,111110011,1,4,2,4,5,6,5,16,6,3
1997,0,15,2201222,11111001101,2,2,2,6,8,8,2,19,25,13
999,1,15,1101000,1111100111,0,4,5,9,11,13,11,10,13,7
1999,0,15,2202001,11111001111,1,4,4,8,10,10,4,21,27,15
125,4,39,11122,1111101,2,0,6,4,8,6,11,10,9,1
2001,0,15,2202010,11111010001,0,1,6,10,12,12,6,0,0,17
1001,1,51,1101002,1111101001,2,1,0,0,0,15,13,12,15,9
2003,0,51,2202012,11111010011,2,3,1,1,1,14,8,2,2,19
501,2,39,200120,111110101,0,1,4,6,7,8,7,18,8,5
2005,0,39,2202021,11111010101,1,0,3,3,3,16,10,4,4,21
1003,1,12,1101011,1111101011,1,3,2,2,2,0,15,14,17,11
2007,0,12,2202100,11111010111,0,2,5,5,5,1,12,6,6,23
251,3,22,100022,11111011,2,1,6,9,4,13,4,21,19,3
2009,0,5,2202102,11111011001,2,4,0,7,7,3,14,8,8,25
1005,1,22,1101020,1111101101,0,0,4,4,4,2,17,16,19,13
2011,0,12,2202111,11111011011,1,1,2,9,9,5,16,10,10,27
503,2,22,200122,111110111,2,3,6,8,9,10,9,20,10,7
2013,0,22,2202120,11111011101,0,3,4,0,11,7,18,12,12,29
1007,1,32,1101022,1111101111,2,2,6,6,6,4,0,18,21,15
2015,0,32,2202122,11111011111,2,0,6,2,0,9,1,14,14,0
63,5,39,2100,111111,0,3,0,8,11,12,6,17,5,1
2017,0,22,2202201,11111100001,1,2,1,4,2,11,3,16,16,2
1009,1,39,1101101,1111110001,1,4,1,8,8,6,2,20,23,17
2019,0,39,2202210,11111100011,0,4,3,6,4,13,5,18,18,4
505,2,20,200201,111111001,1,0,1,10,11,12,11,22,12,9
2021,0,20,2202212,11111100101,2,1,5,8,6,15,7,20,20,6
1011,1,20,1101110,1111110011,0,1,3,10,10,8,4,22,25,19
2023,0,56,2202221,11111100111,1,3,0,10,8,0,9,22,22,8
253,3,39,100101,11111101,1,3,1,0,6,15,6,0,21,5
2025,0,56,2210000,11111101001,0,0,2,1,10,2,11,1,24,10
1013,1,39,1101112,1111110101,2,3,5,1,12,10,6,1,27,21
2027,0,56,2210002,11111101011,2,2,4,3,12,4,13,3,26,12
507,2,10,200210,111111011,0,2,3,1,0,14,13,1,14,11
2029,0,10,2210011,11111101101,1,4,6,5,1,6,15,5,28,14
1015,1,10,1101121,1111110111,1,0,0,3,1,12,8,3,0,23
2031,0,20,2210020,11111101111,0,1,1,7,3,8,17,7,1,16
127,4,15,11201,1111111,1,2,1,6,10,8,13,12,11,3
2033,0,39,2210022,11111110001,2,3,3,9,5,10,0,9,3,18
1017,1,56,1101200,1111111001,0,2,2,5,3,14,10,5,2,25
2035,0,56,2210101,11111110011,1,0,5,0,7,12,2,11,5,20
509,2,15,200212,111111101,2,4,5,3,2,16,15,3,16,13
2037,0,15,2210110,11111110101,0,2,0,2,9,14,4,13,7,22
1019,1,20,1101202,1111111011,2,4,4,7,5,16,12,7,4,27
2039,0,20,2210112,11111110111,2,4,2,4,11,16,6,15,9,24
255,3,15,100110,11111111,0,0,3,2,8,0,8,2,23,7
2041,0,20,2210121,11111111001,1,1,4,6,0,1,8,17,11,26
1021,1,15,1101211,1111111101,1,1,6,9,7,1,14,9,6,29
2043,0,56,2210200,11111111011,0,3,6,8,2,3,10,19,13,28
511,2,20,200221,111111111,1,1,0,5,4,1,17,5,18,15
2045,0,20,2210202,11111111101,2,0,1,10,4,5,12,21,15,30
1023,1,20,1101220,1111111111,0,3,1,0,9,3,16,11,8,0
2047,0,56,2210211,11111111111,1,2,3,1,6,7,14,0,17,1
1,11,0,1,1,1,1,1,1,1,1,1,1,1,1
2049,0,56,2210220,100000000001,0,4,5,3,8,9,16,2,19,3
1025,1,10,1101222,10000000001,2,0,3,2,11,5,18,13,10,2
2051,0,10,2210222,100000000011,2,1,0,5,10,11,18,4,21,5
513,2,10,201000,1000000001,0,3,2,7,6,3,0,7,20,17
2053,0,10,2211001,100000000101,1,3,2,7,12,13,1,6,23,7
1027,1,10,1102001,10000000011,1,2,5,4,0,7,1,15,12,4
2055,0,10,2211010,100000000111,0,0,4,9,1,15,3,8,25,9
257,3,44,100112,100000001,2,2,5,4,10,2,10,4,25,9
2057,0,39,2211012,100000001001,2,2,6,0,3,0,5,10,27,11
1029,1,44,1102010,10000000101,0,4,0,6,2,9,3,17,14,6
2059,0,10,2211021,100000001011,1,4,1,2,5,2,7,12,0,13
515,2,44,201002,1000000011,2,0,4,9,8,5,2,9,22,19
2061,0,44,2211100,100000001101,0,1,3,4,7,4,9,14,2,15
1031,1,10,1102012,10000000111,2,1,2,8,4,11,5,19,16,8
2063,0,10,2211102,100000001111,2,3,5,6,9,6,11,16,4,17
129,4,44,11210,10000001,0,4,3,8,12,10,15,14,13,5
2065,0,44,2211111,100000010001,1,0,0,8,11,8,13,18,6,19
1033,1,56,1102021,10000001001,1,3,4,10,6,13,7,21,18,10
2067,0,56,2211120,100000010011,0,2,2,10,0,10,15,20,8,21
517,2,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21
2069,0,44,2211122,100000010101,2,4,4,1,2,12,17,22,10,23
1035,1,44,1102100,10000001011,0,0,6,1,8,15,9,0,20,12
2071,0,44,2211201,100000010111,1,1,6,3,4,14,0,1,12,25
259,3,44,100121,100000011,1,4,0,6,12,4,12,6,27,11
2073,0,10,2211210,100000011001,0,3,1,5,6,16,2,3,14,27
1037,1,44,1102102,10000001101,2,2,1,3,10,0,11,2,22,14
2075,0,32,2211212,100000011011,2,0,3,7,8,1,4,5,16,29
519,2,20,201020,1000000111,0,4,1,2,12,9,6,13,26,23
2077,0,20,2211221,100000011101,1,2,5,9,10,3,6,7,18,0
1039,1,20,1102111,10000001111,1,4,3,5,12,2,13,4,24,16
2079,0,15,2212000,100000011111,0,4,0,0,12,5,8,9,20,2
65,5,8,2102,1000001,2,0,2,10,0,14,8,19,7,3
2081,0,20,2212002,100000100001,2,1,2,2,1,7,10,11,22,4
1041,1,44,1102120,10000010001,0,1,5,7,1,4,15,6,26,18
2083,0,44,2212011,100000100011,1,3,4,4,3,9,12,13,24,6
521,2,44,201022,1000001001,2,1,3,4,1,11,8,15,28,25
2085,0,44,2212020,100000100101,0,0,6,6,5,11,14,15,26,8
1043,1,44,1102122,10000010011,2,3,0,9,3,6,17,8,28,20
2087,0,39,2212022,100000100111,2,2,1,8,7,13,16,17,28,10
261,3,8,100200,100000101,0,1,2,8,1,6,14,8,0,13
2089,0,20,2212101,100000101001,1,4,3,10,9,15,18,19,1,12
1045,1,8,1102201,10000010101,1,0,2,0,5,8,0,10,1,22
2091,0,10,2212110,100000101011,0,1,5,1,11,0,1,21,3,14
523,2,44,201101,1000001011,1,3,5,6,3,13,10,17,1,27
2093,0,44,2212112,100000101101,2,3,0,3,0,2,3,0,5,16
1047,1,44,1102210,10000010111,0,2,4,2,7,10,2,12,3,24
2095,0,37,2212121,100000101111,1,0,2,5,2,4,5,2,7,18
131,4,8,11212,10000011,2,1,5,10,1,12,17,16,15,7
2097,0,20,2212200,100000110001,0,2,4,7,4,6,7,4,9,20
1049,1,20,1102212,10000011001,2,4,6,4,9,12,4,14,5,26
2099,0,20,2212202,100000110011,2,4,6,9,6,8,9,6,11,22
525,2,8,201110,1000001101,0,0,0,8,5,15,12,19,3,29
2101,0,8,2212211,100000110101,1,1,1,0,8,10,11,8,13,24
1051,1,32,1102221,10000011011,1,1,1,6,11,14,6,16,7,28
2103,0,32,2212220,100000110111,0,3,3,2,10,12,13,10,15,26
263,3,27,100202,100000111,2,3,4,10,3,8,16,10,2,15
2105,0,44,2212222,100000111001,2,0,5,4,12,14,15,12,17,28
1053,1,27,1110000,10000011101,0,3,3,8,0,16,8,18,9,30
2107,0,56,2220001,100000111011,1,2,0,6,1,16,17,14,19,30
527,2,27,201112,1000001111,2,2,2,10,7,0,14,21,5,0
2109,0,27,2220010,100000111101,0,4,2,8,3,1,0,16,21,1
1055,1,61,1110002,10000011111,2,0,5,10,2,1,10,20,11,1
2111,0,61,2220012,100000111111,2,1,4,10,5,3,2,18,23,3
33,6,8,1020,100001,0,3,5,0,7,16,14,10,4,2
2113,0,27,2220021,100001000001,1,3,6,1,7,5,4,20,25,5
1057,1,27,1110011,10000100001,1,2,0,1,4,3,12,22,13,3
2115,0,27,2220100,100001000011,0,0,1,3,9,7,6,22,27,7
529,2,8,201121,1000010001,1,4,4,1,9,2,16,0,7,2
2117,0,8,2220102,100001000101,2,2,3,5,11,9,8,1,0,9
1059,1,8,1110020,10000100011,0,4,2,3,6,5,14,1,15,5
2119,0,27,2220111,100001000111,1,4,5,7,0,11,10,3,2,11
265,3,44,100211,100001001,1,0,6,1,5,10,18,12,4,17
2121,0,37,2220120,100001001001,0,1,0,9,2,13,12,5,4,13
1061,1,44,1110022,10000100101,2,1,4,5,8,7,16,3,17,7
2123,0,8,2220122,100001001011,2,3,2,0,4,15,14,7,6,15
531,2,44,201200,1000010011,0,1,6,3,11,4,18,2,9,4
2125,0,44,2220201,100001001101,1,0,4,2,6,0,16,9,8,17
1063,1,25,1110101,10000100111,1,3,6,7,10,9,18,5,19,9
2127,0,25,2220210,100001001111,0,2,6,4,8,2,18,11,10,19
133,4,8,11221,10000101,1,3,0,1,3,14,0,18,17,9
2129,0,44,2220212,100001010001,2,4,1,6,10,4,1,13,12,21
1065,1,25,1110110,10000101001,0,0,1,9,12,11,1,7,21,11
2131,0,25,2220221,100001010011,1,1,3,8,12,6,3,15,14,23
533,2,8,201202,1000010101,2,3,1,5,0,6,1,4,11,6
2133,0,8,2221000,100001010101,0,3,5,10,1,8,5,17,16,25
1067,1,20,1110112,10000101011,2,2,3,0,1,13,3,9,23,13
2135,0,20,2221002,100001010111,2,0,0,1,3,10,7,19,18,27
267,3,5,100220,100001011,0,2,1,3,7,12,1,14,6,19
2137,0,20,2221011,100001011001,1,2,2,3,5,12,9,21,20,29
1069,1,5,1110121,10000101101,1,4,5,2,3,15,5,11,25,15
2139,0,25,2221020,100001011011,0,4,4,5,7,14,11,0,22,0
535,2,5,201211,1000010111,1,0,3,7,2,8,3,6,13,8
2141,0,5,2221022,100001011101,2,1,6,7,9,16,13,2,24,2
1071,1,61,1110200,10000101111,0,1,0,4,5,0,7,13,27,17
2143,0,61,2221101,100001011111,1,3,1,9,11,1,15,4,26,4
67,5,8,2111,1000011,1,2,4,1,2,16,10,21,9,5
2145,0,25,2221110,100001100001,0,0,3,0,0,3,17,6,28,6
1073,1,5,1110202,10000110001,2,3,2,6,7,2,9,15,0,19
2147,0,5,2221112,100001100011,2,2,5,2,2,5,0,8,1,8
537,2,5,201220,1000011001,0,2,5,9,4,10,5,8,15,10
2149,0,5,2221121,100001100101,1,4,0,4,4,7,2,10,3,10
1075,1,5,1110211,10000110011,1,0,4,8,9,4,11,17,2,21
2151,0,37,2221200,100001100111,0,1,2,6,6,9,4,12,5,12
269,3,8,100222,100001101,2,4,3,5,9,14,3,16,8,21
2153,0,25,2221202,100001101001,2,3,4,8,8,11,6,14,7,14
1077,1,8,1110220,10000110101,0,2,6,10,11,6,13,19,4,23
2155,0,61,2221211,100001101011,1,0,6,10,10,13,8,16,9,16
539,2,15,201222,1000011011,2,4,0,0,6,12,7,10,17,12
2157,0,15,2221220,100001101101,0,2,1,1,12,15,10,18,11,18
1079,1,15,1110222,10000110111,2,4,1,1,0,8,15,21,6,25
2159,0,44,2221222,100001101111,2,4,3,3,1,0,12,20,13,20
135,4,13,12000,10000111,0,0,2,3,5,16,2,20,19,11
2161,0,8,2222001,100001110001,1,1,5,5,3,2,14,22,15,22
1081,1,49,1111001,10000111001,1,1,3,3,2,10,17,0,8,27
2163,0,49,2222010,100001110011,0,3,0,7,5,4,16,1,17,24
541,2,13,202001,1000011101,1,1,2,2,8,14,9,12,19,14
2165,0,13,2222012,100001110101,2,0,2,9,7,6,18,3,19,26
1083,1,49,1111010,10000111011,0,3,5,5,4,12,0,2,10,29
2167,0,49,2222021,100001110111,1,2,4,0,9,8,1,5,21,28
271,3,13,101001,100001111,1,1,5,7,11,16,5,18,10,23
2169,0,25,2222100,100001111001,0,4,6,2,11,10,3,7,23,30
1085,1,13,1111012,10000111101,2,0,0,7,6,14,2,4,12,0
2171,0,15,2222102,100001111011,2,1,1,4,0,12,5,9,25,1
543,2,49,202010,1000011111,0,3,4,4,10,16,11,14,21,16
2173,0,49,2222111,100001111101,1,3,3,6,2,14,7,11,27,3
1087,1,49,1111021,10000111111,1,2,2,9,8,16,4,6,14,2
2175,0,25,2222120,100001111111,0,0,5,8,4,16,9,13,0,5
17,7,3,122,10001,2,2,3,6,4,0,17,17,17,17
2177,0,49,2222122,100010000001,2,2,0,10,6,1,11,15,2,7
1089,1,13,1111100,10001000001,0,4,4,0,10,1,6,8,16,4
2179,0,13,2222201,100010000011,1,4,2,1,8,3,13,17,4,9
545,2,13,202012,1000100001,2,0,6,6,12,1,13,16,23,18
2181,0,13,2222210,100010000101,0,1,4,3,10,5,15,19,6,11
1091,1,13,1111102,10001000011,2,1,6,2,12,3,8,10,18,6
2183,0,49,2222212,100010000111,2,3,6,5,12,7,17,21,8,13
273,3,8,101010,100010001,0,3,0,9,0,1,7,20,12,25
2185,0,37,2222221,100010001001,1,0,1,7,1,9,0,0,10,15
1093,1,8,1111111,10001000101,1,3,1,4,1,5,10,12,20,8
2187,0,25,10000000,100010001011,0,2,3,9,3,11,2,2,12,17
547,2,8,202021,1000100011,1,2,1,8,1,3,15,18,25,20
2189,0,8,10000002,100010001101,2,4,5,0,5,13,4,4,14,19
1095,1,25,1111120,10001000111,0,0,3,6,3,7,12,14,22,10
2191,0,25,10000011,100010001111,1,1,0,2,7,15,6,6,16,21
137,4,32,12002,10001001,2,2,4,5,7,1,4,22,21,13
2193,0,49,10000020,100010010001,0,3,2,4,9,0,8,8,18,23
1097,1,49,1111122,10001001001,2,2,5,8,5,9,14,16,24,12
2195,0,49,10000022,100010010011,2,0,4,6,11,2,10,10,20,25
549,2,32,202100,1000100101,0,4,3,10,3,5,17,20,27,22
2197,0,32,10000101,100010010101,1,2,6,8,0,4,12,12,22,27
1099,1,8,1111201,10001001011,1,4,0,10,7,11,16,18,26,14
2199,0,8,10000110,100010010111,0,4,1,10,2,6,14,14,24,29
275,3,32,101012,100010011,2,0,2,0,2,3,9,22,14,27
2201,0,49,10000112,100010011001,2,1,3,1,4,8,16,16,26,0
1101,1,32,1111210,10001001101,0,1,2,1,9,13,18,20,28,16
2203,0,15,10000121,100010011011,1,3,5,3,6,10,18,18,28,2
551,2,13,202102,1000100111,2,1,5,1,5,7,0,22,0,24
2205,0,13,10000200,100010011101,0,0,0,5,8,12,1,20,1,4
1103,1,13,1111212,10001001111,2,3,4,3,11,15,1,22,1,18
2207,0,61,10000202,100010011111,2,2,2,7,10,14,3,22,3,6
69,5,3,2120,1000101,0,4,6,3,4,1,12,0,11,7
2209,0,25,10000211,100010100001,1,4,4,9,12,16,5,1,5,8
1105,1,32,1111221,10001010001,1,0,6,5,0,0,3,1,3,20
2211,0,32,10000220,100010100011,0,1,6,0,1,1,7,3,7,10
553,2,49,202111,1000101001,1,3,0,3,7,9,2,1,2,26
2213,0,49,10000222,100010100101,2,3,1,2,3,3,9,5,9,12
1107,1,49,1112000,10001010011,0,2,1,7,2,2,5,3,5,22
2215,0,42,10001001,100010100111,1,0,3,4,5,5,11,7,11,14
277,3,3,101021,100010101,1,2,4,2,4,5,11,1,16,29
2217,0,25,10001010,100010101001,0,2,5,6,7,7,13,9,13,16
1109,1,3,1112002,10001010101,2,4,3,9,4,4,7,5,7,24
2219,0,32,10001012,100010101011,2,4,0,8,9,9,15,11,15,18
555,2,8,202120,1000101011,0,0,2,5,9,11,4,3,4,28
2221,0,8,10001021,100010101101,1,1,2,10,11,11,17,13,17,20
1111,1,8,1112011,10001010111,1,1,5,0,6,6,9,7,9,26
2223,0,66,10001100,100010101111,0,3,4,1,0,13,0,15,19,22
139,4,13,12011,10001011,1,4,6,7,9,3,6,1,23,15
2225,0,49,10001102,100010110001,2,0,6,3,2,15,2,17,21,24
1113,1,49,1112020,10001011001,0,3,0,2,8,8,11,9,11,28
2227,0,49,10001111,100010110011,1,2,1,5,4,0,4,19,23,26
557,2,13,202122,1000101101,2,2,4,7,11,13,6,5,6,30
2229,0,13,10001120,100010110101,0,4,3,7,6,2,6,21,25,28
1115,1,32,1112022,10001011011,2,0,2,4,10,10,13,11,13,30
2231,0,32,10001122,100010110111,2,1,5,9,8,4,8,0,27,30
279,3,13,101100,100010111,0,4,6,4,6,7,13,3,18,0
2233,0,49,10001201,100010111001,1,3,0,0,10,6,10,2,0,1
1117,1,13,1112101,10001011101,1,2,4,6,12,12,15,13,15,1
2235,0,13,10001210,100010111011,0,0,2,2,12,8,12,4,2,3
559,2,30,202201,1000101111,1,4,6,9,0,15,8,7,8,1
2237,0,30,10001212,100010111101,2,2,4,4,1,10,14,6,4,5
