# Nexus popularity

Many orbits are funneled into similar connectors.

This table shows the most commonly touched values of n, on all orbits starting under 100,000

Topping the list (at the bottom of the table) are 1 and 5. Common small primes and combinations are touched often, but not always the ones you'd expect.

    1, 5, 13, 17, 53, 35, 11, 23, 61, 325, 433, 577, 3077, 2051, 1367, 911, etc... 

Note how closely the popularity of n (pre_total) corresponds to dist. It makes sense they are correlated... the most commonly seen values will be near the end of orbits, so it's natural they have the shortest stopping distances. But the corelation is almost perfect, I can't explain that.

`dist`       - the number of odd-to-odd Collatz for n steps to reach 1
`n`          - a positive odd integer
`factors`    - the prime factors of n
`ocldist`    - the Collatz odd-to-odd distance of the odd core of n-1
`nl`         - the odd core valuation of the even number n-1 to the left of odd n
`ofactorsl`  - the odd prime factors of n-1
`ocrdist`    - the Collatz odd-to-odd distance of the odd core of n+1
`nr`         - the odd core valuation of the even number n+1 to the right of odd n
`ofactorsr`  - the odd prime factors of n+1
`tcn`        - the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
`base2`      - the binary representation of n
`base3`      - the ternary representation of n
`base5`      - the base-5 representation of n
`base7`      - the base-7 representation of n
`m*`         - the prime residues of n modulo a set of primes
`pre_total`  - the total number of visits of n under the odd-to-odd Collatz map for integers up to 100k

dist,      n, factors,         ocldist,         nl, ofactorsl,       ocrdist,         nr, ofactorsr,          tcn,              base2,        base3,     base5,   base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
  37,     71, {71},                  3,     (35 1), {5 7},                 6,      (9 3), {3},                  8,            1000111,         2122,       241,     131, 2,  1,  1,  5,   6,   3,   14,  2,   13,  9,   34,  30,       9615
  36,    107, {107},                 2,     (53 1), {53},                 41,     (27 2), {3},                  4,            1101011,        10222,       412,     212, 2,  2,  2,  8,   3,   5,   12,  15,  20,  14,  33,  25,       9836
  35,    161, {7 23},                1,      (5 5), {5},                   6,     (81 1), {3},                  2,           10100001,        12222,      1121,     320, 2,  1,  0,  7,   5,   8,   9,   0,   16,  6,   13,  38,       9972
  34,    121, {11},                  5,     (15 3), {3 5},                 5,     (61 1), {61},                40,            1111001,        11111,       441,     232, 1,  1,  2,  0,   4,   2,   7,   6,   5,   28,  10,  39,      10051
   5,     29, {29},                  5,      (7 2), {7},                   5,     (15 1), {3 5},               10,              11101,         1002,       104,      41, 2,  4,  1,  7,   3,   12,  10,  6,   0,   29,  29,  29,      11873
  33,     91, {7 13},                4,     (45 1), {3 5},                 4,     (23 2), {23},                10,            1011011,        10101,       331,     160, 1,  1,  0,  3,   0,   6,   15,  22,  4,   29,  17,  9,       14058
  32,    137, {137},                 3,     (17 3), {17},                  3,     (69 1), {3 23},              46,           10001001,        12002,      1022,     254, 2,  2,  4,  5,   7,   1,   4,   22,  21,  13,  26,  14,      14875
  31,    103, {103},                 7,     (51 1), {3 17},                2,     (13 3), {13},                34,            1100111,        10211,       403,     205, 1,  3,  5,  4,   12,  1,   8,   11,  16,  10,  29,  21,      15088
  30,    155, {5 31},                6,     (77 1), {7 11},               11,     (39 2), {3 13},              52,           10011011,        12202,      1110,     311, 2,  0,  1,  1,   12,  2,   3,   17,  10,  0,   7,   32,      15595
  29,    233, {233},                 5,     (29 3), {29},                  5,    (117 1), {3 13},              26,           11101001,        22122,      1413,     452, 2,  3,  2,  2,   12,  12,  5,   3,   1,   16,  11,  28,      15669
  28,    175, {5 7},                 9,     (87 1), {3 29},                4,     (11 4), {11},                58,           10101111,        20111,      1200,     340, 1,  0,  0,  10,  6,   5,   4,   14,  1,   20,  27,  11,      15708
  27,    263, {263},                 8,    (131 1), {131},                 8,     (33 3), {3 11},              88,          100000111,       100202,      2023,     524, 2,  3,  4,  10,  3,   8,   16,  10,  2,   15,  4,   17,      16200
  26,    395, {5 79},                7,    (197 1), {197},                 7,     (99 2), {3 11},              44,          110001011,       112122,      3040,    1103, 2,  0,  3,  10,  5,   4,   15,  4,   18,  23,  25,  26,      16264
  25,    593, {593},                 6,     (37 4), {37},                 25,    (297 1), {3 11},              22,         1001010001,       210222,      4333,    1505, 2,  3,  5,  10,  8,   15,  4,   18,  13,  4,   1,   19,      16306
  24,    445, {5 89},               24,    (111 2), {3 37},               24,    (223 1), {223},              148,          110111101,       121111,      3240,    1204, 1,  0,  4,  5,   3,   3,   8,   8,   10,  11,  1,   35,      16333
  23,    167, {167},                40,     (83 1), {83},                  1,     (21 3), {3 7},               56,           10100111,        20012,      1132,     326, 2,  2,  6,  2,   11,  14,  15,  6,   22,  12,  19,  3,       16713
  22,    251, {251},                39,    (125 1), {5},                  39,     (63 2), {3 7},               28,           11111011,       100022,      2001,     506, 2,  1,  6,  9,   4,   13,  4,   21,  19,  3,   29,  5,       16863
  21,    377, {13 29},              38,     (47 3), {47},                 38,    (189 1), {3 7},               14,          101111001,       111222,      3002,    1046, 2,  2,  6,  3,   0,   3,   16,  9,   0,   5,   7,   8,       16913
  20,    283, {283},                 3,    (141 1), {3 47},               37,     (71 2), {71},                94,          100011011,       101111,      2113,     553, 1,  3,  3,  8,   10,  11,  17,  7,   22,  4,   24,  37,      16972
  19,    425, {5 17},                2,     (53 3), {53},                  2,    (213 1), {3 71},             142,          110101001,       120202,      3200,    1145, 2,  0,  5,  7,   9,   0,   7,   11,  19,  22,  18,  15,      17738
  18,    319, {11 29},              18,    (159 1), {3 53},                1,      (5 6), {5},                106,          100111111,       102211,      2234,     634, 1,  4,  4,  0,   7,   13,  15,  20,  0,   9,   23,  32,      17895
  17,    479, {479},                17,    (239 1), {239},                 5,     (15 5), {3 5},              160,          111011111,       122202,      3404,    1253, 2,  4,  3,  6,   11,  3,   4,   19,  15,  14,  35,  28,      18050
  16,    719, {719},                16,    (359 1), {359},                 4,     (45 4), {3 5},               80,         1011001111,       222122,     10334,    2045, 2,  4,  5,  4,   4,   5,   16,  6,   23,  6,   16,  22,      18088
  15,   1079, {13 83},              15,    (539 1), {7 11},               13,    (135 3), {3 5},               40,        10000110111,      1110222,     13304,    3101, 2,  4,  1,  1,   0,   8,   15,  21,  6,   25,  6,   13,      18100
  14,   1619, {1619},               14,    (809 1), {809},                 7,    (405 2), {3 5},               20,        11001010011,      2012222,     22434,    4502, 2,  4,  2,  2,   7,   4,   4,   9,   24,  7,   28,  20,      18110
  13,   2429, {7 347},              13,    (607 2), {607},                59,   (1215 1), {3 5},               10,       100101111101,     10022222,     34204,   10040, 2,  4,  0,  9,   11,  15,  16,  14,  22,  11,  24,  10,      18116
  12,    911, {911},                12,    (455 1), {5 7 13},             10,     (57 4), {3 19},             304,         1110001111,      1020202,     12121,    2441, 2,  1,  1,  9,   1,   10,  18,  14,  12,  12,  23,  9,       19413
  11,   1367, {1367},               11,    (683 1), {683},                45,    (171 3), {3 19},             152,        10101010111,      1212122,     20432,    3662, 2,  2,  2,  3,   2,   7,   18,  10,  4,   3,   35,  14,      19438
  10,   2051, {7 293},              10,   (1025 1), {5 41},               10,    (513 2), {3 19},              76,       100000000011,      2210222,     31201,    5660, 2,  1,  0,  5,   10,  11,  18,  4,   21,  5,   16,  1,       19445
   9,   3077, {17 181},              9,    (769 2), {769},                 9,   (1539 1), {3 19},              38,       110000000101,     11012222,     44302,   11654, 2,  2,  4,  8,   9,   0,   18,  18,  3,   8,   6,   2,       19450
   8,    577, {577},                 6,      (9 6), {3},                   8,    (289 1), {17},                64,         1001000001,       210101,      4302,    1453, 1,  2,  3,  5,   5,   16,  7,   2,   26,  19,  22,  3,       20105
   7,    433, {433},                41,     (27 4), {3},                   7,    (217 1), {7 31},              16,          110110001,       121001,      3213,    1156, 1,  3,  6,  4,   4,   8,   15,  19,  27,  30,  26,  23,      20173
   6,    325, {5 13},                6,     (81 2), {3},                   6,    (163 1), {163},                4,          101000101,       110001,      2300,     643, 1,  0,  3,  6,   0,   2,   2,   3,   6,   15,  29,  38,      20243
   5,     61, {61},                  5,     (15 2), {3 5},                39,     (31 1), {31},                20,             111101,         2021,       221,     115, 1,  1,  5,  6,   9,   10,  4,   15,  3,   30,  24,  20,      20408
   4,     23, {23},                  4,     (11 1), {11},                  2,      (3 3), {3},                  8,              10111,          212,        43,      32, 2,  3,  2,  1,   10,  6,   4,   0,   23,  23,  23,  23,      21505
   4,     11, {11},                  1,      (5 1), {5},                   2,      (3 2), {3},                  4,               1011,          102,        21,      14, 2,  1,  4,  0,   11,  11,  11,  11,  11,  11,  11,  11,      22243
   3,     35, {5 7},                 3,     (17 1), {17},                  6,      (9 2), {3},                  4,             100011,         1022,       120,      50, 2,  0,  0,  2,   9,   1,   16,  12,  6,   4,   35,  35,      22332
   2,     53, {53},                  2,     (13 2), {13},                 41,     (27 1), {3},                  2,             110101,         1222,       203,     104, 2,  3,  4,  9,   1,   2,   15,  7,   24,  22,  16,  12,      22629
   3,     17, {17},                  0,      (1 4), {},                    6,      (9 1), {3},                  2,              10001,          122,        32,      23, 2,  2,  3,  6,   4,   0,   17,  17,  17,  17,  17,  17,      23048
   2,     13, {13},                  2,      (3 2), {3},                   5,      (7 1), {7},                  4,               1101,          111,        23,      16, 1,  3,  6,  2,   0,   13,  13,  13,  13,  13,  13,  13,      23859
   1,      5, {5},                   0,      (1 2), {},                    2,      (3 1), {3},                  2,                101,           12,        10,       5, 2,  0,  5,  5,   5,   5,   5,   5,   5,   5,   5,   5,       46825
   0,      1, {},                    0,      (0 0), {},                    0,      (1 1), {},                   0,                  1,            1,         1,       1, 1,  1,  1,  1,   1,   1,   1,   1,   1,   1,   1,   1,       50000


